,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vSI,vSL,SI_ba,CH_ba,FC_ba,SL_ba,ST_ba,Stf+ FA,Loc+ FA,Pit+ FA,FA%,wFA/C,vFA,FF_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-08-20,716923,Groundout,field_out,True,678225,572971,Ji Hwan Bae,Dallas Keuchel,1,0,0,a20f823f-329b-4a33-a17e-d43e9bd3af34,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,5.97,5.59,37.2,98.0,74.0,94.0,0.799,5.97,4.3,10.75,0.72,2.23,0.213,0.504,0.18899999999999997,0.315,0.33299999999999996,80.3,74.0,110.0,108.0,64.0,92.0,86.0,64.0,94.0,95.0,92.0,94.0,90.0,0.34700000000000003,0.254,0.129,0.271,-2.63,0.39,0.06,-0.58,84.8,87.4,78.3,0.245,0.327,0.379,0.222,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-20,716923,Groundout,field_out,True,668804,572971,Bryan Reynolds,Dallas Keuchel,0,0,0,231078bc-5225-4dd1-bcc1-ea125b63f050,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,5.97,5.59,37.2,98.0,74.0,94.0,0.799,5.97,4.3,10.75,0.72,2.23,0.213,0.504,0.18899999999999997,0.315,0.33299999999999996,80.3,74.0,110.0,108.0,64.0,92.0,86.0,64.0,94.0,95.0,92.0,94.0,90.0,0.34700000000000003,0.254,0.129,0.271,-2.63,0.39,0.06,-0.58,84.8,87.4,78.3,0.245,0.327,0.379,0.222,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-20,716923,Groundout,field_out,True,457705,572971,Andrew McCutchen,Dallas Keuchel,1,1,0,93c8dfe0-9bd3-4165-b8ae-cf1b910df535,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,5.97,5.59,37.2,98.0,74.0,94.0,0.799,5.97,4.3,10.75,0.72,2.23,0.213,0.504,0.18899999999999997,0.315,0.33299999999999996,80.3,74.0,110.0,108.0,64.0,92.0,86.0,64.0,94.0,95.0,92.0,94.0,90.0,0.34700000000000003,0.254,0.129,0.271,-2.63,0.39,0.06,-0.58,84.8,87.4,78.3,0.245,0.327,0.379,0.222,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-20,716923,Groundout,field_out,True,656669,621366,Jordan Luplow,Ryan Borucki,0,0,0,41d089c4-3b8c-4fc8-92b2-d7b288079083,621366.0,ryanborucki,Borucki,Left,Ryan Borucki,2.45,3.35,40.1,103.0,98.0,102.0,0.738,7.36,0.89,5.8,0.89,1.21,0.243,0.45899999999999996,0.23399999999999999,0.324,0.478,84.6,87.0,113.0,100.0,97.0,101.0,96.0,108.0,112.0,111.0,,,,0.203,,0.6859999999999999,0.11199999999999999,,0.55,1.93,3.98,,94.0,86.7,0.308,0.158,,0.194,0.088,,,,,,,,,,,,,,,,,,,,,
4,2023-08-20,716923,Strikeout,strikeout,True,456781,621366,Donovan Solano,Ryan Borucki,0,0,0,b966b3b0-db99-470c-ad44-d0a395ace334,621366.0,ryanborucki,Borucki,Left,Ryan Borucki,2.45,3.35,40.1,103.0,98.0,102.0,0.738,7.36,0.89,5.8,0.89,1.21,0.243,0.45899999999999996,0.23399999999999999,0.324,0.478,84.6,87.0,113.0,100.0,97.0,101.0,96.0,108.0,112.0,111.0,,,,0.203,,0.6859999999999999,0.11199999999999999,,0.55,1.93,3.98,,94.0,86.7,0.308,0.158,,0.194,0.088,,,,,,,,,,,,,,,,,,,,,
5,2023-08-20,716923,Groundout,field_out,True,621043,621366,Carlos Correa,Ryan Borucki,0,0,0,2c396ffe-bcdd-456d-b5ab-17d227edc1aa,621366.0,ryanborucki,Borucki,Left,Ryan Borucki,2.45,3.35,40.1,103.0,98.0,102.0,0.738,7.36,0.89,5.8,0.89,1.21,0.243,0.45899999999999996,0.23399999999999999,0.324,0.478,84.6,87.0,113.0,100.0,97.0,101.0,96.0,108.0,112.0,111.0,,,,0.203,,0.6859999999999999,0.11199999999999999,,0.55,1.93,3.98,,94.0,86.7,0.308,0.158,,0.194,0.088,,,,,,,,,,,,,,,,,,,,,
6,2023-08-20,716923,Flyout,field_out,True,663647,572971,Ke'Bryan Hayes,Dallas Keuchel,0,0,0,b33ff050-37dc-47d3-b7d8-f0891903506a,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,5.97,5.59,37.2,98.0,74.0,94.0,0.799,5.97,4.3,10.75,0.72,2.23,0.213,0.504,0.18899999999999997,0.315,0.33299999999999996,80.3,74.0,110.0,108.0,64.0,92.0,86.0,64.0,94.0,95.0,92.0,94.0,90.0,0.34700000000000003,0.254,0.129,0.271,-2.63,0.39,0.06,-0.58,84.8,87.4,78.3,0.245,0.327,0.379,0.222,,,,,,,,,,,,,,,,,,,,,,
7,2023-08-20,716923,Groundout,field_out,True,656582,572971,Connor Joe,Dallas Keuchel,1,0,0,81d50766-6424-4443-8cf2-0ca280bf8b98,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,5.97,5.59,37.2,98.0,74.0,94.0,0.799,5.97,4.3,10.75,0.72,2.23,0.213,0.504,0.18899999999999997,0.315,0.33299999999999996,80.3,74.0,110.0,108.0,64.0,92.0,86.0,64.0,94.0,95.0,92.0,94.0,90.0,0.34700000000000003,0.254,0.129,0.271,-2.63,0.39,0.06,-0.58,84.8,87.4,78.3,0.245,0.327,0.379,0.222,,,,,,,,,,,,,,,,,,,,,,
8,2023-08-20,716923,Strikeout,strikeout,True,682848,572971,Endy Rodríguez,Dallas Keuchel,0,0,0,7c802620-abda-48d2-a33f-0905c66c9b5a,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,5.97,5.59,37.2,98.0,74.0,94.0,0.799,5.97,4.3,10.75,0.72,2.23,0.213,0.504,0.18899999999999997,0.315,0.33299999999999996,80.3,74.0,110.0,108.0,64.0,92.0,86.0,64.0,94.0,95.0,92.0,94.0,90.0,0.34700000000000003,0.254,0.129,0.271,-2.63,0.39,0.06,-0.58,84.8,87.4,78.3,0.245,0.327,0.379,0.222,,,,,,,,,,,,,,,,,,,,,,
9,2023-08-20,716923,Strikeout,strikeout,True,593871,621366,Jorge Polanco,Ryan Borucki,0,0,0,3d6eaa94-40c6-4c13-8308-bb1f17710837,621366.0,ryanborucki,Borucki,Left,Ryan Borucki,2.45,3.35,40.1,103.0,98.0,102.0,0.738,7.36,0.89,5.8,0.89,1.21,0.243,0.45899999999999996,0.23399999999999999,0.324,0.478,84.6,87.0,113.0,100.0,97.0,101.0,96.0,108.0,112.0,111.0,,,,0.203,,0.6859999999999999,0.11199999999999999,,0.55,1.93,3.98,,94.0,86.7,0.308,0.158,,0.194,0.088,,,,,,,,,,,,,,,,,,,,,
10,2023-08-20,716923,Strikeout,strikeout,True,666397,621366,Edouard Julien,Ryan Borucki,0,0,0,4d56f29a-2158-4648-9ff1-4f2b37638644,621366.0,ryanborucki,Borucki,Left,Ryan Borucki,2.45,3.35,40.1,103.0,98.0,102.0,0.738,7.36,0.89,5.8,0.89,1.21,0.243,0.45899999999999996,0.23399999999999999,0.324,0.478,84.6,87.0,113.0,100.0,97.0,101.0,96.0,108.0,112.0,111.0,,,,0.203,,0.6859999999999999,0.11199999999999999,,0.55,1.93,3.98,,94.0,86.7,0.308,0.158,,0.194,0.088,,,,,,,,,,,,,,,,,,,,,
