,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vSI,vCU,SI_ba,FF_ba,CU_ba,CH_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-06-22,717847,Single,single,False,672695,663623,Geraldo Perdomo,Jake Irvin,1,0,0,96a2afda-fe78-470f-bd2d-500f81805616,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,,,
1,2023-06-22,717847,Strikeout,strikeout,True,606466,663623,Ketel Marte,Jake Irvin,0,0,0,570f9890-2db6-434f-92fb-782329006b7e,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,,,
2,2023-06-22,717847,Forceout,force_out,True,682998,663623,Corbin Carroll,Jake Irvin,1,0,1,a6e8f815-4e9f-4dba-8c2a-ce7f4649a29b,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,,,
3,2023-06-22,717847,Single,single,False,572233,663623,Christian Walker,Jake Irvin,0,0,1,c94949fc-b7c2-4003-b1c6-13143ac3131d,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,,,
4,2023-06-22,717847,Flyout,field_out,True,666971,663623,Lourdes Gurriel Jr.,Jake Irvin,0,0,0,71064d3f-cccc-4ed9-a732-2fc7533e00f1,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,,,
5,2023-06-22,717847,Strikeout,strikeout,True,657041,674072,Lane Thomas,Tommy Henry,0,0,0,1a3bcd78-9213-4193-837b-82beaf9238be,674072.0,tommyhenry,Henry,Left,Tommy Henry,4.15,4.3,89.0,96.0,83.0,91.0,0.7879999999999999,6.47,3.54,8.7,1.21,0.82,0.27699999999999997,0.40299999999999997,0.162,0.317,0.40700000000000003,84.0,91.0,102.0,99.0,95.0,101.0,102.0,72.0,91.0,83.0,,,,,0.49,0.191,0.193,-0.88,,0.71,-0.09,90.7,,79.1,,0.292,0.229,0.278,92.0,101.0,93.0,0.127,2.53,83.1,0.158,,,,,,,,,,,,,
6,2023-06-22,717847,Groundout,field_out,True,671277,674072,Luis García Jr.,Tommy Henry,1,0,0,636e9acc-2e19-4089-be82-50d72f3e0785,674072.0,tommyhenry,Henry,Left,Tommy Henry,4.15,4.3,89.0,96.0,83.0,91.0,0.7879999999999999,6.47,3.54,8.7,1.21,0.82,0.27699999999999997,0.40299999999999997,0.162,0.317,0.40700000000000003,84.0,91.0,102.0,99.0,95.0,101.0,102.0,72.0,91.0,83.0,,,,,0.49,0.191,0.193,-0.88,,0.71,-0.09,90.7,,79.1,,0.292,0.229,0.278,92.0,101.0,93.0,0.127,2.53,83.1,0.158,,,,,,,,,,,,,
7,2023-06-22,717847,Groundout,field_out,True,600869,674072,Jeimer Candelario,Tommy Henry,1,0,0,425c0e14-404c-4e0a-aa66-a0359c017051,674072.0,tommyhenry,Henry,Left,Tommy Henry,4.15,4.3,89.0,96.0,83.0,91.0,0.7879999999999999,6.47,3.54,8.7,1.21,0.82,0.27699999999999997,0.40299999999999997,0.162,0.317,0.40700000000000003,84.0,91.0,102.0,99.0,95.0,101.0,102.0,72.0,91.0,83.0,,,,,0.49,0.191,0.193,-0.88,,0.71,-0.09,90.7,,79.1,,0.292,0.229,0.278,92.0,101.0,93.0,0.127,2.53,83.1,0.158,,,,,,,,,,,,,
8,2023-06-22,717847,Strikeout,strikeout,True,656896,663623,Emmanuel Rivera,Jake Irvin,0,0,0,98fde518-3f5a-4508-9b29-ce6a824c3b69,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,,,
9,2023-06-22,717847,Strikeout,strikeout,True,677950,663623,Alek Thomas,Jake Irvin,0,0,0,1271ca17-669c-4fa8-9dde-c9e7aaedd05e,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,,,
