,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,KC%,CH%,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFC,vSI,vSL,vKC,FC_ba,SI_ba,ST_ba,CU_ba,CH_ba,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,wFA/C,wCU/C,vFA,vCU,SL_ba,FF_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-08-20,716928,Strikeout,strikeout,True,657077,657376,Alex Verdugo,Clarke Schmidt,0,0,0,c8757db6-7964-457f-b827-65c93946beed,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.27399999999999997,0.191,0.015,0.27,-0.2,-0.59,-0.46,-7.35,91.3,93.4,86.0,83.7,0.28,0.288,0.276,0.198,0.5,,,,,,,,,,,,,,,,,,,,,
1,2023-08-20,716928,Home Run,home_run,False,646240,657376,Rafael Devers,Clarke Schmidt,1,0,0,c941c24c-e09c-43b0-a442-668d6c8f41f8,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.27399999999999997,0.191,0.015,0.27,-0.2,-0.59,-0.46,-7.35,91.3,93.4,86.0,83.7,0.28,0.288,0.276,0.198,0.5,,,,,,,,,,,,,,,,,,,,,
2,2023-08-20,716928,Strikeout,strikeout,True,457759,657376,Justin Turner,Clarke Schmidt,0,0,0,2f781377-4a78-4466-9eb8-ed5325a0a3f0,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.27399999999999997,0.191,0.015,0.27,-0.2,-0.59,-0.46,-7.35,91.3,93.4,86.0,83.7,0.28,0.288,0.276,0.198,0.5,,,,,,,,,,,,,,,,,,,,,
3,2023-08-20,716928,Strikeout,strikeout,True,807799,657376,Masataka Yoshida,Clarke Schmidt,0,0,0,4ece37d9-3a41-47e9-994f-90d1178c2ae0,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.27399999999999997,0.191,0.015,0.27,-0.2,-0.59,-0.46,-7.35,91.3,93.4,86.0,83.7,0.28,0.288,0.276,0.198,0.5,,,,,,,,,,,,,,,,,,,,,
4,2023-08-20,716928,Groundout,field_out,True,518934,670174,DJ LeMahieu,Josh Winckowski,1,0,0,196899c6-e06e-43de-b903-3f14e4604286,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,2.88,3.82,84.1,102.0,115.0,100.0,0.753,8.75,3.31,9.5,0.96,1.83,0.315,0.37799999999999995,0.163,0.34700000000000003,0.42100000000000004,92.9,106.0,102.0,94.0,103.0,101.0,99.0,108.0,107.0,109.0,,,,135.0,98.0,95.0,0.374,0.32,0.196,,0.059000000000000004,0.8,-1.07,1.0,,1.42,88.9,96.3,85.8,,0.273,0.355,,,0.154,100.0,119.0,111.0,0.05,0.001,1.95,4.16,96.0,80.2,0.172,0.172,,,,,,,,,,
5,2023-08-20,716928,Walk,walk,False,592450,670174,Aaron Judge,Josh Winckowski,0,0,0,a97fc7e0-5f6c-43ad-bb99-07824024e26f,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,2.88,3.82,84.1,102.0,115.0,100.0,0.753,8.75,3.31,9.5,0.96,1.83,0.315,0.37799999999999995,0.163,0.34700000000000003,0.42100000000000004,92.9,106.0,102.0,94.0,103.0,101.0,99.0,108.0,107.0,109.0,,,,135.0,98.0,95.0,0.374,0.32,0.196,,0.059000000000000004,0.8,-1.07,1.0,,1.42,88.9,96.3,85.8,,0.273,0.355,,,0.154,100.0,119.0,111.0,0.05,0.001,1.95,4.16,96.0,80.2,0.172,0.172,,,,,,,,,,
6,2023-08-20,716928,Strikeout,strikeout,True,650402,670174,Gleyber Torres,Josh Winckowski,0,0,0,4d57e2fa-8a94-44ea-8e44-3cfb102dcae2,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,2.88,3.82,84.1,102.0,115.0,100.0,0.753,8.75,3.31,9.5,0.96,1.83,0.315,0.37799999999999995,0.163,0.34700000000000003,0.42100000000000004,92.9,106.0,102.0,94.0,103.0,101.0,99.0,108.0,107.0,109.0,,,,135.0,98.0,95.0,0.374,0.32,0.196,,0.059000000000000004,0.8,-1.07,1.0,,1.42,88.9,96.3,85.8,,0.273,0.355,,,0.154,100.0,119.0,111.0,0.05,0.001,1.95,4.16,96.0,80.2,0.172,0.172,,,,,,,,,,
7,2023-08-20,716928,Strikeout,strikeout,True,641343,670174,Jake Bauers,Josh Winckowski,0,0,0,d666595e-5489-4db9-9914-600a1b6ea168,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,2.88,3.82,84.1,102.0,115.0,100.0,0.753,8.75,3.31,9.5,0.96,1.83,0.315,0.37799999999999995,0.163,0.34700000000000003,0.42100000000000004,92.9,106.0,102.0,94.0,103.0,101.0,99.0,108.0,107.0,109.0,,,,135.0,98.0,95.0,0.374,0.32,0.196,,0.059000000000000004,0.8,-1.07,1.0,,1.42,88.9,96.3,85.8,,0.273,0.355,,,0.154,100.0,119.0,111.0,0.05,0.001,1.95,4.16,96.0,80.2,0.172,0.172,,,,,,,,,,
8,2023-08-20,716928,Pop Out,field_out,True,594807,657376,Adam Duvall,Clarke Schmidt,0,0,0,117572d2-fa0b-4610-aaf2-008a91b1adfa,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.27399999999999997,0.191,0.015,0.27,-0.2,-0.59,-0.46,-7.35,91.3,93.4,86.0,83.7,0.28,0.288,0.276,0.198,0.5,,,,,,,,,,,,,,,,,,,,,
9,2023-08-20,716928,Walk,walk,False,680776,657376,Jarren Duran,Clarke Schmidt,0,0,0,377fc348-58ec-466d-9b96-3401260f4e1a,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.27399999999999997,0.191,0.015,0.27,-0.2,-0.59,-0.46,-7.35,91.3,93.4,86.0,83.7,0.28,0.288,0.276,0.198,0.5,,,,,,,,,,,,,,,,,,,,,
