,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSL,vCU,FF_ba,SL_ba,CH_ba,CU_ba,FC_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,KC%,wFS/C,wSI/C,wKC/C,vFS,vSI,vKC,SI_ba,ST_ba,FS_ba
14,2023-04-10,718634,Walk,walk,False,596059,453286,Rougned Odor,Max Scherzer,1,0,0,7e3f52cf-ac20-4a04-8c16-1358a9ff707a,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,83.8,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,106.0,108.0,108.0,98.0,108.0,99.0,0.46299999999999997,0.10400000000000001,0.168,0.124,0.141,0.72,2.12,-0.21,0.51,0.03,93.7,88.4,84.0,75.4,0.255,0.25,0.207,0.187,0.135,,,,,,,,,,,,,,,,,,,,,
15,2023-04-10,718634,Groundout,field_out,True,543592,453286,Austin Nola,Max Scherzer,1,1,1,923e37f9-0efe-4bfb-93b9-cfab88cae6f9,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,83.8,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,106.0,108.0,108.0,98.0,108.0,99.0,0.46299999999999997,0.10400000000000001,0.168,0.124,0.141,0.72,2.12,-0.21,0.51,0.03,93.7,88.4,84.0,75.4,0.255,0.25,0.207,0.187,0.135,,,,,,,,,,,,,,,,,,,,,
16,2023-04-10,718634,Strikeout,strikeout,True,663757,453286,Trent Grisham,Max Scherzer,0,0,0,4df17b74-ed2e-4445-ba32-07c31cca6f3e,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,83.8,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,106.0,108.0,108.0,98.0,108.0,99.0,0.46299999999999997,0.10400000000000001,0.168,0.124,0.141,0.72,2.12,-0.21,0.51,0.03,93.7,88.4,84.0,75.4,0.255,0.25,0.207,0.187,0.135,,,,,,,,,,,,,,,,,,,,,
17,2023-04-10,718634,Pop Out,field_out,True,592518,453286,Manny Machado,Max Scherzer,1,1,0,d4bb14e4-c623-4865-9564-b3785a866fa7,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,83.8,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,106.0,108.0,108.0,98.0,108.0,99.0,0.46299999999999997,0.10400000000000001,0.168,0.124,0.141,0.72,2.12,-0.21,0.51,0.03,93.7,88.4,84.0,75.4,0.255,0.25,0.207,0.187,0.135,,,,,,,,,,,,,,,,,,,,,
18,2023-04-10,718634,Groundout,field_out,True,500871,506433,Eduardo Escobar,Yu Darvish,1,0,0,be0913b7-ba00-407c-9c5a-c781e7697b83,506433.0,yudarvish,Darvish,Right,Yu Darvish,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.23600000000000002,0.39,0.18100000000000002,0.306,0.45299999999999996,82.3,180.0,50.0,53.0,97.0,94.0,104.0,122.0,110.0,114.0,125.0,98.0,108.0,93.0,95.0,99.0,0.16699999999999998,0.08900000000000001,0.363,0.051,0.001,-1.74,2.4,-0.68,1.37,-1.35,94.7,90.9,84.0,72.3,0.253,0.432,,0.13,0.2,101.0,106.0,102.0,105.0,111.0,112.0,95.0,104.0,100.0,0.18600000000000003,0.077,0.066,1.21,0.46,3.06,89.2,94.3,79.3,0.319,0.256,0.167
19,2023-04-10,718634,Flyout,field_out,True,621512,506433,Tomás Nido,Yu Darvish,0,0,0,4658cede-fd01-4336-a50d-0c8f76575330,506433.0,yudarvish,Darvish,Right,Yu Darvish,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.23600000000000002,0.39,0.18100000000000002,0.306,0.45299999999999996,82.3,180.0,50.0,53.0,97.0,94.0,104.0,122.0,110.0,114.0,125.0,98.0,108.0,93.0,95.0,99.0,0.16699999999999998,0.08900000000000001,0.363,0.051,0.001,-1.74,2.4,-0.68,1.37,-1.35,94.7,90.9,84.0,72.3,0.253,0.432,,0.13,0.2,101.0,106.0,102.0,105.0,111.0,112.0,95.0,104.0,100.0,0.18600000000000003,0.077,0.066,1.21,0.46,3.06,89.2,94.3,79.3,0.319,0.256,0.167
20,2023-04-10,718634,Single,single,False,607043,506433,Brandon Nimmo,Yu Darvish,1,0,0,8df06bcd-3ea5-4274-a298-de9f71f27ec4,506433.0,yudarvish,Darvish,Right,Yu Darvish,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.23600000000000002,0.39,0.18100000000000002,0.306,0.45299999999999996,82.3,180.0,50.0,53.0,97.0,94.0,104.0,122.0,110.0,114.0,125.0,98.0,108.0,93.0,95.0,99.0,0.16699999999999998,0.08900000000000001,0.363,0.051,0.001,-1.74,2.4,-0.68,1.37,-1.35,94.7,90.9,84.0,72.3,0.253,0.432,,0.13,0.2,101.0,106.0,102.0,105.0,111.0,112.0,95.0,104.0,100.0,0.18600000000000003,0.077,0.066,1.21,0.46,3.06,89.2,94.3,79.3,0.319,0.256,0.167
21,2023-04-10,718634,Hit By Pitch,hit_by_pitch,False,596019,506433,Francisco Lindor,Yu Darvish,0,0,1,5ff7cefc-b364-40ec-b4db-a88237108956,506433.0,yudarvish,Darvish,Right,Yu Darvish,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.23600000000000002,0.39,0.18100000000000002,0.306,0.45299999999999996,82.3,180.0,50.0,53.0,97.0,94.0,104.0,122.0,110.0,114.0,125.0,98.0,108.0,93.0,95.0,99.0,0.16699999999999998,0.08900000000000001,0.363,0.051,0.001,-1.74,2.4,-0.68,1.37,-1.35,94.7,90.9,84.0,72.3,0.253,0.432,,0.13,0.2,101.0,106.0,102.0,105.0,111.0,112.0,95.0,104.0,100.0,0.18600000000000003,0.077,0.066,1.21,0.46,3.06,89.2,94.3,79.3,0.319,0.256,0.167
22,2023-04-10,718634,Double,double,False,643446,506433,Jeff McNeil,Yu Darvish,0,0,1,a30d2d0d-e4f7-479b-9e99-9249a948f966,506433.0,yudarvish,Darvish,Right,Yu Darvish,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.23600000000000002,0.39,0.18100000000000002,0.306,0.45299999999999996,82.3,180.0,50.0,53.0,97.0,94.0,104.0,122.0,110.0,114.0,125.0,98.0,108.0,93.0,95.0,99.0,0.16699999999999998,0.08900000000000001,0.363,0.051,0.001,-1.74,2.4,-0.68,1.37,-1.35,94.7,90.9,84.0,72.3,0.253,0.432,,0.13,0.2,101.0,106.0,102.0,105.0,111.0,112.0,95.0,104.0,100.0,0.18600000000000003,0.077,0.066,1.21,0.46,3.06,89.2,94.3,79.3,0.319,0.256,0.167
23,2023-04-10,718634,Flyout,field_out,True,624413,506433,Pete Alonso,Yu Darvish,1,0,0,b9e9ed7a-9d60-4290-b982-b8389392165a,506433.0,yudarvish,Darvish,Right,Yu Darvish,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.23600000000000002,0.39,0.18100000000000002,0.306,0.45299999999999996,82.3,180.0,50.0,53.0,97.0,94.0,104.0,122.0,110.0,114.0,125.0,98.0,108.0,93.0,95.0,99.0,0.16699999999999998,0.08900000000000001,0.363,0.051,0.001,-1.74,2.4,-0.68,1.37,-1.35,94.7,90.9,84.0,72.3,0.253,0.432,,0.13,0.2,101.0,106.0,102.0,105.0,111.0,112.0,95.0,104.0,100.0,0.18600000000000003,0.077,0.066,1.21,0.46,3.06,89.2,94.3,79.3,0.319,0.256,0.167
24,2023-04-10,718634,Pop Out,field_out,True,665742,453286,Juan Soto,Max Scherzer,1,1,0,ca8ddcc3-9ec1-43d1-a0df-e84c6e94e798,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,83.8,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,106.0,108.0,108.0,98.0,108.0,99.0,0.46299999999999997,0.10400000000000001,0.168,0.124,0.141,0.72,2.12,-0.21,0.51,0.03,93.7,88.4,84.0,75.4,0.255,0.25,0.207,0.187,0.135,,,,,,,,,,,,,,,,,,,,,
25,2023-04-10,718634,Flyout,field_out,True,593428,453286,Xander Bogaerts,Max Scherzer,1,0,0,064b80d2-a858-4d8d-b88d-472a5c1b9f7c,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,83.8,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,106.0,108.0,108.0,98.0,108.0,99.0,0.46299999999999997,0.10400000000000001,0.168,0.124,0.141,0.72,2.12,-0.21,0.51,0.03,93.7,88.4,84.0,75.4,0.255,0.25,0.207,0.187,0.135,,,,,,,,,,,,,,,,,,,,,
26,2023-04-10,718634,Strikeout,strikeout,True,572761,453286,Matt Carpenter,Max Scherzer,0,0,0,b508c15a-49f2-48f2-b8f3-a8d0ba689b3d,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,83.8,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,106.0,108.0,108.0,98.0,108.0,99.0,0.46299999999999997,0.10400000000000001,0.168,0.124,0.141,0.72,2.12,-0.21,0.51,0.03,93.7,88.4,84.0,75.4,0.255,0.25,0.207,0.187,0.135,,,,,,,,,,,,,,,,,,,,,
27,2023-04-10,718634,Walk,walk,False,596129,506433,Daniel Vogelbach,Yu Darvish,0,0,0,5697d3cc-3fb8-43e6-bac9-36fec11bfa50,506433.0,yudarvish,Darvish,Right,Yu Darvish,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.23600000000000002,0.39,0.18100000000000002,0.306,0.45299999999999996,82.3,180.0,50.0,53.0,97.0,94.0,104.0,122.0,110.0,114.0,125.0,98.0,108.0,93.0,95.0,99.0,0.16699999999999998,0.08900000000000001,0.363,0.051,0.001,-1.74,2.4,-0.68,1.37,-1.35,94.7,90.9,84.0,72.3,0.253,0.432,,0.13,0.2,101.0,106.0,102.0,105.0,111.0,112.0,95.0,104.0,100.0,0.18600000000000003,0.077,0.066,1.21,0.46,3.06,89.2,94.3,79.3,0.319,0.256,0.167
28,2023-04-10,718634,Lineout,field_out,True,592192,506433,Mark Canha,Yu Darvish,0,0,0,02f0d7f0-2135-4e0d-b3bc-202be855e670,506433.0,yudarvish,Darvish,Right,Yu Darvish,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.23600000000000002,0.39,0.18100000000000002,0.306,0.45299999999999996,82.3,180.0,50.0,53.0,97.0,94.0,104.0,122.0,110.0,114.0,125.0,98.0,108.0,93.0,95.0,99.0,0.16699999999999998,0.08900000000000001,0.363,0.051,0.001,-1.74,2.4,-0.68,1.37,-1.35,94.7,90.9,84.0,72.3,0.253,0.432,,0.13,0.2,101.0,106.0,102.0,105.0,111.0,112.0,95.0,104.0,100.0,0.18600000000000003,0.077,0.066,1.21,0.46,3.06,89.2,94.3,79.3,0.319,0.256,0.167
29,2023-04-10,718634,Strikeout,strikeout,True,641645,506433,Luis Guillorme,Yu Darvish,0,0,0,c4291f04-8e55-4e43-949d-f0fa74f6e443,506433.0,yudarvish,Darvish,Right,Yu Darvish,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.23600000000000002,0.39,0.18100000000000002,0.306,0.45299999999999996,82.3,180.0,50.0,53.0,97.0,94.0,104.0,122.0,110.0,114.0,125.0,98.0,108.0,93.0,95.0,99.0,0.16699999999999998,0.08900000000000001,0.363,0.051,0.001,-1.74,2.4,-0.68,1.37,-1.35,94.7,90.9,84.0,72.3,0.253,0.432,,0.13,0.2,101.0,106.0,102.0,105.0,111.0,112.0,95.0,104.0,100.0,0.18600000000000003,0.077,0.066,1.21,0.46,3.06,89.2,94.3,79.3,0.319,0.256,0.167
30,2023-04-10,718634,Flyout,field_out,True,500871,506433,Eduardo Escobar,Yu Darvish,1,0,0,1fbd2889-7c41-4263-ba6e-069e6c2d3931,506433.0,yudarvish,Darvish,Right,Yu Darvish,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.23600000000000002,0.39,0.18100000000000002,0.306,0.45299999999999996,82.3,180.0,50.0,53.0,97.0,94.0,104.0,122.0,110.0,114.0,125.0,98.0,108.0,93.0,95.0,99.0,0.16699999999999998,0.08900000000000001,0.363,0.051,0.001,-1.74,2.4,-0.68,1.37,-1.35,94.7,90.9,84.0,72.3,0.253,0.432,,0.13,0.2,101.0,106.0,102.0,105.0,111.0,112.0,95.0,104.0,100.0,0.18600000000000003,0.077,0.066,1.21,0.46,3.06,89.2,94.3,79.3,0.319,0.256,0.167
31,2023-04-10,718634,Flyout,field_out,True,630105,453286,Jake Cronenworth,Max Scherzer,0,0,0,a7a6cb47-5c8f-45db-803e-27194a958142,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,83.8,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,106.0,108.0,108.0,98.0,108.0,99.0,0.46299999999999997,0.10400000000000001,0.168,0.124,0.141,0.72,2.12,-0.21,0.51,0.03,93.7,88.4,84.0,75.4,0.255,0.25,0.207,0.187,0.135,,,,,,,,,,,,,,,,,,,,,
32,2023-04-10,718634,Single,single,False,673490,453286,Ha-Seong Kim,Max Scherzer,0,0,0,7bedccd9-812c-4095-850e-2eebf1f85bd2,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,83.8,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,106.0,108.0,108.0,98.0,108.0,99.0,0.46299999999999997,0.10400000000000001,0.168,0.124,0.141,0.72,2.12,-0.21,0.51,0.03,93.7,88.4,84.0,75.4,0.255,0.25,0.207,0.187,0.135,,,,,,,,,,,,,,,,,,,,,
