,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,CU_ba,FC_ba,SI_ba,CH_ba,SV_ba,FF_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,ST_ba
0,2023-05-01,718353,Single,single,False,666182,446372,Bo Bichette,Corey Kluber,0,0,0,3581b915-e965-4696-a73d-522ea831ca78,446372.0,coreykluber,Kluber,Right,Corey Kluber,7.04,6.32,55.0,100.0,94.0,97.0,0.799,6.87,3.44,11.29,2.78,0.63,0.21600000000000003,0.495,0.13699999999999998,0.3,0.42100000000000004,82.1,82.0,106.0,96.0,106.0,106.0,110.0,84.0,89.0,80.0,77.0,95.0,86.0,107.0,96.0,93.0,0.263,0.023,0.27399999999999997,0.282,0.159,-0.55,-3.12,-4.75,-0.11,0.67,88.1,86.1,88.2,80.5,0.247,0.333,0.404,0.19,,,,,,,,,,,,,,,,,
1,2023-05-01,718353,Flyout,field_out,True,665489,446372,Vladimir Guerrero Jr.,Corey Kluber,0,0,0,7c727051-2ca3-43b5-9775-ec3a9ff24feb,446372.0,coreykluber,Kluber,Right,Corey Kluber,7.04,6.32,55.0,100.0,94.0,97.0,0.799,6.87,3.44,11.29,2.78,0.63,0.21600000000000003,0.495,0.13699999999999998,0.3,0.42100000000000004,82.1,82.0,106.0,96.0,106.0,106.0,110.0,84.0,89.0,80.0,77.0,95.0,86.0,107.0,96.0,93.0,0.263,0.023,0.27399999999999997,0.282,0.159,-0.55,-3.12,-4.75,-0.11,0.67,88.1,86.1,88.2,80.5,0.247,0.333,0.404,0.19,,,,,,,,,,,,,,,,,
2,2023-05-01,718353,Strikeout,strikeout,True,656305,446372,Matt Chapman,Corey Kluber,0,0,1,deb039a0-a13a-4423-9926-b5062098daa4,446372.0,coreykluber,Kluber,Right,Corey Kluber,7.04,6.32,55.0,100.0,94.0,97.0,0.799,6.87,3.44,11.29,2.78,0.63,0.21600000000000003,0.495,0.13699999999999998,0.3,0.42100000000000004,82.1,82.0,106.0,96.0,106.0,106.0,110.0,84.0,89.0,80.0,77.0,95.0,86.0,107.0,96.0,93.0,0.263,0.023,0.27399999999999997,0.282,0.159,-0.55,-3.12,-4.75,-0.11,0.67,88.1,86.1,88.2,80.5,0.247,0.333,0.404,0.19,,,,,,,,,,,,,,,,,
3,2023-05-01,718353,Walk,walk,False,662139,446372,Daulton Varsho,Corey Kluber,0,0,0,737cdc41-fb17-48cc-a906-adb1034960a9,446372.0,coreykluber,Kluber,Right,Corey Kluber,7.04,6.32,55.0,100.0,94.0,97.0,0.799,6.87,3.44,11.29,2.78,0.63,0.21600000000000003,0.495,0.13699999999999998,0.3,0.42100000000000004,82.1,82.0,106.0,96.0,106.0,106.0,110.0,84.0,89.0,80.0,77.0,95.0,86.0,107.0,96.0,93.0,0.263,0.023,0.27399999999999997,0.282,0.159,-0.55,-3.12,-4.75,-0.11,0.67,88.1,86.1,88.2,80.5,0.247,0.333,0.404,0.19,,,,,,,,,,,,,,,,,
4,2023-05-01,718353,Lineout,field_out,True,593160,446372,Whit Merrifield,Corey Kluber,0,0,0,23184776-3389-48cb-b90a-e72c2dfd001c,446372.0,coreykluber,Kluber,Right,Corey Kluber,7.04,6.32,55.0,100.0,94.0,97.0,0.799,6.87,3.44,11.29,2.78,0.63,0.21600000000000003,0.495,0.13699999999999998,0.3,0.42100000000000004,82.1,82.0,106.0,96.0,106.0,106.0,110.0,84.0,89.0,80.0,77.0,95.0,86.0,107.0,96.0,93.0,0.263,0.023,0.27399999999999997,0.282,0.159,-0.55,-3.12,-4.75,-0.11,0.67,88.1,86.1,88.2,80.5,0.247,0.333,0.404,0.19,,,,,,,,,,,,,,,,,
5,2023-05-01,718353,Double,double,False,657077,621244,Alex Verdugo,José Berríos,0,0,0,107ae377-dd83-4caa-aece-a5c5a394a56c,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.29600000000000004,0.185,0.72,,0.61,0.31,-0.38,94.3,,93.8,82.6,,,0.255,0.245,0.216,0.254,,,,,,,,,,,,,,,
6,2023-05-01,718353,Double,double,False,807799,621244,Masataka Yoshida,José Berríos,0,0,1,62bbe0a5-f9f0-49d6-99c8-96a7491c228a,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.29600000000000004,0.185,0.72,,0.61,0.31,-0.38,94.3,,93.8,82.6,,,0.255,0.245,0.216,0.254,,,,,,,,,,,,,,,
7,2023-05-01,718353,Single,single,False,457759,621244,Justin Turner,José Berríos,0,0,1,4eedc52f-9cd6-4a95-99d9-e95c708e860d,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.29600000000000004,0.185,0.72,,0.61,0.31,-0.38,94.3,,93.8,82.6,,,0.255,0.245,0.216,0.254,,,,,,,,,,,,,,,
8,2023-05-01,718353,Walk,walk,False,646240,621244,Rafael Devers,José Berríos,1,0,1,435b04c5-f1ab-4202-9d6f-6ed46b20bbaf,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.29600000000000004,0.185,0.72,,0.61,0.31,-0.38,94.3,,93.8,82.6,,,0.255,0.245,0.216,0.254,,,,,,,,,,,,,,,
9,2023-05-01,718353,Strikeout,strikeout,True,680776,621244,Jarren Duran,José Berríos,0,0,0,d3a6fd5e-758a-4530-9a5e-9dfd817c34ce,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.29600000000000004,0.185,0.72,,0.61,0.31,-0.38,94.3,,93.8,82.6,,,0.255,0.245,0.216,0.254,,,,,,,,,,,,,,,
10,2023-05-01,718353,Pop Out,field_out,True,571771,621244,Enrique Hernández,José Berríos,0,0,0,2982f07e-e7ee-4c94-b2b8-33f92ab17266,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.29600000000000004,0.185,0.72,,0.61,0.31,-0.38,94.3,,93.8,82.6,,,0.255,0.245,0.216,0.254,,,,,,,,,,,,,,,
