,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,FF_ba,CH_ba,ST_ba,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,CU%,wFC/C,wFS/C,wCU/C,vFC,vFS,vCU,SV_ba,FC_ba,FS_ba,SL_ba
0,2023-06-04,717889,Double,double,False,663538,677960,Nico Hoerner,Ryan Weathers,0,0,0,a3ff348b-0c75-482d-ab78-3d8e07f031fe,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,6.55,4.7,57.2,98.0,88.0,94.0,0.789,6.71,4.53,10.61,1.87,0.87,0.293,0.413,0.185,0.299,0.43,86.8,67.0,97.0,88.0,91.0,99.0,93.0,105.0,99.0,100.0,0.01,0.551,0.203,0.23600000000000002,-1.58,9.15,-1.09,-1.24,95.1,94.9,80.8,0.35,0.304,0.229,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-04,717889,Strikeout,strikeout,True,621020,677960,Dansby Swanson,Ryan Weathers,0,0,0,5566e766-1467-4c45-8ed2-9822dc03e122,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,6.55,4.7,57.2,98.0,88.0,94.0,0.789,6.71,4.53,10.61,1.87,0.87,0.293,0.413,0.185,0.299,0.43,86.8,67.0,97.0,88.0,91.0,99.0,93.0,105.0,99.0,100.0,0.01,0.551,0.203,0.23600000000000002,-1.58,9.15,-1.09,-1.24,95.1,94.9,80.8,0.35,0.304,0.229,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-04,717889,Single,single,False,664023,677960,Ian Happ,Ryan Weathers,1,0,1,d7f06f03-340b-4423-aaf1-ecc65e64387b,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,6.55,4.7,57.2,98.0,88.0,94.0,0.789,6.71,4.53,10.61,1.87,0.87,0.293,0.413,0.185,0.299,0.43,86.8,67.0,97.0,88.0,91.0,99.0,93.0,105.0,99.0,100.0,0.01,0.551,0.203,0.23600000000000002,-1.58,9.15,-1.09,-1.24,95.1,94.9,80.8,0.35,0.304,0.229,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-04,717889,Pop Out,field_out,True,673548,677960,Seiya Suzuki,Ryan Weathers,0,0,0,c86b8831-eabc-4759-815d-858b1595beae,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,6.55,4.7,57.2,98.0,88.0,94.0,0.789,6.71,4.53,10.61,1.87,0.87,0.293,0.413,0.185,0.299,0.43,86.8,67.0,97.0,88.0,91.0,99.0,93.0,105.0,99.0,100.0,0.01,0.551,0.203,0.23600000000000002,-1.58,9.15,-1.09,-1.24,95.1,94.9,80.8,0.35,0.304,0.229,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-06-04,717889,Single,single,True,621550,677960,Patrick Wisdom,Ryan Weathers,0,0,1,10b57166-9638-4d5f-b8c1-d550032567b0,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,6.55,4.7,57.2,98.0,88.0,94.0,0.789,6.71,4.53,10.61,1.87,0.87,0.293,0.413,0.185,0.299,0.43,86.8,67.0,97.0,88.0,91.0,99.0,93.0,105.0,99.0,100.0,0.01,0.551,0.203,0.23600000000000002,-1.58,9.15,-1.09,-1.24,95.1,94.9,80.8,0.35,0.304,0.229,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-06-04,717889,Lineout,field_out,True,663757,573186,Trent Grisham,Marcus Stroman,0,0,0,e3c0c9a6-abf3-4564-b20b-fda57516cf22,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,,,,,58.0,106.0,91.0,78.0,111.0,109.0,0.46399999999999997,0.08199999999999999,0.051,,0.34,1.08,-0.41,,92.0,91.4,86.1,0.154,,,0.245,139.0,103.0,111.0,102.0,97.0,95.0,105.0,96.0,98.0,46.0,95.0,91.0,0.096,0.077,0.23,0.96,0.12,0.34,89.7,86.6,84.6,0.24,0.26,0.205,0.184
6,2023-06-04,717889,Groundout,field_out,True,665487,573186,Fernando Tatis Jr.,Marcus Stroman,1,1,0,d9e0248c-e5ec-4f7e-acdc-afdcdb734400,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,,,,,58.0,106.0,91.0,78.0,111.0,109.0,0.46399999999999997,0.08199999999999999,0.051,,0.34,1.08,-0.41,,92.0,91.4,86.1,0.154,,,0.245,139.0,103.0,111.0,102.0,97.0,95.0,105.0,96.0,98.0,46.0,95.0,91.0,0.096,0.077,0.23,0.96,0.12,0.34,89.7,86.6,84.6,0.24,0.26,0.205,0.184
7,2023-06-04,717889,Walk,walk,False,665742,573186,Juan Soto,Marcus Stroman,0,0,0,ee2ed6aa-0769-4c67-8420-e0e372e8c8a6,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,,,,,58.0,106.0,91.0,78.0,111.0,109.0,0.46399999999999997,0.08199999999999999,0.051,,0.34,1.08,-0.41,,92.0,91.4,86.1,0.154,,,0.245,139.0,103.0,111.0,102.0,97.0,95.0,105.0,96.0,98.0,46.0,95.0,91.0,0.096,0.077,0.23,0.96,0.12,0.34,89.7,86.6,84.6,0.24,0.26,0.205,0.184
8,2023-06-04,717889,Strikeout,strikeout,True,592518,573186,Manny Machado,Marcus Stroman,0,0,0,36b97627-a676-4593-818b-0d5e74142da0,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,,,,,58.0,106.0,91.0,78.0,111.0,109.0,0.46399999999999997,0.08199999999999999,0.051,,0.34,1.08,-0.41,,92.0,91.4,86.1,0.154,,,0.245,139.0,103.0,111.0,102.0,97.0,95.0,105.0,96.0,98.0,46.0,95.0,91.0,0.096,0.077,0.23,0.96,0.12,0.34,89.7,86.6,84.6,0.24,0.26,0.205,0.184
9,2023-06-04,717889,Home Run,home_run,False,543228,677960,Yan Gomes,Ryan Weathers,0,0,0,b54844c8-0cb1-442f-ae6b-e589142acd25,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,6.55,4.7,57.2,98.0,88.0,94.0,0.789,6.71,4.53,10.61,1.87,0.87,0.293,0.413,0.185,0.299,0.43,86.8,67.0,97.0,88.0,91.0,99.0,93.0,105.0,99.0,100.0,0.01,0.551,0.203,0.23600000000000002,-1.58,9.15,-1.09,-1.24,95.1,94.9,80.8,0.35,0.304,0.229,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
