,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,SI_ba,FF_ba,SL_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,ST_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-07-29,717222,Strikeout,strikeout,True,650859,666201,Luis Rengifo,Alek Manoah,0,0,0,75771806-a0b6-44ed-9f3f-25e619619843,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,,,,,
1,2023-07-29,717222,Hit By Pitch,hit_by_pitch,False,660271,666201,Shohei Ohtani,Alek Manoah,1,0,0,9b501d6a-3b74-4b99-9aa9-5a4fae150b32,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,,,,,
2,2023-07-29,717222,Strikeout,strikeout,True,666160,666201,Mickey Moniak,Alek Manoah,0,0,0,08706025-8e39-4698-9fa5-62560b52bafb,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,,,,,
3,2023-07-29,717222,Strikeout,strikeout,True,621493,666201,Taylor Ward,Alek Manoah,0,0,0,55c7856f-aab3-4395-8978-2ff54235b4ec,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,,,,,
4,2023-07-29,717222,Groundout,field_out,True,593160,672282,Whit Merrifield,Reid Detmers,1,0,0,f4e03679-e8a4-4337-a78f-5118e22a5739,672282.0,reiddetmers,Detmers,Left,Reid Detmers,4.48,4.55,148.2,99.0,101.0,99.0,0.7490000000000001,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.36200000000000004,0.43799999999999994,84.8,92.0,101.0,97.0,87.0,101.0,95.0,,,,124.0,100.0,102.0,,0.43200000000000005,0.319,0.054000000000000006,-0.38,,0.91,-2.03,94.3,,88.7,,0.291,0.236,0.242,93.0,94.0,105.0,0.19399999999999998,0.14,74.7,0.191,0.0,,,,,,,
5,2023-07-29,717222,Groundout,field_out,True,666182,672282,Bo Bichette,Reid Detmers,0,0,0,59be7671-81d2-4276-b4c9-043c334b51e3,672282.0,reiddetmers,Detmers,Left,Reid Detmers,4.48,4.55,148.2,99.0,101.0,99.0,0.7490000000000001,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.36200000000000004,0.43799999999999994,84.8,92.0,101.0,97.0,87.0,101.0,95.0,,,,124.0,100.0,102.0,,0.43200000000000005,0.319,0.054000000000000006,-0.38,,0.91,-2.03,94.3,,88.7,,0.291,0.236,0.242,93.0,94.0,105.0,0.19399999999999998,0.14,74.7,0.191,0.0,,,,,,,
6,2023-07-29,717222,Groundout,field_out,True,665489,672282,Vladimir Guerrero Jr.,Reid Detmers,1,1,0,e38f7887-09c0-4038-85f4-c800ce9fe11b,672282.0,reiddetmers,Detmers,Left,Reid Detmers,4.48,4.55,148.2,99.0,101.0,99.0,0.7490000000000001,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.36200000000000004,0.43799999999999994,84.8,92.0,101.0,97.0,87.0,101.0,95.0,,,,124.0,100.0,102.0,,0.43200000000000005,0.319,0.054000000000000006,-0.38,,0.91,-2.03,94.3,,88.7,,0.291,0.236,0.242,93.0,94.0,105.0,0.19399999999999998,0.14,74.7,0.191,0.0,,,,,,,
7,2023-07-29,717222,Single,single,False,519058,666201,Mike Moustakas,Alek Manoah,0,0,0,4adf4bbb-d1b8-4202-8987-6fb3f1d6dfa9,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,,,,,
8,2023-07-29,717222,Flyout,field_out,True,642136,666201,Matt Thaiss,Alek Manoah,1,0,0,8d5b54a7-0f5e-44be-85a3-fb4b292e832b,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,,,,,
9,2023-07-29,717222,Single,single,False,592669,666201,Hunter Renfroe,Alek Manoah,0,0,1,19eb5a93-8aba-4b37-8b04-0108339aaf54,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,,,,,
