,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vSL,vKC,SL_ba,FF_ba,CU_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,ST_ba,FC_ba,vSC (sc),SC%,wSC/C,SC_ba
0,2023-08-13,717006,Groundout,field_out,True,592885,656302,Christian Yelich,Dylan Cease,0,0,0,c73f7403-1f3c-4a78-a4e2-4b3418853fe5,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-13,717006,Groundout,field_out,True,661388,656302,William Contreras,Dylan Cease,1,0,0,b24778c9-13a5-4335-9530-032100792109,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-13,717006,Groundout,field_out,True,467793,656302,Carlos Santana,Dylan Cease,0,0,0,64540665-e0f7-4c65-9ddc-1e7a81db1245,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-13,717006,Groundout,field_out,True,462101,642547,Elvis Andrus,Freddy Peralta,1,1,0,36b5d3d1-3959-4fec-af49-8247357f4fbe,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,117.0,104.0,110.0,115.0,99.0,104.0,,,,0.512,0.218,,0.146,0.89,0.36,,0.15,94.4,82.4,,0.203,0.213,0.214,0.224,85.0,103.0,110.0,0.124,0.2,76.9,,,,,,,,,,,,,,,,,,,
4,2023-08-13,717006,Groundout,field_out,True,643217,642547,Andrew Benintendi,Freddy Peralta,1,0,0,8c1273f9-c0ee-4378-87b4-82eb91b0de7c,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,117.0,104.0,110.0,115.0,99.0,104.0,,,,0.512,0.218,,0.146,0.89,0.36,,0.15,94.4,82.4,,0.203,0.213,0.214,0.224,85.0,103.0,110.0,0.124,0.2,76.9,,,,,,,,,,,,,,,,,,,
5,2023-08-13,717006,Walk,walk,False,650391,642547,Eloy Jiménez,Freddy Peralta,0,0,0,a27f6cdb-5f9a-42aa-998c-e45ccc0f773d,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,117.0,104.0,110.0,115.0,99.0,104.0,,,,0.512,0.218,,0.146,0.89,0.36,,0.15,94.4,82.4,,0.203,0.213,0.214,0.224,85.0,103.0,110.0,0.124,0.2,76.9,,,,,,,,,,,,,,,,,,,
6,2023-08-13,717006,Forceout,force_out,True,660162,642547,Yoán Moncada,Freddy Peralta,0,0,1,b49f7678-0499-4722-bbf9-bc94d1b8d201,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,117.0,104.0,110.0,115.0,99.0,104.0,,,,0.512,0.218,,0.146,0.89,0.36,,0.15,94.4,82.4,,0.203,0.213,0.214,0.224,85.0,103.0,110.0,0.124,0.2,76.9,,,,,,,,,,,,,,,,,,,
7,2023-08-13,717006,Single,single,False,686217,656302,Sal Frelick,Dylan Cease,0,0,0,80726300-6997-4421-a6c2-8d661664a55f,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-08-13,717006,Single,single,False,642715,656302,Willy Adames,Dylan Cease,1,0,1,02d31d18-5e50-48b0-8c0d-bb39db330f7e,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-08-13,717006,Sac Fly,sac_fly,True,592192,656302,Mark Canha,Dylan Cease,0,0,1,6746a580-4332-4a22-a0fd-f1fada64d5f1,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,
