,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,FF_ba,CH_ba,FC_ba,SI_ba,CU_ba,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SL%,KC%,wSL/C,wKC/C,vSL,vKC,SL_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,ST_ba
0,2023-08-25,716859,Single,single,False,453568,608344,Charlie Blackmon,Cole Irvin,0,0,0,b7aed4c8-ac33-4246-a7ed-5346f6c11919,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,4.42,5.59,77.1,104.0,80.0,97.0,0.8109999999999999,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,84.2,75.0,106.0,101.0,92.0,94.0,91.0,68.0,110.0,99.0,75.0,103.0,97.0,99.0,99.0,94.0,0.207,0.28,0.159,0.14300000000000002,0.21100000000000002,0.22,2.29,0.95,-0.89,-2.77,92.2,85.5,91.9,77.2,0.247,0.324,0.18,0.28,0.229,,,,,,,,,,,,,,,,,,,,,
1,2023-08-25,716859,Flyout,field_out,True,678662,608344,Ezequiel Tovar,Cole Irvin,0,0,0,c7182643-47df-4d07-bd89-0facdc2e268f,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,4.42,5.59,77.1,104.0,80.0,97.0,0.8109999999999999,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,84.2,75.0,106.0,101.0,92.0,94.0,91.0,68.0,110.0,99.0,75.0,103.0,97.0,99.0,99.0,94.0,0.207,0.28,0.159,0.14300000000000002,0.21100000000000002,0.22,2.29,0.95,-0.89,-2.77,92.2,85.5,91.9,77.2,0.247,0.324,0.18,0.28,0.229,,,,,,,,,,,,,,,,,,,,,
2,2023-08-25,716859,Flyout,field_out,True,553869,608344,Elias Díaz,Cole Irvin,0,0,0,f3ad66c6-3ec3-4d52-823d-9576f50ed5a9,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,4.42,5.59,77.1,104.0,80.0,97.0,0.8109999999999999,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,84.2,75.0,106.0,101.0,92.0,94.0,91.0,68.0,110.0,99.0,75.0,103.0,97.0,99.0,99.0,94.0,0.207,0.28,0.159,0.14300000000000002,0.21100000000000002,0.22,2.29,0.95,-0.89,-2.77,92.2,85.5,91.9,77.2,0.247,0.324,0.18,0.28,0.229,,,,,,,,,,,,,,,,,,,,,
3,2023-08-25,716859,Flyout,field_out,True,641857,608344,Ryan McMahon,Cole Irvin,0,0,0,9d0c2736-57a3-4ce8-8ebf-37d0ea9b2796,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,4.42,5.59,77.1,104.0,80.0,97.0,0.8109999999999999,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,84.2,75.0,106.0,101.0,92.0,94.0,91.0,68.0,110.0,99.0,75.0,103.0,97.0,99.0,99.0,94.0,0.207,0.28,0.159,0.14300000000000002,0.21100000000000002,0.22,2.29,0.95,-0.89,-2.77,92.2,85.5,91.9,77.2,0.247,0.324,0.18,0.28,0.229,,,,,,,,,,,,,,,,,,,,,
4,2023-08-25,716859,Lineout,field_out,True,668939,607536,Adley Rutschman,Kyle Freeland,0,0,0,b0224d3c-07b6-4186-9ba7-55ddc8f6bfac,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,,,,68.0,105.0,90.0,67.0,103.0,88.0,,,,0.28300000000000003,0.184,,,0.122,1.13,,-0.86,,-3.3,88.8,,88.7,,0.239,0.435,,0.349,0.261,65.0,99.0,96.0,96.0,105.0,105.0,0.23600000000000002,0.17600000000000002,-0.2,-1.91,84.1,80.6,0.246,,,,,,,,
5,2023-08-25,716859,Home Run,home_run,False,663624,607536,Ryan Mountcastle,Kyle Freeland,1,0,0,7c8c8805-a64f-434d-889f-0972f8668ed4,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,,,,68.0,105.0,90.0,67.0,103.0,88.0,,,,0.28300000000000003,0.184,,,0.122,1.13,,-0.86,,-3.3,88.8,,88.7,,0.239,0.435,,0.349,0.261,65.0,99.0,96.0,96.0,105.0,105.0,0.23600000000000002,0.17600000000000002,-0.2,-1.91,84.1,80.6,0.246,,,,,,,,
6,2023-08-25,716859,Single,single,False,623993,607536,Anthony Santander,Kyle Freeland,0,0,0,06b7608f-3add-434f-bf97-6e61ea436bce,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,,,,68.0,105.0,90.0,67.0,103.0,88.0,,,,0.28300000000000003,0.184,,,0.122,1.13,,-0.86,,-3.3,88.8,,88.7,,0.239,0.435,,0.349,0.261,65.0,99.0,96.0,96.0,105.0,105.0,0.23600000000000002,0.17600000000000002,-0.2,-1.91,84.1,80.6,0.246,,,,,,,,
7,2023-08-25,716859,Double,double,False,669720,607536,Austin Hays,Kyle Freeland,0,0,1,9345bf5d-a432-4741-bf22-f1653269b9c4,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,,,,68.0,105.0,90.0,67.0,103.0,88.0,,,,0.28300000000000003,0.184,,,0.122,1.13,,-0.86,,-3.3,88.8,,88.7,,0.239,0.435,,0.349,0.261,65.0,99.0,96.0,96.0,105.0,105.0,0.23600000000000002,0.17600000000000002,-0.2,-1.91,84.1,80.6,0.246,,,,,,,,
8,2023-08-25,716859,Sac Fly,sac_fly,True,683002,607536,Gunnar Henderson,Kyle Freeland,0,0,1,4395e11d-9057-4711-8778-4de30759bc3b,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,,,,68.0,105.0,90.0,67.0,103.0,88.0,,,,0.28300000000000003,0.184,,,0.122,1.13,,-0.86,,-3.3,88.8,,88.7,,0.239,0.435,,0.349,0.261,65.0,99.0,96.0,96.0,105.0,105.0,0.23600000000000002,0.17600000000000002,-0.2,-1.91,84.1,80.6,0.246,,,,,,,,
9,2023-08-25,716859,Lineout,field_out,True,543510,607536,James McCann,Kyle Freeland,1,0,0,db36fb25-94ee-4229-bd62-37eb393c60c0,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,,,,68.0,105.0,90.0,67.0,103.0,88.0,,,,0.28300000000000003,0.184,,,0.122,1.13,,-0.86,,-3.3,88.8,,88.7,,0.239,0.435,,0.349,0.261,65.0,99.0,96.0,96.0,105.0,105.0,0.23600000000000002,0.17600000000000002,-0.2,-1.91,84.1,80.6,0.246,,,,,,,,
