,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSL/C,wCH/C,vFA,vFC,vSL,FF_ba,SL_ba,FC_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,ST_ba,CU_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-05-02,718332,Groundout,field_out,True,641487,695243,J.P. Crawford,Mason Miller,1,0,0,1c07ace7-bbb8-486f-9a9f-a3c4a4b479ef,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,136.0,98.0,106.0,113.0,97.0,104.0,117.0,95.0,100.0,0.555,0.158,0.23800000000000002,0.049,0.94,-1.76,1.87,1.62,98.3,94.1,85.8,0.219,0.118,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-02,718332,Pop Out,field_out,True,664034,695243,Ty France,Mason Miller,0,0,0,eadfedca-181e-4b22-af2e-2f8c23153018,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,136.0,98.0,106.0,113.0,97.0,104.0,117.0,95.0,100.0,0.555,0.158,0.23800000000000002,0.049,0.94,-1.76,1.87,1.62,98.3,94.1,85.8,0.219,0.118,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-02,718332,Flyout,field_out,True,672284,695243,Jarred Kelenic,Mason Miller,0,0,0,d45afe83-53e8-4869-8f9f-34b3c70f16d4,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,136.0,98.0,106.0,113.0,97.0,104.0,117.0,95.0,100.0,0.555,0.158,0.23800000000000002,0.049,0.94,-1.76,1.87,1.62,98.3,94.1,85.8,0.219,0.118,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-02,718332,Lineout,field_out,True,665923,682243,Esteury Ruiz,Bryce Miller,1,0,0,c6c55712-3ba9-41af-b89e-ed3b31068aab,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,4.32,4.86,131.1,104.0,117.0,109.0,0.7829999999999999,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.35600000000000004,0.46399999999999997,85.0,90.0,101.0,107.0,121.0,105.0,110.0,112.0,100.0,107.0,,,,0.585,,0.27399999999999997,0.055999999999999994,0.3,,0.14,0.66,95.1,,85.0,0.256,0.202,,0.167,113.0,102.0,102.0,104.0,101.0,99.0,0.076,0.009000000000000001,1.22,-8.41,95.1,78.2,0.26,0.3,0.667,,,,,,,
4,2023-05-02,718332,Strikeout,strikeout,True,676116,682243,Ryan Noda,Bryce Miller,0,0,0,6e0fdc8a-8a4e-4c12-aff8-dd48ff22bf2d,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,4.32,4.86,131.1,104.0,117.0,109.0,0.7829999999999999,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.35600000000000004,0.46399999999999997,85.0,90.0,101.0,107.0,121.0,105.0,110.0,112.0,100.0,107.0,,,,0.585,,0.27399999999999997,0.055999999999999994,0.3,,0.14,0.66,95.1,,85.0,0.256,0.202,,0.167,113.0,102.0,102.0,104.0,101.0,99.0,0.076,0.009000000000000001,1.22,-8.41,95.1,78.2,0.26,0.3,0.667,,,,,,,
5,2023-05-02,718332,Strikeout,strikeout,True,667670,682243,Brent Rooker,Bryce Miller,0,0,0,eb7d3deb-2196-4022-b0a2-6b75dd42d72c,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,4.32,4.86,131.1,104.0,117.0,109.0,0.7829999999999999,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.35600000000000004,0.46399999999999997,85.0,90.0,101.0,107.0,121.0,105.0,110.0,112.0,100.0,107.0,,,,0.585,,0.27399999999999997,0.055999999999999994,0.3,,0.14,0.66,95.1,,85.0,0.256,0.202,,0.167,113.0,102.0,102.0,104.0,101.0,99.0,0.076,0.009000000000000001,1.22,-8.41,95.1,78.2,0.26,0.3,0.667,,,,,,,
6,2023-05-02,718332,Groundout,field_out,True,553993,695243,Eugenio Suárez,Mason Miller,0,0,0,b2fe2b41-6851-4798-b9f7-9114ae3cf68a,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,136.0,98.0,106.0,113.0,97.0,104.0,117.0,95.0,100.0,0.555,0.158,0.23800000000000002,0.049,0.94,-1.76,1.87,1.62,98.3,94.1,85.8,0.219,0.118,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,
7,2023-05-02,718332,Walk,walk,False,663728,695243,Cal Raleigh,Mason Miller,0,0,0,b77f22bd-1c06-46f2-8f7c-5d5814089d0a,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,136.0,98.0,106.0,113.0,97.0,104.0,117.0,95.0,100.0,0.555,0.158,0.23800000000000002,0.049,0.94,-1.76,1.87,1.62,98.3,94.1,85.8,0.219,0.118,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,
8,2023-05-02,718332,Strikeout,strikeout,True,606192,695243,Teoscar Hernández,Mason Miller,0,0,0,08751e89-7440-4297-8f49-ac9546dbb204,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,136.0,98.0,106.0,113.0,97.0,104.0,117.0,95.0,100.0,0.555,0.158,0.23800000000000002,0.049,0.94,-1.76,1.87,1.62,98.3,94.1,85.8,0.219,0.118,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,
9,2023-05-02,718332,Strikeout,strikeout,True,666211,695243,Taylor Trammell,Mason Miller,0,0,0,7dff93ca-d814-4fbd-8f90-af7aa3e9a0bf,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,136.0,98.0,106.0,113.0,97.0,104.0,117.0,95.0,100.0,0.555,0.158,0.23800000000000002,0.049,0.94,-1.76,1.87,1.62,98.3,94.1,85.8,0.219,0.118,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,
