,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vSI,vSL,FF_ba,SL_ba,SI_ba,FC_ba,vKN (sc),Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,KN%,wFS/C,wKC/C,wKN/C,vFS,vKC,CU_ba,FS_ba,CH_ba,Stf+ KC,Loc+ KC,Pit+ KC
0,2023-04-27,718404,Strikeout,strikeout,True,677594,621381,Julio Rodríguez,Matt Strahm,0,0,0,58e232ba-3276-4a3b-ac28-7a126e70402f,621381.0,mattstrahm,Strahm,Left,Matt Strahm,3.29,3.16,87.2,104.0,104.0,104.0,0.7390000000000001,11.09,2.16,6.98,1.13,0.7,0.242,0.397,0.155,0.35600000000000004,0.47600000000000003,86.5,114.0,99.0,105.0,101.0,105.0,104.0,95.0,111.0,106.0,118.0,98.0,106.0,96.0,97.0,89.0,0.187,0.452,0.10099999999999999,0.256,0.004,1.08,-0.5,0.27,2.22,-9.98,93.4,87.6,93.2,83.1,0.186,0.133,0.344,0.296,,,,,,,,,,,,,,,,,,
1,2023-04-27,718404,Strikeout,strikeout,True,664034,621381,Ty France,Matt Strahm,0,0,0,38f0c78c-8559-4111-b98f-d605511a70d7,621381.0,mattstrahm,Strahm,Left,Matt Strahm,3.29,3.16,87.2,104.0,104.0,104.0,0.7390000000000001,11.09,2.16,6.98,1.13,0.7,0.242,0.397,0.155,0.35600000000000004,0.47600000000000003,86.5,114.0,99.0,105.0,101.0,105.0,104.0,95.0,111.0,106.0,118.0,98.0,106.0,96.0,97.0,89.0,0.187,0.452,0.10099999999999999,0.256,0.004,1.08,-0.5,0.27,2.22,-9.98,93.4,87.6,93.2,83.1,0.186,0.133,0.344,0.296,,,,,,,,,,,,,,,,,,
2,2023-04-27,718404,Strikeout,strikeout,True,553993,621381,Eugenio Suárez,Matt Strahm,0,0,0,150b6f92-4070-4cff-8788-9f1a557663be,621381.0,mattstrahm,Strahm,Left,Matt Strahm,3.29,3.16,87.2,104.0,104.0,104.0,0.7390000000000001,11.09,2.16,6.98,1.13,0.7,0.242,0.397,0.155,0.35600000000000004,0.47600000000000003,86.5,114.0,99.0,105.0,101.0,105.0,104.0,95.0,111.0,106.0,118.0,98.0,106.0,96.0,97.0,89.0,0.187,0.452,0.10099999999999999,0.256,0.004,1.08,-0.5,0.27,2.22,-9.98,93.4,87.6,93.2,83.1,0.186,0.133,0.344,0.296,,,,,,,,,,,,,,,,,,
3,2023-04-27,718404,Flyout,field_out,True,681082,669923,Bryson Stott,George Kirby,1,0,0,695d8a7a-4ccf-4cd2-a92d-b1a4af623b03,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,,,,0.21600000000000003,0.39399999999999996,,0.19699999999999998,0.018000000000000002,1.34,,0.43,1.03,-5.31,96.1,,95.8,86.3,0.234,0.264,0.261,,75.1,95.0,103.0,110.0,0.061,0.115,0.001,1.07,0.35,0.26,84.9,81.8,0.265,0.143,0.5,,,
4,2023-04-27,718404,Groundout,field_out,True,607208,669923,Trea Turner,George Kirby,0,0,0,bfb21605-e8c2-431c-8eb8-9fb2bf40088c,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,,,,0.21600000000000003,0.39399999999999996,,0.19699999999999998,0.018000000000000002,1.34,,0.43,1.03,-5.31,96.1,,95.8,86.3,0.234,0.264,0.261,,75.1,95.0,103.0,110.0,0.061,0.115,0.001,1.07,0.35,0.26,84.9,81.8,0.265,0.143,0.5,,,
5,2023-04-27,718404,Strikeout,strikeout,True,656941,669923,Kyle Schwarber,George Kirby,0,0,0,6da0f626-9a76-4b0f-8f03-e966bb13de2b,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,,,,0.21600000000000003,0.39399999999999996,,0.19699999999999998,0.018000000000000002,1.34,,0.43,1.03,-5.31,96.1,,95.8,86.3,0.234,0.264,0.261,,75.1,95.0,103.0,110.0,0.061,0.115,0.001,1.07,0.35,0.26,84.9,81.8,0.265,0.143,0.5,,,
6,2023-04-27,718404,Pop Out,field_out,True,606192,621381,Teoscar Hernández,Matt Strahm,0,0,0,42b6de52-e1c4-4fda-a718-21b843a8442d,621381.0,mattstrahm,Strahm,Left,Matt Strahm,3.29,3.16,87.2,104.0,104.0,104.0,0.7390000000000001,11.09,2.16,6.98,1.13,0.7,0.242,0.397,0.155,0.35600000000000004,0.47600000000000003,86.5,114.0,99.0,105.0,101.0,105.0,104.0,95.0,111.0,106.0,118.0,98.0,106.0,96.0,97.0,89.0,0.187,0.452,0.10099999999999999,0.256,0.004,1.08,-0.5,0.27,2.22,-9.98,93.4,87.6,93.2,83.1,0.186,0.133,0.344,0.296,,,,,,,,,,,,,,,,,,
7,2023-04-27,718404,Groundout,field_out,True,572041,621381,AJ Pollock,Matt Strahm,1,0,0,b426440d-f74c-4cc0-ac3b-0c4bec0f366c,621381.0,mattstrahm,Strahm,Left,Matt Strahm,3.29,3.16,87.2,104.0,104.0,104.0,0.7390000000000001,11.09,2.16,6.98,1.13,0.7,0.242,0.397,0.155,0.35600000000000004,0.47600000000000003,86.5,114.0,99.0,105.0,101.0,105.0,104.0,95.0,111.0,106.0,118.0,98.0,106.0,96.0,97.0,89.0,0.187,0.452,0.10099999999999999,0.256,0.004,1.08,-0.5,0.27,2.22,-9.98,93.4,87.6,93.2,83.1,0.186,0.133,0.344,0.296,,,,,,,,,,,,,,,,,,
8,2023-04-27,718404,Groundout,field_out,True,672284,621381,Jarred Kelenic,Matt Strahm,0,0,0,f7ff7773-eae1-402f-9272-134c7e5f6809,621381.0,mattstrahm,Strahm,Left,Matt Strahm,3.29,3.16,87.2,104.0,104.0,104.0,0.7390000000000001,11.09,2.16,6.98,1.13,0.7,0.242,0.397,0.155,0.35600000000000004,0.47600000000000003,86.5,114.0,99.0,105.0,101.0,105.0,104.0,95.0,111.0,106.0,118.0,98.0,106.0,96.0,97.0,89.0,0.187,0.452,0.10099999999999999,0.256,0.004,1.08,-0.5,0.27,2.22,-9.98,93.4,87.6,93.2,83.1,0.186,0.133,0.344,0.296,,,,,,,,,,,,,,,,,,
9,2023-04-27,718404,Single,single,False,592206,669923,Nick Castellanos,George Kirby,0,0,0,19b4ed8a-fb17-4f98-b791-4bd6766862fc,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,,,,0.21600000000000003,0.39399999999999996,,0.19699999999999998,0.018000000000000002,1.34,,0.43,1.03,-5.31,96.1,,95.8,86.3,0.234,0.264,0.261,,75.1,95.0,103.0,110.0,0.061,0.115,0.001,1.07,0.35,0.26,84.9,81.8,0.265,0.143,0.5,,,
