,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba
0,2023-08-24,716871,Flyout,field_out,True,605141,668909,Mookie Betts,Gavin Williams,1,0,0,d1d324e9-b687-4587-9f8d-3a4c84b6b5b5,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,88.2,136.0,95.0,93.0,84.0,90.0,95.0,112.0,101.0,103.0,83.0,107.0,102.0,0.5529999999999999,0.221,0.17,0.055999999999999994,0.35,2.27,-1.23,-3.24,95.7,84.9,76.2,0.25,0.157,0.174,0.353,,,,,,,,,,,,,,,
1,2023-08-24,716871,Groundout,field_out,True,518692,668909,Freddie Freeman,Gavin Williams,0,0,0,264aa4e8-b0ac-4cee-bd1e-81261951ce0c,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,88.2,136.0,95.0,93.0,84.0,90.0,95.0,112.0,101.0,103.0,83.0,107.0,102.0,0.5529999999999999,0.221,0.17,0.055999999999999994,0.35,2.27,-1.23,-3.24,95.7,84.9,76.2,0.25,0.157,0.174,0.353,,,,,,,,,,,,,,,
2,2023-08-24,716871,Groundout,field_out,True,444482,668909,David Peralta,Gavin Williams,1,0,0,d94fb8c9-8951-497f-b7bf-8b82bc982a1f,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,88.2,136.0,95.0,93.0,84.0,90.0,95.0,112.0,101.0,103.0,83.0,107.0,102.0,0.5529999999999999,0.221,0.17,0.055999999999999994,0.35,2.27,-1.23,-3.24,95.7,84.9,76.2,0.25,0.157,0.174,0.353,,,,,,,,,,,,,,,
3,2023-08-24,716871,Groundout,field_out,True,680757,657571,Steven Kwan,Caleb Ferguson,0,0,0,582c13d3-e710-4f31-8ec8-e99b94796572,657571.0,calebferguson,Ferguson,Left,Caleb Ferguson,3.43,3.85,60.1,101.0,108.0,100.0,0.767,10.44,3.43,9.55,0.6,1.84,0.29600000000000004,0.361,0.166,0.32,0.451,,,,,,,,108.0,102.0,101.0,120.0,87.0,98.0,0.665,0.027999999999999997,,,0.19,0.92,,,95.8,80.0,,0.277,,,,107.0,101.0,99.0,0.307,-0.37,86.6,0.253,0.25,,,,,,,
4,2023-08-24,716871,Lineout,field_out,True,608070,657571,José Ramírez,Caleb Ferguson,0,0,0,3b40db19-4e3d-4274-ab1c-f2a740de1461,657571.0,calebferguson,Ferguson,Left,Caleb Ferguson,3.43,3.85,60.1,101.0,108.0,100.0,0.767,10.44,3.43,9.55,0.6,1.84,0.29600000000000004,0.361,0.166,0.32,0.451,,,,,,,,108.0,102.0,101.0,120.0,87.0,98.0,0.665,0.027999999999999997,,,0.19,0.92,,,95.8,80.0,,0.277,,,,107.0,101.0,99.0,0.307,-0.37,86.6,0.253,0.25,,,,,,,
5,2023-08-24,716871,Hit By Pitch,hit_by_pitch,False,594777,657571,Kole Calhoun,Caleb Ferguson,0,0,0,729d9197-101f-4779-b84b-2fcededb378d,657571.0,calebferguson,Ferguson,Left,Caleb Ferguson,3.43,3.85,60.1,101.0,108.0,100.0,0.767,10.44,3.43,9.55,0.6,1.84,0.29600000000000004,0.361,0.166,0.32,0.451,,,,,,,,108.0,102.0,101.0,120.0,87.0,98.0,0.665,0.027999999999999997,,,0.19,0.92,,,95.8,80.0,,0.277,,,,107.0,101.0,99.0,0.307,-0.37,86.6,0.253,0.25,,,,,,,
6,2023-08-24,716871,Single,single,False,657656,657571,Ramón Laureano,Caleb Ferguson,1,1,1,fccaf893-b9c9-4543-b3b3-777d7843cd90,657571.0,calebferguson,Ferguson,Left,Caleb Ferguson,3.43,3.85,60.1,101.0,108.0,100.0,0.767,10.44,3.43,9.55,0.6,1.84,0.29600000000000004,0.361,0.166,0.32,0.451,,,,,,,,108.0,102.0,101.0,120.0,87.0,98.0,0.665,0.027999999999999997,,,0.19,0.92,,,95.8,80.0,,0.277,,,,107.0,101.0,99.0,0.307,-0.37,86.6,0.253,0.25,,,,,,,
7,2023-08-24,716871,Groundout,field_out,True,665926,657571,Andrés Giménez,Caleb Ferguson,1,0,0,ee6d1e39-a31d-4546-8f30-10a4717e5d6a,657571.0,calebferguson,Ferguson,Left,Caleb Ferguson,3.43,3.85,60.1,101.0,108.0,100.0,0.767,10.44,3.43,9.55,0.6,1.84,0.29600000000000004,0.361,0.166,0.32,0.451,,,,,,,,108.0,102.0,101.0,120.0,87.0,98.0,0.665,0.027999999999999997,,,0.19,0.92,,,95.8,80.0,,0.277,,,,107.0,101.0,99.0,0.307,-0.37,86.6,0.253,0.25,,,,,,,
8,2023-08-24,716871,Groundout,field_out,True,571970,668909,Max Muncy,Gavin Williams,1,1,0,db69724d-1c71-46f0-a1f8-d623877b1d9a,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,88.2,136.0,95.0,93.0,84.0,90.0,95.0,112.0,101.0,103.0,83.0,107.0,102.0,0.5529999999999999,0.221,0.17,0.055999999999999994,0.35,2.27,-1.23,-3.24,95.7,84.9,76.2,0.25,0.157,0.174,0.353,,,,,,,,,,,,,,,
9,2023-08-24,716871,Single,single,False,518792,668909,Jason Heyward,Gavin Williams,1,0,0,f028a7c4-09b4-4423-b543-5aed3e8d36f3,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,88.2,136.0,95.0,93.0,84.0,90.0,95.0,112.0,101.0,103.0,83.0,107.0,102.0,0.5529999999999999,0.221,0.17,0.055999999999999994,0.35,2.27,-1.23,-3.24,95.7,84.9,76.2,0.25,0.157,0.174,0.353,,,,,,,,,,,,,,,
