,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,KC%,wFA/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFS,vSI,vSL,vKC,FS_ba,SI_ba,CU_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,CH%,wFC/C,wCU/C,wCH/C,vFC,vCU,CH_ba,FF_ba,FC_ba,ST_ba
0,2023-04-24,718446,Groundout,field_out,True,663457,502171,Lars Nootbaar,Alex Cobb,0,0,0,ae192c36-e812-4423-b2c4-a6dbbb42c38e,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-24,718446,Strikeout,strikeout,True,502671,502171,Paul Goldschmidt,Alex Cobb,0,0,0,d9460874-7fa9-4879-bdc5-988d1b4ecabb,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-24,718446,Groundout,field_out,True,669357,502171,Nolan Gorman,Alex Cobb,0,0,0,ff684c92-ddf7-49c8-9e98-6f7827c32cf0,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-24,718446,Single,single,False,596103,656756,Austin Slater,Jordan Montgomery,0,0,0,6b27af88-5755-46c8-ad37-e0856c0c22f4,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,75.0,95.0,84.0,91.0,99.0,91.0,,,,,,,,,,0.426,0.106,,,,-0.68,,1.22,,,93.4,,93.3,,,,0.255,0.191,,83.5,99.0,101.0,98.0,116.0,108.0,111.0,101.0,102.0,87.0,0.016,0.222,0.22899999999999998,-4.4,0.84,0.2,88.2,80.5,0.239,0.333,0.417,
4,2023-04-24,718446,Strikeout,strikeout,True,642731,656756,Thairo Estrada,Jordan Montgomery,0,0,0,71374e1b-c93a-4321-8657-f2a51265c820,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,75.0,95.0,84.0,91.0,99.0,91.0,,,,,,,,,,0.426,0.106,,,,-0.68,,1.22,,,93.4,,93.3,,,,0.255,0.191,,83.5,99.0,101.0,98.0,116.0,108.0,111.0,101.0,102.0,87.0,0.016,0.222,0.22899999999999998,-4.4,0.84,0.2,88.2,80.5,0.239,0.333,0.417,
5,2023-04-24,718446,Walk,walk,False,571745,656756,Mitch Haniger,Jordan Montgomery,0,0,1,a2b928d5-1011-40cf-83f0-cf433ebbcd8e,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,75.0,95.0,84.0,91.0,99.0,91.0,,,,,,,,,,0.426,0.106,,,,-0.68,,1.22,,,93.4,,93.3,,,,0.255,0.191,,83.5,99.0,101.0,98.0,116.0,108.0,111.0,101.0,102.0,87.0,0.016,0.222,0.22899999999999998,-4.4,0.84,0.2,88.2,80.5,0.239,0.333,0.417,
6,2023-04-24,718446,Single,single,False,605204,656756,J.D. Davis,Jordan Montgomery,0,0,1,7ba20bf3-f179-40b5-bbeb-e309f9f94bb0,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,75.0,95.0,84.0,91.0,99.0,91.0,,,,,,,,,,0.426,0.106,,,,-0.68,,1.22,,,93.4,,93.3,,,,0.255,0.191,,83.5,99.0,101.0,98.0,116.0,108.0,111.0,101.0,102.0,87.0,0.016,0.222,0.22899999999999998,-4.4,0.84,0.2,88.2,80.5,0.239,0.333,0.417,
7,2023-04-24,718446,Pop Out,field_out,True,624424,656756,Michael Conforto,Jordan Montgomery,0,0,0,a64b101e-5571-4b19-82dc-e11db594388c,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,75.0,95.0,84.0,91.0,99.0,91.0,,,,,,,,,,0.426,0.106,,,,-0.68,,1.22,,,93.4,,93.3,,,,0.255,0.191,,83.5,99.0,101.0,98.0,116.0,108.0,111.0,101.0,102.0,87.0,0.016,0.222,0.22899999999999998,-4.4,0.84,0.2,88.2,80.5,0.239,0.333,0.417,
8,2023-04-24,718446,Strikeout,strikeout,True,527038,656756,Wilmer Flores,Jordan Montgomery,0,0,0,41ea4049-7fdd-4aaa-b3ec-ddd26a892953,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,75.0,95.0,84.0,91.0,99.0,91.0,,,,,,,,,,0.426,0.106,,,,-0.68,,1.22,,,93.4,,93.3,,,,0.255,0.191,,83.5,99.0,101.0,98.0,116.0,108.0,111.0,101.0,102.0,87.0,0.016,0.222,0.22899999999999998,-4.4,0.84,0.2,88.2,80.5,0.239,0.333,0.417,
9,2023-04-24,718446,Strikeout,strikeout,True,575929,502171,Willson Contreras,Alex Cobb,0,0,0,654efb12-947f-48a9-98d7-a787cedfafc0,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
