,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,SL_ba,FF_ba,CU_ba,SI_ba,CH_ba,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,SV_ba,FC_ba,FS_ba,ST_ba
0,2023-06-20,717686,Strikeout,strikeout,True,643565,670912,Mike Tauchman,Johan Oviedo,0,0,0,8756200d-f84c-4d35-b646-73f6f76a0e75,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.36700000000000005,0.149,0.040999999999999995,-1.25,0.93,0.8,0.82,-0.07,95.8,95.7,88.2,80.9,0.21,0.277,0.193,0.276,0.25,,,,,,,,,,,,,,,,
1,2023-06-20,717686,Pop Out,field_out,True,663538,670912,Nico Hoerner,Johan Oviedo,1,0,0,c80f1815-c442-4dca-9592-fb5c99d61949,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.36700000000000005,0.149,0.040999999999999995,-1.25,0.93,0.8,0.82,-0.07,95.8,95.7,88.2,80.9,0.21,0.277,0.193,0.276,0.25,,,,,,,,,,,,,,,,
2,2023-06-20,717686,Strikeout,strikeout,True,673548,670912,Seiya Suzuki,Johan Oviedo,0,0,0,6712acec-66aa-4ea7-8e28-ec1a1d10e774,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.36700000000000005,0.149,0.040999999999999995,-1.25,0.93,0.8,0.82,-0.07,95.8,95.7,88.2,80.9,0.21,0.277,0.193,0.276,0.25,,,,,,,,,,,,,,,,
3,2023-06-20,717686,Groundout,field_out,True,641943,573186,Joshua Palacios,Marcus Stroman,1,0,0,97091eb2-00d7-4256-8aa1-b38691bdb6de,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,,,,,139.0,103.0,111.0,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,0.46399999999999997,0.08199999999999999,0.051,0.23,,0.34,1.08,-0.41,0.34,,92.0,91.4,86.1,84.6,0.184,0.154,,0.245,,105.0,96.0,98.0,46.0,95.0,91.0,0.096,0.077,0.96,0.12,89.7,86.6,0.24,0.26,0.205,
4,2023-06-20,717686,Single,single,False,663647,573186,Ke'Bryan Hayes,Marcus Stroman,0,0,0,02b86b16-dd99-4444-9d4f-154399877e50,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,,,,,139.0,103.0,111.0,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,0.46399999999999997,0.08199999999999999,0.051,0.23,,0.34,1.08,-0.41,0.34,,92.0,91.4,86.1,84.6,0.184,0.154,,0.245,,105.0,96.0,98.0,46.0,95.0,91.0,0.096,0.077,0.96,0.12,89.7,86.6,0.24,0.26,0.205,
5,2023-06-20,717686,Flyout,field_out,True,669261,573186,Jack Suwinski,Marcus Stroman,0,0,0,0199c494-4e7d-44c6-afc3-d55dd57af7aa,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,,,,,139.0,103.0,111.0,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,0.46399999999999997,0.08199999999999999,0.051,0.23,,0.34,1.08,-0.41,0.34,,92.0,91.4,86.1,84.6,0.184,0.154,,0.245,,105.0,96.0,98.0,46.0,95.0,91.0,0.096,0.077,0.96,0.12,89.7,86.6,0.24,0.26,0.205,
6,2023-06-20,717686,Groundout,field_out,True,467793,573186,Carlos Santana,Marcus Stroman,0,0,0,66e58cec-c3c8-4922-a825-bbebaa129a5c,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,,,,,139.0,103.0,111.0,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,0.46399999999999997,0.08199999999999999,0.051,0.23,,0.34,1.08,-0.41,0.34,,92.0,91.4,86.1,84.6,0.184,0.154,,0.245,,105.0,96.0,98.0,46.0,95.0,91.0,0.096,0.077,0.96,0.12,89.7,86.6,0.24,0.26,0.205,
7,2023-06-20,717686,Single,single,False,664023,670912,Ian Happ,Johan Oviedo,0,0,0,524b83d4-f428-4c6d-8a25-6c1b4d2d3bd4,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.36700000000000005,0.149,0.040999999999999995,-1.25,0.93,0.8,0.82,-0.07,95.8,95.7,88.2,80.9,0.21,0.277,0.193,0.276,0.25,,,,,,,,,,,,,,,,
8,2023-06-20,717686,Forceout,force_out,True,621020,670912,Dansby Swanson,Johan Oviedo,0,0,1,a9bad6af-b853-4c8a-b6d7-7035a9596a72,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.36700000000000005,0.149,0.040999999999999995,-1.25,0.93,0.8,0.82,-0.07,95.8,95.7,88.2,80.9,0.21,0.277,0.193,0.276,0.25,,,,,,,,,,,,,,,,
9,2023-06-20,717686,Pop Out,field_out,True,641355,670912,Cody Bellinger,Johan Oviedo,0,0,0,acbcade4-8bc2-4756-a331-e0e90fbb387a,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.36700000000000005,0.149,0.040999999999999995,-1.25,0.93,0.8,0.82,-0.07,95.8,95.7,88.2,80.9,0.21,0.277,0.193,0.276,0.25,,,,,,,,,,,,,,,,
