,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wCU/C,wCH/C,vFA,vFC,vCU,FF_ba,FC_ba,CH_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,wSI/C,wSL/C,vSI,vSL,SI_ba,SL_ba,EP%,wEP/C,vEP,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-05-26,718021,Single,single,False,641313,666214,Tim Anderson,Joey Wentz,0,0,0,815947f9-9c96-48a0-9c53-4ff5c51b3df4,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-26,718021,Walk,walk,False,643217,666214,Andrew Benintendi,Joey Wentz,0,0,1,55116641-5a4d-4908-ba53-1fdd0a0239d2,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-26,718021,Lineout,field_out,True,673357,666214,Luis Robert Jr.,Joey Wentz,1,1,0,ad180c1a-17e4-4a12-8b07-a19516d70b32,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-26,718021,Strikeout,strikeout,True,660162,666214,Yoán Moncada,Joey Wentz,0,0,0,cac623f0-3c9c-4848-90a1-350bd201bff4,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,,,,,,
4,2023-05-26,718021,Double,double,False,683734,666214,Andrew Vaughn,Joey Wentz,0,0,1,2ca1515a-04fb-4420-8a96-5fc0fcf59404,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,,,,,,
5,2023-05-26,718021,Single,single,False,518735,666214,Yasmani Grandal,Joey Wentz,1,0,1,e41efd18-2c08-4ce3-93d3-b36f7e381371,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,,,,,,
6,2023-05-26,718021,Flyout,field_out,True,669394,666214,Jake Burger,Joey Wentz,0,0,0,0b386242-e45a-4ea5-b804-22173a8fe1d1,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,,,,,,
7,2023-05-26,718021,Walk,walk,False,656716,458681,Zach McKinstry,Lance Lynn,1,0,0,7c607e41-6f68-4a51-b1a7-a9d4c6702332,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,84.9,56.0,95.0,90.0,109.0,97.0,106.0,92.0,105.0,104.0,104.0,105.0,99.0,0.43700000000000006,0.23,0.07400000000000001,0.07,-0.4,-0.35,-2.24,-1.23,92.4,88.7,80.8,0.255,0.273,0.302,0.208,93.0,95.0,87.0,97.0,98.0,106.0,0.126,0.063,1.21,-3.65,91.4,83.0,0.239,0.286,,,,,,,,,
8,2023-05-26,718021,Double,double,False,682985,458681,Riley Greene,Lance Lynn,0,0,1,6c8feea5-2c00-4456-8d9d-c529d3a4d31f,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,84.9,56.0,95.0,90.0,109.0,97.0,106.0,92.0,105.0,104.0,104.0,105.0,99.0,0.43700000000000006,0.23,0.07400000000000001,0.07,-0.4,-0.35,-2.24,-1.23,92.4,88.7,80.8,0.255,0.273,0.302,0.208,93.0,95.0,87.0,97.0,98.0,106.0,0.126,0.063,1.21,-3.65,91.4,83.0,0.239,0.286,,,,,,,,,
9,2023-05-26,718021,Fielders Choice,fielders_choice,False,595879,458681,Javier Báez,Lance Lynn,0,0,0,f0f83007-3a6e-45d8-ae83-aff8a1f88392,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,84.9,56.0,95.0,90.0,109.0,97.0,106.0,92.0,105.0,104.0,104.0,105.0,99.0,0.43700000000000006,0.23,0.07400000000000001,0.07,-0.4,-0.35,-2.24,-1.23,92.4,88.7,80.8,0.255,0.273,0.302,0.208,93.0,95.0,87.0,97.0,98.0,106.0,0.126,0.063,1.21,-3.65,91.4,83.0,0.239,0.286,,,,,,,,,
