,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,CU_ba,SL_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-04-02,718743,Flyout,field_out,True,660670,669022,Ronald Acuña Jr.,MacKenzie Gore,1,1,0,03f51649-ef5c-49f3-8e13-6ec27c6ec794,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,4.42,5.2,136.1,97.0,100.0,101.0,0.7490000000000001,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,86.5,69.0,88.0,90.0,72.0,99.0,104.0,112.0,98.0,100.0,101.0,97.0,102.0,0.595,0.188,0.188,0.028999999999999998,-0.27,0.77,-0.85,1.1,95.0,88.5,83.2,0.279,0.257,0.213,0.188,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-02,718743,Strikeout,strikeout,True,621566,669022,Matt Olson,MacKenzie Gore,0,0,0,334f9343-ce27-4d43-8efc-141b747930f6,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,4.42,5.2,136.1,97.0,100.0,101.0,0.7490000000000001,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,86.5,69.0,88.0,90.0,72.0,99.0,104.0,112.0,98.0,100.0,101.0,97.0,102.0,0.595,0.188,0.188,0.028999999999999998,-0.27,0.77,-0.85,1.1,95.0,88.5,83.2,0.279,0.257,0.213,0.188,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-02,718743,Strikeout,strikeout,True,663586,669022,Austin Riley,MacKenzie Gore,0,0,0,70ebee83-bb70-4e03-b464-9e7ad2bce95a,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,4.42,5.2,136.1,97.0,100.0,101.0,0.7490000000000001,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,86.5,69.0,88.0,90.0,72.0,99.0,104.0,112.0,98.0,100.0,101.0,97.0,102.0,0.595,0.188,0.188,0.028999999999999998,-0.27,0.77,-0.85,1.1,95.0,88.5,83.2,0.279,0.257,0.213,0.188,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-02,718743,Single,single,False,657041,694363,Lane Thomas,Jared Shuster,0,0,0,0592cb88-8680-42ef-8d47-68d9d2c7c5d3,694363.0,jaredshuster,Shuster,Left,Jared Shuster,5.81,5.44,52.2,96.0,64.0,87.0,0.802,5.13,4.44,9.06,1.2,0.76,0.27699999999999997,0.382,0.133,0.272,0.41700000000000004,82.2,61.0,88.0,85.0,,,,59.0,99.0,83.0,75.0,98.0,95.0,0.441,0.32899999999999996,,0.23,-0.83,1.11,,-2.01,91.4,84.9,,0.311,,0.197,0.26,,,,,,,,,,,,,,,,,,,,,,
4,2023-04-02,718743,Single,single,False,608841,694363,Joey Meneses,Jared Shuster,0,0,1,29f17fa4-bc79-4a26-8912-b85afece4619,694363.0,jaredshuster,Shuster,Left,Jared Shuster,5.81,5.44,52.2,96.0,64.0,87.0,0.802,5.13,4.44,9.06,1.2,0.76,0.27699999999999997,0.382,0.133,0.272,0.41700000000000004,82.2,61.0,88.0,85.0,,,,59.0,99.0,83.0,75.0,98.0,95.0,0.441,0.32899999999999996,,0.23,-0.83,1.11,,-2.01,91.4,84.9,,0.311,,0.197,0.26,,,,,,,,,,,,,,,,,,,,,,
5,2023-04-02,718743,Walk,walk,False,600869,694363,Jeimer Candelario,Jared Shuster,0,0,1,28d76fe8-a3aa-4e61-855e-808391d2612c,694363.0,jaredshuster,Shuster,Left,Jared Shuster,5.81,5.44,52.2,96.0,64.0,87.0,0.802,5.13,4.44,9.06,1.2,0.76,0.27699999999999997,0.382,0.133,0.272,0.41700000000000004,82.2,61.0,88.0,85.0,,,,59.0,99.0,83.0,75.0,98.0,95.0,0.441,0.32899999999999996,,0.23,-0.83,1.11,,-2.01,91.4,84.9,,0.311,,0.197,0.26,,,,,,,,,,,,,,,,,,,,,,
6,2023-04-02,718743,Single,single,False,642086,694363,Dominic Smith,Jared Shuster,0,0,1,c40a06f1-f09b-4c03-a3d8-590f78437b72,694363.0,jaredshuster,Shuster,Left,Jared Shuster,5.81,5.44,52.2,96.0,64.0,87.0,0.802,5.13,4.44,9.06,1.2,0.76,0.27699999999999997,0.382,0.133,0.272,0.41700000000000004,82.2,61.0,88.0,85.0,,,,59.0,99.0,83.0,75.0,98.0,95.0,0.441,0.32899999999999996,,0.23,-0.83,1.11,,-2.01,91.4,84.9,,0.311,,0.197,0.26,,,,,,,,,,,,,,,,,,,,,,
7,2023-04-02,718743,Walk,walk,False,660688,694363,Keibert Ruiz,Jared Shuster,0,0,1,ce0d4c9d-bb84-47a5-808d-cf23c342eeb1,694363.0,jaredshuster,Shuster,Left,Jared Shuster,5.81,5.44,52.2,96.0,64.0,87.0,0.802,5.13,4.44,9.06,1.2,0.76,0.27699999999999997,0.382,0.133,0.272,0.41700000000000004,82.2,61.0,88.0,85.0,,,,59.0,99.0,83.0,75.0,98.0,95.0,0.441,0.32899999999999996,,0.23,-0.83,1.11,,-2.01,91.4,84.9,,0.311,,0.197,0.26,,,,,,,,,,,,,,,,,,,,,,
8,2023-04-02,718743,Walk,walk,False,669743,694363,Alex Call,Jared Shuster,0,0,1,9d63227a-6090-4238-8c03-b129de66b748,694363.0,jaredshuster,Shuster,Left,Jared Shuster,5.81,5.44,52.2,96.0,64.0,87.0,0.802,5.13,4.44,9.06,1.2,0.76,0.27699999999999997,0.382,0.133,0.272,0.41700000000000004,82.2,61.0,88.0,85.0,,,,59.0,99.0,83.0,75.0,98.0,95.0,0.441,0.32899999999999996,,0.23,-0.83,1.11,,-2.01,91.4,84.9,,0.311,,0.197,0.26,,,,,,,,,,,,,,,,,,,,,,
9,2023-04-02,718743,Pop Out,field_out,True,545121,694363,Ildemaro Vargas,Jared Shuster,0,0,0,53e811c9-3525-46a1-a532-8760342788a8,694363.0,jaredshuster,Shuster,Left,Jared Shuster,5.81,5.44,52.2,96.0,64.0,87.0,0.802,5.13,4.44,9.06,1.2,0.76,0.27699999999999997,0.382,0.133,0.272,0.41700000000000004,82.2,61.0,88.0,85.0,,,,59.0,99.0,83.0,75.0,98.0,95.0,0.441,0.32899999999999996,,0.23,-0.83,1.11,,-2.01,91.4,84.9,,0.311,,0.197,0.26,,,,,,,,,,,,,,,,,,,,,,
