,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vFC,vSI,vSL,vCU,vKC,SI_ba,SL_ba,CH_ba,FC_ba,FF_ba,CU_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC
0,2023-07-22,717305,Groundout,field_out,True,605141,641540,Mookie Betts,Dane Dunning,0,0,0,cd9bbc85-8825-48fc-bc09-f469db0726f9,641540.0,danedunning,Dunning,Right,Dane Dunning,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,90.0,100.0,95.0,0.331,0.032,0.2,0.23399999999999999,0.016,0.032,0.156,-3.75,0.82,1.37,0.14,-3.56,-0.43,-0.87,90.5,88.9,91.0,82.1,78.1,77.5,0.246,0.212,0.301,0.258,0.294,0.25,,,,
1,2023-07-22,717305,Single,single,False,518692,641540,Freddie Freeman,Dane Dunning,1,1,0,3038bbb7-7fe1-4988-b811-b42ff50541f7,641540.0,danedunning,Dunning,Right,Dane Dunning,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,90.0,100.0,95.0,0.331,0.032,0.2,0.23399999999999999,0.016,0.032,0.156,-3.75,0.82,1.37,0.14,-3.56,-0.43,-0.87,90.5,88.9,91.0,82.1,78.1,77.5,0.246,0.212,0.301,0.258,0.294,0.25,,,,
2,2023-07-22,717305,Grounded Into DP,grounded_into_double_play,True,669257,641540,Will Smith,Dane Dunning,1,0,1,569aaecf-6854-45b2-b217-8fe3eba2de8e,641540.0,danedunning,Dunning,Right,Dane Dunning,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,90.0,100.0,95.0,0.331,0.032,0.2,0.23399999999999999,0.016,0.032,0.156,-3.75,0.82,1.37,0.14,-3.56,-0.43,-0.87,90.5,88.9,91.0,82.1,78.1,77.5,0.246,0.212,0.301,0.258,0.294,0.25,,,,
3,2023-07-22,717305,Home Run,home_run,False,543760,676272,Marcus Semien,Bobby Miller,0,0,0,d29934d1-c219-4f0c-9d15-4eaea4ce48c6,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,3.76,3.4,124.1,102.0,123.0,110.0,0.764,8.61,2.32,7.6,0.87,1.46,0.256,0.428,0.147,0.299,0.426,88.2,105.0,100.0,117.0,115.0,100.0,110.0,130.0,102.0,105.0,107.0,99.0,100.0,153.0,110.0,121.0,,,,0.192,0.289,,0.174,0.185,,0.16,1.2,,1.75,-1.0,1.25,,0.6,99.0,,98.8,89.7,80.6,,0.258,0.25,0.133,,0.258,0.184,0.5,,,
4,2023-07-22,717305,Strikeout,strikeout,True,608671,676272,Travis Jankowski,Bobby Miller,0,0,0,05a199a4-031b-4103-a619-3bd3220cb914,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,3.76,3.4,124.1,102.0,123.0,110.0,0.764,8.61,2.32,7.6,0.87,1.46,0.256,0.428,0.147,0.299,0.426,88.2,105.0,100.0,117.0,115.0,100.0,110.0,130.0,102.0,105.0,107.0,99.0,100.0,153.0,110.0,121.0,,,,0.192,0.289,,0.174,0.185,,0.16,1.2,,1.75,-1.0,1.25,,0.6,99.0,,98.8,89.7,80.6,,0.258,0.25,0.133,,0.258,0.184,0.5,,,
5,2023-07-22,717305,Strikeout,strikeout,True,663993,676272,Nathaniel Lowe,Bobby Miller,0,0,0,29e3260f-060d-42e0-a380-5bb9f9e3e171,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,3.76,3.4,124.1,102.0,123.0,110.0,0.764,8.61,2.32,7.6,0.87,1.46,0.256,0.428,0.147,0.299,0.426,88.2,105.0,100.0,117.0,115.0,100.0,110.0,130.0,102.0,105.0,107.0,99.0,100.0,153.0,110.0,121.0,,,,0.192,0.289,,0.174,0.185,,0.16,1.2,,1.75,-1.0,1.25,,0.6,99.0,,98.8,89.7,80.6,,0.258,0.25,0.133,,0.258,0.184,0.5,,,
6,2023-07-22,717305,Lineout,field_out,True,666969,676272,Adolis García,Bobby Miller,1,0,0,68ad9f3d-002c-46c6-9c0a-16fb307690c9,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,3.76,3.4,124.1,102.0,123.0,110.0,0.764,8.61,2.32,7.6,0.87,1.46,0.256,0.428,0.147,0.299,0.426,88.2,105.0,100.0,117.0,115.0,100.0,110.0,130.0,102.0,105.0,107.0,99.0,100.0,153.0,110.0,121.0,,,,0.192,0.289,,0.174,0.185,,0.16,1.2,,1.75,-1.0,1.25,,0.6,99.0,,98.8,89.7,80.6,,0.258,0.25,0.133,,0.258,0.184,0.5,,,
7,2023-07-22,717305,Single,single,False,571970,641540,Max Muncy,Dane Dunning,1,0,1,ec418f30-5dcb-47d4-b1b5-cbfb2daf5180,641540.0,danedunning,Dunning,Right,Dane Dunning,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,90.0,100.0,95.0,0.331,0.032,0.2,0.23399999999999999,0.016,0.032,0.156,-3.75,0.82,1.37,0.14,-3.56,-0.43,-0.87,90.5,88.9,91.0,82.1,78.1,77.5,0.246,0.212,0.301,0.258,0.294,0.25,,,,
8,2023-07-22,717305,Walk,walk,False,502110,641540,J.D. Martinez,Dane Dunning,1,0,0,8931be45-1918-4dc5-b523-e5b0d91e5e82,641540.0,danedunning,Dunning,Right,Dane Dunning,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,90.0,100.0,95.0,0.331,0.032,0.2,0.23399999999999999,0.016,0.032,0.156,-3.75,0.82,1.37,0.14,-3.56,-0.43,-0.87,90.5,88.9,91.0,82.1,78.1,77.5,0.246,0.212,0.301,0.258,0.294,0.25,,,,
9,2023-07-22,717305,Double,double,False,444482,641540,David Peralta,Dane Dunning,1,1,1,53e325b5-2f96-4f33-b424-d75c6fd11f59,641540.0,danedunning,Dunning,Right,Dane Dunning,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,90.0,100.0,95.0,0.331,0.032,0.2,0.23399999999999999,0.016,0.032,0.156,-3.75,0.82,1.37,0.14,-3.56,-0.43,-0.87,90.5,88.9,91.0,82.1,78.1,77.5,0.246,0.212,0.301,0.258,0.294,0.25,,,,
