,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,SL_ba,SI_ba,FF_ba,CH_ba,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,CU_ba,FC_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,FS%,wFS/C,vFS,ST_ba,FS_ba,Stf+ FS,Loc+ FS,Pit+ FS
0,2023-06-03,717907,Groundout,field_out,True,680977,682847,Brendan Donovan,Luis L. Ortiz,1,0,0,8aabbcc4-ead4-4f0c-a3d0-d1965e2c1d43,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-03,717907,Groundout,field_out,True,502671,682847,Paul Goldschmidt,Luis L. Ortiz,0,0,0,9e1a24eb-0a2e-45e6-94a1-60ab20d15514,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-03,717907,Walk,walk,False,669357,682847,Nolan Gorman,Luis L. Ortiz,1,0,0,30aace99-4380-4cc8-9af4-c1338de96c53,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-03,717907,Strikeout,strikeout,True,571448,682847,Nolan Arenado,Luis L. Ortiz,0,0,0,a620e315-53c3-4a62-b52c-c29efd7f8240,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-06-03,717907,Strikeout,strikeout,True,457705,656756,Andrew McCutchen,Jordan Montgomery,0,0,0,b1051306-fd2f-4e70-a998-5016665ca118,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,,0.255,0.333,0.239,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.191,0.417,,,,,,,,,,,,,,
5,2023-06-03,717907,Groundout,field_out,True,668804,656756,Bryan Reynolds,Jordan Montgomery,0,0,0,131be70c-c2be-43f3-9104-ac9da0ba84cd,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,,0.255,0.333,0.239,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.191,0.417,,,,,,,,,,,,,,
6,2023-06-03,717907,Strikeout,strikeout,True,656582,656756,Connor Joe,Jordan Montgomery,0,0,0,3f8014bd-7dc0-4a99-8a45-3af4331bdf55,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,,0.255,0.333,0.239,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.191,0.417,,,,,,,,,,,,,,
7,2023-06-03,717907,Home Run,home_run,False,575929,682847,Willson Contreras,Luis L. Ortiz,0,0,0,c3d70cca-03b3-48c9-9f09-854cc3f33cf3,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-06-03,717907,Flyout,field_out,True,676475,682847,Alec Burleson,Luis L. Ortiz,1,0,0,93b11780-f25a-48e8-aa05-0ef243c27ac3,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-06-03,717907,Walk,walk,False,657557,682847,Paul DeJong,Luis L. Ortiz,1,0,0,32553fa6-77a1-4538-8de0-1f8a676bdf8b,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
