,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vSI,vSL,vCU,CU_ba,SI_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,FF_ba,CH_ba,ST_ba,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-08-16,716963,Double,double,False,677594,663704,Julio Rodríguez,James McArthur,0,0,0,8e6b5bda-62d1-47ca-b0e5-ac78eb49203a,663704.0,jamesmcarthur,McArthur,Right,James McArthur,4.63,2.97,23.1,103.0,114.0,106.0,0.764,8.87,0.77,7.71,0.77,2.31,0.313,0.469,0.203,0.344,0.478,142.0,106.0,119.0,64.0,122.0,91.0,94.0,100.0,96.0,103.0,101.0,102.0,104.0,61.0,62.0,0.349,0.018000000000000002,0.003,0.243,0.387,3.38,-3.87,-1.25,2.66,1.52,92.8,90.4,94.1,86.4,82.2,0.194,0.286,0.263,,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-16,716963,Groundout,field_out,True,553993,663704,Eugenio Suárez,James McArthur,0,0,1,f5687e86-58f4-476d-b495-80990ee905e6,663704.0,jamesmcarthur,McArthur,Right,James McArthur,4.63,2.97,23.1,103.0,114.0,106.0,0.764,8.87,0.77,7.71,0.77,2.31,0.313,0.469,0.203,0.344,0.478,142.0,106.0,119.0,64.0,122.0,91.0,94.0,100.0,96.0,103.0,101.0,102.0,104.0,61.0,62.0,0.349,0.018000000000000002,0.003,0.243,0.387,3.38,-3.87,-1.25,2.66,1.52,92.8,90.4,94.1,86.4,82.2,0.194,0.286,0.263,,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-16,716963,Single,single,False,664034,663704,Ty France,James McArthur,0,0,1,bbc215bb-9ab3-4dd9-af48-88d135e6224c,663704.0,jamesmcarthur,McArthur,Right,James McArthur,4.63,2.97,23.1,103.0,114.0,106.0,0.764,8.87,0.77,7.71,0.77,2.31,0.313,0.469,0.203,0.344,0.478,142.0,106.0,119.0,64.0,122.0,91.0,94.0,100.0,96.0,103.0,101.0,102.0,104.0,61.0,62.0,0.349,0.018000000000000002,0.003,0.243,0.387,3.38,-3.87,-1.25,2.66,1.52,92.8,90.4,94.1,86.4,82.2,0.194,0.286,0.263,,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-16,716963,Strikeout,strikeout,True,606192,663704,Teoscar Hernández,James McArthur,0,0,0,8f15a0fe-9000-43c2-81eb-32e7f8b2ebbb,663704.0,jamesmcarthur,McArthur,Right,James McArthur,4.63,2.97,23.1,103.0,114.0,106.0,0.764,8.87,0.77,7.71,0.77,2.31,0.313,0.469,0.203,0.344,0.478,142.0,106.0,119.0,64.0,122.0,91.0,94.0,100.0,96.0,103.0,101.0,102.0,104.0,61.0,62.0,0.349,0.018000000000000002,0.003,0.243,0.387,3.38,-3.87,-1.25,2.66,1.52,92.8,90.4,94.1,86.4,82.2,0.194,0.286,0.263,,,,,,,,,,,,,,,,,,,,,,,
4,2023-08-16,716963,Home Run,home_run,False,663728,663704,Cal Raleigh,James McArthur,0,0,1,dfc23a04-e066-4fb8-8ae7-e32cbc5ac99d,663704.0,jamesmcarthur,McArthur,Right,James McArthur,4.63,2.97,23.1,103.0,114.0,106.0,0.764,8.87,0.77,7.71,0.77,2.31,0.313,0.469,0.203,0.344,0.478,142.0,106.0,119.0,64.0,122.0,91.0,94.0,100.0,96.0,103.0,101.0,102.0,104.0,61.0,62.0,0.349,0.018000000000000002,0.003,0.243,0.387,3.38,-3.87,-1.25,2.66,1.52,92.8,90.4,94.1,86.4,82.2,0.194,0.286,0.263,,,,,,,,,,,,,,,,,,,,,,,
5,2023-08-16,716963,Strikeout,strikeout,True,687799,663704,Cade Marlowe,James McArthur,0,0,0,c27ff21e-5fee-4ba1-8aba-394ba18b5d14,663704.0,jamesmcarthur,McArthur,Right,James McArthur,4.63,2.97,23.1,103.0,114.0,106.0,0.764,8.87,0.77,7.71,0.77,2.31,0.313,0.469,0.203,0.344,0.478,142.0,106.0,119.0,64.0,122.0,91.0,94.0,100.0,96.0,103.0,101.0,102.0,104.0,61.0,62.0,0.349,0.018000000000000002,0.003,0.243,0.387,3.38,-3.87,-1.25,2.66,1.52,92.8,90.4,94.1,86.4,82.2,0.194,0.286,0.263,,,,,,,,,,,,,,,,,,,,,,,
6,2023-08-16,716963,Double,double,False,672580,622491,Maikel Garcia,Luis Castillo,0,0,0,855a8a86-a58d-446b-9f7e-61e2105b389c,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,,,,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,,,,0.179,0.444,,0.221,,1.31,,0.6,-0.12,,96.3,,95.9,85.7,,,0.239,0.234,88.3,83.0,108.0,105.0,0.156,-1.6,0.165,0.28,,,,,,,,,,,,,,,
7,2023-08-16,716963,Groundout,field_out,True,677951,622491,Bobby Witt Jr.,Luis Castillo,0,0,1,a4fbfee8-7ffd-47c7-8d55-5c22e91ffefa,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,,,,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,,,,0.179,0.444,,0.221,,1.31,,0.6,-0.12,,96.3,,95.9,85.7,,,0.239,0.234,88.3,83.0,108.0,105.0,0.156,-1.6,0.165,0.28,,,,,,,,,,,,,,,
8,2023-08-16,716963,Sac Fly,sac_fly,True,686681,622491,Michael Massey,Luis Castillo,0,0,1,20b11cc8-8f99-4bba-be05-9183eee7387f,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,,,,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,,,,0.179,0.444,,0.221,,1.31,,0.6,-0.12,,96.3,,95.9,85.7,,,0.239,0.234,88.3,83.0,108.0,105.0,0.156,-1.6,0.165,0.28,,,,,,,,,,,,,,,
9,2023-08-16,716963,Single,single,False,521692,622491,Salvador Perez,Luis Castillo,0,0,0,ca82e1ac-db62-4719-a403-ce48c8e9dff8,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,,,,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,,,,0.179,0.444,,0.221,,1.31,,0.6,-0.12,,96.3,,95.9,85.7,,,0.239,0.234,88.3,83.0,108.0,105.0,0.156,-1.6,0.165,0.28,,,,,,,,,,,,,,,
