,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,KC%,wFA/C,wFC/C,wFS/C,wSL/C,wKC/C,vFA,vFC,vFS,vSL,vKC,FF_ba,FC_ba,CU_ba,SL_ba,FS_ba,ST_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCU,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba
10,2023-09-12,716612,Strikeout,strikeout,True,596115,607074,Trevor Story,Carlos Rodón,0,0,0,dd4a09a8-ed2a-4943-a2b6-c2ad7104d746,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.11599999999999999,0.381,0.429,106.0,101.0,100.0,126.0,95.0,104.0,,,,,,,,,,0.603,,,0.29,,-1.05,,,-0.06,,95.3,,,85.4,,0.294,,0.375,0.2,,,85.5,84.0,67.0,81.0,102.0,92.0,96.0,0.065,0.043,-3.96,0.96,79.7,0.0,,,,,,,
11,2023-09-12,716612,Single,single,False,641343,676710,Jake Bauers,Kutter Crawford,1,0,0,58860d5d-f020-4c9c-bc54-190a8fdfb87a,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.11900000000000001,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.289,0.34,0.167,0.214,0.15,,,,,,,,,,,,,,,,,,,,
12,2023-09-12,716612,Strikeout,strikeout,True,672724,676710,Oswald Peraza,Kutter Crawford,0,0,0,8f0ee107-c54d-4722-8d97-996eea283e4c,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.11900000000000001,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.289,0.34,0.167,0.214,0.15,,,,,,,,,,,,,,,,,,,,
13,2023-09-12,716612,Flyout,field_out,True,665828,676710,Oswaldo Cabrera,Kutter Crawford,1,0,0,06b4488d-5a59-4629-8658-06adb6967f3b,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.11900000000000001,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.289,0.34,0.167,0.214,0.15,,,,,,,,,,,,,,,,,,,,
14,2023-09-12,716612,Strikeout,strikeout,True,677592,676710,Everson Pereira,Kutter Crawford,0,0,0,8baae608-7166-465f-b107-4b044cc6b156,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.11900000000000001,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.289,0.34,0.167,0.214,0.15,,,,,,,,,,,,,,,,,,,,
15,2023-09-12,716612,Walk,walk,False,622569,607074,Pablo Reyes,Carlos Rodón,0,0,0,9d92caba-e189-4ed2-ab03-227458cd7661,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.11599999999999999,0.381,0.429,106.0,101.0,100.0,126.0,95.0,104.0,,,,,,,,,,0.603,,,0.29,,-1.05,,,-0.06,,95.3,,,85.4,,0.294,,0.375,0.2,,,85.5,84.0,67.0,81.0,102.0,92.0,96.0,0.065,0.043,-3.96,0.96,79.7,0.0,,,,,,,
16,2023-09-12,716612,Single,single,False,649966,607074,Luis Urías,Carlos Rodón,1,0,1,6fac64df-576c-4c4f-b02f-9f4713f4f0bf,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.11599999999999999,0.381,0.429,106.0,101.0,100.0,126.0,95.0,104.0,,,,,,,,,,0.603,,,0.29,,-1.05,,,-0.06,,95.3,,,85.4,,0.294,,0.375,0.2,,,85.5,84.0,67.0,81.0,102.0,92.0,96.0,0.065,0.043,-3.96,0.96,79.7,0.0,,,,,,,
17,2023-09-12,716612,Strikeout,strikeout,True,657136,607074,Connor Wong,Carlos Rodón,0,0,0,00f727cb-430e-43a5-9d52-877de1b5aa42,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.11599999999999999,0.381,0.429,106.0,101.0,100.0,126.0,95.0,104.0,,,,,,,,,,0.603,,,0.29,,-1.05,,,-0.06,,95.3,,,85.4,,0.294,,0.375,0.2,,,85.5,84.0,67.0,81.0,102.0,92.0,96.0,0.065,0.043,-3.96,0.96,79.7,0.0,,,,,,,
18,2023-09-12,716612,Strikeout,strikeout,True,678882,607074,Ceddanne Rafaela,Carlos Rodón,0,0,0,a647dce9-fa26-4b5c-92e0-a48767c6ed27,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.11599999999999999,0.381,0.429,106.0,101.0,100.0,126.0,95.0,104.0,,,,,,,,,,0.603,,,0.29,,-1.05,,,-0.06,,95.3,,,85.4,,0.294,,0.375,0.2,,,85.5,84.0,67.0,81.0,102.0,92.0,96.0,0.065,0.043,-3.96,0.96,79.7,0.0,,,,,,,
19,2023-09-12,716612,Flyout,field_out,True,608701,607074,Rob Refsnyder,Carlos Rodón,0,0,0,ed91b471-12aa-4f58-8fec-b129a01eb1e7,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.11599999999999999,0.381,0.429,106.0,101.0,100.0,126.0,95.0,104.0,,,,,,,,,,0.603,,,0.29,,-1.05,,,-0.06,,95.3,,,85.4,,0.294,,0.375,0.2,,,85.5,84.0,67.0,81.0,102.0,92.0,96.0,0.065,0.043,-3.96,0.96,79.7,0.0,,,,,,,
20,2023-09-12,716612,Strikeout,strikeout,True,664314,676710,Estevan Florial,Kutter Crawford,0,0,0,412753df-4970-4184-b512-5cdcbbd3dbfb,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.11900000000000001,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.289,0.34,0.167,0.214,0.15,,,,,,,,,,,,,,,,,,,,
21,2023-09-12,716612,Strikeout,strikeout,True,592450,676710,Aaron Judge,Kutter Crawford,0,0,0,5f4a09a1-7967-4bd6-aae0-a5c5c69c011a,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.11900000000000001,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.289,0.34,0.167,0.214,0.15,,,,,,,,,,,,,,,,,,,,
22,2023-09-12,716612,Lineout,field_out,True,650402,676710,Gleyber Torres,Kutter Crawford,1,0,0,678b3f58-5e2b-4ea1-9955-31c7586f8091,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.11900000000000001,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.289,0.34,0.167,0.214,0.15,,,,,,,,,,,,,,,,,,,,
23,2023-09-12,716612,Single,single,False,457759,607074,Justin Turner,Carlos Rodón,0,0,0,9786f0ec-b2d3-418a-a700-80259b61530b,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.11599999999999999,0.381,0.429,106.0,101.0,100.0,126.0,95.0,104.0,,,,,,,,,,0.603,,,0.29,,-1.05,,,-0.06,,95.3,,,85.4,,0.294,,0.375,0.2,,,85.5,84.0,67.0,81.0,102.0,92.0,96.0,0.065,0.043,-3.96,0.96,79.7,0.0,,,,,,,
24,2023-09-12,716612,Strikeout,strikeout,True,671213,607074,Triston Casas,Carlos Rodón,0,0,0,7576f629-d9a0-4eaa-9614-f5e82e83e639,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.11599999999999999,0.381,0.429,106.0,101.0,100.0,126.0,95.0,104.0,,,,,,,,,,0.603,,,0.29,,-1.05,,,-0.06,,95.3,,,85.4,,0.294,,0.375,0.2,,,85.5,84.0,67.0,81.0,102.0,92.0,96.0,0.065,0.043,-3.96,0.96,79.7,0.0,,,,,,,
25,2023-09-12,716612,Strikeout,strikeout,True,594807,607074,Adam Duvall,Carlos Rodón,0,0,1,78b38ddc-4ae0-4292-9253-ba05bffd0e9d,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.11599999999999999,0.381,0.429,106.0,101.0,100.0,126.0,95.0,104.0,,,,,,,,,,0.603,,,0.29,,-1.05,,,-0.06,,95.3,,,85.4,,0.294,,0.375,0.2,,,85.5,84.0,67.0,81.0,102.0,92.0,96.0,0.065,0.043,-3.96,0.96,79.7,0.0,,,,,,,
26,2023-09-12,716612,Strikeout,strikeout,True,596115,607074,Trevor Story,Carlos Rodón,0,0,0,e85fc234-6e30-4100-b12f-1e981ea41b9f,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.11599999999999999,0.381,0.429,106.0,101.0,100.0,126.0,95.0,104.0,,,,,,,,,,0.603,,,0.29,,-1.05,,,-0.06,,95.3,,,85.4,,0.294,,0.375,0.2,,,85.5,84.0,67.0,81.0,102.0,92.0,96.0,0.065,0.043,-3.96,0.96,79.7,0.0,,,,,,,
27,2023-09-12,716612,Pop Out,field_out,True,669224,676710,Austin Wells,Kutter Crawford,0,0,0,100dc048-0d17-4d4a-8eb0-e766dc838e54,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.11900000000000001,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.289,0.34,0.167,0.214,0.15,,,,,,,,,,,,,,,,,,,,
28,2023-09-12,716612,Strikeout,strikeout,True,643396,676710,Isiah Kiner-Falefa,Kutter Crawford,0,0,0,a71a08f3-d6e3-4451-9e21-cc3c0cbd41a9,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.11900000000000001,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.289,0.34,0.167,0.214,0.15,,,,,,,,,,,,,,,,,,,,
29,2023-09-12,716612,Groundout,field_out,True,641343,676710,Jake Bauers,Kutter Crawford,1,0,0,246fbfc5-2393-4ccf-aedb-b7cd16859081,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.11900000000000001,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.289,0.34,0.167,0.214,0.15,,,,,,,,,,,,,,,,,,,,
30,2023-09-12,716612,Flyout,field_out,True,622569,607074,Pablo Reyes,Carlos Rodón,0,0,0,e7318d79-f18f-41e4-a4d4-042aa7bf0495,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.11599999999999999,0.381,0.429,106.0,101.0,100.0,126.0,95.0,104.0,,,,,,,,,,0.603,,,0.29,,-1.05,,,-0.06,,95.3,,,85.4,,0.294,,0.375,0.2,,,85.5,84.0,67.0,81.0,102.0,92.0,96.0,0.065,0.043,-3.96,0.96,79.7,0.0,,,,,,,
31,2023-09-12,716612,Walk,walk,False,649966,607074,Luis Urías,Carlos Rodón,1,0,0,ac9a669a-4166-430a-9a37-963ed60b4d7a,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.11599999999999999,0.381,0.429,106.0,101.0,100.0,126.0,95.0,104.0,,,,,,,,,,0.603,,,0.29,,-1.05,,,-0.06,,95.3,,,85.4,,0.294,,0.375,0.2,,,85.5,84.0,67.0,81.0,102.0,92.0,96.0,0.065,0.043,-3.96,0.96,79.7,0.0,,,,,,,
32,2023-09-12,716612,Lineout,field_out,True,657136,607074,Connor Wong,Carlos Rodón,1,0,0,3ea8a088-d6b5-43b6-a076-63c8d9bb940d,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.11599999999999999,0.381,0.429,106.0,101.0,100.0,126.0,95.0,104.0,,,,,,,,,,0.603,,,0.29,,-1.05,,,-0.06,,95.3,,,85.4,,0.294,,0.375,0.2,,,85.5,84.0,67.0,81.0,102.0,92.0,96.0,0.065,0.043,-3.96,0.96,79.7,0.0,,,,,,,
33,2023-09-12,716612,Flyout,field_out,True,678882,607074,Ceddanne Rafaela,Carlos Rodón,0,0,0,4103a972-9656-43e9-af43-97432080c646,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.11599999999999999,0.381,0.429,106.0,101.0,100.0,126.0,95.0,104.0,,,,,,,,,,0.603,,,0.29,,-1.05,,,-0.06,,95.3,,,85.4,,0.294,,0.375,0.2,,,85.5,84.0,67.0,81.0,102.0,92.0,96.0,0.065,0.043,-3.96,0.96,79.7,0.0,,,,,,,
34,2023-09-12,716612,Strikeout,strikeout,True,672724,676710,Oswald Peraza,Kutter Crawford,0,0,0,ac465e75-aaba-4c44-b3ac-727f8c9c2edd,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.11900000000000001,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.289,0.34,0.167,0.214,0.15,,,,,,,,,,,,,,,,,,,,
35,2023-09-12,716612,Flyout,field_out,True,665828,676710,Oswaldo Cabrera,Kutter Crawford,0,0,0,dca155d8-28cd-45a7-b11b-34fda9de57f6,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.11900000000000001,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.289,0.34,0.167,0.214,0.15,,,,,,,,,,,,,,,,,,,,
36,2023-09-12,716612,Walk,walk,False,677592,676710,Everson Pereira,Kutter Crawford,1,0,0,be458770-8b8b-47aa-8037-7af8420c04d8,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.11900000000000001,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.289,0.34,0.167,0.214,0.15,,,,,,,,,,,,,,,,,,,,
