,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,KC%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vSI,vSL,vCU,vKC,SI_ba,FF_ba,SL_ba,CU_ba,CH_ba,ST_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-08-14,716995,Strikeout,strikeout,True,665923,571945,Esteury Ruiz,Miles Mikolas,0,0,0,4f5a0e88-2441-433f-8b1a-3264e926f033,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.198,0.002,0.054000000000000006,-0.19,-1.61,0.62,-0.92,-0.89,2.68,93.3,92.7,86.4,75.9,68.1,0.34,0.29,0.245,0.261,0.182,,,,,,,,
1,2023-08-14,716995,Groundout,field_out,True,680869,571945,Zack Gelof,Miles Mikolas,0,0,0,2916f5bb-b7f3-451e-a637-ed67951cd0cb,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.198,0.002,0.054000000000000006,-0.19,-1.61,0.62,-0.92,-0.89,2.68,93.3,92.7,86.4,75.9,68.1,0.34,0.29,0.245,0.261,0.182,,,,,,,,
2,2023-08-14,716995,Flyout,field_out,True,664913,571945,Seth Brown,Miles Mikolas,1,0,0,6d7b7365-43cf-46ee-8a8c-b815d58bdc7a,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.198,0.002,0.054000000000000006,-0.19,-1.61,0.62,-0.92,-0.89,2.68,93.3,92.7,86.4,75.9,68.1,0.34,0.29,0.245,0.261,0.182,,,,,,,,
3,2023-08-14,716995,Lineout,field_out,True,669242,676664,Tommy Edman,JP Sears,0,0,0,ddce9812-f65b-47f9-8a40-260f217d414d,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,,,,93.0,102.0,96.0,,,,93.0,102.0,106.0,0.001,0.501,0.34600000000000003,,,0.151,-0.84,0.63,-0.06,,,0.36,93.1,92.1,81.4,,,,0.256,0.21,,0.277,0.234,,,,,,,
4,2023-08-14,716995,Walk,walk,False,502671,676664,Paul Goldschmidt,JP Sears,1,0,0,3d9e6a73-278b-4c06-91b6-a0d899c48131,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,,,,93.0,102.0,96.0,,,,93.0,102.0,106.0,0.001,0.501,0.34600000000000003,,,0.151,-0.84,0.63,-0.06,,,0.36,93.1,92.1,81.4,,,,0.256,0.21,,0.277,0.234,,,,,,,
5,2023-08-14,716995,Strikeout,strikeout,True,571448,676664,Nolan Arenado,JP Sears,0,0,0,73c4e0ab-250b-44c1-8f37-028e38f1c4fd,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,,,,93.0,102.0,96.0,,,,93.0,102.0,106.0,0.001,0.501,0.34600000000000003,,,0.151,-0.84,0.63,-0.06,,,0.36,93.1,92.1,81.4,,,,0.256,0.21,,0.277,0.234,,,,,,,
6,2023-08-14,716995,Walk,walk,False,575929,676664,Willson Contreras,JP Sears,1,0,1,32d9869d-90ab-4a5e-bea0-5950cb6f8339,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,,,,93.0,102.0,96.0,,,,93.0,102.0,106.0,0.001,0.501,0.34600000000000003,,,0.151,-0.84,0.63,-0.06,,,0.36,93.1,92.1,81.4,,,,0.256,0.21,,0.277,0.234,,,,,,,
7,2023-08-14,716995,Walk,walk,False,641933,676664,Tyler O'Neill,JP Sears,0,0,1,ac1b780f-7195-40eb-b33d-d1445e09cada,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,,,,93.0,102.0,96.0,,,,93.0,102.0,106.0,0.001,0.501,0.34600000000000003,,,0.151,-0.84,0.63,-0.06,,,0.36,93.1,92.1,81.4,,,,0.256,0.21,,0.277,0.234,,,,,,,
8,2023-08-14,716995,Lineout,field_out,True,663457,676664,Lars Nootbaar,JP Sears,0,0,0,8168a302-3e1e-4007-a3e9-ffd7277db56e,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,,,,93.0,102.0,96.0,,,,93.0,102.0,106.0,0.001,0.501,0.34600000000000003,,,0.151,-0.84,0.63,-0.06,,,0.36,93.1,92.1,81.4,,,,0.256,0.21,,0.277,0.234,,,,,,,
9,2023-08-14,716995,Single,single,False,667670,571945,Brent Rooker,Miles Mikolas,0,0,0,a7b2a832-e90d-46b6-90de-5b071a4c8d4c,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.198,0.002,0.054000000000000006,-0.19,-1.61,0.62,-0.92,-0.89,2.68,93.3,92.7,86.4,75.9,68.1,0.34,0.29,0.245,0.261,0.182,,,,,,,,
