,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vSL,FF_ba,CH_ba,SL_ba,ST_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CU%,wFC/C,wSI/C,wCU/C,vFC,vSI,vCU,CU_ba,FC_ba,SI_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-04-13,718594,Strikeout,strikeout,True,657077,605488,Alex Verdugo,Jeffrey Springs,0,0,0,ab71df8e-79f3-48ec-8808-04cbf97ffb85,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,0.56,1.66,16.0,111.0,100.0,112.0,0.637,13.5,2.25,2.25,0.56,1.44,0.308,0.5,0.192,0.308,0.479,80.4,86.0,116.0,116.0,105.0,108.0,107.0,115.0,114.0,117.0,0.406,0.251,0.34299999999999997,2.63,3.79,5.88,91.7,82.2,0.143,0.048,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-13,718594,Strikeout,strikeout,True,457759,605488,Justin Turner,Jeffrey Springs,0,0,0,2f813a79-f417-4e01-9b6a-796f12f9730b,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,0.56,1.66,16.0,111.0,100.0,112.0,0.637,13.5,2.25,2.25,0.56,1.44,0.308,0.5,0.192,0.308,0.479,80.4,86.0,116.0,116.0,105.0,108.0,107.0,115.0,114.0,117.0,0.406,0.251,0.34299999999999997,2.63,3.79,5.88,91.7,82.2,0.143,0.048,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-13,718594,Home Run,home_run,False,608701,605488,Rob Refsnyder,Jeffrey Springs,0,0,0,fab5ff48-7ba0-4e28-8c27-4cdcba9a6324,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,0.56,1.66,16.0,111.0,100.0,112.0,0.637,13.5,2.25,2.25,0.56,1.44,0.308,0.5,0.192,0.308,0.479,80.4,86.0,116.0,116.0,105.0,108.0,107.0,115.0,114.0,117.0,0.406,0.251,0.34299999999999997,2.63,3.79,5.88,91.7,82.2,0.143,0.048,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-13,718594,Groundout,field_out,True,671213,605488,Triston Casas,Jeffrey Springs,1,0,0,f54be0cc-25f1-4cf7-bac7-b9038ec4a88b,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,0.56,1.66,16.0,111.0,100.0,112.0,0.637,13.5,2.25,2.25,0.56,1.44,0.308,0.5,0.192,0.308,0.479,80.4,86.0,116.0,116.0,105.0,108.0,107.0,115.0,114.0,117.0,0.406,0.251,0.34299999999999997,2.63,3.79,5.88,91.7,82.2,0.143,0.048,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-04-13,718594,Home Run,home_run,False,650490,446372,Yandy Díaz,Corey Kluber,0,0,0,820cd25e-1472-40c0-96a6-fa549be7ed67,446372.0,coreykluber,Kluber,Right,Corey Kluber,7.04,6.32,55.0,100.0,94.0,97.0,0.799,6.87,3.44,11.29,2.78,0.63,0.21600000000000003,0.495,0.13699999999999998,0.3,0.42100000000000004,82.1,82.0,106.0,96.0,84.0,89.0,80.0,,,,0.023,,0.159,-0.55,,0.67,88.1,,,0.19,,,106.0,106.0,110.0,77.0,95.0,86.0,107.0,96.0,93.0,0.263,0.27399999999999997,0.282,-3.12,-4.75,-0.11,86.1,88.2,80.5,0.247,0.333,0.404,,,,,,,,,,,,,
5,2023-04-13,718594,Strikeout,strikeout,True,664040,446372,Brandon Lowe,Corey Kluber,0,0,0,6e3b17c2-a10f-4a13-9638-78a407045cbc,446372.0,coreykluber,Kluber,Right,Corey Kluber,7.04,6.32,55.0,100.0,94.0,97.0,0.799,6.87,3.44,11.29,2.78,0.63,0.21600000000000003,0.495,0.13699999999999998,0.3,0.42100000000000004,82.1,82.0,106.0,96.0,84.0,89.0,80.0,,,,0.023,,0.159,-0.55,,0.67,88.1,,,0.19,,,106.0,106.0,110.0,77.0,95.0,86.0,107.0,96.0,93.0,0.263,0.27399999999999997,0.282,-3.12,-4.75,-0.11,86.1,88.2,80.5,0.247,0.333,0.404,,,,,,,,,,,,,
6,2023-04-13,718594,Pop Out,field_out,True,668227,446372,Randy Arozarena,Corey Kluber,0,0,0,fbcfeb92-8b2a-4341-be2c-9774ee10679f,446372.0,coreykluber,Kluber,Right,Corey Kluber,7.04,6.32,55.0,100.0,94.0,97.0,0.799,6.87,3.44,11.29,2.78,0.63,0.21600000000000003,0.495,0.13699999999999998,0.3,0.42100000000000004,82.1,82.0,106.0,96.0,84.0,89.0,80.0,,,,0.023,,0.159,-0.55,,0.67,88.1,,,0.19,,,106.0,106.0,110.0,77.0,95.0,86.0,107.0,96.0,93.0,0.263,0.27399999999999997,0.282,-3.12,-4.75,-0.11,86.1,88.2,80.5,0.247,0.333,0.404,,,,,,,,,,,,,
7,2023-04-13,718594,Strikeout,strikeout,True,677551,446372,Wander Franco,Corey Kluber,0,0,0,6a885187-273f-4e5d-ac2a-4fda91c6585e,446372.0,coreykluber,Kluber,Right,Corey Kluber,7.04,6.32,55.0,100.0,94.0,97.0,0.799,6.87,3.44,11.29,2.78,0.63,0.21600000000000003,0.495,0.13699999999999998,0.3,0.42100000000000004,82.1,82.0,106.0,96.0,84.0,89.0,80.0,,,,0.023,,0.159,-0.55,,0.67,88.1,,,0.19,,,106.0,106.0,110.0,77.0,95.0,86.0,107.0,96.0,93.0,0.263,0.27399999999999997,0.282,-3.12,-4.75,-0.11,86.1,88.2,80.5,0.247,0.333,0.404,,,,,,,,,,,,,
8,2023-04-13,718594,Strikeout,strikeout,True,666915,605488,Bobby Dalbec,Jeffrey Springs,0,0,0,f6d99442-60f6-4321-b620-cf67e424f298,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,0.56,1.66,16.0,111.0,100.0,112.0,0.637,13.5,2.25,2.25,0.56,1.44,0.308,0.5,0.192,0.308,0.479,80.4,86.0,116.0,116.0,105.0,108.0,107.0,115.0,114.0,117.0,0.406,0.251,0.34299999999999997,2.63,3.79,5.88,91.7,82.2,0.143,0.048,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-04-13,718594,Groundout,field_out,True,571771,605488,Enrique Hernández,Jeffrey Springs,0,0,0,cf79f870-1e2b-4a8b-85f6-11b311603ca7,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,0.56,1.66,16.0,111.0,100.0,112.0,0.637,13.5,2.25,2.25,0.56,1.44,0.308,0.5,0.192,0.308,0.479,80.4,86.0,116.0,116.0,105.0,108.0,107.0,115.0,114.0,117.0,0.406,0.251,0.34299999999999997,2.63,3.79,5.88,91.7,82.2,0.143,0.048,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
