,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,KC%,CH%,wFA/C,wFC/C,wSI/C,wKC/C,wCH/C,vFA,vFC,vSI,vKC,FF_ba,FC_ba,CU_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SL,Loc+ SL,Pit+ SL,SL%,CU%,wSL/C,wCU/C,vSL,vCU,SI_ba,SL_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-05-12,718211,Strikeout,strikeout,True,669242,572020,Tommy Edman,James Paxton,0,0,0,8806f0ac-09dc-4a1f-b37f-5589865e2cce,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,95.0,103.0,98.0,98.0,92.0,90.0,87.0,93.0,94.0,63.0,101.0,91.0,0.006999999999999999,0.5660000000000001,0.165,0.195,0.067,0.04,-0.15,-0.01,-0.31,-0.96,95.2,85.8,94.9,81.3,0.269,0.191,0.231,0.316,,,,,,,,,,,,,,,,,,,,,
1,2023-05-12,718211,Single,single,False,502671,572020,Paul Goldschmidt,James Paxton,1,1,0,f39d77f9-2724-4cb4-a808-dd2d494f9438,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,95.0,103.0,98.0,98.0,92.0,90.0,87.0,93.0,94.0,63.0,101.0,91.0,0.006999999999999999,0.5660000000000001,0.165,0.195,0.067,0.04,-0.15,-0.01,-0.31,-0.96,95.2,85.8,94.9,81.3,0.269,0.191,0.231,0.316,,,,,,,,,,,,,,,,,,,,,
2,2023-05-12,718211,Strikeout,strikeout,True,575929,572020,Willson Contreras,James Paxton,0,0,0,676dc345-cd5e-4630-aba8-beea068628b7,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,95.0,103.0,98.0,98.0,92.0,90.0,87.0,93.0,94.0,63.0,101.0,91.0,0.006999999999999999,0.5660000000000001,0.165,0.195,0.067,0.04,-0.15,-0.01,-0.31,-0.96,95.2,85.8,94.9,81.3,0.269,0.191,0.231,0.316,,,,,,,,,,,,,,,,,,,,,
3,2023-05-12,718211,Home Run,home_run,False,571448,572020,Nolan Arenado,James Paxton,1,0,1,7e2bc7d8-8d84-4db2-bef6-71ba2f7da7d2,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,95.0,103.0,98.0,98.0,92.0,90.0,87.0,93.0,94.0,63.0,101.0,91.0,0.006999999999999999,0.5660000000000001,0.165,0.195,0.067,0.04,-0.15,-0.01,-0.31,-0.96,95.2,85.8,94.9,81.3,0.269,0.191,0.231,0.316,,,,,,,,,,,,,,,,,,,,,
4,2023-05-12,718211,Groundout,field_out,True,660766,572020,Juan Yepez,James Paxton,0,0,0,0d9f85cc-98f0-49b8-bd32-54ae4eaa951b,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,95.0,103.0,98.0,98.0,92.0,90.0,87.0,93.0,94.0,63.0,101.0,91.0,0.006999999999999999,0.5660000000000001,0.165,0.195,0.067,0.04,-0.15,-0.01,-0.31,-0.96,95.2,85.8,94.9,81.3,0.269,0.191,0.231,0.316,,,,,,,,,,,,,,,,,,,,,
5,2023-05-12,718211,Strikeout,strikeout,True,657077,425794,Alex Verdugo,Adam Wainwright,0,0,0,54369dc7-338b-4b58-817e-5c339c1fe9e5,425794.0,adamwainwright,Wainwright,Right,Adam Wainwright,7.4,7.35,101.0,99.0,103.0,97.0,0.88,4.9,3.65,13.46,1.78,1.07,0.18600000000000003,0.439,0.129,0.33899999999999997,0.425,81.4,66.0,84.0,80.0,80.0,94.0,84.0,87.0,99.0,89.0,,,,107.0,99.0,95.0,0.314,0.099,0.226,0.002,0.05,-1.48,-0.27,-3.36,6.39,-3.6,85.7,82.9,86.9,65.7,0.326,0.344,0.291,0.389,129.0,102.0,110.0,83.0,78.0,71.0,0.003,0.306,-13.9,-1.5,75.6,71.5,0.394,,,,,,,,
6,2023-05-12,718211,Single,single,False,807799,425794,Masataka Yoshida,Adam Wainwright,1,0,0,fa9f4f0b-1d08-4ea2-9074-69ff54e7a7fb,425794.0,adamwainwright,Wainwright,Right,Adam Wainwright,7.4,7.35,101.0,99.0,103.0,97.0,0.88,4.9,3.65,13.46,1.78,1.07,0.18600000000000003,0.439,0.129,0.33899999999999997,0.425,81.4,66.0,84.0,80.0,80.0,94.0,84.0,87.0,99.0,89.0,,,,107.0,99.0,95.0,0.314,0.099,0.226,0.002,0.05,-1.48,-0.27,-3.36,6.39,-3.6,85.7,82.9,86.9,65.7,0.326,0.344,0.291,0.389,129.0,102.0,110.0,83.0,78.0,71.0,0.003,0.306,-13.9,-1.5,75.6,71.5,0.394,,,,,,,,
7,2023-05-12,718211,Grounded Into DP,grounded_into_double_play,True,457759,425794,Justin Turner,Adam Wainwright,0,0,1,ead55f4e-05da-4ad6-8fde-123a3b4d169f,425794.0,adamwainwright,Wainwright,Right,Adam Wainwright,7.4,7.35,101.0,99.0,103.0,97.0,0.88,4.9,3.65,13.46,1.78,1.07,0.18600000000000003,0.439,0.129,0.33899999999999997,0.425,81.4,66.0,84.0,80.0,80.0,94.0,84.0,87.0,99.0,89.0,,,,107.0,99.0,95.0,0.314,0.099,0.226,0.002,0.05,-1.48,-0.27,-3.36,6.39,-3.6,85.7,82.9,86.9,65.7,0.326,0.344,0.291,0.389,129.0,102.0,110.0,83.0,78.0,71.0,0.003,0.306,-13.9,-1.5,75.6,71.5,0.394,,,,,,,,
8,2023-05-12,718211,Flyout,field_out,True,666185,572020,Dylan Carlson,James Paxton,1,0,0,f8d8995f-0ca6-4d5c-8aeb-202827fae312,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,95.0,103.0,98.0,98.0,92.0,90.0,87.0,93.0,94.0,63.0,101.0,91.0,0.006999999999999999,0.5660000000000001,0.165,0.195,0.067,0.04,-0.15,-0.01,-0.31,-0.96,95.2,85.8,94.9,81.3,0.269,0.191,0.231,0.316,,,,,,,,,,,,,,,,,,,,,
9,2023-05-12,718211,Strikeout,strikeout,True,657557,572020,Paul DeJong,James Paxton,0,0,0,11a08ea3-959c-4ff7-ac24-832056bfb777,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,95.0,103.0,98.0,98.0,92.0,90.0,87.0,93.0,94.0,63.0,101.0,91.0,0.006999999999999999,0.5660000000000001,0.165,0.195,0.067,0.04,-0.15,-0.01,-0.31,-0.96,95.2,85.8,94.9,81.3,0.269,0.191,0.231,0.316,,,,,,,,,,,,,,,,,,,,,
