,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSL/C,wCU/C,vFA,vFC,vFS,vSL,vCU,FF_ba,FS_ba,FC_ba,CU_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vSI,SI_ba,CH_ba,KC%,wKC/C,vKC,Stf+ KC,Loc+ KC,Pit+ KC,EP%,wEP/C,vEP
0,2023-09-05,716705,Home Run,home_run,False,514888,543135,Jose Altuve,Nathan Eovaldi,0,0,0,b5284110-9ac1-40c5-90b7-0e79aa475ead,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,,,
1,2023-09-05,716705,Single,single,False,665161,543135,Jeremy Peña,Nathan Eovaldi,0,0,0,b5a69a02-9549-46b4-b92d-cb59ccda3387,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,,,
2,2023-09-05,716705,Single,single,False,670541,543135,Yordan Alvarez,Nathan Eovaldi,0,0,1,0ca8136f-e60b-4bd1-8b55-a9d28981bdbb,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,,,
3,2023-09-05,716705,Forceout,force_out,True,608324,543135,Alex Bregman,Nathan Eovaldi,0,0,1,0236b235-9179-4185-96b7-12de11016a22,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,,,
4,2023-09-05,716705,Walk,walk,False,663656,543135,Kyle Tucker,Nathan Eovaldi,0,0,1,c820d745-76a6-4c99-b4c3-3a04480d0d83,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,,,
5,2023-09-05,716705,Fielders Choice Out,fielders_choice_out,True,547989,543135,José Abreu,Nathan Eovaldi,1,0,1,bda37c63-f2b4-45c4-9d88-77dd2f407e0f,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,,,
6,2023-09-05,716705,Single,single,False,676801,543135,Chas McCormick,Nathan Eovaldi,0,0,1,aec3de4d-24b8-41c0-8817-5b511d6951e8,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,,,
7,2023-09-05,716705,Lineout,field_out,True,643289,543135,Mauricio Dubón,Nathan Eovaldi,1,1,0,a70c7186-1394-4326-860a-c8ea04afac09,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,,,
8,2023-09-05,716705,Strikeout,strikeout,True,543760,664285,Marcus Semien,Framber Valdez,0,0,0,380e1561-d9d2-4295-abee-e1dbb242400c,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.24600000000000002,0.44299999999999995,0.109,0.374,0.445,118.0,98.0,106.0,98.0,-63.0,-49.0,,,,99.0,99.0,95.0,,,,0.001,0.034,,0.087,0.253,-16.35,0.45,,-0.32,1.07,95.7,89.1,,84.7,80.2,,,0.182,0.158,0.189,90.1,96.0,98.0,94.0,97.0,98.0,96.0,0.46799999999999997,0.157,0.93,0.73,95.3,0.274,0.231,,,,,,,,,
9,2023-09-05,716705,Strikeout,strikeout,True,608369,664285,Corey Seager,Framber Valdez,0,0,0,aa606da5-0380-466b-9f18-17ad1e2bfeeb,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.24600000000000002,0.44299999999999995,0.109,0.374,0.445,118.0,98.0,106.0,98.0,-63.0,-49.0,,,,99.0,99.0,95.0,,,,0.001,0.034,,0.087,0.253,-16.35,0.45,,-0.32,1.07,95.7,89.1,,84.7,80.2,,,0.182,0.158,0.189,90.1,96.0,98.0,94.0,97.0,98.0,96.0,0.46799999999999997,0.157,0.93,0.73,95.3,0.274,0.231,,,,,,,,,
