,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,FF_ba,SL_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,CH_ba,SI_ba,FC_ba
0,2023-07-07,717460,Groundout,field_out,True,660670,607192,Ronald Acuña Jr.,Tyler Glasnow,1,0,0,f81b3c95-16b6-49c1-8bad-f3b02953e69f,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,94.0,97.0,104.0,0.004,0.43200000000000005,0.348,0.213,0.003,0.54,-7.7,1.25,1.81,2.91,96.4,96.4,90.1,83.9,0.236,0.254,0.095,,,,,,,,,,,,
1,2023-07-07,717460,Strikeout,strikeout,True,645277,607192,Ozzie Albies,Tyler Glasnow,0,0,0,cdd3bba6-da0d-4efe-914c-3ae3dea3cbe0,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,94.0,97.0,104.0,0.004,0.43200000000000005,0.348,0.213,0.003,0.54,-7.7,1.25,1.81,2.91,96.4,96.4,90.1,83.9,0.236,0.254,0.095,,,,,,,,,,,,
2,2023-07-07,717460,Strikeout,strikeout,True,663586,607192,Austin Riley,Tyler Glasnow,0,0,0,9e1fb723-1cbf-45f8-8f88-d5c8d46c5de9,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,94.0,97.0,104.0,0.004,0.43200000000000005,0.348,0.213,0.003,0.54,-7.7,1.25,1.81,2.91,96.4,96.4,90.1,83.9,0.236,0.254,0.095,,,,,,,,,,,,
3,2023-07-07,717460,Groundout,field_out,True,650490,450203,Yandy Díaz,Charlie Morton,0,0,0,01fc8679-8dcf-45b8-9f4a-46288bddeaeb,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,0.068,0.317,,0.43200000000000005,0.10300000000000001,-1.26,-4.03,,1.79,0.86,94.9,94.2,,82.3,0.292,,0.177,81.0,89.0,83.0,89.0,92.0,87.0,0.08,0.25,89.1,0.25,0.474,0.296
4,2023-07-07,717460,Home Run,home_run,False,677551,450203,Wander Franco,Charlie Morton,0,0,0,010805f2-6316-4e6c-a54b-14ef1e9e01d8,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,0.068,0.317,,0.43200000000000005,0.10300000000000001,-1.26,-4.03,,1.79,0.86,94.9,94.2,,82.3,0.292,,0.177,81.0,89.0,83.0,89.0,92.0,87.0,0.08,0.25,89.1,0.25,0.474,0.296
5,2023-07-07,717460,Strikeout,strikeout,True,666139,450203,Josh Lowe,Charlie Morton,0,0,0,d4f25c20-9d8c-4621-aed4-1c3ffb9972e3,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,0.068,0.317,,0.43200000000000005,0.10300000000000001,-1.26,-4.03,,1.79,0.86,94.9,94.2,,82.3,0.292,,0.177,81.0,89.0,83.0,89.0,92.0,87.0,0.08,0.25,89.1,0.25,0.474,0.296
6,2023-07-07,717460,Strikeout,strikeout,True,668227,450203,Randy Arozarena,Charlie Morton,0,0,0,4e2c3f68-69eb-4970-a10a-d10a7927b6cd,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,0.068,0.317,,0.43200000000000005,0.10300000000000001,-1.26,-4.03,,1.79,0.86,94.9,94.2,,82.3,0.292,,0.177,81.0,89.0,83.0,89.0,92.0,87.0,0.08,0.25,89.1,0.25,0.474,0.296
7,2023-07-07,717460,Strikeout,strikeout,True,621566,607192,Matt Olson,Tyler Glasnow,0,0,0,b49a3ba6-c421-4307-84ed-b9e890c818d5,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,94.0,97.0,104.0,0.004,0.43200000000000005,0.348,0.213,0.003,0.54,-7.7,1.25,1.81,2.91,96.4,96.4,90.1,83.9,0.236,0.254,0.095,,,,,,,,,,,,
8,2023-07-07,717460,Strikeout,strikeout,True,669221,607192,Sean Murphy,Tyler Glasnow,0,0,0,8241a7f4-e892-4c40-a971-ac4240f60f2e,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,94.0,97.0,104.0,0.004,0.43200000000000005,0.348,0.213,0.003,0.54,-7.7,1.25,1.81,2.91,96.4,96.4,90.1,83.9,0.236,0.254,0.095,,,,,,,,,,,,
9,2023-07-07,717460,Strikeout,strikeout,False,542303,607192,Marcell Ozuna,Tyler Glasnow,0,0,1,cf34a12a-2bc9-45ed-a526-c5d5ca96e57b,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,94.0,97.0,104.0,0.004,0.43200000000000005,0.348,0.213,0.003,0.54,-7.7,1.25,1.81,2.91,96.4,96.4,90.1,83.9,0.236,0.254,0.095,,,,,,,,,,,,
10,2023-07-07,717460,Strikeout,strikeout,True,592696,607192,Eddie Rosario,Tyler Glasnow,0,0,0,54199462-5e5f-4333-9ae3-26ea577d5f39,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,94.0,97.0,104.0,0.004,0.43200000000000005,0.348,0.213,0.003,0.54,-7.7,1.25,1.81,2.91,96.4,96.4,90.1,83.9,0.236,0.254,0.095,,,,,,,,,,,,
11,2023-07-07,717460,Groundout,field_out,True,623912,450203,Harold Ramírez,Charlie Morton,0,0,0,a2dee234-5e9a-472a-a257-2a328061c69e,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,0.068,0.317,,0.43200000000000005,0.10300000000000001,-1.26,-4.03,,1.79,0.86,94.9,94.2,,82.3,0.292,,0.177,81.0,89.0,83.0,89.0,92.0,87.0,0.08,0.25,89.1,0.25,0.474,0.296
12,2023-07-07,717460,Walk,walk,False,664040,450203,Brandon Lowe,Charlie Morton,0,0,0,c5548967-3eb4-41eb-a990-67d6f8a3fba6,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,0.068,0.317,,0.43200000000000005,0.10300000000000001,-1.26,-4.03,,1.79,0.86,94.9,94.2,,82.3,0.292,,0.177,81.0,89.0,83.0,89.0,92.0,87.0,0.08,0.25,89.1,0.25,0.474,0.296
