,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vSL,SL_ba,FF_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,ST_ba,SI_ba,FC_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba
0,2023-06-11,717796,Double,double,False,643565,605154,Mike Tauchman,John Brebbia,0,0,0,7ce5bb0e-0a3b-41b0-a819-a0fd25e1fc4a,605154.0,johnbrebbia,Brebbia,Right,John Brebbia,3.99,3.25,38.1,105.0,108.0,105.0,0.748,11.03,3.29,7.28,1.41,0.54,0.34,0.34,0.14,0.35,0.43,89.2,114.0,-42.0,-5.0,107.0,104.0,104.0,108.0,107.0,107.0,0.45799999999999996,0.539,0.003,1.09,-0.13,6.56,94.5,82.8,0.227,0.2,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-11,717796,Strikeout,strikeout,True,663538,605154,Nico Hoerner,John Brebbia,0,0,0,07b9112f-3503-4122-a5b0-f1ab71fe8c51,605154.0,johnbrebbia,Brebbia,Right,John Brebbia,3.99,3.25,38.1,105.0,108.0,105.0,0.748,11.03,3.29,7.28,1.41,0.54,0.34,0.34,0.14,0.35,0.43,89.2,114.0,-42.0,-5.0,107.0,104.0,104.0,108.0,107.0,107.0,0.45799999999999996,0.539,0.003,1.09,-0.13,6.56,94.5,82.8,0.227,0.2,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-11,717796,Walk,walk,False,666624,605154,Christopher Morel,John Brebbia,0,0,0,8e6e840c-5344-4bf5-8a3b-dcc6d9870449,605154.0,johnbrebbia,Brebbia,Right,John Brebbia,3.99,3.25,38.1,105.0,108.0,105.0,0.748,11.03,3.29,7.28,1.41,0.54,0.34,0.34,0.14,0.35,0.43,89.2,114.0,-42.0,-5.0,107.0,104.0,104.0,108.0,107.0,107.0,0.45799999999999996,0.539,0.003,1.09,-0.13,6.56,94.5,82.8,0.227,0.2,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-11,717796,Flyout,field_out,True,664023,605154,Ian Happ,John Brebbia,1,1,0,cfd14800-5238-4abb-9a54-0dcc3569f71c,605154.0,johnbrebbia,Brebbia,Right,John Brebbia,3.99,3.25,38.1,105.0,108.0,105.0,0.748,11.03,3.29,7.28,1.41,0.54,0.34,0.34,0.14,0.35,0.43,89.2,114.0,-42.0,-5.0,107.0,104.0,104.0,108.0,107.0,107.0,0.45799999999999996,0.539,0.003,1.09,-0.13,6.56,94.5,82.8,0.227,0.2,,,,,,,,,,,,,,,,,,,,,,,
4,2023-06-11,717796,Flyout,field_out,True,621020,605154,Dansby Swanson,John Brebbia,0,0,0,164f3b90-018c-4f74-af06-c5f204cae2bd,605154.0,johnbrebbia,Brebbia,Right,John Brebbia,3.99,3.25,38.1,105.0,108.0,105.0,0.748,11.03,3.29,7.28,1.41,0.54,0.34,0.34,0.14,0.35,0.43,89.2,114.0,-42.0,-5.0,107.0,104.0,104.0,108.0,107.0,107.0,0.45799999999999996,0.539,0.003,1.09,-0.13,6.56,94.5,82.8,0.227,0.2,,,,,,,,,,,,,,,,,,,,,,,
5,2023-06-11,717796,Hit By Pitch,hit_by_pitch,False,642731,669713,Thairo Estrada,Hayden Wesneski,0,0,0,5a98879d-9286-46f1-8f33-331bb82726be,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,4.63,5.23,89.1,101.0,101.0,102.0,0.7959999999999999,8.36,3.22,8.26,2.01,1.07,0.242,0.431,0.142,0.369,0.444,84.5,77.0,102.0,103.0,80.0,105.0,94.0,123.0,98.0,110.0,0.29600000000000004,0.366,0.049,-1.9,1.49,0.65,94.3,82.0,,0.327,92.0,96.0,91.0,100.0,98.0,104.0,0.18899999999999997,0.1,-0.42,-0.38,88.8,92.9,0.14,0.273,0.308,0.188,,,,,,,
6,2023-06-11,717796,Home Run,home_run,False,592626,669713,Joc Pederson,Hayden Wesneski,0,0,1,5edff243-5bed-490d-ab8f-94211822c268,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,4.63,5.23,89.1,101.0,101.0,102.0,0.7959999999999999,8.36,3.22,8.26,2.01,1.07,0.242,0.431,0.142,0.369,0.444,84.5,77.0,102.0,103.0,80.0,105.0,94.0,123.0,98.0,110.0,0.29600000000000004,0.366,0.049,-1.9,1.49,0.65,94.3,82.0,,0.327,92.0,96.0,91.0,100.0,98.0,104.0,0.18899999999999997,0.1,-0.42,-0.38,88.8,92.9,0.14,0.273,0.308,0.188,,,,,,,
7,2023-06-11,717796,Pop Out,field_out,True,605204,669713,J.D. Davis,Hayden Wesneski,0,0,0,8b324cd0-251b-4e3b-8126-2cd1b6aaa591,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,4.63,5.23,89.1,101.0,101.0,102.0,0.7959999999999999,8.36,3.22,8.26,2.01,1.07,0.242,0.431,0.142,0.369,0.444,84.5,77.0,102.0,103.0,80.0,105.0,94.0,123.0,98.0,110.0,0.29600000000000004,0.366,0.049,-1.9,1.49,0.65,94.3,82.0,,0.327,92.0,96.0,91.0,100.0,98.0,104.0,0.18899999999999997,0.1,-0.42,-0.38,88.8,92.9,0.14,0.273,0.308,0.188,,,,,,,
8,2023-06-11,717796,Strikeout,strikeout,True,624424,669713,Michael Conforto,Hayden Wesneski,0,0,0,5c83ddbf-7664-42e3-8748-394f97409601,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,4.63,5.23,89.1,101.0,101.0,102.0,0.7959999999999999,8.36,3.22,8.26,2.01,1.07,0.242,0.431,0.142,0.369,0.444,84.5,77.0,102.0,103.0,80.0,105.0,94.0,123.0,98.0,110.0,0.29600000000000004,0.366,0.049,-1.9,1.49,0.65,94.3,82.0,,0.327,92.0,96.0,91.0,100.0,98.0,104.0,0.18899999999999997,0.1,-0.42,-0.38,88.8,92.9,0.14,0.273,0.308,0.188,,,,,,,
9,2023-06-11,717796,Flyout,field_out,True,527038,669713,Wilmer Flores,Hayden Wesneski,0,0,0,52907d6d-2ad4-4e97-8230-3dc46c7f3a24,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,4.63,5.23,89.1,101.0,101.0,102.0,0.7959999999999999,8.36,3.22,8.26,2.01,1.07,0.242,0.431,0.142,0.369,0.444,84.5,77.0,102.0,103.0,80.0,105.0,94.0,123.0,98.0,110.0,0.29600000000000004,0.366,0.049,-1.9,1.49,0.65,94.3,82.0,,0.327,92.0,96.0,91.0,100.0,98.0,104.0,0.18899999999999997,0.1,-0.42,-0.38,88.8,92.9,0.14,0.273,0.308,0.188,,,,,,,
10,2023-06-11,717796,Single,single,False,543228,663941,Yan Gomes,Tristan Beck,1,0,0,506b7e8b-1df8-471a-8a89-3e24b409d9ee,663941.0,tristanbeck,Beck,Right,Tristan Beck,3.92,3.71,85.0,99.0,102.0,101.0,0.782,7.2,2.22,8.79,1.06,1.03,0.243,0.384,0.152,0.312,0.43,86.6,75.0,84.0,78.0,85.0,96.0,93.0,118.0,102.0,108.0,0.36700000000000005,0.55,0.004,3.24,-0.35,-2.94,94.7,85.5,0.309,0.17,,,,,,,,,,,,,0.25,,,,88.0,97.0,98.0,0.079,-2.73,79.2,0.385
11,2023-06-11,717796,Flyout,field_out,True,670223,663941,Matt Mervis,Tristan Beck,0,0,0,e211a2ae-f011-48f3-b7b5-557e20a48c08,663941.0,tristanbeck,Beck,Right,Tristan Beck,3.92,3.71,85.0,99.0,102.0,101.0,0.782,7.2,2.22,8.79,1.06,1.03,0.243,0.384,0.152,0.312,0.43,86.6,75.0,84.0,78.0,85.0,96.0,93.0,118.0,102.0,108.0,0.36700000000000005,0.55,0.004,3.24,-0.35,-2.94,94.7,85.5,0.309,0.17,,,,,,,,,,,,,0.25,,,,88.0,97.0,98.0,0.079,-2.73,79.2,0.385
12,2023-06-11,717796,Walk,walk,False,621550,663941,Patrick Wisdom,Tristan Beck,1,0,1,6a364fde-5782-4420-b450-9eef0c570235,663941.0,tristanbeck,Beck,Right,Tristan Beck,3.92,3.71,85.0,99.0,102.0,101.0,0.782,7.2,2.22,8.79,1.06,1.03,0.243,0.384,0.152,0.312,0.43,86.6,75.0,84.0,78.0,85.0,96.0,93.0,118.0,102.0,108.0,0.36700000000000005,0.55,0.004,3.24,-0.35,-2.94,94.7,85.5,0.309,0.17,,,,,,,,,,,,,0.25,,,,88.0,97.0,98.0,0.079,-2.73,79.2,0.385
13,2023-06-11,717796,Forceout,force_out,True,663611,663941,Nick Madrigal,Tristan Beck,1,1,1,9cf64e2d-cafe-47f4-8645-c5155e980576,663941.0,tristanbeck,Beck,Right,Tristan Beck,3.92,3.71,85.0,99.0,102.0,101.0,0.782,7.2,2.22,8.79,1.06,1.03,0.243,0.384,0.152,0.312,0.43,86.6,75.0,84.0,78.0,85.0,96.0,93.0,118.0,102.0,108.0,0.36700000000000005,0.55,0.004,3.24,-0.35,-2.94,94.7,85.5,0.309,0.17,,,,,,,,,,,,,0.25,,,,88.0,97.0,98.0,0.079,-2.73,79.2,0.385
14,2023-06-11,717796,Field Error,field_error,False,643565,663941,Mike Tauchman,Tristan Beck,1,1,1,68d29612-2295-4c25-8a8d-0f19d475860e,663941.0,tristanbeck,Beck,Right,Tristan Beck,3.92,3.71,85.0,99.0,102.0,101.0,0.782,7.2,2.22,8.79,1.06,1.03,0.243,0.384,0.152,0.312,0.43,86.6,75.0,84.0,78.0,85.0,96.0,93.0,118.0,102.0,108.0,0.36700000000000005,0.55,0.004,3.24,-0.35,-2.94,94.7,85.5,0.309,0.17,,,,,,,,,,,,,0.25,,,,88.0,97.0,98.0,0.079,-2.73,79.2,0.385
15,2023-06-11,717796,Strikeout,strikeout,True,663538,663941,Nico Hoerner,Tristan Beck,0,0,0,d8fa808e-f075-4ce2-a96e-e2dd3e5fb98e,663941.0,tristanbeck,Beck,Right,Tristan Beck,3.92,3.71,85.0,99.0,102.0,101.0,0.782,7.2,2.22,8.79,1.06,1.03,0.243,0.384,0.152,0.312,0.43,86.6,75.0,84.0,78.0,85.0,96.0,93.0,118.0,102.0,108.0,0.36700000000000005,0.55,0.004,3.24,-0.35,-2.94,94.7,85.5,0.309,0.17,,,,,,,,,,,,,0.25,,,,88.0,97.0,98.0,0.079,-2.73,79.2,0.385
16,2023-06-11,717796,Flyout,field_out,True,573262,669713,Mike Yastrzemski,Hayden Wesneski,0,0,0,7d00edad-3940-4565-be19-0bf888b971f5,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,4.63,5.23,89.1,101.0,101.0,102.0,0.7959999999999999,8.36,3.22,8.26,2.01,1.07,0.242,0.431,0.142,0.369,0.444,84.5,77.0,102.0,103.0,80.0,105.0,94.0,123.0,98.0,110.0,0.29600000000000004,0.366,0.049,-1.9,1.49,0.65,94.3,82.0,,0.327,92.0,96.0,91.0,100.0,98.0,104.0,0.18899999999999997,0.1,-0.42,-0.38,88.8,92.9,0.14,0.273,0.308,0.188,,,,,,,
