,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,CU_ba,SL_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FC%,wFC/C,vFC,Stf+ FC,Loc+ FC,Pit+ FC,ST_ba,FC_ba
0,2023-07-23,717290,Single,single,False,596103,669022,Austin Slater,MacKenzie Gore,1,0,0,fe730020-0df8-4ad1-8e99-49f292270a61,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,4.42,5.2,136.1,97.0,100.0,101.0,0.7490000000000001,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,86.5,69.0,88.0,90.0,72.0,99.0,104.0,112.0,98.0,100.0,101.0,97.0,102.0,0.595,0.188,0.188,0.028999999999999998,-0.27,0.77,-0.85,1.1,95.0,88.5,83.2,0.279,0.257,0.213,0.188,,,,,,,,,,,,,,,,,,,,,
1,2023-07-23,717290,Strikeout,strikeout,True,527038,669022,Wilmer Flores,MacKenzie Gore,0,0,0,c2f2f6da-65b9-4744-8382-13df92712d7a,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,4.42,5.2,136.1,97.0,100.0,101.0,0.7490000000000001,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,86.5,69.0,88.0,90.0,72.0,99.0,104.0,112.0,98.0,100.0,101.0,97.0,102.0,0.595,0.188,0.188,0.028999999999999998,-0.27,0.77,-0.85,1.1,95.0,88.5,83.2,0.279,0.257,0.213,0.188,,,,,,,,,,,,,,,,,,,,,
2,2023-07-23,717290,Walk,walk,False,605204,669022,J.D. Davis,MacKenzie Gore,1,0,1,7f981457-5f38-4b9f-bbc7-13259c364481,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,4.42,5.2,136.1,97.0,100.0,101.0,0.7490000000000001,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,86.5,69.0,88.0,90.0,72.0,99.0,104.0,112.0,98.0,100.0,101.0,97.0,102.0,0.595,0.188,0.188,0.028999999999999998,-0.27,0.77,-0.85,1.1,95.0,88.5,83.2,0.279,0.257,0.213,0.188,,,,,,,,,,,,,,,,,,,,,
3,2023-07-23,717290,Grounded Into DP,grounded_into_double_play,True,672275,669022,Patrick Bailey,MacKenzie Gore,1,0,1,f25cacc5-2dd1-44b2-aa86-23bb5c762724,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,4.42,5.2,136.1,97.0,100.0,101.0,0.7490000000000001,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,86.5,69.0,88.0,90.0,72.0,99.0,104.0,112.0,98.0,100.0,101.0,97.0,102.0,0.595,0.188,0.188,0.028999999999999998,-0.27,0.77,-0.85,1.1,95.0,88.5,83.2,0.279,0.257,0.213,0.188,,,,,,,,,,,,,,,,,,,,,
4,2023-07-23,717290,Lineout,field_out,True,682928,518397,CJ Abrams,Scott Alexander,1,0,0,3e18df7f-983a-44f8-af68-22678b89bd22,518397.0,scottalexander,Alexander,Left,Scott Alexander,4.66,3.61,48.1,101.0,87.0,97.0,0.82,5.77,2.05,10.24,0.37,3.19,0.17600000000000002,0.43,0.158,0.33299999999999996,0.465,85.9,68.0,92.0,87.0,,,,,,,110.0,103.0,103.0,,0.16,,0.08199999999999999,,1.06,,0.57,,83.0,,,,0.192,0.167,84.0,101.0,97.0,0.758,0.64,92.8,0.306,,,,,,,,,,,,,,
5,2023-07-23,717290,Single,single,False,657041,518397,Lane Thomas,Scott Alexander,0,0,0,894c9a4c-d28d-4eda-8e70-cc200a0db333,518397.0,scottalexander,Alexander,Left,Scott Alexander,4.66,3.61,48.1,101.0,87.0,97.0,0.82,5.77,2.05,10.24,0.37,3.19,0.17600000000000002,0.43,0.158,0.33299999999999996,0.465,85.9,68.0,92.0,87.0,,,,,,,110.0,103.0,103.0,,0.16,,0.08199999999999999,,1.06,,0.57,,83.0,,,,0.192,0.167,84.0,101.0,97.0,0.758,0.64,92.8,0.306,,,,,,,,,,,,,,
6,2023-07-23,717290,Groundout,field_out,True,600869,518397,Jeimer Candelario,Scott Alexander,1,0,1,5205553a-faa0-4ba1-b918-db7f16819f0e,518397.0,scottalexander,Alexander,Left,Scott Alexander,4.66,3.61,48.1,101.0,87.0,97.0,0.82,5.77,2.05,10.24,0.37,3.19,0.17600000000000002,0.43,0.158,0.33299999999999996,0.465,85.9,68.0,92.0,87.0,,,,,,,110.0,103.0,103.0,,0.16,,0.08199999999999999,,1.06,,0.57,,83.0,,,,0.192,0.167,84.0,101.0,97.0,0.758,0.64,92.8,0.306,,,,,,,,,,,,,,
7,2023-07-23,717290,Single,single,False,608841,518397,Joey Meneses,Scott Alexander,0,0,1,c3d8248a-be2b-4ba5-a3e8-018285611c8e,518397.0,scottalexander,Alexander,Left,Scott Alexander,4.66,3.61,48.1,101.0,87.0,97.0,0.82,5.77,2.05,10.24,0.37,3.19,0.17600000000000002,0.43,0.158,0.33299999999999996,0.465,85.9,68.0,92.0,87.0,,,,,,,110.0,103.0,103.0,,0.16,,0.08199999999999999,,1.06,,0.57,,83.0,,,,0.192,0.167,84.0,101.0,97.0,0.758,0.64,92.8,0.306,,,,,,,,,,,,,,
8,2023-07-23,717290,Walk,walk,False,656448,543101,Stone Garrett,Anthony DeSclafani,0,0,1,26987b86-90af-47ca-83d0-66dfe55fdd24,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,,,,86.0,88.0,84.0,101.0,97.0,101.0,0.126,0.44799999999999995,,0.098,-1.8,0.88,,-1.71,93.1,87.4,,0.306,0.16,0.257,0.344,90.0,106.0,99.0,0.27699999999999997,-0.66,93.1,0.283,106.0,109.0,109.0,0.05,-0.59,82.2,,,,,,,,
9,2023-07-23,717290,Single,single,False,642086,543101,Dominic Smith,Anthony DeSclafani,0,0,1,f4def71a-935a-4021-a53c-adaf54a6b9f2,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,,,,86.0,88.0,84.0,101.0,97.0,101.0,0.126,0.44799999999999995,,0.098,-1.8,0.88,,-1.71,93.1,87.4,,0.306,0.16,0.257,0.344,90.0,106.0,99.0,0.27699999999999997,-0.66,93.1,0.283,106.0,109.0,109.0,0.05,-0.59,82.2,,,,,,,,
10,2023-07-23,717290,Pop Out,field_out,True,656180,543101,Riley Adams,Anthony DeSclafani,0,0,0,364bc0fd-0119-4a2f-bfda-14be257c5f7c,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,,,,86.0,88.0,84.0,101.0,97.0,101.0,0.126,0.44799999999999995,,0.098,-1.8,0.88,,-1.71,93.1,87.4,,0.306,0.16,0.257,0.344,90.0,106.0,99.0,0.27699999999999997,-0.66,93.1,0.283,106.0,109.0,109.0,0.05,-0.59,82.2,,,,,,,,
11,2023-07-23,717290,Strikeout,strikeout,True,682641,669022,Luis Matos,MacKenzie Gore,0,0,0,143711c7-affc-4724-b34c-945c55858495,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,4.42,5.2,136.1,97.0,100.0,101.0,0.7490000000000001,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,86.5,69.0,88.0,90.0,72.0,99.0,104.0,112.0,98.0,100.0,101.0,97.0,102.0,0.595,0.188,0.188,0.028999999999999998,-0.27,0.77,-0.85,1.1,95.0,88.5,83.2,0.279,0.257,0.213,0.188,,,,,,,,,,,,,,,,,,,,,
