,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,KC%,CH%,wFA/C,wFC/C,wSI/C,wKC/C,wCH/C,vFA,vFC,vSI,vKC,CU_ba,FF_ba,SI_ba,CH_ba,FC_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SL,Loc+ SL,Pit+ SL,SL%,CU%,wSL/C,wCU/C,vSL,vCU,ST_ba,SL_ba
0,2023-05-20,718097,Lineout,field_out,True,663538,605400,Nico Hoerner,Aaron Nola,0,0,0,de1ea803-2506-4e4a-af1e-78279e8ea38f,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,
1,2023-05-20,718097,Strikeout,strikeout,True,621020,605400,Dansby Swanson,Aaron Nola,0,0,0,7a54e3dd-4fec-449d-8ab0-3f6a3d64476a,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,
2,2023-05-20,718097,Strikeout,strikeout,True,664023,605400,Ian Happ,Aaron Nola,0,0,0,d88c0286-e75c-4c08-b556-f96d89b0aec3,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,
3,2023-05-20,718097,Single,single,False,681082,592791,Bryson Stott,Jameson Taillon,0,0,0,3a648835-b200-49f6-8790-e91c81f9bb91,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.43700000000000006,86.5,82.0,94.0,98.0,87.0,104.0,97.0,97.0,107.0,97.0,,,,101.0,102.0,99.0,0.102,0.342,0.222,,0.031,-0.69,-0.32,0.9,,-0.22,93.7,88.6,93.9,,0.198,0.261,0.296,0.28,0.311,109.0,111.0,113.0,117.0,113.0,122.0,0.154,0.149,0.75,-0.12,80.9,80.5,0.233,
4,2023-05-20,718097,Single,single,False,592206,592791,Nick Castellanos,Jameson Taillon,1,0,1,9062e112-a4ef-41ed-8f83-fb31bf415bf7,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.43700000000000006,86.5,82.0,94.0,98.0,87.0,104.0,97.0,97.0,107.0,97.0,,,,101.0,102.0,99.0,0.102,0.342,0.222,,0.031,-0.69,-0.32,0.9,,-0.22,93.7,88.6,93.9,,0.198,0.261,0.296,0.28,0.311,109.0,111.0,113.0,117.0,113.0,122.0,0.154,0.149,0.75,-0.12,80.9,80.5,0.233,
5,2023-05-20,718097,Walk,walk,False,547180,592791,Bryce Harper,Jameson Taillon,0,0,1,532ef17e-e21f-4cf5-833e-d2d4e87adf70,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.43700000000000006,86.5,82.0,94.0,98.0,87.0,104.0,97.0,97.0,107.0,97.0,,,,101.0,102.0,99.0,0.102,0.342,0.222,,0.031,-0.69,-0.32,0.9,,-0.22,93.7,88.6,93.9,,0.198,0.261,0.296,0.28,0.311,109.0,111.0,113.0,117.0,113.0,122.0,0.154,0.149,0.75,-0.12,80.9,80.5,0.233,
6,2023-05-20,718097,Pop Out,field_out,True,592663,592791,J.T. Realmuto,Jameson Taillon,0,0,0,ef313cc7-73d6-49d9-b47c-b62df849c482,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.43700000000000006,86.5,82.0,94.0,98.0,87.0,104.0,97.0,97.0,107.0,97.0,,,,101.0,102.0,99.0,0.102,0.342,0.222,,0.031,-0.69,-0.32,0.9,,-0.22,93.7,88.6,93.9,,0.198,0.261,0.296,0.28,0.311,109.0,111.0,113.0,117.0,113.0,122.0,0.154,0.149,0.75,-0.12,80.9,80.5,0.233,
7,2023-05-20,718097,Home Run,home_run,False,656941,592791,Kyle Schwarber,Jameson Taillon,1,0,1,370c28ec-be68-486a-b786-3a0af563f5bc,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.43700000000000006,86.5,82.0,94.0,98.0,87.0,104.0,97.0,97.0,107.0,97.0,,,,101.0,102.0,99.0,0.102,0.342,0.222,,0.031,-0.69,-0.32,0.9,,-0.22,93.7,88.6,93.9,,0.198,0.261,0.296,0.28,0.311,109.0,111.0,113.0,117.0,113.0,122.0,0.154,0.149,0.75,-0.12,80.9,80.5,0.233,
8,2023-05-20,718097,Field Error,field_error,False,664761,592791,Alec Bohm,Jameson Taillon,0,0,0,880ffe9a-1432-47ef-a3ac-ebb04b1707e1,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.43700000000000006,86.5,82.0,94.0,98.0,87.0,104.0,97.0,97.0,107.0,97.0,,,,101.0,102.0,99.0,0.102,0.342,0.222,,0.031,-0.69,-0.32,0.9,,-0.22,93.7,88.6,93.9,,0.198,0.261,0.296,0.28,0.311,109.0,111.0,113.0,117.0,113.0,122.0,0.154,0.149,0.75,-0.12,80.9,80.5,0.233,
9,2023-05-20,718097,Strikeout,strikeout,True,669016,592791,Brandon Marsh,Jameson Taillon,0,0,0,bac0f210-db99-4873-a760-bdd277c343f7,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.43700000000000006,86.5,82.0,94.0,98.0,87.0,104.0,97.0,97.0,107.0,97.0,,,,101.0,102.0,99.0,0.102,0.342,0.222,,0.031,-0.69,-0.32,0.9,,-0.22,93.7,88.6,93.9,,0.198,0.261,0.296,0.28,0.311,109.0,111.0,113.0,117.0,113.0,122.0,0.154,0.149,0.75,-0.12,80.9,80.5,0.233,
