,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,CH_ba,SL_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,ST_ba,SI_ba,EP%,wEP/C,vEP
0,2023-09-04,716719,Lineout,field_out,True,666397,608337,Edouard Julien,Lucas Giolito,1,0,0,00cda128-6537-4b0f-9ae9-ab0a2dbf5d60,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,80.9,99.0,100.0,107.0,81.0,76.0,78.0,84.0,100.0,95.0,107.0,105.0,104.0,0.419,0.282,0.015,0.28300000000000003,-0.85,-0.25,-3.72,-0.2,93.1,84.0,77.9,0.262,0.209,0.236,0.5,,,,,,,,,,,
1,2023-09-04,716719,Home Run,home_run,False,593871,608337,Jorge Polanco,Lucas Giolito,0,0,0,f5054c35-a4ec-4dc6-a7b4-a6d5de74227c,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,80.9,99.0,100.0,107.0,81.0,76.0,78.0,84.0,100.0,95.0,107.0,105.0,104.0,0.419,0.282,0.015,0.28300000000000003,-0.85,-0.25,-3.72,-0.2,93.1,84.0,77.9,0.262,0.209,0.236,0.5,,,,,,,,,,,
2,2023-09-04,716719,Single,single,False,668904,608337,Royce Lewis,Lucas Giolito,0,0,0,c3a6c9b7-ad92-4852-b1f7-807ff7e2536f,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,80.9,99.0,100.0,107.0,81.0,76.0,78.0,84.0,100.0,95.0,107.0,105.0,104.0,0.419,0.282,0.015,0.28300000000000003,-0.85,-0.25,-3.72,-0.2,93.1,84.0,77.9,0.262,0.209,0.236,0.5,,,,,,,,,,,
3,2023-09-04,716719,Lineout,field_out,True,596146,608337,Max Kepler,Lucas Giolito,0,0,0,e12af60c-0e0e-4d13-be01-b7b51776857d,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,80.9,99.0,100.0,107.0,81.0,76.0,78.0,84.0,100.0,95.0,107.0,105.0,104.0,0.419,0.282,0.015,0.28300000000000003,-0.85,-0.25,-3.72,-0.2,93.1,84.0,77.9,0.262,0.209,0.236,0.5,,,,,,,,,,,
4,2023-09-04,716719,Lineout,field_out,True,621043,608337,Carlos Correa,Lucas Giolito,1,0,0,17c6e776-32d8-4c3c-b2b0-136d2259bae8,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,80.9,99.0,100.0,107.0,81.0,76.0,78.0,84.0,100.0,95.0,107.0,105.0,104.0,0.419,0.282,0.015,0.28300000000000003,-0.85,-0.25,-3.72,-0.2,93.1,84.0,77.9,0.262,0.209,0.236,0.5,,,,,,,,,,,
5,2023-09-04,716719,Groundout,field_out,True,680757,641154,Steven Kwan,Pablo López,1,0,0,a9749132-2579-4223-bb1b-64016b670ec2,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,88.4,90.0,108.0,109.0,93.0,110.0,114.0,100.0,108.0,105.0,111.0,106.0,114.0,0.345,0.214,0.125,0.21100000000000002,0.1,1.34,0.25,-0.17,94.9,84.4,82.5,0.268,0.257,,0.202,98.0,105.0,104.0,0.106,2.08,94.5,0.173,0.278,,,
6,2023-09-04,716719,Groundout,field_out,True,608070,641154,José Ramírez,Pablo López,1,0,0,b37ef811-7759-4e1e-b9e0-bd2a694c83fa,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,88.4,90.0,108.0,109.0,93.0,110.0,114.0,100.0,108.0,105.0,111.0,106.0,114.0,0.345,0.214,0.125,0.21100000000000002,0.1,1.34,0.25,-0.17,94.9,84.4,82.5,0.268,0.257,,0.202,98.0,105.0,104.0,0.106,2.08,94.5,0.173,0.278,,,
7,2023-09-04,716719,Single,single,False,647304,641154,Josh Naylor,Pablo López,0,0,0,98939b5b-c1ec-4780-9cb8-372373907a58,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,88.4,90.0,108.0,109.0,93.0,110.0,114.0,100.0,108.0,105.0,111.0,106.0,114.0,0.345,0.214,0.125,0.21100000000000002,0.1,1.34,0.25,-0.17,94.9,84.4,82.5,0.268,0.257,,0.202,98.0,105.0,104.0,0.106,2.08,94.5,0.173,0.278,,,
8,2023-09-04,716719,Walk,walk,False,594777,641154,Kole Calhoun,Pablo López,0,0,1,a8057cfd-c307-4994-b023-fd353910cc27,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,88.4,90.0,108.0,109.0,93.0,110.0,114.0,100.0,108.0,105.0,111.0,106.0,114.0,0.345,0.214,0.125,0.21100000000000002,0.1,1.34,0.25,-0.17,94.9,84.4,82.5,0.268,0.257,,0.202,98.0,105.0,104.0,0.106,2.08,94.5,0.173,0.278,,,
9,2023-09-04,716719,Pop Out,field_out,True,657656,641154,Ramón Laureano,Pablo López,0,0,0,80030238-f82f-48e2-8739-511e8246a535,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,88.4,90.0,108.0,109.0,93.0,110.0,114.0,100.0,108.0,105.0,111.0,106.0,114.0,0.345,0.214,0.125,0.21100000000000002,0.1,1.34,0.25,-0.17,94.9,84.4,82.5,0.268,0.257,,0.202,98.0,105.0,104.0,0.106,2.08,94.5,0.173,0.278,,,
