,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,wFA/C,wFS/C,wSL/C,vFA,vFS,vSL,FF_ba,FS_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCU,CU_ba,CH_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba
0,2023-06-01,717942,Single,single,False,592885,592332,Christian Yelich,Kevin Gausman,1,1,0,caff9b55-5e9f-4166-9243-b8cd23228f4e,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-01,717942,Strikeout,strikeout,True,680911,592332,Owen Miller,Kevin Gausman,0,0,0,6395911f-3343-4327-b148-526da7fef622,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-01,717942,Strikeout,strikeout,True,642133,592332,Rowdy Tellez,Kevin Gausman,0,0,1,520773e3-929d-4e34-bafa-9da1e7141482,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-01,717942,Groundout,field_out,True,543807,642547,George Springer,Freddy Peralta,0,0,0,93d8bf73-ce3f-4eea-834c-aa60128207d4,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,117.0,104.0,110.0,115.0,99.0,104.0,,,,0.512,,0.218,0.89,,0.36,94.4,,82.4,0.213,,0.203,88.6,50.0,97.0,85.0,85.0,103.0,110.0,0.124,0.146,0.2,0.15,76.9,0.214,0.224,,,,,,,,,,,,,
4,2023-06-01,717942,Home Run,home_run,False,666182,642547,Bo Bichette,Freddy Peralta,0,0,0,78400493-ee8d-4643-bafc-f44c4d87c76b,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,117.0,104.0,110.0,115.0,99.0,104.0,,,,0.512,,0.218,0.89,,0.36,94.4,,82.4,0.213,,0.203,88.6,50.0,97.0,85.0,85.0,103.0,110.0,0.124,0.146,0.2,0.15,76.9,0.214,0.224,,,,,,,,,,,,,
5,2023-06-01,717942,Groundout,field_out,True,665489,642547,Vladimir Guerrero Jr.,Freddy Peralta,0,0,0,4715a70c-64ab-43cb-ac3f-70e77ca8d577,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,117.0,104.0,110.0,115.0,99.0,104.0,,,,0.512,,0.218,0.89,,0.36,94.4,,82.4,0.213,,0.203,88.6,50.0,97.0,85.0,85.0,103.0,110.0,0.124,0.146,0.2,0.15,76.9,0.214,0.224,,,,,,,,,,,,,
6,2023-06-01,717942,Single,single,False,662139,642547,Daulton Varsho,Freddy Peralta,0,0,0,1fbcfc27-b400-45b6-9703-f7015d7f7698,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,117.0,104.0,110.0,115.0,99.0,104.0,,,,0.512,,0.218,0.89,,0.36,94.4,,82.4,0.213,,0.203,88.6,50.0,97.0,85.0,85.0,103.0,110.0,0.124,0.146,0.2,0.15,76.9,0.214,0.224,,,,,,,,,,,,,
7,2023-06-01,717942,Home Run,home_run,False,656305,642547,Matt Chapman,Freddy Peralta,1,0,1,2d260a2c-84c1-4cdc-ac36-7138f0f98488,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,117.0,104.0,110.0,115.0,99.0,104.0,,,,0.512,,0.218,0.89,,0.36,94.4,,82.4,0.213,,0.203,88.6,50.0,97.0,85.0,85.0,103.0,110.0,0.124,0.146,0.2,0.15,76.9,0.214,0.224,,,,,,,,,,,,,
8,2023-06-01,717942,Single,single,False,593160,642547,Whit Merrifield,Freddy Peralta,0,0,0,685a2a8b-1e25-4a19-8a6b-74de0a2ebcc5,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,117.0,104.0,110.0,115.0,99.0,104.0,,,,0.512,,0.218,0.89,,0.36,94.4,,82.4,0.213,,0.203,88.6,50.0,97.0,85.0,85.0,103.0,110.0,0.124,0.146,0.2,0.15,76.9,0.214,0.224,,,,,,,,,,,,,
9,2023-06-01,717942,Walk,walk,False,624415,642547,Cavan Biggio,Freddy Peralta,1,0,1,c8f326f1-3413-45b0-8004-0306b38c7073,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,117.0,104.0,110.0,115.0,99.0,104.0,,,,0.512,,0.218,0.89,,0.36,94.4,,82.4,0.213,,0.203,88.6,50.0,97.0,85.0,85.0,103.0,110.0,0.124,0.146,0.2,0.15,76.9,0.214,0.224,,,,,,,,,,,,,
10,2023-06-01,717942,Strikeout,strikeout,True,595281,642547,Kevin Kiermaier,Freddy Peralta,0,0,0,a4b3d3d9-c6ff-44cf-92ad-42598d559588,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,117.0,104.0,110.0,115.0,99.0,104.0,,,,0.512,,0.218,0.89,,0.36,94.4,,82.4,0.213,,0.203,88.6,50.0,97.0,85.0,85.0,103.0,110.0,0.124,0.146,0.2,0.15,76.9,0.214,0.224,,,,,,,,,,,,,
11,2023-06-01,717942,Strikeout,strikeout,True,661388,592332,William Contreras,Kevin Gausman,0,0,0,e350b35c-bc2b-450d-b632-f3ac221bfb50,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2023-06-01,717942,Strikeout,strikeout,True,605119,592332,Brian Anderson,Kevin Gausman,0,0,0,624dcd92-9cba-4a05-abb1-9c75400363af,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2023-06-01,717942,Flyout,field_out,True,655316,592332,Andruw Monasterio,Kevin Gausman,1,1,0,5e8aa0fa-057b-4953-ad60-fc85ec083b87,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,
