,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vSI,vSL,FF_ba,SL_ba,CH_ba,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,FC_ba,KC%,wKC/C,vKC
0,2023-09-10,716648,Strikeout,strikeout,True,641313,687830,Tim Anderson,Sawyer Gipson-Long,0,0,0,06ef69fd-75bd-4ac2-bb8c-e763a7dcee7d,687830.0,sawyergipsonlong,Gipson-Long,Right,Sawyer Gipson-Long,2.7,2.52,20.0,101.0,108.0,103.0,0.662,11.7,3.6,6.3,0.9,0.74,0.271,0.43799999999999994,0.125,0.20800000000000002,0.37799999999999995,85.8,121.0,95.0,102.0,112.0,99.0,99.0,115.0,104.0,95.0,94.0,105.0,110.0,83.0,103.0,101.0,0.188,0.23800000000000002,0.012,0.318,0.244,2.45,-1.39,4.55,-0.88,-1.53,93.6,87.6,92.4,82.4,0.174,0.273,0.176,0.083,,,,,,,,,,,
1,2023-09-10,716648,Groundout,field_out,True,643217,687830,Andrew Benintendi,Sawyer Gipson-Long,0,0,0,a0681d21-0bfe-4155-80cf-51782e567ff3,687830.0,sawyergipsonlong,Gipson-Long,Right,Sawyer Gipson-Long,2.7,2.52,20.0,101.0,108.0,103.0,0.662,11.7,3.6,6.3,0.9,0.74,0.271,0.43799999999999994,0.125,0.20800000000000002,0.37799999999999995,85.8,121.0,95.0,102.0,112.0,99.0,99.0,115.0,104.0,95.0,94.0,105.0,110.0,83.0,103.0,101.0,0.188,0.23800000000000002,0.012,0.318,0.244,2.45,-1.39,4.55,-0.88,-1.53,93.6,87.6,92.4,82.4,0.174,0.273,0.176,0.083,,,,,,,,,,,
2,2023-09-10,716648,Strikeout,strikeout,True,673357,687830,Luis Robert Jr.,Sawyer Gipson-Long,0,0,0,9673ec89-0d15-4d3c-a5a4-5a687e24990a,687830.0,sawyergipsonlong,Gipson-Long,Right,Sawyer Gipson-Long,2.7,2.52,20.0,101.0,108.0,103.0,0.662,11.7,3.6,6.3,0.9,0.74,0.271,0.43799999999999994,0.125,0.20800000000000002,0.37799999999999995,85.8,121.0,95.0,102.0,112.0,99.0,99.0,115.0,104.0,95.0,94.0,105.0,110.0,83.0,103.0,101.0,0.188,0.23800000000000002,0.012,0.318,0.244,2.45,-1.39,4.55,-0.88,-1.53,93.6,87.6,92.4,82.4,0.174,0.273,0.176,0.083,,,,,,,,,,,
3,2023-09-10,716648,Strikeout,strikeout,True,656716,669947,Zach McKinstry,Jesse Scholtens,0,0,0,bc22af7c-b431-48b6-b006-a4bc0267c0d6,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,73.0,99.0,93.0,,,,82.0,98.0,101.0,,,,,0.435,,0.366,0.035,0.27,,,-1.82,0.73,92.8,,,85.4,0.266,0.354,0.111,,104.0,104.0,106.0,0.165,-0.51,74.0,0.245,,,,
4,2023-09-10,716648,Strikeout,strikeout,True,663837,669947,Matt Vierling,Jesse Scholtens,0,0,0,424fb173-9783-4ad0-84ea-bfda54f42680,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,73.0,99.0,93.0,,,,82.0,98.0,101.0,,,,,0.435,,0.366,0.035,0.27,,,-1.82,0.73,92.8,,,85.4,0.266,0.354,0.111,,104.0,104.0,106.0,0.165,-0.51,74.0,0.245,,,,
5,2023-09-10,716648,Single,single,False,679529,669947,Spencer Torkelson,Jesse Scholtens,1,0,0,0f9b6d77-22ed-4895-8cd3-c23dda246ae1,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,73.0,99.0,93.0,,,,82.0,98.0,101.0,,,,,0.435,,0.366,0.035,0.27,,,-1.82,0.73,92.8,,,85.4,0.266,0.354,0.111,,104.0,104.0,106.0,0.165,-0.51,74.0,0.245,,,,
6,2023-09-10,716648,Single,single,False,681481,669947,Kerry Carpenter,Jesse Scholtens,0,0,1,65cdafc9-ad14-4e2e-81bd-23aa451fd6ee,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,73.0,99.0,93.0,,,,82.0,98.0,101.0,,,,,0.435,,0.366,0.035,0.27,,,-1.82,0.73,92.8,,,85.4,0.266,0.354,0.111,,104.0,104.0,106.0,0.165,-0.51,74.0,0.245,,,,
7,2023-09-10,716648,Flyout,field_out,True,628451,669947,Andy Ibáñez,Jesse Scholtens,0,0,0,1982989f-e48a-4e55-b86d-a21827e284e9,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,73.0,99.0,93.0,,,,82.0,98.0,101.0,,,,,0.435,,0.366,0.035,0.27,,,-1.82,0.73,92.8,,,85.4,0.266,0.354,0.111,,104.0,104.0,106.0,0.165,-0.51,74.0,0.245,,,,
8,2023-09-10,716648,Strikeout,strikeout,True,650391,687830,Eloy Jiménez,Sawyer Gipson-Long,0,0,0,3c5f65f9-7d33-4fab-b6b0-450c7cf5cb12,687830.0,sawyergipsonlong,Gipson-Long,Right,Sawyer Gipson-Long,2.7,2.52,20.0,101.0,108.0,103.0,0.662,11.7,3.6,6.3,0.9,0.74,0.271,0.43799999999999994,0.125,0.20800000000000002,0.37799999999999995,85.8,121.0,95.0,102.0,112.0,99.0,99.0,115.0,104.0,95.0,94.0,105.0,110.0,83.0,103.0,101.0,0.188,0.23800000000000002,0.012,0.318,0.244,2.45,-1.39,4.55,-0.88,-1.53,93.6,87.6,92.4,82.4,0.174,0.273,0.176,0.083,,,,,,,,,,,
9,2023-09-10,716648,Pop Out,field_out,True,518735,687830,Yasmani Grandal,Sawyer Gipson-Long,0,0,0,fe85df31-be68-45e7-8d4d-838434f04b4c,687830.0,sawyergipsonlong,Gipson-Long,Right,Sawyer Gipson-Long,2.7,2.52,20.0,101.0,108.0,103.0,0.662,11.7,3.6,6.3,0.9,0.74,0.271,0.43799999999999994,0.125,0.20800000000000002,0.37799999999999995,85.8,121.0,95.0,102.0,112.0,99.0,99.0,115.0,104.0,95.0,94.0,105.0,110.0,83.0,103.0,101.0,0.188,0.23800000000000002,0.012,0.318,0.244,2.45,-1.39,4.55,-0.88,-1.53,93.6,87.6,92.4,82.4,0.174,0.273,0.176,0.083,,,,,,,,,,,
