,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,KC%,wFA/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFS,vSI,vSL,vKC,FF_ba,SL_ba,FS_ba,CU_ba,SI_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,ST_ba,CH_ba
0,2023-05-25,718025,Groundout,field_out,True,665923,669302,Esteury Ruiz,Logan Gilbert,0,0,0,bc0b89a2-4448-4021-bec9-22d2e24eadf7,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,
1,2023-05-25,718025,Double,double,False,676116,669302,Ryan Noda,Logan Gilbert,0,0,0,f4f0c250-50d9-4ece-9f55-94f97ca166b2,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,
2,2023-05-25,718025,Strikeout,strikeout,True,667670,669302,Brent Rooker,Logan Gilbert,0,0,0,22462d85-772b-4d3e-8007-295f745c3f77,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,
3,2023-05-25,718025,Home Run,home_run,False,664913,669302,Seth Brown,Logan Gilbert,0,0,1,bc2b0dcf-7771-4f56-b61b-dca60ed91c33,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,
4,2023-05-25,718025,Groundout,field_out,True,669127,669302,Shea Langeliers,Logan Gilbert,0,0,0,6a4dc372-9397-4f40-865f-ce4a6a976a37,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,
5,2023-05-25,718025,Flyout,field_out,True,641487,676664,J.P. Crawford,JP Sears,0,0,0,eef006a1-64c5-48d6-a12e-c71cc939fc6c,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,93.0,102.0,96.0,,,,93.0,102.0,106.0,,,,,,,0.001,0.501,,0.34600000000000003,,-0.84,,0.63,-0.06,,93.1,,92.1,81.4,,0.256,0.21,,,,84.1,83.0,100.0,102.0,0.151,0.36,0.234,0.277
6,2023-05-25,718025,Home Run,home_run,False,664034,676664,Ty France,JP Sears,0,0,0,3836c6a2-bec2-42c5-8b6e-7fb3a7af0302,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,93.0,102.0,96.0,,,,93.0,102.0,106.0,,,,,,,0.001,0.501,,0.34600000000000003,,-0.84,,0.63,-0.06,,93.1,,92.1,81.4,,0.256,0.21,,,,84.1,83.0,100.0,102.0,0.151,0.36,0.234,0.277
7,2023-05-25,718025,Single,single,False,677594,676664,Julio Rodríguez,JP Sears,0,0,0,3777c05c-bb97-46bd-9951-f9de1ae517ca,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,93.0,102.0,96.0,,,,93.0,102.0,106.0,,,,,,,0.001,0.501,,0.34600000000000003,,-0.84,,0.63,-0.06,,93.1,,92.1,81.4,,0.256,0.21,,,,84.1,83.0,100.0,102.0,0.151,0.36,0.234,0.277
8,2023-05-25,718025,Double Play,double_play,True,672284,676664,Jarred Kelenic,JP Sears,1,0,1,acfc1ae6-4e41-4a72-9203-2455092677dc,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,93.0,102.0,96.0,,,,93.0,102.0,106.0,,,,,,,0.001,0.501,,0.34600000000000003,,-0.84,,0.63,-0.06,,93.1,,92.1,81.4,,0.256,0.21,,,,84.1,83.0,100.0,102.0,0.151,0.36,0.234,0.277
9,2023-05-25,718025,Pop Out,field_out,True,668709,669302,JJ Bleday,Logan Gilbert,0,0,0,5d13f988-b36a-4f56-989d-378e7dec82e2,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,
