,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,FF_ba,SI_ba,SL_ba,ST_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-06-27,717590,Lineout,field_out,True,657041,693433,Lane Thomas,Bryan Woo,0,0,0,4eec0cb1-f09a-4f32-b378-38047c81fd09,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,89.7,85.0,91.0,93.0,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,0.255,0.469,0.24,0.037000000000000005,0.69,1.34,-0.83,-2.37,95.1,95.0,86.0,0.207,0.213,0.261,0.257,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-27,717590,Groundout,field_out,True,671277,693433,Luis García Jr.,Bryan Woo,0,0,0,2fc3e621-bb53-4d5a-8caa-811b80dbafa2,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,89.7,85.0,91.0,93.0,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,0.255,0.469,0.24,0.037000000000000005,0.69,1.34,-0.83,-2.37,95.1,95.0,86.0,0.207,0.213,0.261,0.257,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-27,717590,Single,single,False,600869,693433,Jeimer Candelario,Bryan Woo,1,0,0,b2255349-ceff-40d3-bce2-268fcbf7ed87,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,89.7,85.0,91.0,93.0,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,0.255,0.469,0.24,0.037000000000000005,0.69,1.34,-0.83,-2.37,95.1,95.0,86.0,0.207,0.213,0.261,0.257,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-27,717590,Strikeout,strikeout,True,608841,693433,Joey Meneses,Bryan Woo,0,0,1,46c12214-52c4-418b-b770-3b63944ab08c,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,89.7,85.0,91.0,93.0,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,0.255,0.469,0.24,0.037000000000000005,0.69,1.34,-0.83,-2.37,95.1,95.0,86.0,0.207,0.213,0.261,0.257,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-06-27,717590,Strikeout,strikeout,True,641487,663623,J.P. Crawford,Jake Irvin,0,0,0,8cd999ad-5d39-4f49-bd1c-a4bce30a0c4d,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,92.0,100.0,94.0,101.0,101.0,98.0,,,,0.287,0.35600000000000004,,0.051,-0.01,-0.75,,1.21,94.5,93.9,,0.208,0.348,,,0.25,110.0,100.0,103.0,0.306,0.08,80.9,0.197,,,,,,,,,,,,,,,,,,,,
5,2023-06-27,717590,Groundout,field_out,True,677594,663623,Julio Rodríguez,Jake Irvin,0,0,0,d4b74580-033f-4cf3-9aa4-4b3dcc6b7425,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,92.0,100.0,94.0,101.0,101.0,98.0,,,,0.287,0.35600000000000004,,0.051,-0.01,-0.75,,1.21,94.5,93.9,,0.208,0.348,,,0.25,110.0,100.0,103.0,0.306,0.08,80.9,0.197,,,,,,,,,,,,,,,,,,,,
6,2023-06-27,717590,Single,single,False,664034,663623,Ty France,Jake Irvin,0,0,0,96f7c0e0-73ab-4313-8e4b-27ed9bc6e050,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,92.0,100.0,94.0,101.0,101.0,98.0,,,,0.287,0.35600000000000004,,0.051,-0.01,-0.75,,1.21,94.5,93.9,,0.208,0.348,,,0.25,110.0,100.0,103.0,0.306,0.08,80.9,0.197,,,,,,,,,,,,,,,,,,,,
7,2023-06-27,717590,Home Run,home_run,False,606192,663623,Teoscar Hernández,Jake Irvin,0,0,1,e738e3f3-5a91-429f-9e80-94654221db1a,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,92.0,100.0,94.0,101.0,101.0,98.0,,,,0.287,0.35600000000000004,,0.051,-0.01,-0.75,,1.21,94.5,93.9,,0.208,0.348,,,0.25,110.0,100.0,103.0,0.306,0.08,80.9,0.197,,,,,,,,,,,,,,,,,,,,
8,2023-06-27,717590,Flyout,field_out,True,663728,663623,Cal Raleigh,Jake Irvin,1,0,0,0950ca77-8670-481d-aed7-bd720abf15db,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,92.0,100.0,94.0,101.0,101.0,98.0,,,,0.287,0.35600000000000004,,0.051,-0.01,-0.75,,1.21,94.5,93.9,,0.208,0.348,,,0.25,110.0,100.0,103.0,0.306,0.08,80.9,0.197,,,,,,,,,,,,,,,,,,,,
9,2023-06-27,717590,Strikeout,strikeout,True,572816,693433,Corey Dickerson,Bryan Woo,0,0,0,4b7f16f5-014a-40ad-a5f8-125a09886bb7,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,89.7,85.0,91.0,93.0,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,0.255,0.469,0.24,0.037000000000000005,0.69,1.34,-0.83,-2.37,95.1,95.0,86.0,0.207,0.213,0.261,0.257,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
