,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,FF_ba,CU_ba,SI_ba,CH_ba,SL_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,ST_ba,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-08-18,716960,Strikeout,strikeout,True,656941,672851,Kyle Schwarber,Joan Adon,0,0,0,2dd6d9e4-60be-4284-a0d0-6c18a7a8d84b,672851.0,joanadon,Adon,Right,Joan Adon,6.45,5.59,51.2,98.0,89.0,93.0,0.802,8.36,4.18,10.45,1.39,1.0,0.242,0.406,0.145,0.406,0.41100000000000003,88.1,86.0,98.0,102.0,104.0,101.0,102.0,79.0,101.0,90.0,89.0,89.0,79.0,98.0,93.0,93.0,0.136,0.395,0.113,0.205,0.152,0.26,-1.28,-2.74,-3.51,0.68,94.5,94.2,87.3,80.8,0.288,0.315,0.314,0.148,0.318,,,,,,,,,,,,,,,
1,2023-08-18,716960,Lineout,field_out,True,664761,672851,Alec Bohm,Joan Adon,1,0,0,9ef6fe92-4cbd-4f0f-8fa9-20cf68955327,672851.0,joanadon,Adon,Right,Joan Adon,6.45,5.59,51.2,98.0,89.0,93.0,0.802,8.36,4.18,10.45,1.39,1.0,0.242,0.406,0.145,0.406,0.41100000000000003,88.1,86.0,98.0,102.0,104.0,101.0,102.0,79.0,101.0,90.0,89.0,89.0,79.0,98.0,93.0,93.0,0.136,0.395,0.113,0.205,0.152,0.26,-1.28,-2.74,-3.51,0.68,94.5,94.2,87.3,80.8,0.288,0.315,0.314,0.148,0.318,,,,,,,,,,,,,,,
2,2023-08-18,716960,Groundout,field_out,True,547180,672851,Bryce Harper,Joan Adon,0,0,0,b361becd-4907-4d80-8267-13cd26bcb693,672851.0,joanadon,Adon,Right,Joan Adon,6.45,5.59,51.2,98.0,89.0,93.0,0.802,8.36,4.18,10.45,1.39,1.0,0.242,0.406,0.145,0.406,0.41100000000000003,88.1,86.0,98.0,102.0,104.0,101.0,102.0,79.0,101.0,90.0,89.0,89.0,79.0,98.0,93.0,93.0,0.136,0.395,0.113,0.205,0.152,0.26,-1.28,-2.74,-3.51,0.68,94.5,94.2,87.3,80.8,0.288,0.315,0.314,0.148,0.318,,,,,,,,,,,,,,,
3,2023-08-18,716960,Groundout,field_out,True,682928,547179,CJ Abrams,Michael Lorenzen,0,0,0,39472849-7268-41b6-90b4-1483b5e3a105,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.24600000000000002,0.41700000000000004,0.09699999999999999,0.35200000000000004,0.447,84.5,95.0,101.0,102.0,103.0,112.0,110.0,98.0,100.0,97.0,82.0,108.0,100.0,116.0,102.0,106.0,0.12,0.34700000000000003,0.297,0.011000000000000001,0.21600000000000003,1.17,0.73,0.34,-4.26,0.26,94.3,93.7,84.7,82.3,0.211,0.667,0.333,0.186,0.242,89.0,75.0,71.0,0.009000000000000001,-7.35,90.8,0.293,0.6,,,,,,,
4,2023-08-18,716960,Single,single,False,657041,547179,Lane Thomas,Michael Lorenzen,0,0,0,950759d2-1a5b-4191-9799-0084701c8104,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.24600000000000002,0.41700000000000004,0.09699999999999999,0.35200000000000004,0.447,84.5,95.0,101.0,102.0,103.0,112.0,110.0,98.0,100.0,97.0,82.0,108.0,100.0,116.0,102.0,106.0,0.12,0.34700000000000003,0.297,0.011000000000000001,0.21600000000000003,1.17,0.73,0.34,-4.26,0.26,94.3,93.7,84.7,82.3,0.211,0.667,0.333,0.186,0.242,89.0,75.0,71.0,0.009000000000000001,-7.35,90.8,0.293,0.6,,,,,,,
5,2023-08-18,716960,Strikeout,strikeout,True,608841,547179,Joey Meneses,Michael Lorenzen,0,0,0,982639fa-2f25-498b-8714-099a6ef6a494,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.24600000000000002,0.41700000000000004,0.09699999999999999,0.35200000000000004,0.447,84.5,95.0,101.0,102.0,103.0,112.0,110.0,98.0,100.0,97.0,82.0,108.0,100.0,116.0,102.0,106.0,0.12,0.34700000000000003,0.297,0.011000000000000001,0.21600000000000003,1.17,0.73,0.34,-4.26,0.26,94.3,93.7,84.7,82.3,0.211,0.667,0.333,0.186,0.242,89.0,75.0,71.0,0.009000000000000001,-7.35,90.8,0.293,0.6,,,,,,,
6,2023-08-18,716960,Flyout,field_out,True,660688,547179,Keibert Ruiz,Michael Lorenzen,1,0,0,54d2c6d5-9f36-42de-afa5-2ffddb4d62c9,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.24600000000000002,0.41700000000000004,0.09699999999999999,0.35200000000000004,0.447,84.5,95.0,101.0,102.0,103.0,112.0,110.0,98.0,100.0,97.0,82.0,108.0,100.0,116.0,102.0,106.0,0.12,0.34700000000000003,0.297,0.011000000000000001,0.21600000000000003,1.17,0.73,0.34,-4.26,0.26,94.3,93.7,84.7,82.3,0.211,0.667,0.333,0.186,0.242,89.0,75.0,71.0,0.009000000000000001,-7.35,90.8,0.293,0.6,,,,,,,
7,2023-08-18,716960,Lineout,field_out,True,592206,672851,Nick Castellanos,Joan Adon,1,1,0,e0fe24fa-9e28-49db-867d-fed56d8a9de1,672851.0,joanadon,Adon,Right,Joan Adon,6.45,5.59,51.2,98.0,89.0,93.0,0.802,8.36,4.18,10.45,1.39,1.0,0.242,0.406,0.145,0.406,0.41100000000000003,88.1,86.0,98.0,102.0,104.0,101.0,102.0,79.0,101.0,90.0,89.0,89.0,79.0,98.0,93.0,93.0,0.136,0.395,0.113,0.205,0.152,0.26,-1.28,-2.74,-3.51,0.68,94.5,94.2,87.3,80.8,0.288,0.315,0.314,0.148,0.318,,,,,,,,,,,,,,,
8,2023-08-18,716960,Flyout,field_out,True,681082,672851,Bryson Stott,Joan Adon,0,0,0,b6fe1673-67c2-47f0-97d6-2495dd4fea22,672851.0,joanadon,Adon,Right,Joan Adon,6.45,5.59,51.2,98.0,89.0,93.0,0.802,8.36,4.18,10.45,1.39,1.0,0.242,0.406,0.145,0.406,0.41100000000000003,88.1,86.0,98.0,102.0,104.0,101.0,102.0,79.0,101.0,90.0,89.0,89.0,79.0,98.0,93.0,93.0,0.136,0.395,0.113,0.205,0.152,0.26,-1.28,-2.74,-3.51,0.68,94.5,94.2,87.3,80.8,0.288,0.315,0.314,0.148,0.318,,,,,,,,,,,,,,,
9,2023-08-18,716960,Flyout,field_out,True,607208,672851,Trea Turner,Joan Adon,1,0,0,d8fd067b-50c3-4379-bcb9-78c01cef4381,672851.0,joanadon,Adon,Right,Joan Adon,6.45,5.59,51.2,98.0,89.0,93.0,0.802,8.36,4.18,10.45,1.39,1.0,0.242,0.406,0.145,0.406,0.41100000000000003,88.1,86.0,98.0,102.0,104.0,101.0,102.0,79.0,101.0,90.0,89.0,89.0,79.0,98.0,93.0,93.0,0.136,0.395,0.113,0.205,0.152,0.26,-1.28,-2.74,-3.51,0.68,94.5,94.2,87.3,80.8,0.288,0.315,0.314,0.148,0.318,,,,,,,,,,,,,,,
