,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSL/C,wCU/C,vFA,vFC,vFS,vSL,vCU,FF_ba,FS_ba,FC_ba,CU_ba,SL_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,ST_ba,SI_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ KC,Loc+ KC,Pit+ KC,KC%,CH%,wKC/C,wCH/C,vKC,CH_ba
10,2023-06-15,717751,Strikeout,strikeout,True,666160,543135,Mickey Moniak,Nathan Eovaldi,0,0,0,8a6619e5-25fa-41ff-951c-fb93be768d3c,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,
11,2023-06-15,717751,Home Run,home_run,False,595453,543135,Chad Wallach,Nathan Eovaldi,1,0,0,adef7f4c-0684-4831-8e97-191c46200cc2,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,
12,2023-06-15,717751,Strikeout,strikeout,True,623205,543135,Andrew Velazquez,Nathan Eovaldi,0,0,0,37a465fc-3f5a-4b5d-83b8-b340ad8981b3,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,
13,2023-06-15,717751,Strikeout,strikeout,True,650859,543135,Luis Rengifo,Nathan Eovaldi,0,0,0,e159133f-9b59-44fb-8d53-94fd039f1489,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,
14,2023-06-15,717751,Flyout,field_out,True,665750,660271,Leody Taveras,Shohei Ohtani,0,0,0,a1659659-99a7-4820-8e3e-2a612120ed75,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,1.81,1.15,96.8,88.6,88.6,83.7,75.7,0.164,0.179,0.31,0.111,,104.0,94.0,95.0,0.06,-0.53,94.5,0.146,0.273,,,,,,,,,,,,,
15,2023-06-15,717751,Groundout,field_out,True,543257,660271,Robbie Grossman,Shohei Ohtani,1,0,0,3797ed7a-8e0b-4309-98cc-b5bf8f766e73,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,1.81,1.15,96.8,88.6,88.6,83.7,75.7,0.164,0.179,0.31,0.111,,104.0,94.0,95.0,0.06,-0.53,94.5,0.146,0.273,,,,,,,,,,,,,
16,2023-06-15,717751,Single,single,False,608671,660271,Travis Jankowski,Shohei Ohtani,0,0,0,fb9ec378-2abb-405f-8227-9d227ab27054,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,1.81,1.15,96.8,88.6,88.6,83.7,75.7,0.164,0.179,0.31,0.111,,104.0,94.0,95.0,0.06,-0.53,94.5,0.146,0.273,,,,,,,,,,,,,
17,2023-06-15,717751,Pop Out,field_out,True,669701,660271,Josh Smith,Shohei Ohtani,0,0,0,f6874cd5-f77d-4a6d-bf45-7df8fa58d7d4,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,1.81,1.15,96.8,88.6,88.6,83.7,75.7,0.164,0.179,0.31,0.111,,104.0,94.0,95.0,0.06,-0.53,94.5,0.146,0.273,,,,,,,,,,,,,
18,2023-06-15,717751,Groundout,field_out,True,621493,543135,Taylor Ward,Nathan Eovaldi,0,0,0,6ac59ca8-e4a1-4437-99c0-b3c96e1ac5f1,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,
19,2023-06-15,717751,Groundout,field_out,True,660271,543135,Shohei Ohtani,Nathan Eovaldi,0,0,0,0315deb6-d8f0-43c4-a103-c68e41aaf29f,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,
20,2023-06-15,717751,Groundout,field_out,True,545361,543135,Mike Trout,Nathan Eovaldi,0,0,0,95c9c553-cfc3-46cd-b3df-b7bb13dd6ce8,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,
21,2023-06-15,717751,Flyout,field_out,True,543760,660271,Marcus Semien,Shohei Ohtani,1,0,0,cc2babac-f265-4efd-aace-6f8d1cf275b0,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,1.81,1.15,96.8,88.6,88.6,83.7,75.7,0.164,0.179,0.31,0.111,,104.0,94.0,95.0,0.06,-0.53,94.5,0.146,0.273,,,,,,,,,,,,,
22,2023-06-15,717751,Groundout,field_out,True,608369,660271,Corey Seager,Shohei Ohtani,0,0,0,b95caedc-c9e7-4af4-a9f8-e2a1ac0fb14d,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,1.81,1.15,96.8,88.6,88.6,83.7,75.7,0.164,0.179,0.31,0.111,,104.0,94.0,95.0,0.06,-0.53,94.5,0.146,0.273,,,,,,,,,,,,,
23,2023-06-15,717751,Double,double,False,663993,660271,Nathaniel Lowe,Shohei Ohtani,1,1,0,70fdfa15-749b-4358-97d2-ee9cdc437ec0,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,1.81,1.15,96.8,88.6,88.6,83.7,75.7,0.164,0.179,0.31,0.111,,104.0,94.0,95.0,0.06,-0.53,94.5,0.146,0.273,,,,,,,,,,,,,
24,2023-06-15,717751,Double,double,False,666969,660271,Adolis García,Shohei Ohtani,0,0,1,1291c550-13f3-4f1e-8c5d-32dd4a3eae54,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,1.81,1.15,96.8,88.6,88.6,83.7,75.7,0.164,0.179,0.31,0.111,,104.0,94.0,95.0,0.06,-0.53,94.5,0.146,0.273,,,,,,,,,,,,,
25,2023-06-15,717751,Single,single,False,641680,660271,Jonah Heim,Shohei Ohtani,0,0,1,2e469b13-518a-46fd-91c4-861607b6b9ba,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,1.81,1.15,96.8,88.6,88.6,83.7,75.7,0.164,0.179,0.31,0.111,,104.0,94.0,95.0,0.06,-0.53,94.5,0.146,0.273,,,,,,,,,,,,,
26,2023-06-15,717751,Groundout,field_out,True,665750,660271,Leody Taveras,Shohei Ohtani,0,0,0,66fac654-d975-49b2-8cab-effc915848d6,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,1.81,1.15,96.8,88.6,88.6,83.7,75.7,0.164,0.179,0.31,0.111,,104.0,94.0,95.0,0.06,-0.53,94.5,0.146,0.273,,,,,,,,,,,,,
27,2023-06-15,717751,Strikeout,strikeout,True,543685,543135,Anthony Rendon,Nathan Eovaldi,0,0,0,ce072924-02b7-4857-a2d7-0b4dda69f527,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,
28,2023-06-15,717751,Double,double,False,665120,543135,Jared Walsh,Nathan Eovaldi,0,0,0,7e04ab26-b34e-440a-b5d5-07970898b267,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,
29,2023-06-15,717751,Single,single,False,666160,543135,Mickey Moniak,Nathan Eovaldi,1,0,1,09c64caa-e206-4444-a026-72aafc3f0561,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,
30,2023-06-15,717751,Grounded Into DP,grounded_into_double_play,True,595453,543135,Chad Wallach,Nathan Eovaldi,0,0,1,1820f15b-47e5-4c27-947d-14aa5e8edaa1,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,
31,2023-06-15,717751,Strikeout,strikeout,True,543257,660271,Robbie Grossman,Shohei Ohtani,0,0,0,2b935b67-0fcf-4394-8120-56aff512dc70,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,1.81,1.15,96.8,88.6,88.6,83.7,75.7,0.164,0.179,0.31,0.111,,104.0,94.0,95.0,0.06,-0.53,94.5,0.146,0.273,,,,,,,,,,,,,
32,2023-06-15,717751,Pop Out,field_out,True,608671,660271,Travis Jankowski,Shohei Ohtani,1,0,0,b942b252-4a16-4614-b872-94433c321ba4,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,1.81,1.15,96.8,88.6,88.6,83.7,75.7,0.164,0.179,0.31,0.111,,104.0,94.0,95.0,0.06,-0.53,94.5,0.146,0.273,,,,,,,,,,,,,
33,2023-06-15,717751,Strikeout,strikeout,True,669701,660271,Josh Smith,Shohei Ohtani,0,0,0,31ded438-4d8e-4b66-aba5-ad430766a1a2,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,1.81,1.15,96.8,88.6,88.6,83.7,75.7,0.164,0.179,0.31,0.111,,104.0,94.0,95.0,0.06,-0.53,94.5,0.146,0.273,,,,,,,,,,,,,
