,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,CH_ba,SL_ba,ST_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,FC_ba
10,2023-08-29,716791,Single,single,False,669221,663567,Sean Murphy,Peter Lambert,0,0,1,746212cc-be3b-42d5-9505-20b12ecbc674,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,5.36,5.44,87.1,99.0,90.0,95.0,0.7959999999999999,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,86.2,86.0,98.0,92.0,74.0,108.0,101.0,82.0,97.0,89.0,109.0,104.0,109.0,0.446,0.32299999999999995,0.032,0.2,-0.78,-1.15,1.04,-1.74,93.2,86.2,78.0,0.271,0.235,0.304,0.308,0.267,,,,,,,,,,,,,,
11,2023-08-29,716791,Flyout,field_out,True,606115,663567,Orlando Arcia,Peter Lambert,0,0,0,968a115e-1005-48b5-82e8-eccf309e6929,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,5.36,5.44,87.1,99.0,90.0,95.0,0.7959999999999999,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,86.2,86.0,98.0,92.0,74.0,108.0,101.0,82.0,97.0,89.0,109.0,104.0,109.0,0.446,0.32299999999999995,0.032,0.2,-0.78,-1.15,1.04,-1.74,93.2,86.2,78.0,0.271,0.235,0.304,0.308,0.267,,,,,,,,,,,,,,
12,2023-08-29,716791,Single,single,False,671739,663567,Michael Harris II,Peter Lambert,1,0,1,50fc83b7-daac-4473-8f2e-e1311a14c045,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,5.36,5.44,87.1,99.0,90.0,95.0,0.7959999999999999,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,86.2,86.0,98.0,92.0,74.0,108.0,101.0,82.0,97.0,89.0,109.0,104.0,109.0,0.446,0.32299999999999995,0.032,0.2,-0.78,-1.15,1.04,-1.74,93.2,86.2,78.0,0.271,0.235,0.304,0.308,0.267,,,,,,,,,,,,,,
13,2023-08-29,716791,Forceout,force_out,True,660670,663567,Ronald Acuña Jr.,Peter Lambert,0,0,1,b558e0cb-6d41-4231-8f98-3ab61a26d50d,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,5.36,5.44,87.1,99.0,90.0,95.0,0.7959999999999999,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,86.2,86.0,98.0,92.0,74.0,108.0,101.0,82.0,97.0,89.0,109.0,104.0,109.0,0.446,0.32299999999999995,0.032,0.2,-0.78,-1.15,1.04,-1.74,93.2,86.2,78.0,0.271,0.235,0.304,0.308,0.267,,,,,,,,,,,,,,
14,2023-08-29,716791,Pickoff 1B,pickoff_1b,True,645277,663567,Ozzie Albies,Peter Lambert,0,0,0,034dedaa-b940-45cc-bfe4-09513e3f0cb5,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,5.36,5.44,87.1,99.0,90.0,95.0,0.7959999999999999,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,86.2,86.0,98.0,92.0,74.0,108.0,101.0,82.0,97.0,89.0,109.0,104.0,109.0,0.446,0.32299999999999995,0.032,0.2,-0.78,-1.15,1.04,-1.74,93.2,86.2,78.0,0.271,0.235,0.304,0.308,0.267,,,,,,,,,,,,,,
15,2023-08-29,716791,Strikeout,strikeout,True,666134,450203,Nolan Jones,Charlie Morton,0,0,0,1d4dfb78-0392-4d79-9f65-46b1cea52b03,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,0.317,,0.43200000000000005,0.10300000000000001,-1.26,,1.79,0.86,94.9,,82.3,0.292,0.25,,,0.177,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.08,0.25,-4.03,89.1,94.2,0.474,0.296
16,2023-08-29,716791,Triple,triple,False,696100,450203,Hunter Goodman,Charlie Morton,1,0,0,bae95bfc-f0e9-4ca4-a8ef-c891acc5dd10,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,0.317,,0.43200000000000005,0.10300000000000001,-1.26,,1.79,0.86,94.9,,82.3,0.292,0.25,,,0.177,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.08,0.25,-4.03,89.1,94.2,0.474,0.296
17,2023-08-29,716791,Groundout,field_out,True,605612,450203,Harold Castro,Charlie Morton,1,0,1,94a59668-14e3-409d-a24f-edc9b7d1e8c7,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,0.317,,0.43200000000000005,0.10300000000000001,-1.26,,1.79,0.86,94.9,,82.3,0.292,0.25,,,0.177,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.08,0.25,-4.03,89.1,94.2,0.474,0.296
18,2023-08-29,716791,Strikeout,strikeout,True,669911,450203,Michael Toglia,Charlie Morton,0,0,0,38ef21ac-df47-4600-970e-bbdd1ebe2456,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,0.317,,0.43200000000000005,0.10300000000000001,-1.26,,1.79,0.86,94.9,,82.3,0.292,0.25,,,0.177,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.08,0.25,-4.03,89.1,94.2,0.474,0.296
19,2023-08-29,716791,Strikeout,strikeout,True,645277,663567,Ozzie Albies,Peter Lambert,0,0,0,fe439f6c-21c7-4ebe-87f7-7c59dc07781b,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,5.36,5.44,87.1,99.0,90.0,95.0,0.7959999999999999,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,86.2,86.0,98.0,92.0,74.0,108.0,101.0,82.0,97.0,89.0,109.0,104.0,109.0,0.446,0.32299999999999995,0.032,0.2,-0.78,-1.15,1.04,-1.74,93.2,86.2,78.0,0.271,0.235,0.304,0.308,0.267,,,,,,,,,,,,,,
20,2023-08-29,716791,Single,single,False,663586,663567,Austin Riley,Peter Lambert,1,0,0,472e5b2c-55ff-4717-a79a-98a0727456e9,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,5.36,5.44,87.1,99.0,90.0,95.0,0.7959999999999999,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,86.2,86.0,98.0,92.0,74.0,108.0,101.0,82.0,97.0,89.0,109.0,104.0,109.0,0.446,0.32299999999999995,0.032,0.2,-0.78,-1.15,1.04,-1.74,93.2,86.2,78.0,0.271,0.235,0.304,0.308,0.267,,,,,,,,,,,,,,
21,2023-08-29,716791,Fielders Choice,fielders_choice,False,621566,663567,Matt Olson,Peter Lambert,1,0,1,d6e7f5cd-7d87-44a8-a7e8-e5f94f410134,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,5.36,5.44,87.1,99.0,90.0,95.0,0.7959999999999999,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,86.2,86.0,98.0,92.0,74.0,108.0,101.0,82.0,97.0,89.0,109.0,104.0,109.0,0.446,0.32299999999999995,0.032,0.2,-0.78,-1.15,1.04,-1.74,93.2,86.2,78.0,0.271,0.235,0.304,0.308,0.267,,,,,,,,,,,,,,
22,2023-08-29,716791,Pop Out,field_out,True,542303,663567,Marcell Ozuna,Peter Lambert,0,0,0,9ae353ec-2d29-451b-9aeb-bed283bda580,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,5.36,5.44,87.1,99.0,90.0,95.0,0.7959999999999999,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,86.2,86.0,98.0,92.0,74.0,108.0,101.0,82.0,97.0,89.0,109.0,104.0,109.0,0.446,0.32299999999999995,0.032,0.2,-0.78,-1.15,1.04,-1.74,93.2,86.2,78.0,0.271,0.235,0.304,0.308,0.267,,,,,,,,,,,,,,
23,2023-08-29,716791,Groundout,field_out,True,592696,663567,Eddie Rosario,Peter Lambert,0,0,0,a44fb6f3-569d-44c1-b7e6-07831d407cb0,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,5.36,5.44,87.1,99.0,90.0,95.0,0.7959999999999999,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,86.2,86.0,98.0,92.0,74.0,108.0,101.0,82.0,97.0,89.0,109.0,104.0,109.0,0.446,0.32299999999999995,0.032,0.2,-0.78,-1.15,1.04,-1.74,93.2,86.2,78.0,0.271,0.235,0.304,0.308,0.267,,,,,,,,,,,,,,
24,2023-08-29,716791,Lineout,field_out,True,686668,450203,Brenton Doyle,Charlie Morton,1,1,0,0d9c158c-5b23-471b-8ccd-2b5aa8094a05,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,0.317,,0.43200000000000005,0.10300000000000001,-1.26,,1.79,0.86,94.9,,82.3,0.292,0.25,,,0.177,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.08,0.25,-4.03,89.1,94.2,0.474,0.296
25,2023-08-29,716791,Lineout,field_out,True,453568,450203,Charlie Blackmon,Charlie Morton,0,0,0,60bc7412-2550-446e-b2ac-dd4cc150f8fa,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,0.317,,0.43200000000000005,0.10300000000000001,-1.26,,1.79,0.86,94.9,,82.3,0.292,0.25,,,0.177,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.08,0.25,-4.03,89.1,94.2,0.474,0.296
26,2023-08-29,716791,Strikeout,strikeout,True,678662,450203,Ezequiel Tovar,Charlie Morton,0,0,0,40ed4e14-5c56-48a1-bfef-efee9658b29d,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,0.317,,0.43200000000000005,0.10300000000000001,-1.26,,1.79,0.86,94.9,,82.3,0.292,0.25,,,0.177,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.08,0.25,-4.03,89.1,94.2,0.474,0.296
27,2023-08-29,716791,Flyout,field_out,True,669221,663567,Sean Murphy,Peter Lambert,0,0,0,eaebf9ee-df2d-4775-a7dd-9ba978403b35,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,5.36,5.44,87.1,99.0,90.0,95.0,0.7959999999999999,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,86.2,86.0,98.0,92.0,74.0,108.0,101.0,82.0,97.0,89.0,109.0,104.0,109.0,0.446,0.32299999999999995,0.032,0.2,-0.78,-1.15,1.04,-1.74,93.2,86.2,78.0,0.271,0.235,0.304,0.308,0.267,,,,,,,,,,,,,,
28,2023-08-29,716791,Hit By Pitch,hit_by_pitch,False,606115,663567,Orlando Arcia,Peter Lambert,0,0,0,f229c7c1-c364-4d6f-a94d-8be06f1a0690,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,5.36,5.44,87.1,99.0,90.0,95.0,0.7959999999999999,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,86.2,86.0,98.0,92.0,74.0,108.0,101.0,82.0,97.0,89.0,109.0,104.0,109.0,0.446,0.32299999999999995,0.032,0.2,-0.78,-1.15,1.04,-1.74,93.2,86.2,78.0,0.271,0.235,0.304,0.308,0.267,,,,,,,,,,,,,,
29,2023-08-29,716791,Single,single,False,671739,663567,Michael Harris II,Peter Lambert,0,0,1,6a0a3655-e814-48aa-85eb-4ececaa62d0c,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,5.36,5.44,87.1,99.0,90.0,95.0,0.7959999999999999,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,86.2,86.0,98.0,92.0,74.0,108.0,101.0,82.0,97.0,89.0,109.0,104.0,109.0,0.446,0.32299999999999995,0.032,0.2,-0.78,-1.15,1.04,-1.74,93.2,86.2,78.0,0.271,0.235,0.304,0.308,0.267,,,,,,,,,,,,,,
30,2023-08-29,716791,Flyout,field_out,True,660670,663567,Ronald Acuña Jr.,Peter Lambert,1,0,1,13e8467b-e7cd-42f7-95ba-0ca9d15adf5e,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,5.36,5.44,87.1,99.0,90.0,95.0,0.7959999999999999,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,86.2,86.0,98.0,92.0,74.0,108.0,101.0,82.0,97.0,89.0,109.0,104.0,109.0,0.446,0.32299999999999995,0.032,0.2,-0.78,-1.15,1.04,-1.74,93.2,86.2,78.0,0.271,0.235,0.304,0.308,0.267,,,,,,,,,,,,,,
31,2023-08-29,716791,Strikeout,strikeout,True,645277,663567,Ozzie Albies,Peter Lambert,0,0,1,dc78ce3a-5076-48e8-8e83-3bfaa0a16ab8,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,5.36,5.44,87.1,99.0,90.0,95.0,0.7959999999999999,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,86.2,86.0,98.0,92.0,74.0,108.0,101.0,82.0,97.0,89.0,109.0,104.0,109.0,0.446,0.32299999999999995,0.032,0.2,-0.78,-1.15,1.04,-1.74,93.2,86.2,78.0,0.271,0.235,0.304,0.308,0.267,,,,,,,,,,,,,,
32,2023-08-29,716791,Strikeout,strikeout,True,641857,450203,Ryan McMahon,Charlie Morton,0,0,0,5f30fa90-5727-4b42-aaf6-52ff615cabb1,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,0.317,,0.43200000000000005,0.10300000000000001,-1.26,,1.79,0.86,94.9,,82.3,0.292,0.25,,,0.177,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.08,0.25,-4.03,89.1,94.2,0.474,0.296
33,2023-08-29,716791,Single,single,False,553869,450203,Elias Díaz,Charlie Morton,0,0,0,7f8c1d80-326d-478a-beba-599edbad6047,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,0.317,,0.43200000000000005,0.10300000000000001,-1.26,,1.79,0.86,94.9,,82.3,0.292,0.25,,,0.177,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.08,0.25,-4.03,89.1,94.2,0.474,0.296
34,2023-08-29,716791,Strikeout,strikeout,True,666134,450203,Nolan Jones,Charlie Morton,0,0,0,93d9292a-3b2c-46b2-8d1f-3ea48abe0943,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,0.317,,0.43200000000000005,0.10300000000000001,-1.26,,1.79,0.86,94.9,,82.3,0.292,0.25,,,0.177,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.08,0.25,-4.03,89.1,94.2,0.474,0.296
35,2023-08-29,716791,Walk,walk,False,696100,450203,Hunter Goodman,Charlie Morton,0,0,1,d2e67737-fc22-467a-bbdc-168ff27ccd14,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,0.317,,0.43200000000000005,0.10300000000000001,-1.26,,1.79,0.86,94.9,,82.3,0.292,0.25,,,0.177,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.08,0.25,-4.03,89.1,94.2,0.474,0.296
36,2023-08-29,716791,Strikeout,strikeout,True,605612,450203,Harold Castro,Charlie Morton,0,0,0,1f6cfe4a-bb09-4dbd-a49e-821662128c15,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,0.317,,0.43200000000000005,0.10300000000000001,-1.26,,1.79,0.86,94.9,,82.3,0.292,0.25,,,0.177,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.08,0.25,-4.03,89.1,94.2,0.474,0.296
37,2023-08-29,716791,Double,double,False,663586,663567,Austin Riley,Peter Lambert,0,0,0,a3ac1f04-72b1-4f14-8cdd-ce129371ed87,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,5.36,5.44,87.1,99.0,90.0,95.0,0.7959999999999999,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,86.2,86.0,98.0,92.0,74.0,108.0,101.0,82.0,97.0,89.0,109.0,104.0,109.0,0.446,0.32299999999999995,0.032,0.2,-0.78,-1.15,1.04,-1.74,93.2,86.2,78.0,0.271,0.235,0.304,0.308,0.267,,,,,,,,,,,,,,
38,2023-08-29,716791,Groundout,field_out,True,621566,663567,Matt Olson,Peter Lambert,0,0,1,7ff64a21-97ff-48fe-918f-41a7e8b0803d,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,5.36,5.44,87.1,99.0,90.0,95.0,0.7959999999999999,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,86.2,86.0,98.0,92.0,74.0,108.0,101.0,82.0,97.0,89.0,109.0,104.0,109.0,0.446,0.32299999999999995,0.032,0.2,-0.78,-1.15,1.04,-1.74,93.2,86.2,78.0,0.271,0.235,0.304,0.308,0.267,,,,,,,,,,,,,,
