,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FS_ba,SL_ba,CU_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vSI,CH_ba,SI_ba,ST_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-06-18,717702,Strikeout,strikeout,True,664774,664062,LaMonte Wade Jr.,Tony Gonsolin,0,0,0,13051f69-2de2-4401-b0dd-7466f705d330,664062.0,tonygonsolin,Gonsolin,Right,Tony Gonsolin,4.98,5.89,103.0,97.0,97.0,98.0,0.8029999999999999,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.38799999999999996,107.0,83.0,90.0,80.0,99.0,91.0,90.0,103.0,108.0,120.0,98.0,106.0,0.395,0.272,0.183,0.151,1.42,0.21,-0.82,-2.12,92.4,83.0,86.8,80.9,0.221,0.181,0.268,0.313,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-18,717702,Strikeout,strikeout,True,592626,664062,Joc Pederson,Tony Gonsolin,0,0,0,3be15278-37fd-4b20-9f77-f66863ff7aad,664062.0,tonygonsolin,Gonsolin,Right,Tony Gonsolin,4.98,5.89,103.0,97.0,97.0,98.0,0.8029999999999999,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.38799999999999996,107.0,83.0,90.0,80.0,99.0,91.0,90.0,103.0,108.0,120.0,98.0,106.0,0.395,0.272,0.183,0.151,1.42,0.21,-0.82,-2.12,92.4,83.0,86.8,80.9,0.221,0.181,0.268,0.313,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-18,717702,Groundout,field_out,True,642731,664062,Thairo Estrada,Tony Gonsolin,0,0,0,39a5728e-3128-4f3f-b8f0-c0f54e9b7e3c,664062.0,tonygonsolin,Gonsolin,Right,Tony Gonsolin,4.98,5.89,103.0,97.0,97.0,98.0,0.8029999999999999,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.38799999999999996,107.0,83.0,90.0,80.0,99.0,91.0,90.0,103.0,108.0,120.0,98.0,106.0,0.395,0.272,0.183,0.151,1.42,0.21,-0.82,-2.12,92.4,83.0,86.8,80.9,0.221,0.181,0.268,0.313,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-18,717702,Flyout,field_out,True,605141,657277,Mookie Betts,Logan Webb,0,0,0,c9f9ccc8-b982-48d7-9a92-904eee91bd02,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,,,,88.0,119.0,100.0,91.0,100.0,111.0,,,,0.037000000000000005,,0.212,,-1.37,,0.11,,92.6,,84.3,,0.226,,,,87.5,112.0,106.0,103.0,105.0,103.0,98.0,0.336,0.41600000000000004,0.31,2.18,92.3,0.225,0.313,0.208,,,,,,,
4,2023-06-18,717702,Strikeout,strikeout,True,518692,657277,Freddie Freeman,Logan Webb,0,0,0,8de550a7-f751-45c9-8ddc-1d3f55e5e47d,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,,,,88.0,119.0,100.0,91.0,100.0,111.0,,,,0.037000000000000005,,0.212,,-1.37,,0.11,,92.6,,84.3,,0.226,,,,87.5,112.0,106.0,103.0,105.0,103.0,98.0,0.336,0.41600000000000004,0.31,2.18,92.3,0.225,0.313,0.208,,,,,,,
5,2023-06-18,717702,Single,single,False,669257,657277,Will Smith,Logan Webb,0,0,0,e2dedabd-a229-4735-bfa7-0336a2cd44ca,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,,,,88.0,119.0,100.0,91.0,100.0,111.0,,,,0.037000000000000005,,0.212,,-1.37,,0.11,,92.6,,84.3,,0.226,,,,87.5,112.0,106.0,103.0,105.0,103.0,98.0,0.336,0.41600000000000004,0.31,2.18,92.3,0.225,0.313,0.208,,,,,,,
6,2023-06-18,717702,Single,single,False,444482,657277,David Peralta,Logan Webb,1,0,1,62682b41-d088-4fc2-9c54-f6fb86d6d807,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,,,,88.0,119.0,100.0,91.0,100.0,111.0,,,,0.037000000000000005,,0.212,,-1.37,,0.11,,92.6,,84.3,,0.226,,,,87.5,112.0,106.0,103.0,105.0,103.0,98.0,0.336,0.41600000000000004,0.31,2.18,92.3,0.225,0.313,0.208,,,,,,,
7,2023-06-18,717702,Walk,walk,False,502110,657277,J.D. Martinez,Logan Webb,1,0,1,baef9463-267a-4d23-b244-5a881b379448,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,,,,88.0,119.0,100.0,91.0,100.0,111.0,,,,0.037000000000000005,,0.212,,-1.37,,0.11,,92.6,,84.3,,0.226,,,,87.5,112.0,106.0,103.0,105.0,103.0,98.0,0.336,0.41600000000000004,0.31,2.18,92.3,0.225,0.313,0.208,,,,,,,
8,2023-06-18,717702,Strikeout,strikeout,True,681546,657277,James Outman,Logan Webb,0,0,0,7d7c7a7b-ab87-468f-8bb8-884f94881607,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,,,,88.0,119.0,100.0,91.0,100.0,111.0,,,,0.037000000000000005,,0.212,,-1.37,,0.11,,92.6,,84.3,,0.226,,,,87.5,112.0,106.0,103.0,105.0,103.0,98.0,0.336,0.41600000000000004,0.31,2.18,92.3,0.225,0.313,0.208,,,,,,,
9,2023-06-18,717702,Groundout,field_out,True,624424,664062,Michael Conforto,Tony Gonsolin,0,0,0,7b925597-a208-4575-b163-1d85daaeb921,664062.0,tonygonsolin,Gonsolin,Right,Tony Gonsolin,4.98,5.89,103.0,97.0,97.0,98.0,0.8029999999999999,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.38799999999999996,107.0,83.0,90.0,80.0,99.0,91.0,90.0,103.0,108.0,120.0,98.0,106.0,0.395,0.272,0.183,0.151,1.42,0.21,-0.82,-2.12,92.4,83.0,86.8,80.9,0.221,0.181,0.268,0.313,,,,,,,,,,,,,,,,,,,,,,
