,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),vKN (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,KC%,CH%,KN%,wFA/C,wFS/C,wSI/C,wSL/C,wKC/C,wCH/C,wKN/C,vFA,vFS,vSI,vSL,vKC,FF_ba,SI_ba,SL_ba,CU_ba,FS_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba
0,2023-07-01,717534,Strikeout,strikeout,True,650490,669923,Yandy Díaz,George Kirby,0,0,0,0eae41c1-bb5a-496a-b568-3bcc39d3be96,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,75.1,94.0,107.0,111.0,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,95.0,103.0,110.0,0.21600000000000003,0.39399999999999996,0.061,0.19699999999999998,0.115,0.018000000000000002,0.001,1.34,1.07,0.43,1.03,0.35,-5.31,0.26,96.1,84.9,95.8,86.3,81.8,0.234,0.261,0.264,0.265,0.143,0.5,,,,,,,,,,,,,,
1,2023-07-01,717534,Walk,walk,False,677551,669923,Wander Franco,George Kirby,1,0,0,52f9cfad-c7ad-4893-90a7-a265832eee33,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,75.1,94.0,107.0,111.0,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,95.0,103.0,110.0,0.21600000000000003,0.39399999999999996,0.061,0.19699999999999998,0.115,0.018000000000000002,0.001,1.34,1.07,0.43,1.03,0.35,-5.31,0.26,96.1,84.9,95.8,86.3,81.8,0.234,0.261,0.264,0.265,0.143,0.5,,,,,,,,,,,,,,
2,2023-07-01,717534,Strikeout,strikeout,True,670042,669923,Luke Raley,George Kirby,0,0,0,cfc94c43-6b85-4dd6-ad7e-1c02cd9a7a40,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,75.1,94.0,107.0,111.0,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,95.0,103.0,110.0,0.21600000000000003,0.39399999999999996,0.061,0.19699999999999998,0.115,0.018000000000000002,0.001,1.34,1.07,0.43,1.03,0.35,-5.31,0.26,96.1,84.9,95.8,86.3,81.8,0.234,0.261,0.264,0.265,0.143,0.5,,,,,,,,,,,,,,
3,2023-07-01,717534,Lineout,field_out,True,668227,669923,Randy Arozarena,George Kirby,0,0,0,87437f33-40ad-4ca9-8c2e-d7520e3f1d9c,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,75.1,94.0,107.0,111.0,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,95.0,103.0,110.0,0.21600000000000003,0.39399999999999996,0.061,0.19699999999999998,0.115,0.018000000000000002,0.001,1.34,1.07,0.43,1.03,0.35,-5.31,0.26,96.1,84.9,95.8,86.3,81.8,0.234,0.261,0.264,0.265,0.143,0.5,,,,,,,,,,,,,,
4,2023-07-01,717534,Double,double,False,641487,607192,J.P. Crawford,Tyler Glasnow,1,0,0,1dd40567-7c2a-4050-92bf-de540cdd528d,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,,78.0,81.0,84.0,128.0,103.0,110.0,,,,94.0,97.0,104.0,,,,0.004,0.43200000000000005,,0.348,,0.003,,0.54,,-7.7,1.25,,2.91,,96.4,,96.4,90.1,,0.236,,0.254,0.095,,,152.0,103.0,114.0,0.213,1.81,83.9,,,,,,,,
5,2023-07-01,717534,Lineout,field_out,True,677594,607192,Julio Rodríguez,Tyler Glasnow,0,0,0,c283d9cd-ae3b-4c2b-b9a0-e8892db95e45,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,,78.0,81.0,84.0,128.0,103.0,110.0,,,,94.0,97.0,104.0,,,,0.004,0.43200000000000005,,0.348,,0.003,,0.54,,-7.7,1.25,,2.91,,96.4,,96.4,90.1,,0.236,,0.254,0.095,,,152.0,103.0,114.0,0.213,1.81,83.9,,,,,,,,
6,2023-07-01,717534,Flyout,field_out,True,664034,607192,Ty France,Tyler Glasnow,0,0,0,fe478a16-decd-4043-8508-2ac68290e0cf,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,,78.0,81.0,84.0,128.0,103.0,110.0,,,,94.0,97.0,104.0,,,,0.004,0.43200000000000005,,0.348,,0.003,,0.54,,-7.7,1.25,,2.91,,96.4,,96.4,90.1,,0.236,,0.254,0.095,,,152.0,103.0,114.0,0.213,1.81,83.9,,,,,,,,
7,2023-07-01,717534,Strikeout,strikeout,True,606192,607192,Teoscar Hernández,Tyler Glasnow,0,0,0,faf73eaa-3d7f-4079-87b0-9926371dca2c,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,,78.0,81.0,84.0,128.0,103.0,110.0,,,,94.0,97.0,104.0,,,,0.004,0.43200000000000005,,0.348,,0.003,,0.54,,-7.7,1.25,,2.91,,96.4,,96.4,90.1,,0.236,,0.254,0.095,,,152.0,103.0,114.0,0.213,1.81,83.9,,,,,,,,
8,2023-07-01,717534,Flyout,field_out,True,623912,669923,Harold Ramírez,George Kirby,0,0,0,557fbcd1-210d-45f5-8817-acd5a4fc4ec0,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,75.1,94.0,107.0,111.0,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,95.0,103.0,110.0,0.21600000000000003,0.39399999999999996,0.061,0.19699999999999998,0.115,0.018000000000000002,0.001,1.34,1.07,0.43,1.03,0.35,-5.31,0.26,96.1,84.9,95.8,86.3,81.8,0.234,0.261,0.264,0.265,0.143,0.5,,,,,,,,,,,,,,
9,2023-07-01,717534,Flyout,field_out,True,666139,669923,Josh Lowe,George Kirby,1,0,0,bb3006ad-cdad-4dee-a409-ed5793389e5c,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,75.1,94.0,107.0,111.0,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,95.0,103.0,110.0,0.21600000000000003,0.39399999999999996,0.061,0.19699999999999998,0.115,0.018000000000000002,0.001,1.34,1.07,0.43,1.03,0.35,-5.31,0.26,96.1,84.9,95.8,86.3,81.8,0.234,0.261,0.264,0.265,0.143,0.5,,,,,,,,,,,,,,
10,2023-07-01,717534,Strikeout,strikeout,True,642350,669923,Jose Siri,George Kirby,0,0,0,c33290e0-5698-4569-9414-ac1b98707ec7,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,75.1,94.0,107.0,111.0,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,95.0,103.0,110.0,0.21600000000000003,0.39399999999999996,0.061,0.19699999999999998,0.115,0.018000000000000002,0.001,1.34,1.07,0.43,1.03,0.35,-5.31,0.26,96.1,84.9,95.8,86.3,81.8,0.234,0.261,0.264,0.265,0.143,0.5,,,,,,,,,,,,,,
