,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vSI,vSL,CH_ba,FF_ba,SL_ba,FC_ba,ST_ba,SI_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-04-03,718728,Single,single,False,663538,656818,Nico Hoerner,Connor Overton,0,0,0,d60e8a4b-8281-4858-9839-6d6f6517bc4f,656818.0,connoroverton,Overton,Right,Connor Overton,11.45,6.65,11.0,93.0,77.0,89.0,0.7340000000000001,7.36,5.73,15.55,2.45,0.94,0.179,0.564,0.10300000000000001,0.308,0.41200000000000003,84.5,64.0,94.0,92.0,76.0,101.0,89.0,83.0,90.0,82.0,98.0,96.0,102.0,61.0,63.0,64.0,0.135,0.275,0.125,0.23,0.235,-1.27,-6.73,-2.74,-8.32,-3.39,91.1,88.7,90.6,81.5,0.308,0.308,0.333,0.5,0.8,0.667,,,,,,,,,,,,,,,,,,,,
1,2023-04-03,718728,Single,single,False,621020,656818,Dansby Swanson,Connor Overton,0,0,1,8b0a2933-d35f-4f00-bb98-f01e8154f23c,656818.0,connoroverton,Overton,Right,Connor Overton,11.45,6.65,11.0,93.0,77.0,89.0,0.7340000000000001,7.36,5.73,15.55,2.45,0.94,0.179,0.564,0.10300000000000001,0.308,0.41200000000000003,84.5,64.0,94.0,92.0,76.0,101.0,89.0,83.0,90.0,82.0,98.0,96.0,102.0,61.0,63.0,64.0,0.135,0.275,0.125,0.23,0.235,-1.27,-6.73,-2.74,-8.32,-3.39,91.1,88.7,90.6,81.5,0.308,0.308,0.333,0.5,0.8,0.667,,,,,,,,,,,,,,,,,,,,
2,2023-04-03,718728,Strikeout,strikeout,True,664023,656818,Ian Happ,Connor Overton,0,0,0,7370c35c-d53c-4559-814e-ef2eb6445eba,656818.0,connoroverton,Overton,Right,Connor Overton,11.45,6.65,11.0,93.0,77.0,89.0,0.7340000000000001,7.36,5.73,15.55,2.45,0.94,0.179,0.564,0.10300000000000001,0.308,0.41200000000000003,84.5,64.0,94.0,92.0,76.0,101.0,89.0,83.0,90.0,82.0,98.0,96.0,102.0,61.0,63.0,64.0,0.135,0.275,0.125,0.23,0.235,-1.27,-6.73,-2.74,-8.32,-3.39,91.1,88.7,90.6,81.5,0.308,0.308,0.333,0.5,0.8,0.667,,,,,,,,,,,,,,,,,,,,
3,2023-04-03,718728,Home Run,home_run,False,641355,656818,Cody Bellinger,Connor Overton,0,0,1,695b0d06-0093-4d23-8713-8aa82ed97ad3,656818.0,connoroverton,Overton,Right,Connor Overton,11.45,6.65,11.0,93.0,77.0,89.0,0.7340000000000001,7.36,5.73,15.55,2.45,0.94,0.179,0.564,0.10300000000000001,0.308,0.41200000000000003,84.5,64.0,94.0,92.0,76.0,101.0,89.0,83.0,90.0,82.0,98.0,96.0,102.0,61.0,63.0,64.0,0.135,0.275,0.125,0.23,0.235,-1.27,-6.73,-2.74,-8.32,-3.39,91.1,88.7,90.6,81.5,0.308,0.308,0.333,0.5,0.8,0.667,,,,,,,,,,,,,,,,,,,,
4,2023-04-03,718728,Single,single,False,641820,656818,Trey Mancini,Connor Overton,1,0,0,2682cd47-85cd-4b11-802b-a204ff0f0fdf,656818.0,connoroverton,Overton,Right,Connor Overton,11.45,6.65,11.0,93.0,77.0,89.0,0.7340000000000001,7.36,5.73,15.55,2.45,0.94,0.179,0.564,0.10300000000000001,0.308,0.41200000000000003,84.5,64.0,94.0,92.0,76.0,101.0,89.0,83.0,90.0,82.0,98.0,96.0,102.0,61.0,63.0,64.0,0.135,0.275,0.125,0.23,0.235,-1.27,-6.73,-2.74,-8.32,-3.39,91.1,88.7,90.6,81.5,0.308,0.308,0.333,0.5,0.8,0.667,,,,,,,,,,,,,,,,,,,,
5,2023-04-03,718728,Strikeout,strikeout,True,621550,656818,Patrick Wisdom,Connor Overton,0,0,0,6552192a-9a44-4eab-9719-731ebc9cdbdb,656818.0,connoroverton,Overton,Right,Connor Overton,11.45,6.65,11.0,93.0,77.0,89.0,0.7340000000000001,7.36,5.73,15.55,2.45,0.94,0.179,0.564,0.10300000000000001,0.308,0.41200000000000003,84.5,64.0,94.0,92.0,76.0,101.0,89.0,83.0,90.0,82.0,98.0,96.0,102.0,61.0,63.0,64.0,0.135,0.275,0.125,0.23,0.235,-1.27,-6.73,-2.74,-8.32,-3.39,91.1,88.7,90.6,81.5,0.308,0.308,0.333,0.5,0.8,0.667,,,,,,,,,,,,,,,,,,,,
6,2023-04-03,718728,Single,single,False,543333,656818,Eric Hosmer,Connor Overton,1,0,1,a4127a8f-a071-4122-9a2a-61a5fb9fbd9a,656818.0,connoroverton,Overton,Right,Connor Overton,11.45,6.65,11.0,93.0,77.0,89.0,0.7340000000000001,7.36,5.73,15.55,2.45,0.94,0.179,0.564,0.10300000000000001,0.308,0.41200000000000003,84.5,64.0,94.0,92.0,76.0,101.0,89.0,83.0,90.0,82.0,98.0,96.0,102.0,61.0,63.0,64.0,0.135,0.275,0.125,0.23,0.235,-1.27,-6.73,-2.74,-8.32,-3.39,91.1,88.7,90.6,81.5,0.308,0.308,0.333,0.5,0.8,0.667,,,,,,,,,,,,,,,,,,,,
7,2023-04-03,718728,Groundout,field_out,True,621458,656818,Edwin Ríos,Connor Overton,0,0,0,62114c71-21d7-4a77-8124-8092968ea0d6,656818.0,connoroverton,Overton,Right,Connor Overton,11.45,6.65,11.0,93.0,77.0,89.0,0.7340000000000001,7.36,5.73,15.55,2.45,0.94,0.179,0.564,0.10300000000000001,0.308,0.41200000000000003,84.5,64.0,94.0,92.0,76.0,101.0,89.0,83.0,90.0,82.0,98.0,96.0,102.0,61.0,63.0,64.0,0.135,0.275,0.125,0.23,0.235,-1.27,-6.73,-2.74,-8.32,-3.39,91.1,88.7,90.6,81.5,0.308,0.308,0.333,0.5,0.8,0.667,,,,,,,,,,,,,,,,,,,,
8,2023-04-03,718728,Walk,walk,False,663697,592767,Jonathan India,Drew Smyly,1,0,0,46da07d4-ff02-403d-b1e3-92e124f5a156,592767.0,drewsmyly,Smyly,Left,Drew Smyly,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.22899999999999998,0.428,0.182,0.31,0.382,,,,,,,,77.0,94.0,88.0,,,,86.0,94.0,82.0,0.389,,0.11699999999999999,,,,-0.51,-1.32,,,,88.6,91.9,,,,,0.293,,0.314,105.0,102.0,103.0,0.494,-0.09,78.6,0.229,,,,,,,,,,,,,
9,2023-04-03,718728,Single,single,False,668715,592767,Spencer Steer,Drew Smyly,1,0,1,05b14f8f-a605-4808-ac78-c924d4fcd318,592767.0,drewsmyly,Smyly,Left,Drew Smyly,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.22899999999999998,0.428,0.182,0.31,0.382,,,,,,,,77.0,94.0,88.0,,,,86.0,94.0,82.0,0.389,,0.11699999999999999,,,,-0.51,-1.32,,,,88.6,91.9,,,,,0.293,,0.314,105.0,102.0,103.0,0.494,-0.09,78.6,0.229,,,,,,,,,,,,,
