,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vSL,FF_ba,CH_ba,SL_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,ST_ba,SI_ba,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-08-30,716774,Flyout,field_out,True,682998,686752,Corbin Carroll,Ryan Pepiot,0,0,0,620d7b50-a7ff-4958-bd47-f208e57cba3e,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,2.14,3.23,42.0,104.0,98.0,103.0,0.757,8.14,1.07,5.79,1.5,0.8,0.27399999999999997,0.41600000000000004,0.177,0.301,0.424,86.3,87.0,115.0,113.0,100.0,100.0,97.0,115.0,96.0,101.0,0.506,0.147,0.34700000000000003,1.83,0.98,0.55,94.0,88.8,0.156,0.203,0.174,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-30,716774,Strikeout,strikeout,True,606466,686752,Ketel Marte,Ryan Pepiot,0,0,0,5cb9c8a5-2c6a-46a5-8089-aef5ee89cc7e,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,2.14,3.23,42.0,104.0,98.0,103.0,0.757,8.14,1.07,5.79,1.5,0.8,0.27399999999999997,0.41600000000000004,0.177,0.301,0.424,86.3,87.0,115.0,113.0,100.0,100.0,97.0,115.0,96.0,101.0,0.506,0.147,0.34700000000000003,1.83,0.98,0.55,94.0,88.8,0.156,0.203,0.174,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-30,716774,Pop Out,field_out,True,502054,686752,Tommy Pham,Ryan Pepiot,0,0,0,61f10e29-f1f2-4daa-903b-57fade8d5a1e,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,2.14,3.23,42.0,104.0,98.0,103.0,0.757,8.14,1.07,5.79,1.5,0.8,0.27399999999999997,0.41600000000000004,0.177,0.301,0.424,86.3,87.0,115.0,113.0,100.0,100.0,97.0,115.0,96.0,101.0,0.506,0.147,0.34700000000000003,1.83,0.98,0.55,94.0,88.8,0.156,0.203,0.174,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-30,716774,Single,single,False,605141,694297,Mookie Betts,Brandon Pfaadt,0,0,0,b6906124-720c-40ed-aefd-5dd7724d2564,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.44299999999999995,0.14800000000000002,0.386,0.466,86.7,90.0,100.0,97.0,97.0,105.0,102.0,119.0,106.0,117.0,0.45399999999999996,0.27,0.122,-1.63,1.21,-3.66,93.6,83.8,0.327,0.4,,106.0,89.0,97.0,97.0,108.0,100.0,0.099,0.055,-0.03,-1.24,93.1,78.8,0.18,0.313,0.294,,,,,,,
4,2023-08-30,716774,Flyout,field_out,True,518692,694297,Freddie Freeman,Brandon Pfaadt,0,0,0,e3223738-e19d-4323-a149-5e6585924f9c,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.44299999999999995,0.14800000000000002,0.386,0.466,86.7,90.0,100.0,97.0,97.0,105.0,102.0,119.0,106.0,117.0,0.45399999999999996,0.27,0.122,-1.63,1.21,-3.66,93.6,83.8,0.327,0.4,,106.0,89.0,97.0,97.0,108.0,100.0,0.099,0.055,-0.03,-1.24,93.1,78.8,0.18,0.313,0.294,,,,,,,
5,2023-08-30,716774,Forceout,force_out,True,444482,694297,David Peralta,Brandon Pfaadt,0,0,1,6af3429d-2213-49af-b467-78443a544dbb,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.44299999999999995,0.14800000000000002,0.386,0.466,86.7,90.0,100.0,97.0,97.0,105.0,102.0,119.0,106.0,117.0,0.45399999999999996,0.27,0.122,-1.63,1.21,-3.66,93.6,83.8,0.327,0.4,,106.0,89.0,97.0,97.0,108.0,100.0,0.099,0.055,-0.03,-1.24,93.1,78.8,0.18,0.313,0.294,,,,,,,
6,2023-08-30,716774,Walk,walk,False,571970,694297,Max Muncy,Brandon Pfaadt,1,0,1,33f128f8-dad6-424e-8994-8d3c5b142677,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.44299999999999995,0.14800000000000002,0.386,0.466,86.7,90.0,100.0,97.0,97.0,105.0,102.0,119.0,106.0,117.0,0.45399999999999996,0.27,0.122,-1.63,1.21,-3.66,93.6,83.8,0.327,0.4,,106.0,89.0,97.0,97.0,108.0,100.0,0.099,0.055,-0.03,-1.24,93.1,78.8,0.18,0.313,0.294,,,,,,,
7,2023-08-30,716774,Flyout,field_out,True,518792,694297,Jason Heyward,Brandon Pfaadt,0,0,0,3c9fa577-3759-417a-a184-ceeaf5ccf96e,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.44299999999999995,0.14800000000000002,0.386,0.466,86.7,90.0,100.0,97.0,97.0,105.0,102.0,119.0,106.0,117.0,0.45399999999999996,0.27,0.122,-1.63,1.21,-3.66,93.6,83.8,0.327,0.4,,106.0,89.0,97.0,97.0,108.0,100.0,0.099,0.055,-0.03,-1.24,93.1,78.8,0.18,0.313,0.294,,,,,,,
8,2023-08-30,716774,Single,single,False,572233,686752,Christian Walker,Ryan Pepiot,0,0,0,30abedd2-f31f-4598-9dc8-618d887fde16,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,2.14,3.23,42.0,104.0,98.0,103.0,0.757,8.14,1.07,5.79,1.5,0.8,0.27399999999999997,0.41600000000000004,0.177,0.301,0.424,86.3,87.0,115.0,113.0,100.0,100.0,97.0,115.0,96.0,101.0,0.506,0.147,0.34700000000000003,1.83,0.98,0.55,94.0,88.8,0.156,0.203,0.174,,,,,,,,,,,,,,,,,,,,,,
9,2023-08-30,716774,Forceout,force_out,True,677950,686752,Alek Thomas,Ryan Pepiot,1,0,1,c561502a-2192-4128-9917-d20d8bd38f9a,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,2.14,3.23,42.0,104.0,98.0,103.0,0.757,8.14,1.07,5.79,1.5,0.8,0.27399999999999997,0.41600000000000004,0.177,0.301,0.424,86.3,87.0,115.0,113.0,100.0,100.0,97.0,115.0,96.0,101.0,0.506,0.147,0.34700000000000003,1.83,0.98,0.55,94.0,88.8,0.156,0.203,0.174,,,,,,,,,,,,,,,,,,,,,,
