,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,ST_ba,FF_ba,FC_ba,FS_ba,SI_ba,CU_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,CH_ba
0,2023-06-21,717662,Flyout,field_out,True,605141,660271,Mookie Betts,Shohei Ohtani,0,0,0,fa2be122-d44b-4cd3-8612-0df66b31171c,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.06,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,-0.53,1.81,1.15,96.8,88.6,88.6,94.5,83.7,75.7,0.146,0.164,0.31,0.179,0.273,0.111,,,,,,,,
1,2023-06-21,717662,Strikeout,strikeout,True,518692,660271,Freddie Freeman,Shohei Ohtani,0,0,0,16c7367d-7e2c-4115-a27e-b3dd93bda7bb,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.06,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,-0.53,1.81,1.15,96.8,88.6,88.6,94.5,83.7,75.7,0.146,0.164,0.31,0.179,0.273,0.111,,,,,,,,
2,2023-06-21,717662,Strikeout,strikeout,True,669257,660271,Will Smith,Shohei Ohtani,0,0,0,357eb6ca-0fea-4f9b-8cc2-d575fc703f95,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.06,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,-0.53,1.81,1.15,96.8,88.6,88.6,94.5,83.7,75.7,0.146,0.164,0.31,0.179,0.273,0.111,,,,,,,,
3,2023-06-21,717662,Strikeout,strikeout,True,666160,660813,Mickey Moniak,Brusdar Graterol,0,0,0,cbb64249-c290-47fa-b594-da3768c3c5e9,660813.0,brusdargraterol,Graterol,Right,Brusdar Graterol,1.2,3.04,67.1,107.0,119.0,109.0,0.846,6.42,1.6,7.08,0.4,2.8,0.309,0.289,0.20600000000000002,0.273,0.456,,,,87.0,105.0,94.0,132.0,111.0,110.0,138.0,114.0,123.0,91.0,91.0,99.0,,,,0.436,0.102,0.21899999999999997,,0.243,,1.14,1.66,,3.37,-0.24,,98.3,95.6,,98.6,88.7,,,0.2,0.233,,0.224,,0.214,,,,,,,
4,2023-06-21,717662,Walk,walk,False,660271,660813,Shohei Ohtani,Brusdar Graterol,1,0,0,4d9ebec0-8a7b-455b-9afd-24615644507c,660813.0,brusdargraterol,Graterol,Right,Brusdar Graterol,1.2,3.04,67.1,107.0,119.0,109.0,0.846,6.42,1.6,7.08,0.4,2.8,0.309,0.289,0.20600000000000002,0.273,0.456,,,,87.0,105.0,94.0,132.0,111.0,110.0,138.0,114.0,123.0,91.0,91.0,99.0,,,,0.436,0.102,0.21899999999999997,,0.243,,1.14,1.66,,3.37,-0.24,,98.3,95.6,,98.6,88.7,,,0.2,0.233,,0.224,,0.214,,,,,,,
5,2023-06-21,717662,Forceout,force_out,True,545361,660813,Mike Trout,Brusdar Graterol,0,0,1,9b4a0ddb-96a1-4b69-8e5d-f116d7780457,660813.0,brusdargraterol,Graterol,Right,Brusdar Graterol,1.2,3.04,67.1,107.0,119.0,109.0,0.846,6.42,1.6,7.08,0.4,2.8,0.309,0.289,0.20600000000000002,0.273,0.456,,,,87.0,105.0,94.0,132.0,111.0,110.0,138.0,114.0,123.0,91.0,91.0,99.0,,,,0.436,0.102,0.21899999999999997,,0.243,,1.14,1.66,,3.37,-0.24,,98.3,95.6,,98.6,88.7,,,0.2,0.233,,0.224,,0.214,,,,,,,
6,2023-06-21,717662,Forceout,force_out,True,592273,660813,Brandon Drury,Brusdar Graterol,1,0,1,ecf2f0c7-9cda-4519-b220-2ddf4d1390a7,660813.0,brusdargraterol,Graterol,Right,Brusdar Graterol,1.2,3.04,67.1,107.0,119.0,109.0,0.846,6.42,1.6,7.08,0.4,2.8,0.309,0.289,0.20600000000000002,0.273,0.456,,,,87.0,105.0,94.0,132.0,111.0,110.0,138.0,114.0,123.0,91.0,91.0,99.0,,,,0.436,0.102,0.21899999999999997,,0.243,,1.14,1.66,,3.37,-0.24,,98.3,95.6,,98.6,88.7,,,0.2,0.233,,0.224,,0.214,,,,,,,
7,2023-06-21,717662,Groundout,field_out,True,444482,660271,David Peralta,Shohei Ohtani,1,0,0,b4fc4ea8-20c3-45d6-bb5a-94df463d3d21,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.06,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,-0.53,1.81,1.15,96.8,88.6,88.6,94.5,83.7,75.7,0.146,0.164,0.31,0.179,0.273,0.111,,,,,,,,
8,2023-06-21,717662,Strikeout,strikeout,True,502110,660271,J.D. Martinez,Shohei Ohtani,0,0,0,eff85894-3a24-43c0-ac37-84ba5d56c18f,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.06,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,-0.53,1.81,1.15,96.8,88.6,88.6,94.5,83.7,75.7,0.146,0.164,0.31,0.179,0.273,0.111,,,,,,,,
9,2023-06-21,717662,Single,single,False,518792,660271,Jason Heyward,Shohei Ohtani,1,0,0,5a2e1818-487e-4295-96d9-de4680314f72,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.06,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,-0.53,1.81,1.15,96.8,88.6,88.6,94.5,83.7,75.7,0.146,0.164,0.31,0.179,0.273,0.111,,,,,,,,
