,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vSI,vCU,SI_ba,FF_ba,CH_ba,CU_ba,SV_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
17,2023-08-12,717021,Pop Out,field_out,True,671739,500779,Michael Harris II,Jose Quintana,0,0,0,eaebd326-a658-4979-8685-a55a6aa64157,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,
18,2023-08-12,717021,Walk,walk,False,607043,675911,Brandon Nimmo,Spencer Strider,0,0,0,9b0169bb-79d2-414a-8cc9-442751763aa1,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,,,,141.0,106.0,116.0,,,,,0.589,,0.073,0.4,,,0.97,97.2,,,,0.256,0.122,,,104.0,103.0,107.0,0.33799999999999997,1.67,85.6,0.154,,,,,,,
19,2023-08-12,717021,Double Play,double_play,True,596019,675911,Francisco Lindor,Spencer Strider,0,0,1,27bd1e1b-a1a3-46f8-8b2f-1613f83f75a0,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,,,,141.0,106.0,116.0,,,,,0.589,,0.073,0.4,,,0.97,97.2,,,,0.256,0.122,,,104.0,103.0,107.0,0.33799999999999997,1.67,85.6,0.154,,,,,,,
20,2023-08-12,717021,Groundout,field_out,True,624413,675911,Pete Alonso,Spencer Strider,0,0,0,576b6e71-4826-4b1f-9d70-a82474809ae8,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,,,,141.0,106.0,116.0,,,,,0.589,,0.073,0.4,,,0.97,97.2,,,,0.256,0.122,,,104.0,103.0,107.0,0.33799999999999997,1.67,85.6,0.154,,,,,,,
21,2023-08-12,717021,Groundout,field_out,True,660670,500779,Ronald Acuña Jr.,Jose Quintana,0,0,0,9ea38b2c-9d4b-4e80-b684-cdd9f5f742d5,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,
22,2023-08-12,717021,Single,single,False,645277,500779,Ozzie Albies,Jose Quintana,0,0,0,c0cf6b63-8bc9-4139-9898-37e3d744e8be,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,
23,2023-08-12,717021,Walk,walk,False,663586,500779,Austin Riley,Jose Quintana,1,0,1,cf054e3b-ed52-4aa8-8220-b24228547ef6,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,
24,2023-08-12,717021,Grounded Into DP,grounded_into_double_play,True,621566,500779,Matt Olson,Jose Quintana,1,1,1,fc59dab2-aea5-4e69-b630-7207144d2ec3,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,
25,2023-08-12,717021,Lineout,field_out,True,643446,675911,Jeff McNeil,Spencer Strider,0,0,0,f965563e-52c3-4efc-b75d-a6a26d7b70e2,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,,,,141.0,106.0,116.0,,,,,0.589,,0.073,0.4,,,0.97,97.2,,,,0.256,0.122,,,104.0,103.0,107.0,0.33799999999999997,1.67,85.6,0.154,,,,,,,
26,2023-08-12,717021,Strikeout,strikeout,True,682626,675911,Francisco Alvarez,Spencer Strider,0,0,0,899a3b36-c83a-475d-a9be-d6e77ee1c344,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,,,,141.0,106.0,116.0,,,,,0.589,,0.073,0.4,,,0.97,97.2,,,,0.256,0.122,,,104.0,103.0,107.0,0.33799999999999997,1.67,85.6,0.154,,,,,,,
27,2023-08-12,717021,Walk,walk,False,596129,675911,Daniel Vogelbach,Spencer Strider,0,0,0,c3578de7-adf1-436e-a02f-ef896c047e2f,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,,,,141.0,106.0,116.0,,,,,0.589,,0.073,0.4,,,0.97,97.2,,,,0.256,0.122,,,104.0,103.0,107.0,0.33799999999999997,1.67,85.6,0.154,,,,,,,
28,2023-08-12,717021,Pop Out,field_out,True,668901,675911,Mark Vientos,Spencer Strider,1,1,0,ceb1a0fe-9076-4760-bdd3-ad4e9d626997,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,,,,141.0,106.0,116.0,,,,,0.589,,0.073,0.4,,,0.97,97.2,,,,0.256,0.122,,,104.0,103.0,107.0,0.33799999999999997,1.67,85.6,0.154,,,,,,,
29,2023-08-12,717021,Strikeout,strikeout,True,518595,500779,Travis d'Arnaud,Jose Quintana,0,0,0,cf371ace-015b-4685-9aae-ec32fb64fe92,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,
30,2023-08-12,717021,Double,double,False,542303,500779,Marcell Ozuna,Jose Quintana,0,0,0,7e3dcecc-381d-4bdd-8d97-4278f76ebe8d,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,
31,2023-08-12,717021,Flyout,field_out,True,606115,500779,Orlando Arcia,Jose Quintana,1,0,1,50c2f695-5cf0-43e4-9b4b-236dbb8b908f,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,
32,2023-08-12,717021,Single,single,False,607680,500779,Kevin Pillar,Jose Quintana,1,1,1,720a8c43-03b3-492c-8882-160c1dc34616,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,
33,2023-08-12,717021,Strikeout,strikeout,True,671739,500779,Michael Harris II,Jose Quintana,0,0,0,e9a83e09-6a51-4af6-8242-263180f36fc6,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,
34,2023-08-12,717021,Groundout,field_out,True,664901,675911,Danny Mendick,Spencer Strider,1,0,0,a32a79c8-3291-4191-8e82-711fa2230d71,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,,,,141.0,106.0,116.0,,,,,0.589,,0.073,0.4,,,0.97,97.2,,,,0.256,0.122,,,104.0,103.0,107.0,0.33799999999999997,1.67,85.6,0.154,,,,,,,
35,2023-08-12,717021,Groundout,field_out,True,641796,675911,Tim Locastro,Spencer Strider,1,0,0,475a0d84-d736-41e5-b72c-7b1b2f742d9b,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,,,,141.0,106.0,116.0,,,,,0.589,,0.073,0.4,,,0.97,97.2,,,,0.256,0.122,,,104.0,103.0,107.0,0.33799999999999997,1.67,85.6,0.154,,,,,,,
36,2023-08-12,717021,Double,double,False,607043,675911,Brandon Nimmo,Spencer Strider,0,0,0,68754e05-2718-45b1-9156-ab9fee3d1584,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,,,,141.0,106.0,116.0,,,,,0.589,,0.073,0.4,,,0.97,97.2,,,,0.256,0.122,,,104.0,103.0,107.0,0.33799999999999997,1.67,85.6,0.154,,,,,,,
37,2023-08-12,717021,Pop Out,field_out,True,596019,675911,Francisco Lindor,Spencer Strider,0,0,0,05fb2a4e-1c3f-47b6-bc19-1e1a0f10cf72,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,,,,141.0,106.0,116.0,,,,,0.589,,0.073,0.4,,,0.97,97.2,,,,0.256,0.122,,,104.0,103.0,107.0,0.33799999999999997,1.67,85.6,0.154,,,,,,,
38,2023-08-12,717021,Flyout,field_out,True,660670,500779,Ronald Acuña Jr.,Jose Quintana,1,1,0,952d8f0c-aad2-4241-a986-b66086e5ed83,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,
39,2023-08-12,717021,Walk,walk,False,645277,500779,Ozzie Albies,Jose Quintana,1,0,0,0bc6acec-b0a4-4a48-b481-34f955a64ec4,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,
40,2023-08-12,717021,Pop Out,field_out,True,663586,500779,Austin Riley,Jose Quintana,1,0,0,f6d89e33-eb01-4b68-b515-af1a4de7efe5,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,
41,2023-08-12,717021,Single,single,False,621566,500779,Matt Olson,Jose Quintana,0,0,1,82bd060d-7be9-47c5-8c22-271e49a8ad5f,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,
