,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSL/C,wCH/C,vFA,vFC,vSL,FF_ba,SL_ba,CH_ba,FC_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,CU_ba,SI_ba,SV_ba,ST_ba
0,2023-04-09,718648,Groundout,field_out,True,593428,689266,Xander Bogaerts,Dylan Dodd,0,0,0,b6a7d279-3584-41e3-a42c-ab78628f39b7,689266.0,dylandodd,Dodd,Left,Dylan Dodd,7.6,8.37,34.1,106.0,82.0,98.0,0.8420000000000001,3.93,3.15,13.89,2.36,0.77,0.235,0.419,0.081,0.419,0.518,82.9,74.0,96.0,93.0,80.0,111.0,99.0,87.0,101.0,98.0,92.0,112.0,94.0,0.489,0.048,0.285,0.17800000000000002,-1.53,-3.19,-4.07,-3.11,92.1,85.3,81.8,0.342,0.375,0.355,0.333,,,,,,,,,,,,,,,,
1,2023-04-09,718648,Lineout,field_out,True,592518,689266,Manny Machado,Dylan Dodd,1,0,0,50bc4ae2-f43f-4fda-966b-bc518980b83d,689266.0,dylandodd,Dodd,Left,Dylan Dodd,7.6,8.37,34.1,106.0,82.0,98.0,0.8420000000000001,3.93,3.15,13.89,2.36,0.77,0.235,0.419,0.081,0.419,0.518,82.9,74.0,96.0,93.0,80.0,111.0,99.0,87.0,101.0,98.0,92.0,112.0,94.0,0.489,0.048,0.285,0.17800000000000002,-1.53,-3.19,-4.07,-3.11,92.1,85.3,81.8,0.342,0.375,0.355,0.333,,,,,,,,,,,,,,,,
2,2023-04-09,718648,Single,single,False,665742,689266,Juan Soto,Dylan Dodd,1,0,0,55dd87de-7768-4074-a167-ab5b62fe1537,689266.0,dylandodd,Dodd,Left,Dylan Dodd,7.6,8.37,34.1,106.0,82.0,98.0,0.8420000000000001,3.93,3.15,13.89,2.36,0.77,0.235,0.419,0.081,0.419,0.518,82.9,74.0,96.0,93.0,80.0,111.0,99.0,87.0,101.0,98.0,92.0,112.0,94.0,0.489,0.048,0.285,0.17800000000000002,-1.53,-3.19,-4.07,-3.11,92.1,85.3,81.8,0.342,0.375,0.355,0.333,,,,,,,,,,,,,,,,
3,2023-04-09,718648,Forceout,force_out,True,443558,689266,Nelson Cruz,Dylan Dodd,1,0,1,b1d803fb-3360-4b45-be34-17361edbd659,689266.0,dylandodd,Dodd,Left,Dylan Dodd,7.6,8.37,34.1,106.0,82.0,98.0,0.8420000000000001,3.93,3.15,13.89,2.36,0.77,0.235,0.419,0.081,0.419,0.518,82.9,74.0,96.0,93.0,80.0,111.0,99.0,87.0,101.0,98.0,92.0,112.0,94.0,0.489,0.048,0.285,0.17800000000000002,-1.53,-3.19,-4.07,-3.11,92.1,85.3,81.8,0.342,0.375,0.355,0.333,,,,,,,,,,,,,,,,
4,2023-04-09,718648,Walk,walk,False,660670,607625,Ronald Acuña Jr.,Seth Lugo,1,0,0,583e6d2b-a2c0-43fd-ac16-60d639970de8,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,87.0,108.0,103.0,114.0,96.0,108.0,,,,0.318,,0.111,0.059000000000000004,0.36,,-0.6,-2.89,93.4,,85.2,0.246,0.303,0.303,,122.0,100.0,105.0,97.0,102.0,97.0,0.19899999999999998,0.313,1.87,0.26,93.2,79.6,0.287,0.208,0.0,0.25
5,2023-04-09,718648,Forceout,force_out,True,621566,607625,Matt Olson,Seth Lugo,1,0,1,2d933b69-d6ce-49b5-b3cd-2c43ea1edd91,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,87.0,108.0,103.0,114.0,96.0,108.0,,,,0.318,,0.111,0.059000000000000004,0.36,,-0.6,-2.89,93.4,,85.2,0.246,0.303,0.303,,122.0,100.0,105.0,97.0,102.0,97.0,0.19899999999999998,0.313,1.87,0.26,93.2,79.6,0.287,0.208,0.0,0.25
6,2023-04-09,718648,Single,single,False,663586,607625,Austin Riley,Seth Lugo,1,1,1,b7e0eb65-0683-4cee-b7c3-e8adf8e649ab,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,87.0,108.0,103.0,114.0,96.0,108.0,,,,0.318,,0.111,0.059000000000000004,0.36,,-0.6,-2.89,93.4,,85.2,0.246,0.303,0.303,,122.0,100.0,105.0,97.0,102.0,97.0,0.19899999999999998,0.313,1.87,0.26,93.2,79.6,0.287,0.208,0.0,0.25
7,2023-04-09,718648,Strikeout,strikeout,True,645277,607625,Ozzie Albies,Seth Lugo,0,0,0,c0aac89b-e499-40d9-82c3-e075f81fdb94,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,87.0,108.0,103.0,114.0,96.0,108.0,,,,0.318,,0.111,0.059000000000000004,0.36,,-0.6,-2.89,93.4,,85.2,0.246,0.303,0.303,,122.0,100.0,105.0,97.0,102.0,97.0,0.19899999999999998,0.313,1.87,0.26,93.2,79.6,0.287,0.208,0.0,0.25
8,2023-04-09,718648,Forceout,force_out,True,669221,607625,Sean Murphy,Seth Lugo,0,0,1,2245b209-7156-4073-9295-11da9ebaa147,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,87.0,108.0,103.0,114.0,96.0,108.0,,,,0.318,,0.111,0.059000000000000004,0.36,,-0.6,-2.89,93.4,,85.2,0.246,0.303,0.303,,122.0,100.0,105.0,97.0,102.0,97.0,0.19899999999999998,0.313,1.87,0.26,93.2,79.6,0.287,0.208,0.0,0.25
9,2023-04-09,718648,Double,double,False,630105,689266,Jake Cronenworth,Dylan Dodd,0,0,0,188290aa-888d-4da5-b380-3f527250fd07,689266.0,dylandodd,Dodd,Left,Dylan Dodd,7.6,8.37,34.1,106.0,82.0,98.0,0.8420000000000001,3.93,3.15,13.89,2.36,0.77,0.235,0.419,0.081,0.419,0.518,82.9,74.0,96.0,93.0,80.0,111.0,99.0,87.0,101.0,98.0,92.0,112.0,94.0,0.489,0.048,0.285,0.17800000000000002,-1.53,-3.19,-4.07,-3.11,92.1,85.3,81.8,0.342,0.375,0.355,0.333,,,,,,,,,,,,,,,,
