,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFS,vSI,vSL,vCU,SI_ba,FF_ba,CU_ba,FS_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,CH_ba,ST_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,KC%,wKC/C,vKC
0,2023-09-16,716556,Double,double,False,666397,657053,Edouard Julien,Touki Toussaint,0,0,0,f74f2caf-a419-47c6-96f4-754095973e69,657053.0,toukitoussaint,Toussaint,Right,Touki Toussaint,4.97,5.37,87.0,94.0,95.0,93.0,0.769,8.79,5.9,7.14,1.03,1.6,0.179,0.47700000000000004,0.106,0.315,0.366,108.0,99.0,104.0,79.0,87.0,79.0,94.0,94.0,89.0,88.0,112.0,117.0,96.0,96.0,99.0,0.265,0.235,0.18899999999999997,0.023,0.28800000000000003,-1.46,-0.3,0.33,-6.26,1.81,93.6,87.5,92.9,86.6,76.1,0.3,0.294,0.115,0.188,0.333,,,,,,,,,,,,,,,,,,
1,2023-09-16,716556,Flyout,field_out,True,593871,657053,Jorge Polanco,Touki Toussaint,1,0,1,d97871c8-94e4-42ea-98a5-911fc51e7a29,657053.0,toukitoussaint,Toussaint,Right,Touki Toussaint,4.97,5.37,87.0,94.0,95.0,93.0,0.769,8.79,5.9,7.14,1.03,1.6,0.179,0.47700000000000004,0.106,0.315,0.366,108.0,99.0,104.0,79.0,87.0,79.0,94.0,94.0,89.0,88.0,112.0,117.0,96.0,96.0,99.0,0.265,0.235,0.18899999999999997,0.023,0.28800000000000003,-1.46,-0.3,0.33,-6.26,1.81,93.6,87.5,92.9,86.6,76.1,0.3,0.294,0.115,0.188,0.333,,,,,,,,,,,,,,,,,,
2,2023-09-16,716556,Single,single,False,668904,657053,Royce Lewis,Touki Toussaint,0,0,1,f6a59e62-e357-40a2-80e3-3f6cb7bd2203,657053.0,toukitoussaint,Toussaint,Right,Touki Toussaint,4.97,5.37,87.0,94.0,95.0,93.0,0.769,8.79,5.9,7.14,1.03,1.6,0.179,0.47700000000000004,0.106,0.315,0.366,108.0,99.0,104.0,79.0,87.0,79.0,94.0,94.0,89.0,88.0,112.0,117.0,96.0,96.0,99.0,0.265,0.235,0.18899999999999997,0.023,0.28800000000000003,-1.46,-0.3,0.33,-6.26,1.81,93.6,87.5,92.9,86.6,76.1,0.3,0.294,0.115,0.188,0.333,,,,,,,,,,,,,,,,,,
3,2023-09-16,716556,Strikeout,strikeout,True,596146,657053,Max Kepler,Touki Toussaint,0,0,0,a9a9f75e-d1bc-4f92-ad2e-ea83d4569694,657053.0,toukitoussaint,Toussaint,Right,Touki Toussaint,4.97,5.37,87.0,94.0,95.0,93.0,0.769,8.79,5.9,7.14,1.03,1.6,0.179,0.47700000000000004,0.106,0.315,0.366,108.0,99.0,104.0,79.0,87.0,79.0,94.0,94.0,89.0,88.0,112.0,117.0,96.0,96.0,99.0,0.265,0.235,0.18899999999999997,0.023,0.28800000000000003,-1.46,-0.3,0.33,-6.26,1.81,93.6,87.5,92.9,86.6,76.1,0.3,0.294,0.115,0.188,0.333,,,,,,,,,,,,,,,,,,
4,2023-09-16,716556,Walk,walk,False,621043,657053,Carlos Correa,Touki Toussaint,1,0,1,cf9cd01d-020d-4bd1-a289-8017a077de62,657053.0,toukitoussaint,Toussaint,Right,Touki Toussaint,4.97,5.37,87.0,94.0,95.0,93.0,0.769,8.79,5.9,7.14,1.03,1.6,0.179,0.47700000000000004,0.106,0.315,0.366,108.0,99.0,104.0,79.0,87.0,79.0,94.0,94.0,89.0,88.0,112.0,117.0,96.0,96.0,99.0,0.265,0.235,0.18899999999999997,0.023,0.28800000000000003,-1.46,-0.3,0.33,-6.26,1.81,93.6,87.5,92.9,86.6,76.1,0.3,0.294,0.115,0.188,0.333,,,,,,,,,,,,,,,,,,
5,2023-09-16,716556,Strikeout,strikeout,True,666135,657053,Alex Kirilloff,Touki Toussaint,0,0,0,f861f63b-e1b6-4576-ae34-40d863cbf8dc,657053.0,toukitoussaint,Toussaint,Right,Touki Toussaint,4.97,5.37,87.0,94.0,95.0,93.0,0.769,8.79,5.9,7.14,1.03,1.6,0.179,0.47700000000000004,0.106,0.315,0.366,108.0,99.0,104.0,79.0,87.0,79.0,94.0,94.0,89.0,88.0,112.0,117.0,96.0,96.0,99.0,0.265,0.235,0.18899999999999997,0.023,0.28800000000000003,-1.46,-0.3,0.33,-6.26,1.81,93.6,87.5,92.9,86.6,76.1,0.3,0.294,0.115,0.188,0.333,,,,,,,,,,,,,,,,,,
6,2023-09-16,716556,Single,single,False,641313,641154,Tim Anderson,Pablo López,0,0,1,d037a98b-ad8d-4129-99fe-e84ba55b7a91,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,93.0,110.0,114.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,,,,0.106,0.345,,0.214,0.125,0.1,,2.08,1.34,0.25,94.9,,94.5,84.4,82.5,0.278,0.268,0.202,,,88.4,90.0,108.0,109.0,0.21100000000000002,-0.17,0.257,0.173,,,,,,,,,,
7,2023-09-16,716556,Strikeout,strikeout,True,643217,641154,Andrew Benintendi,Pablo López,0,0,0,f76f43e7-0c2f-4ad7-95f9-a5a12bca262e,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,93.0,110.0,114.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,,,,0.106,0.345,,0.214,0.125,0.1,,2.08,1.34,0.25,94.9,,94.5,84.4,82.5,0.278,0.268,0.202,,,88.4,90.0,108.0,109.0,0.21100000000000002,-0.17,0.257,0.173,,,,,,,,,,
8,2023-09-16,716556,Strikeout,strikeout,True,673357,641154,Luis Robert Jr.,Pablo López,0,0,0,922d84cd-e40d-4b6a-88d4-aa8dab2c0a9a,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,93.0,110.0,114.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,,,,0.106,0.345,,0.214,0.125,0.1,,2.08,1.34,0.25,94.9,,94.5,84.4,82.5,0.278,0.268,0.202,,,88.4,90.0,108.0,109.0,0.21100000000000002,-0.17,0.257,0.173,,,,,,,,,,
9,2023-09-16,716556,Home Run,home_run,False,650391,641154,Eloy Jiménez,Pablo López,0,0,1,53870411-ff16-4624-a3c3-6da1ef1fdb35,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,93.0,110.0,114.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,,,,0.106,0.345,,0.214,0.125,0.1,,2.08,1.34,0.25,94.9,,94.5,84.4,82.5,0.278,0.268,0.202,,,88.4,90.0,108.0,109.0,0.21100000000000002,-0.17,0.257,0.173,,,,,,,,,,
