,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,SI_ba,CH_ba,FC_ba,FF_ba,CU_ba,SL_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-05-19,718114,Groundout,field_out,True,453568,527048,Charlie Blackmon,Martín Pérez,0,0,0,77a357db-1c08-4197-b100-f011c5311064,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037000000000000005,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,91.6,83.4,79.1,0.244,0.316,0.342,0.167,0.063,0.0,,,,,,,
1,2023-05-19,718114,Flyout,field_out,True,592178,527048,Kris Bryant,Martín Pérez,0,0,0,1fa91ddf-23a6-4562-b5c5-bb102b1087d5,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037000000000000005,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,91.6,83.4,79.1,0.244,0.316,0.342,0.167,0.063,0.0,,,,,,,
2,2023-05-19,718114,Pop Out,field_out,True,553869,527048,Elias Díaz,Martín Pérez,0,0,0,7ce926f3-966a-4526-afca-a33a5c0a4201,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037000000000000005,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,91.6,83.4,79.1,0.244,0.316,0.342,0.167,0.063,0.0,,,,,,,
3,2023-05-19,718114,Strikeout,strikeout,True,543760,666154,Marcus Semien,Karl Kauffmann,0,0,0,f04c1ae7-412f-44de-9842-29d5aba316de,666154.0,karlkauffmann,Kauffmann,Right,Karl Kauffmann,8.23,7.21,35.0,99.0,76.0,89.0,0.831,4.11,4.11,10.8,1.29,1.06,0.23,0.369,0.09,0.508,0.35700000000000004,85.0,86.0,109.0,101.0,,,,67.0,89.0,78.0,74.0,92.0,81.0,73.0,105.0,100.0,86.0,113.0,100.0,0.345,0.175,0.11,0.168,,0.201,-3.86,0.4,-1.14,-0.34,,0.6,90.3,88.2,90.1,83.8,,0.357,0.323,0.188,0.333,,0.28,,,,,,,
4,2023-05-19,718114,Groundout,field_out,True,608369,666154,Corey Seager,Karl Kauffmann,1,0,0,b536f82e-f554-4238-9748-0de15de7f1d8,666154.0,karlkauffmann,Kauffmann,Right,Karl Kauffmann,8.23,7.21,35.0,99.0,76.0,89.0,0.831,4.11,4.11,10.8,1.29,1.06,0.23,0.369,0.09,0.508,0.35700000000000004,85.0,86.0,109.0,101.0,,,,67.0,89.0,78.0,74.0,92.0,81.0,73.0,105.0,100.0,86.0,113.0,100.0,0.345,0.175,0.11,0.168,,0.201,-3.86,0.4,-1.14,-0.34,,0.6,90.3,88.2,90.1,83.8,,0.357,0.323,0.188,0.333,,0.28,,,,,,,
5,2023-05-19,718114,Single,single,False,663993,666154,Nathaniel Lowe,Karl Kauffmann,0,0,0,1a3649c4-75a2-4a28-8a1f-2bbe5e253981,666154.0,karlkauffmann,Kauffmann,Right,Karl Kauffmann,8.23,7.21,35.0,99.0,76.0,89.0,0.831,4.11,4.11,10.8,1.29,1.06,0.23,0.369,0.09,0.508,0.35700000000000004,85.0,86.0,109.0,101.0,,,,67.0,89.0,78.0,74.0,92.0,81.0,73.0,105.0,100.0,86.0,113.0,100.0,0.345,0.175,0.11,0.168,,0.201,-3.86,0.4,-1.14,-0.34,,0.6,90.3,88.2,90.1,83.8,,0.357,0.323,0.188,0.333,,0.28,,,,,,,
6,2023-05-19,718114,Strikeout,strikeout,True,666969,666154,Adolis García,Karl Kauffmann,0,0,0,9c4788b0-3634-4ffa-bec9-e00ba9d9dc43,666154.0,karlkauffmann,Kauffmann,Right,Karl Kauffmann,8.23,7.21,35.0,99.0,76.0,89.0,0.831,4.11,4.11,10.8,1.29,1.06,0.23,0.369,0.09,0.508,0.35700000000000004,85.0,86.0,109.0,101.0,,,,67.0,89.0,78.0,74.0,92.0,81.0,73.0,105.0,100.0,86.0,113.0,100.0,0.345,0.175,0.11,0.168,,0.201,-3.86,0.4,-1.14,-0.34,,0.6,90.3,88.2,90.1,83.8,,0.357,0.323,0.188,0.333,,0.28,,,,,,,
7,2023-05-19,718114,Flyout,field_out,True,545341,527048,Randal Grichuk,Martín Pérez,0,0,0,979d23b5-6390-42db-b3a9-f1d970d2ee90,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037000000000000005,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,91.6,83.4,79.1,0.244,0.316,0.342,0.167,0.063,0.0,,,,,,,
8,2023-05-19,718114,Single,single,False,641857,527048,Ryan McMahon,Martín Pérez,1,1,0,d7960dd4-29d0-407e-a314-62a9cf48b9cf,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037000000000000005,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,91.6,83.4,79.1,0.244,0.316,0.342,0.167,0.063,0.0,,,,,,,
9,2023-05-19,718114,Strikeout,strikeout,True,676701,527048,Alan Trejo,Martín Pérez,0,0,0,584a2af3-3ac1-4531-b9e4-771734e0202a,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037000000000000005,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,91.6,83.4,79.1,0.244,0.316,0.342,0.167,0.063,0.0,,,,,,,
