,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,CH_ba,SL_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba
0,2023-09-11,716635,Flyout,field_out,True,682928,656578,CJ Abrams,Andre Jackson,0,0,0,d34b13c2-9782-4bde-88ed-156baed9f5b8,656578.0,andrejackson,Jackson,Right,Andre Jackson,4.99,5.37,61.1,101.0,93.0,97.0,0.782,8.36,3.23,7.63,1.61,0.91,0.267,0.449,0.125,0.415,0.429,86.9,85.0,106.0,100.0,96.0,93.0,93.0,99.0,98.0,94.0,90.0,101.0,103.0,0.446,0.17,0.065,0.32,0.74,1.4,1.88,-1.7,94.9,87.1,81.5,0.222,0.273,0.148,0.067,,,,,,,,,,,,,,,
1,2023-09-11,716635,Lineout,field_out,True,657041,656578,Lane Thomas,Andre Jackson,0,0,0,6c9530c5-56c1-41ed-871b-3d5e676a02b3,656578.0,andrejackson,Jackson,Right,Andre Jackson,4.99,5.37,61.1,101.0,93.0,97.0,0.782,8.36,3.23,7.63,1.61,0.91,0.267,0.449,0.125,0.415,0.429,86.9,85.0,106.0,100.0,96.0,93.0,93.0,99.0,98.0,94.0,90.0,101.0,103.0,0.446,0.17,0.065,0.32,0.74,1.4,1.88,-1.7,94.9,87.1,81.5,0.222,0.273,0.148,0.067,,,,,,,,,,,,,,,
2,2023-09-11,716635,Flyout,field_out,True,660688,656578,Keibert Ruiz,Andre Jackson,0,0,0,6cdcb614-a1e5-473d-be8a-118e0b8e33e2,656578.0,andrejackson,Jackson,Right,Andre Jackson,4.99,5.37,61.1,101.0,93.0,97.0,0.782,8.36,3.23,7.63,1.61,0.91,0.267,0.449,0.125,0.415,0.429,86.9,85.0,106.0,100.0,96.0,93.0,93.0,99.0,98.0,94.0,90.0,101.0,103.0,0.446,0.17,0.065,0.32,0.74,1.4,1.88,-1.7,94.9,87.1,81.5,0.222,0.273,0.148,0.067,,,,,,,,,,,,,,,
3,2023-09-11,716635,Flyout,field_out,True,663647,571578,Ke'Bryan Hayes,Patrick Corbin,0,0,0,c0457aeb-3da3-478f-9c22-e7cf63bfbc7a,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,81.2,66.0,101.0,96.0,,,,65.0,103.0,88.0,84.0,99.0,100.0,0.16899999999999998,0.35,,0.064,-0.69,-0.51,,-2.07,91.8,80.5,,0.327,0.29,0.233,,86.0,102.0,93.0,0.41700000000000004,-0.89,92.1,0.32,,,,,,,,
4,2023-09-11,716635,Strikeout,strikeout,True,668804,571578,Bryan Reynolds,Patrick Corbin,0,0,0,bc2f5131-a7ab-44f8-8a02-494921a39e85,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,81.2,66.0,101.0,96.0,,,,65.0,103.0,88.0,84.0,99.0,100.0,0.16899999999999998,0.35,,0.064,-0.69,-0.51,,-2.07,91.8,80.5,,0.327,0.29,0.233,,86.0,102.0,93.0,0.41700000000000004,-0.89,92.1,0.32,,,,,,,,
5,2023-09-11,716635,Lineout,field_out,True,656582,571578,Connor Joe,Patrick Corbin,0,0,0,ac141a7e-f312-4544-b088-cddc13ff7dd6,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,81.2,66.0,101.0,96.0,,,,65.0,103.0,88.0,84.0,99.0,100.0,0.16899999999999998,0.35,,0.064,-0.69,-0.51,,-2.07,91.8,80.5,,0.327,0.29,0.233,,86.0,102.0,93.0,0.41700000000000004,-0.89,92.1,0.32,,,,,,,,
6,2023-09-11,716635,Strikeout,strikeout,True,608841,656578,Joey Meneses,Andre Jackson,0,0,0,a5602710-cb43-4997-870a-897dc69bb6d1,656578.0,andrejackson,Jackson,Right,Andre Jackson,4.99,5.37,61.1,101.0,93.0,97.0,0.782,8.36,3.23,7.63,1.61,0.91,0.267,0.449,0.125,0.415,0.429,86.9,85.0,106.0,100.0,96.0,93.0,93.0,99.0,98.0,94.0,90.0,101.0,103.0,0.446,0.17,0.065,0.32,0.74,1.4,1.88,-1.7,94.9,87.1,81.5,0.222,0.273,0.148,0.067,,,,,,,,,,,,,,,
7,2023-09-11,716635,Pop Out,field_out,True,642086,656578,Dominic Smith,Andre Jackson,0,0,0,64866722-e2d6-439d-b0b1-0a3e51b330aa,656578.0,andrejackson,Jackson,Right,Andre Jackson,4.99,5.37,61.1,101.0,93.0,97.0,0.782,8.36,3.23,7.63,1.61,0.91,0.267,0.449,0.125,0.415,0.429,86.9,85.0,106.0,100.0,96.0,93.0,93.0,99.0,98.0,94.0,90.0,101.0,103.0,0.446,0.17,0.065,0.32,0.74,1.4,1.88,-1.7,94.9,87.1,81.5,0.222,0.273,0.148,0.067,,,,,,,,,,,,,,,
8,2023-09-11,716635,Groundout,field_out,True,663905,656578,Travis Blankenhorn,Andre Jackson,0,0,0,243bbc03-5519-4fd0-8a79-c5cff5f8f9ca,656578.0,andrejackson,Jackson,Right,Andre Jackson,4.99,5.37,61.1,101.0,93.0,97.0,0.782,8.36,3.23,7.63,1.61,0.91,0.267,0.449,0.125,0.415,0.429,86.9,85.0,106.0,100.0,96.0,93.0,93.0,99.0,98.0,94.0,90.0,101.0,103.0,0.446,0.17,0.065,0.32,0.74,1.4,1.88,-1.7,94.9,87.1,81.5,0.222,0.273,0.148,0.067,,,,,,,,,,,,,,,
9,2023-09-11,716635,Strikeout,strikeout,True,609280,571578,Miguel Andujar,Patrick Corbin,0,0,0,8eecea0e-649b-415c-a5fb-968f5690601e,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.41100000000000003,81.2,66.0,101.0,96.0,,,,65.0,103.0,88.0,84.0,99.0,100.0,0.16899999999999998,0.35,,0.064,-0.69,-0.51,,-2.07,91.8,80.5,,0.327,0.29,0.233,,86.0,102.0,93.0,0.41700000000000004,-0.89,92.1,0.32,,,,,,,,
