,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,CH_ba,FF_ba,SI_ba,FC_ba,CU_ba,vKN (sc),Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FS%,SL%,KC%,KN%,wFS/C,wSL/C,wKC/C,wKN/C,vFS,vSL,vKC,SL_ba,FS_ba,Stf+ KC,Loc+ KC,Pit+ KC,ST_ba
0,2023-06-07,717863,Lineout,field_out,True,641487,608379,J.P. Crawford,Michael Wacha,0,0,0,7d17057e-4691-4b73-9957-8ca00b940f5e,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,84.0,103.0,103.0,96.0,100.0,96.0,0.133,0.28800000000000003,0.124,0.11,0.345,1.23,-2.13,-0.36,1.04,1.06,92.0,86.9,91.9,74.0,0.207,0.188,0.25,0.364,0.172,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-07,717863,Groundout,field_out,True,677594,608379,Julio Rodríguez,Michael Wacha,0,0,0,9f644070-9760-4a0b-af91-9949088368bd,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,84.0,103.0,103.0,96.0,100.0,96.0,0.133,0.28800000000000003,0.124,0.11,0.345,1.23,-2.13,-0.36,1.04,1.06,92.0,86.9,91.9,74.0,0.207,0.188,0.25,0.364,0.172,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-07,717863,Double,double,False,664034,608379,Ty France,Michael Wacha,0,0,0,78ddc3d9-c3b4-471b-b03a-011d9d2d99d8,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,84.0,103.0,103.0,96.0,100.0,96.0,0.133,0.28800000000000003,0.124,0.11,0.345,1.23,-2.13,-0.36,1.04,1.06,92.0,86.9,91.9,74.0,0.207,0.188,0.25,0.364,0.172,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-07,717863,Flyout,field_out,True,663728,608379,Cal Raleigh,Michael Wacha,0,0,0,6ee36842-eaec-4251-b87b-7aaa1010f032,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,84.0,103.0,103.0,96.0,100.0,96.0,0.133,0.28800000000000003,0.124,0.11,0.345,1.23,-2.13,-0.36,1.04,1.06,92.0,86.9,91.9,74.0,0.207,0.188,0.25,0.364,0.172,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-06-07,717863,Lineout,field_out,True,665487,669923,Fernando Tatis Jr.,George Kirby,0,0,0,e63d9230-9567-4508-b5a9-ef10f00a052c,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,,,,97.0,111.0,105.0,106.0,110.0,109.0,,,,0.21600000000000003,0.39399999999999996,,,0.018000000000000002,1.34,,0.43,,-5.31,96.1,,95.8,,0.5,0.234,0.261,,0.265,75.1,126.0,106.0,112.0,95.0,103.0,110.0,0.061,0.19699999999999998,0.115,0.001,1.07,1.03,0.35,0.26,84.9,86.3,81.8,0.264,0.143,,,,
5,2023-06-07,717863,Single,single,False,665742,669923,Juan Soto,George Kirby,1,0,0,302f3c7d-cd44-4a1d-8117-4d1bd11cf71b,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,,,,97.0,111.0,105.0,106.0,110.0,109.0,,,,0.21600000000000003,0.39399999999999996,,,0.018000000000000002,1.34,,0.43,,-5.31,96.1,,95.8,,0.5,0.234,0.261,,0.265,75.1,126.0,106.0,112.0,95.0,103.0,110.0,0.061,0.19699999999999998,0.115,0.001,1.07,1.03,0.35,0.26,84.9,86.3,81.8,0.264,0.143,,,,
6,2023-06-07,717863,Grounded Into DP,grounded_into_double_play,True,592518,669923,Manny Machado,George Kirby,0,0,1,7f833880-98a4-4071-a6d5-bc991e5426eb,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,,,,97.0,111.0,105.0,106.0,110.0,109.0,,,,0.21600000000000003,0.39399999999999996,,,0.018000000000000002,1.34,,0.43,,-5.31,96.1,,95.8,,0.5,0.234,0.261,,0.265,75.1,126.0,106.0,112.0,95.0,103.0,110.0,0.061,0.19699999999999998,0.115,0.001,1.07,1.03,0.35,0.26,84.9,86.3,81.8,0.264,0.143,,,,
7,2023-06-07,717863,Walk,walk,False,606192,608379,Teoscar Hernández,Michael Wacha,1,0,0,c43675b7-0288-4726-a7ff-cfc977514fd5,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,84.0,103.0,103.0,96.0,100.0,96.0,0.133,0.28800000000000003,0.124,0.11,0.345,1.23,-2.13,-0.36,1.04,1.06,92.0,86.9,91.9,74.0,0.207,0.188,0.25,0.364,0.172,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-06-07,717863,Strikeout,strikeout,True,672284,608379,Jarred Kelenic,Michael Wacha,0,0,0,4e53a7e0-2802-490e-9f76-6e5a8eb1a68d,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,84.0,103.0,103.0,96.0,100.0,96.0,0.133,0.28800000000000003,0.124,0.11,0.345,1.23,-2.13,-0.36,1.04,1.06,92.0,86.9,91.9,74.0,0.207,0.188,0.25,0.364,0.172,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-06-07,717863,Lineout,field_out,True,553993,608379,Eugenio Suárez,Michael Wacha,0,0,0,4a3baf26-1f7c-400b-b956-52c59dffc333,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,84.0,103.0,103.0,96.0,100.0,96.0,0.133,0.28800000000000003,0.124,0.11,0.345,1.23,-2.13,-0.36,1.04,1.06,92.0,86.9,91.9,74.0,0.207,0.188,0.25,0.364,0.172,,,,,,,,,,,,,,,,,,,,,,,,
