,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vSI,vSL,FC_ba,SL_ba,SI_ba,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,wFA/C,wCU/C,vFA,vCU,FF_ba,CU_ba,CH_ba,SV_ba,ST_ba,vSC (sc),SC%,wSC/C,SC_ba,FS_ba
0,2023-06-30,717557,Groundout,field_out,True,665487,668933,Fernando Tatis Jr.,Graham Ashcraft,0,0,0,5dad529b-cd12-49b8-81ef-792bef8e0bb3,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,57.0,90.0,82.0,166.0,102.0,114.0,116.0,98.0,100.0,0.09699999999999999,0.529,0.373,0.0,0.15,-1.17,-0.37,-25.75,95.8,96.5,88.3,0.292,0.221,0.286,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-30,717557,Groundout,field_out,True,665742,668933,Juan Soto,Graham Ashcraft,0,0,0,0063d67f-1e47-4872-9a2e-7c0228ee58a4,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,57.0,90.0,82.0,166.0,102.0,114.0,116.0,98.0,100.0,0.09699999999999999,0.529,0.373,0.0,0.15,-1.17,-0.37,-25.75,95.8,96.5,88.3,0.292,0.221,0.286,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-30,717557,Flyout,field_out,True,592518,668933,Manny Machado,Graham Ashcraft,1,0,0,f02a489c-7e76-4c89-8eee-8295b3b2e886,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,57.0,90.0,82.0,166.0,102.0,114.0,116.0,98.0,100.0,0.09699999999999999,0.529,0.373,0.0,0.15,-1.17,-0.37,-25.75,95.8,96.5,88.3,0.292,0.221,0.286,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-30,717557,Groundout,field_out,True,670770,607625,TJ Friedl,Seth Lugo,0,0,0,953e7b37-ed9d-4ffd-b2c6-8fabcddad276,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,97.0,102.0,97.0,114.0,96.0,108.0,,,,0.19899999999999998,,0.111,0.059000000000000004,,1.87,-0.6,-2.89,,93.2,85.2,,0.303,0.208,85.0,96.0,97.0,122.0,100.0,105.0,87.0,108.0,103.0,0.318,0.313,0.36,0.26,93.4,79.6,0.246,0.287,0.303,0.0,0.25,,,,,
4,2023-06-30,717557,Pop Out,field_out,True,680574,607625,Matt McLain,Seth Lugo,1,0,0,dbdc2694-8159-466d-8e9c-0e41cb4ee319,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,97.0,102.0,97.0,114.0,96.0,108.0,,,,0.19899999999999998,,0.111,0.059000000000000004,,1.87,-0.6,-2.89,,93.2,85.2,,0.303,0.208,85.0,96.0,97.0,122.0,100.0,105.0,87.0,108.0,103.0,0.318,0.313,0.36,0.26,93.4,79.6,0.246,0.287,0.303,0.0,0.25,,,,,
5,2023-06-30,717557,Flyout,field_out,True,663697,607625,Jonathan India,Seth Lugo,1,1,0,1ea19c4f-f311-4b21-816b-beca6e0ec39f,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,97.0,102.0,97.0,114.0,96.0,108.0,,,,0.19899999999999998,,0.111,0.059000000000000004,,1.87,-0.6,-2.89,,93.2,85.2,,0.303,0.208,85.0,96.0,97.0,122.0,100.0,105.0,87.0,108.0,103.0,0.318,0.313,0.36,0.26,93.4,79.6,0.246,0.287,0.303,0.0,0.25,,,,,
6,2023-06-30,717557,Strikeout,strikeout,True,593428,668933,Xander Bogaerts,Graham Ashcraft,0,0,0,2497571b-d7e3-40c7-9c9f-71e5b8855302,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,57.0,90.0,82.0,166.0,102.0,114.0,116.0,98.0,100.0,0.09699999999999999,0.529,0.373,0.0,0.15,-1.17,-0.37,-25.75,95.8,96.5,88.3,0.292,0.221,0.286,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-06-30,717557,Groundout,field_out,True,630105,668933,Jake Cronenworth,Graham Ashcraft,0,0,0,de3a8db0-4a5d-42b0-b1b7-006f5e01a2a3,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,57.0,90.0,82.0,166.0,102.0,114.0,116.0,98.0,100.0,0.09699999999999999,0.529,0.373,0.0,0.15,-1.17,-0.37,-25.75,95.8,96.5,88.3,0.292,0.221,0.286,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-06-30,717557,Single,single,False,596142,668933,Gary Sánchez,Graham Ashcraft,0,0,0,588833eb-b24a-4669-bb9f-1d999193172e,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,57.0,90.0,82.0,166.0,102.0,114.0,116.0,98.0,100.0,0.09699999999999999,0.529,0.373,0.0,0.15,-1.17,-0.37,-25.75,95.8,96.5,88.3,0.292,0.221,0.286,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-06-30,717557,Groundout,field_out,True,572761,668933,Matt Carpenter,Graham Ashcraft,1,0,0,90d8e747-5cca-4395-8dd0-d1a7f1e6df89,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,57.0,90.0,82.0,166.0,102.0,114.0,116.0,98.0,100.0,0.09699999999999999,0.529,0.373,0.0,0.15,-1.17,-0.37,-25.75,95.8,96.5,88.3,0.292,0.221,0.286,,,,,,,,,,,,,,,,,,,,,,,,,
10,2023-06-30,717557,Lineout,field_out,True,682829,607625,Elly De La Cruz,Seth Lugo,0,0,0,274fbacb-4871-4199-8604-42f7af3b0f3e,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,97.0,102.0,97.0,114.0,96.0,108.0,,,,0.19899999999999998,,0.111,0.059000000000000004,,1.87,-0.6,-2.89,,93.2,85.2,,0.303,0.208,85.0,96.0,97.0,122.0,100.0,105.0,87.0,108.0,103.0,0.318,0.313,0.36,0.26,93.4,79.6,0.246,0.287,0.303,0.0,0.25,,,,,
