,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,FS%,SL%,CU%,CH%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vFS,vSI,vSL,vCU,FF_ba,CH_ba,FC_ba,SI_ba,SL_ba,CU_ba,KC%,wKC/C,vKC,FS_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS
0,2023-08-18,716945,Lineout,field_out,True,650490,542881,Yandy Díaz,Tyler Anderson,0,0,0,ea61c26b-5de5-4186-894b-3c6abb3e5cce,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.24600000000000002,0.401,0.182,0.289,0.406,80.0,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.374,0.22399999999999998,0.001,0.006999999999999999,0.002,0.33799999999999997,-1.25,0.48,-4.72,-3.61,-1.06,-0.33,0.08,90.1,85.1,90.1,88.5,78.1,72.9,0.301,0.238,0.239,0.36,0.2,,,,,,,,,,,,
1,2023-08-18,716945,Strikeout,strikeout,True,668227,542881,Randy Arozarena,Tyler Anderson,0,0,0,daf5e33e-2837-42c1-9e5e-e231705b80dc,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.24600000000000002,0.401,0.182,0.289,0.406,80.0,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.374,0.22399999999999998,0.001,0.006999999999999999,0.002,0.33799999999999997,-1.25,0.48,-4.72,-3.61,-1.06,-0.33,0.08,90.1,85.1,90.1,88.5,78.1,72.9,0.301,0.238,0.239,0.36,0.2,,,,,,,,,,,,
2,2023-08-18,716945,Single,single,False,623912,542881,Harold Ramírez,Tyler Anderson,1,0,0,076af5de-8f4d-47a2-aa6f-2941295af186,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.24600000000000002,0.401,0.182,0.289,0.406,80.0,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.374,0.22399999999999998,0.001,0.006999999999999999,0.002,0.33799999999999997,-1.25,0.48,-4.72,-3.61,-1.06,-0.33,0.08,90.1,85.1,90.1,88.5,78.1,72.9,0.301,0.238,0.239,0.36,0.2,,,,,,,,,,,,
3,2023-08-18,716945,Double,double,False,670623,542881,Isaac Paredes,Tyler Anderson,0,0,1,77209f31-3db3-4b3e-8f98-e00200d8c44b,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.24600000000000002,0.401,0.182,0.289,0.406,80.0,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.374,0.22399999999999998,0.001,0.006999999999999999,0.002,0.33799999999999997,-1.25,0.48,-4.72,-3.61,-1.06,-0.33,0.08,90.1,85.1,90.1,88.5,78.1,72.9,0.301,0.238,0.239,0.36,0.2,,,,,,,,,,,,
4,2023-08-18,716945,Strikeout,strikeout,True,670042,542881,Luke Raley,Tyler Anderson,0,0,0,b5fb08c4-f29c-451a-a45c-4bd7aad39d69,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.24600000000000002,0.401,0.182,0.289,0.406,80.0,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.374,0.22399999999999998,0.001,0.006999999999999999,0.002,0.33799999999999997,-1.25,0.48,-4.72,-3.61,-1.06,-0.33,0.08,90.1,85.1,90.1,88.5,78.1,72.9,0.301,0.238,0.239,0.36,0.2,,,,,,,,,,,,
5,2023-08-18,716945,Strikeout,strikeout,True,694384,541640,Nolan Schanuel,Erasmo Ramírez,0,0,0,6ca5efa2-05b6-439b-86c6-e48af41bf267,541640.0,erasmoramirez,"Ramírez, E",Right,Erasmo Ramírez,6.41,5.34,60.1,104.0,94.0,99.0,0.809,6.41,1.94,12.23,1.64,1.23,0.22899999999999998,0.41600000000000004,0.11199999999999999,0.34600000000000003,0.45399999999999996,84.4,86.0,85.0,80.0,78.0,103.0,98.0,79.0,120.0,107.0,97.0,105.0,102.0,91.0,122.0,115.0,101.0,105.0,99.0,0.293,0.051,0.43200000000000005,,0.07,0.077,0.079,-0.75,-1.25,,-2.98,-0.64,2.35,-0.75,91.7,88.7,,91.5,81.2,79.9,0.222,0.267,0.354,0.379,0.154,0.16,,,,,,,,,,,
6,2023-08-18,716945,Single,single,False,660271,541640,Shohei Ohtani,Erasmo Ramírez,0,0,0,3248244f-1466-462a-8bdc-e562aeb10090,541640.0,erasmoramirez,"Ramírez, E",Right,Erasmo Ramírez,6.41,5.34,60.1,104.0,94.0,99.0,0.809,6.41,1.94,12.23,1.64,1.23,0.22899999999999998,0.41600000000000004,0.11199999999999999,0.34600000000000003,0.45399999999999996,84.4,86.0,85.0,80.0,78.0,103.0,98.0,79.0,120.0,107.0,97.0,105.0,102.0,91.0,122.0,115.0,101.0,105.0,99.0,0.293,0.051,0.43200000000000005,,0.07,0.077,0.079,-0.75,-1.25,,-2.98,-0.64,2.35,-0.75,91.7,88.7,,91.5,81.2,79.9,0.222,0.267,0.354,0.379,0.154,0.16,,,,,,,,,,,
7,2023-08-18,716945,Lineout,field_out,True,592273,541640,Brandon Drury,Erasmo Ramírez,0,0,0,ffffbe16-af7a-4477-a8ad-a30c2d31de27,541640.0,erasmoramirez,"Ramírez, E",Right,Erasmo Ramírez,6.41,5.34,60.1,104.0,94.0,99.0,0.809,6.41,1.94,12.23,1.64,1.23,0.22899999999999998,0.41600000000000004,0.11199999999999999,0.34600000000000003,0.45399999999999996,84.4,86.0,85.0,80.0,78.0,103.0,98.0,79.0,120.0,107.0,97.0,105.0,102.0,91.0,122.0,115.0,101.0,105.0,99.0,0.293,0.051,0.43200000000000005,,0.07,0.077,0.079,-0.75,-1.25,,-2.98,-0.64,2.35,-0.75,91.7,88.7,,91.5,81.2,79.9,0.222,0.267,0.354,0.379,0.154,0.16,,,,,,,,,,,
8,2023-08-18,716945,Double,double,False,519058,541640,Mike Moustakas,Erasmo Ramírez,0,0,1,c82fb90c-28ff-47c5-a415-16188a44b7ae,541640.0,erasmoramirez,"Ramírez, E",Right,Erasmo Ramírez,6.41,5.34,60.1,104.0,94.0,99.0,0.809,6.41,1.94,12.23,1.64,1.23,0.22899999999999998,0.41600000000000004,0.11199999999999999,0.34600000000000003,0.45399999999999996,84.4,86.0,85.0,80.0,78.0,103.0,98.0,79.0,120.0,107.0,97.0,105.0,102.0,91.0,122.0,115.0,101.0,105.0,99.0,0.293,0.051,0.43200000000000005,,0.07,0.077,0.079,-0.75,-1.25,,-2.98,-0.64,2.35,-0.75,91.7,88.7,,91.5,81.2,79.9,0.222,0.267,0.354,0.379,0.154,0.16,,,,,,,,,,,
9,2023-08-18,716945,Groundout,field_out,True,681351,541640,Logan O'Hoppe,Erasmo Ramírez,1,0,1,9772fdc7-ec53-4374-8f2f-9c89f7ffde40,541640.0,erasmoramirez,"Ramírez, E",Right,Erasmo Ramírez,6.41,5.34,60.1,104.0,94.0,99.0,0.809,6.41,1.94,12.23,1.64,1.23,0.22899999999999998,0.41600000000000004,0.11199999999999999,0.34600000000000003,0.45399999999999996,84.4,86.0,85.0,80.0,78.0,103.0,98.0,79.0,120.0,107.0,97.0,105.0,102.0,91.0,122.0,115.0,101.0,105.0,99.0,0.293,0.051,0.43200000000000005,,0.07,0.077,0.079,-0.75,-1.25,,-2.98,-0.64,2.35,-0.75,91.7,88.7,,91.5,81.2,79.9,0.222,0.267,0.354,0.379,0.154,0.16,,,,,,,,,,,
