,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,SI_ba,SL_ba,FF_ba,CU_ba,CH_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-07-17,717371,Groundout,field_out,True,680757,682990,Steven Kwan,Quinn Priester,0,0,0,98699ef3-7a8b-4a61-bbf7-6da8a04f430a,682990.0,quinnpriester,Priester,Right,Quinn Priester,7.74,6.28,50.0,98.0,95.0,96.0,0.7859999999999999,6.48,4.86,10.44,2.16,1.93,0.16699999999999998,0.524,0.179,0.35700000000000004,0.41,89.1,69.0,90.0,86.0,113.0,98.0,104.0,76.0,95.0,91.0,99.0,101.0,95.0,106.0,99.0,101.0,0.342,0.191,0.233,0.13,0.10400000000000001,-4.2,0.97,-2.71,-3.03,-1.98,92.7,93.6,85.3,80.6,0.261,0.295,0.386,0.208,0.263,,,,,,,,,,,,,,,
1,2023-07-17,717371,Groundout,field_out,True,642708,682990,Amed Rosario,Quinn Priester,0,0,0,4e64652c-3cc3-4a39-ae08-eb74ce61eb3f,682990.0,quinnpriester,Priester,Right,Quinn Priester,7.74,6.28,50.0,98.0,95.0,96.0,0.7859999999999999,6.48,4.86,10.44,2.16,1.93,0.16699999999999998,0.524,0.179,0.35700000000000004,0.41,89.1,69.0,90.0,86.0,113.0,98.0,104.0,76.0,95.0,91.0,99.0,101.0,95.0,106.0,99.0,101.0,0.342,0.191,0.233,0.13,0.10400000000000001,-4.2,0.97,-2.71,-3.03,-1.98,92.7,93.6,85.3,80.6,0.261,0.295,0.386,0.208,0.263,,,,,,,,,,,,,,,
2,2023-07-17,717371,Groundout,field_out,True,608070,682990,José Ramírez,Quinn Priester,1,0,0,3f5040c6-b6e4-4380-be29-bb25775a9d2c,682990.0,quinnpriester,Priester,Right,Quinn Priester,7.74,6.28,50.0,98.0,95.0,96.0,0.7859999999999999,6.48,4.86,10.44,2.16,1.93,0.16699999999999998,0.524,0.179,0.35700000000000004,0.41,89.1,69.0,90.0,86.0,113.0,98.0,104.0,76.0,95.0,91.0,99.0,101.0,95.0,106.0,99.0,101.0,0.342,0.191,0.233,0.13,0.10400000000000001,-4.2,0.97,-2.71,-3.03,-1.98,92.7,93.6,85.3,80.6,0.261,0.295,0.386,0.208,0.263,,,,,,,,,,,,,,,
3,2023-07-17,717371,Strikeout,strikeout,True,669261,675540,Jack Suwinski,Xzavion Curry,0,0,0,8cc0f84c-b455-467c-b702-612fe73e763f,675540.0,xzavioncurry,Curry,Right,Xzavion Curry,4.07,4.93,95.0,101.0,91.0,99.0,0.815,6.35,2.84,9.28,1.14,0.69,0.266,0.35700000000000004,0.128,0.364,0.44799999999999995,87.7,74.0,89.0,87.0,90.0,93.0,94.0,82.0,97.0,94.0,,,,103.0,110.0,110.0,,0.484,0.361,0.11599999999999999,0.039,-0.14,,0.89,-2.04,-1.29,92.5,,85.1,75.1,,0.238,0.283,0.31,0.278,,,,,,,,,,,,,,,
4,2023-07-17,717371,Groundout,field_out,True,668804,675540,Bryan Reynolds,Xzavion Curry,0,0,0,64df6be4-f90a-4e76-8998-6b0895aab9c5,675540.0,xzavioncurry,Curry,Right,Xzavion Curry,4.07,4.93,95.0,101.0,91.0,99.0,0.815,6.35,2.84,9.28,1.14,0.69,0.266,0.35700000000000004,0.128,0.364,0.44799999999999995,87.7,74.0,89.0,87.0,90.0,93.0,94.0,82.0,97.0,94.0,,,,103.0,110.0,110.0,,0.484,0.361,0.11599999999999999,0.039,-0.14,,0.89,-2.04,-1.29,92.5,,85.1,75.1,,0.238,0.283,0.31,0.278,,,,,,,,,,,,,,,
5,2023-07-17,717371,Double,double,False,457705,675540,Andrew McCutchen,Xzavion Curry,1,0,0,17f95f62-547e-4eee-bbfc-5cb1f02f5854,675540.0,xzavioncurry,Curry,Right,Xzavion Curry,4.07,4.93,95.0,101.0,91.0,99.0,0.815,6.35,2.84,9.28,1.14,0.69,0.266,0.35700000000000004,0.128,0.364,0.44799999999999995,87.7,74.0,89.0,87.0,90.0,93.0,94.0,82.0,97.0,94.0,,,,103.0,110.0,110.0,,0.484,0.361,0.11599999999999999,0.039,-0.14,,0.89,-2.04,-1.29,92.5,,85.1,75.1,,0.238,0.283,0.31,0.278,,,,,,,,,,,,,,,
6,2023-07-17,717371,Walk,walk,False,467793,675540,Carlos Santana,Xzavion Curry,0,0,0,4d94a404-1f96-4f2b-a0ea-ca2f39d308ae,675540.0,xzavioncurry,Curry,Right,Xzavion Curry,4.07,4.93,95.0,101.0,91.0,99.0,0.815,6.35,2.84,9.28,1.14,0.69,0.266,0.35700000000000004,0.128,0.364,0.44799999999999995,87.7,74.0,89.0,87.0,90.0,93.0,94.0,82.0,97.0,94.0,,,,103.0,110.0,110.0,,0.484,0.361,0.11599999999999999,0.039,-0.14,,0.89,-2.04,-1.29,92.5,,85.1,75.1,,0.238,0.283,0.31,0.278,,,,,,,,,,,,,,,
7,2023-07-17,717371,Lineout,field_out,True,680779,675540,Henry Davis,Xzavion Curry,0,0,0,a491b4f0-8a8d-4107-8c47-c7639adde4cb,675540.0,xzavioncurry,Curry,Right,Xzavion Curry,4.07,4.93,95.0,101.0,91.0,99.0,0.815,6.35,2.84,9.28,1.14,0.69,0.266,0.35700000000000004,0.128,0.364,0.44799999999999995,87.7,74.0,89.0,87.0,90.0,93.0,94.0,82.0,97.0,94.0,,,,103.0,110.0,110.0,,0.484,0.361,0.11599999999999999,0.039,-0.14,,0.89,-2.04,-1.29,92.5,,85.1,75.1,,0.238,0.283,0.31,0.278,,,,,,,,,,,,,,,
8,2023-07-17,717371,Groundout,field_out,True,647304,682990,Josh Naylor,Quinn Priester,0,0,0,a4a8b321-b209-4e61-9c78-4667d3705333,682990.0,quinnpriester,Priester,Right,Quinn Priester,7.74,6.28,50.0,98.0,95.0,96.0,0.7859999999999999,6.48,4.86,10.44,2.16,1.93,0.16699999999999998,0.524,0.179,0.35700000000000004,0.41,89.1,69.0,90.0,86.0,113.0,98.0,104.0,76.0,95.0,91.0,99.0,101.0,95.0,106.0,99.0,101.0,0.342,0.191,0.233,0.13,0.10400000000000001,-4.2,0.97,-2.71,-3.03,-1.98,92.7,93.6,85.3,80.6,0.261,0.295,0.386,0.208,0.263,,,,,,,,,,,,,,,
9,2023-07-17,717371,Groundout,field_out,True,665926,682990,Andrés Giménez,Quinn Priester,0,0,0,5ca39639-198f-489a-9cf4-60cebeb0bd4c,682990.0,quinnpriester,Priester,Right,Quinn Priester,7.74,6.28,50.0,98.0,95.0,96.0,0.7859999999999999,6.48,4.86,10.44,2.16,1.93,0.16699999999999998,0.524,0.179,0.35700000000000004,0.41,89.1,69.0,90.0,86.0,113.0,98.0,104.0,76.0,95.0,91.0,99.0,101.0,95.0,106.0,99.0,101.0,0.342,0.191,0.233,0.13,0.10400000000000001,-4.2,0.97,-2.71,-3.03,-1.98,92.7,93.6,85.3,80.6,0.261,0.295,0.386,0.208,0.263,,,,,,,,,,,,,,,
