,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,KC%,CH%,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFC,vSI,vSL,vKC,FC_ba,SI_ba,ST_ba,CU_ba,CH_ba,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,wFA/C,wFS/C,vFA,vFS,FF_ba,FS_ba,SL_ba
0,2023-04-23,718465,Strikeout,strikeout,True,543807,657376,George Springer,Clarke Schmidt,0,0,0,cd62482d-a0c2-44ab-bf3d-84190694f317,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.27399999999999997,0.191,0.015,0.27,-0.2,-0.59,-0.46,-7.35,91.3,93.4,86.0,83.7,0.28,0.288,0.276,0.198,0.5,,,,,,,,,,,,,,,
1,2023-04-23,718465,Strikeout,strikeout,True,666182,657376,Bo Bichette,Clarke Schmidt,0,0,0,22a4ef16-d459-45f9-b819-38c850fdd7a2,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.27399999999999997,0.191,0.015,0.27,-0.2,-0.59,-0.46,-7.35,91.3,93.4,86.0,83.7,0.28,0.288,0.276,0.198,0.5,,,,,,,,,,,,,,,
2,2023-04-23,718465,Lineout,field_out,True,665489,657376,Vladimir Guerrero Jr.,Clarke Schmidt,1,0,0,57c33809-b912-4743-92dc-6beada2a6743,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.27399999999999997,0.191,0.015,0.27,-0.2,-0.59,-0.46,-7.35,91.3,93.4,86.0,83.7,0.28,0.288,0.276,0.198,0.5,,,,,,,,,,,,,,,
3,2023-04-23,718465,Strikeout,strikeout,True,683011,592332,Anthony Volpe,Kevin Gausman,0,0,0,2ec91732-8b26-4082-9e46-01c5bc0b412b,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,,,,,,,,89.0,89.0,94.0,,,,,,,,,0.10800000000000001,,,,,-0.97,,,,,83.6,,,,,,,110.0,104.0,105.0,105.0,108.0,109.0,0.509,0.384,1.13,0.3,94.7,86.3,0.243,0.201,0.348
4,2023-04-23,718465,Strikeout,strikeout,True,592450,592332,Aaron Judge,Kevin Gausman,0,0,0,894c53a1-67a1-407a-8a4a-9cc014423466,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,,,,,,,,89.0,89.0,94.0,,,,,,,,,0.10800000000000001,,,,,-0.97,,,,,83.6,,,,,,,110.0,104.0,105.0,105.0,108.0,109.0,0.509,0.384,1.13,0.3,94.7,86.3,0.243,0.201,0.348
5,2023-04-23,718465,Strikeout,strikeout,True,519203,592332,Anthony Rizzo,Kevin Gausman,0,0,0,300f0913-d5cf-4070-8adb-0d7a508e3407,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,,,,,,,,89.0,89.0,94.0,,,,,,,,,0.10800000000000001,,,,,-0.97,,,,,83.6,,,,,,,110.0,104.0,105.0,105.0,108.0,109.0,0.509,0.384,1.13,0.3,94.7,86.3,0.243,0.201,0.348
6,2023-04-23,718465,Strikeout,strikeout,True,662139,657376,Daulton Varsho,Clarke Schmidt,0,0,0,4bac56b1-603b-4030-861e-71f025fb1f13,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.27399999999999997,0.191,0.015,0.27,-0.2,-0.59,-0.46,-7.35,91.3,93.4,86.0,83.7,0.28,0.288,0.276,0.198,0.5,,,,,,,,,,,,,,,
7,2023-04-23,718465,Strikeout,strikeout,True,656305,657376,Matt Chapman,Clarke Schmidt,0,0,0,26e41fd9-de72-45bb-9483-f37a34f00ee0,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.27399999999999997,0.191,0.015,0.27,-0.2,-0.59,-0.46,-7.35,91.3,93.4,86.0,83.7,0.28,0.288,0.276,0.198,0.5,,,,,,,,,,,,,,,
8,2023-04-23,718465,Groundout,field_out,True,672386,657376,Alejandro Kirk,Clarke Schmidt,1,0,0,3861d54d-5bf9-48eb-94b5-448fb8cf04a3,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.27399999999999997,0.191,0.015,0.27,-0.2,-0.59,-0.46,-7.35,91.3,93.4,86.0,83.7,0.28,0.288,0.276,0.198,0.5,,,,,,,,,,,,,,,
9,2023-04-23,718465,Groundout,field_out,True,650402,592332,Gleyber Torres,Kevin Gausman,0,0,0,a1d6361c-ef25-4753-8baf-9efa5fadce7b,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,,,,,,,,89.0,89.0,94.0,,,,,,,,,0.10800000000000001,,,,,-0.97,,,,,83.6,,,,,,,110.0,104.0,105.0,105.0,108.0,109.0,0.509,0.384,1.13,0.3,94.7,86.3,0.243,0.201,0.348
