,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,ST_ba,FF_ba,FC_ba,FS_ba,SI_ba,CU_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,CH_ba,SL_ba,KC%,wKC/C,vKC
0,2023-07-14,717405,Groundout,field_out,True,643289,660271,Mauricio Dubón,Shohei Ohtani,0,0,0,6dd653d7-2ddd-44ce-af35-447e087e1533,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.06,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,-0.53,1.81,1.15,96.8,88.6,88.6,94.5,83.7,75.7,0.146,0.164,0.31,0.179,0.273,0.111,,,,,,,,,,,
1,2023-07-14,717405,Strikeout,strikeout,True,608324,660271,Alex Bregman,Shohei Ohtani,0,0,0,32c122ac-9510-4d6e-bb47-7fa3acd0615b,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.06,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,-0.53,1.81,1.15,96.8,88.6,88.6,94.5,83.7,75.7,0.146,0.164,0.31,0.179,0.273,0.111,,,,,,,,,,,
2,2023-07-14,717405,Single,single,False,663656,660271,Kyle Tucker,Shohei Ohtani,1,0,0,0ce4314b-4c8e-4b77-a091-60824b6d7c5f,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.06,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,-0.53,1.81,1.15,96.8,88.6,88.6,94.5,83.7,75.7,0.146,0.164,0.31,0.179,0.273,0.111,,,,,,,,,,,
3,2023-07-14,717405,Single,single,False,547989,660271,José Abreu,Shohei Ohtani,1,0,1,e75d96ee-99e0-4257-85dc-eac3b4466536,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.06,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,-0.53,1.81,1.15,96.8,88.6,88.6,94.5,83.7,75.7,0.146,0.164,0.31,0.179,0.273,0.111,,,,,,,,,,,
4,2023-07-14,717405,Strikeout,strikeout,True,676801,660271,Chas McCormick,Shohei Ohtani,0,0,0,180d94b3-5125-4e1d-a3b2-10c7c1787ee9,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.06,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,-0.53,1.81,1.15,96.8,88.6,88.6,94.5,83.7,75.7,0.146,0.164,0.31,0.179,0.273,0.111,,,,,,,,,,,
5,2023-07-14,717405,Lineout,field_out,True,687263,641585,Zach Neto,J.P. France,0,0,0,69f4dd67-5a4f-465c-a871-3c0cb35f4231,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,116.0,98.0,100.0,101.0,97.0,98.0,,,,109.0,99.0,105.0,116.0,108.0,103.0,,,,,0.431,0.18899999999999997,,0.091,0.13699999999999998,-0.26,0.33,,,-2.09,0.16,93.0,86.8,,,80.1,76.0,0.25,0.308,0.317,,,0.145,81.8,75.0,102.0,112.0,0.152,2.51,0.183,,,,
6,2023-07-14,717405,Single,single,False,660271,641585,Shohei Ohtani,J.P. France,0,0,0,b11c9904-3118-4860-bdd7-8d53d62c76be,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,116.0,98.0,100.0,101.0,97.0,98.0,,,,109.0,99.0,105.0,116.0,108.0,103.0,,,,,0.431,0.18899999999999997,,0.091,0.13699999999999998,-0.26,0.33,,,-2.09,0.16,93.0,86.8,,,80.1,76.0,0.25,0.308,0.317,,,0.145,81.8,75.0,102.0,112.0,0.152,2.51,0.183,,,,
7,2023-07-14,717405,Strikeout,strikeout,True,621493,641585,Taylor Ward,J.P. France,0,0,0,73b810b1-dc68-4fc9-a072-3cd004f4df20,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,116.0,98.0,100.0,101.0,97.0,98.0,,,,109.0,99.0,105.0,116.0,108.0,103.0,,,,,0.431,0.18899999999999997,,0.091,0.13699999999999998,-0.26,0.33,,,-2.09,0.16,93.0,86.8,,,80.1,76.0,0.25,0.308,0.317,,,0.145,81.8,75.0,102.0,112.0,0.152,2.51,0.183,,,,
8,2023-07-14,717405,Single,single,False,666160,641585,Mickey Moniak,J.P. France,1,0,1,cb5214f3-1e3f-4965-a5e1-3bb5c7156a79,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,116.0,98.0,100.0,101.0,97.0,98.0,,,,109.0,99.0,105.0,116.0,108.0,103.0,,,,,0.431,0.18899999999999997,,0.091,0.13699999999999998,-0.26,0.33,,,-2.09,0.16,93.0,86.8,,,80.1,76.0,0.25,0.308,0.317,,,0.145,81.8,75.0,102.0,112.0,0.152,2.51,0.183,,,,
9,2023-07-14,717405,Groundout,field_out,True,650859,641585,Luis Rengifo,J.P. France,1,0,0,e7c7961a-2a4f-43ab-9ee7-5613678cc85f,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,116.0,98.0,100.0,101.0,97.0,98.0,,,,109.0,99.0,105.0,116.0,108.0,103.0,,,,,0.431,0.18899999999999997,,0.091,0.13699999999999998,-0.26,0.33,,,-2.09,0.16,93.0,86.8,,,80.1,76.0,0.25,0.308,0.317,,,0.145,81.8,75.0,102.0,112.0,0.152,2.51,0.183,,,,
