,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,ST_ba,FC_ba,FS%,wFS/C,vFS,FS_ba
0,2023-04-09,718650,Groundout,field_out,True,680977,642547,Brendan Donovan,Freddy Peralta,0,0,0,735752ae-234a-45e7-a109-bfaf1eecd316,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,,,,,
1,2023-04-09,718650,Flyout,field_out,True,676475,642547,Alec Burleson,Freddy Peralta,0,0,0,bb24e1cc-42d7-4dbf-905e-2cc2a4d2e7bf,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,,,,,
2,2023-04-09,718650,Pop Out,field_out,True,502671,642547,Paul Goldschmidt,Freddy Peralta,1,0,0,5168da02-1f25-43f0-8c2b-6d6995c4fa0b,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,,,,,
3,2023-04-09,718650,Single,single,False,592885,663765,Christian Yelich,Jake Woodford,1,0,0,ed04b94d-0041-40d3-ad90-04c7174a9ac9,663765.0,jakewoodford,Woodford,Right,Jake Woodford,6.23,7.04,47.2,99.0,90.0,96.0,0.863,5.48,4.15,11.52,2.08,1.79,0.16699999999999998,0.429,0.11900000000000001,0.363,0.433,86.2,61.0,88.0,72.0,88.0,95.0,97.0,82.0,93.0,85.0,104.0,101.0,105.0,0.068,0.23199999999999998,0.10099999999999999,0.040999999999999995,-10.74,-0.99,-3.61,-0.23,92.4,81.7,76.3,0.571,,0.455,0.167,87.0,104.0,98.0,94.0,107.0,104.0,0.502,0.055999999999999994,-2.62,-0.6,89.8,92.0,0.299,0.241,0.5,,,,
4,2023-04-09,718650,Hit By Pitch,hit_by_pitch,False,608385,663765,Jesse Winker,Jake Woodford,1,1,1,6864239e-7407-4dd7-a1f5-fa69f9b26a92,663765.0,jakewoodford,Woodford,Right,Jake Woodford,6.23,7.04,47.2,99.0,90.0,96.0,0.863,5.48,4.15,11.52,2.08,1.79,0.16699999999999998,0.429,0.11900000000000001,0.363,0.433,86.2,61.0,88.0,72.0,88.0,95.0,97.0,82.0,93.0,85.0,104.0,101.0,105.0,0.068,0.23199999999999998,0.10099999999999999,0.040999999999999995,-10.74,-0.99,-3.61,-0.23,92.4,81.7,76.3,0.571,,0.455,0.167,87.0,104.0,98.0,94.0,107.0,104.0,0.502,0.055999999999999994,-2.62,-0.6,89.8,92.0,0.299,0.241,0.5,,,,
5,2023-04-09,718650,Strikeout,strikeout,True,642715,663765,Willy Adames,Jake Woodford,0,0,0,939d0e6e-0d0f-49b4-a0ba-ed3a7aa10384,663765.0,jakewoodford,Woodford,Right,Jake Woodford,6.23,7.04,47.2,99.0,90.0,96.0,0.863,5.48,4.15,11.52,2.08,1.79,0.16699999999999998,0.429,0.11900000000000001,0.363,0.433,86.2,61.0,88.0,72.0,88.0,95.0,97.0,82.0,93.0,85.0,104.0,101.0,105.0,0.068,0.23199999999999998,0.10099999999999999,0.040999999999999995,-10.74,-0.99,-3.61,-0.23,92.4,81.7,76.3,0.571,,0.455,0.167,87.0,104.0,98.0,94.0,107.0,104.0,0.502,0.055999999999999994,-2.62,-0.6,89.8,92.0,0.299,0.241,0.5,,,,
6,2023-04-09,718650,Grounded Into DP,grounded_into_double_play,True,642133,663765,Rowdy Tellez,Jake Woodford,0,0,1,eae0404e-0f85-4d67-972c-c0563c690b52,663765.0,jakewoodford,Woodford,Right,Jake Woodford,6.23,7.04,47.2,99.0,90.0,96.0,0.863,5.48,4.15,11.52,2.08,1.79,0.16699999999999998,0.429,0.11900000000000001,0.363,0.433,86.2,61.0,88.0,72.0,88.0,95.0,97.0,82.0,93.0,85.0,104.0,101.0,105.0,0.068,0.23199999999999998,0.10099999999999999,0.040999999999999995,-10.74,-0.99,-3.61,-0.23,92.4,81.7,76.3,0.571,,0.455,0.167,87.0,104.0,98.0,94.0,107.0,104.0,0.502,0.055999999999999994,-2.62,-0.6,89.8,92.0,0.299,0.241,0.5,,,,
7,2023-04-09,718650,Flyout,field_out,True,571448,642547,Nolan Arenado,Freddy Peralta,1,0,0,ee5b9e7d-87bf-41f5-bc44-1e0b79e20eab,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,,,,,
8,2023-04-09,718650,Single,single,False,641933,642547,Tyler O'Neill,Freddy Peralta,0,0,0,240a8794-0105-47c0-8601-86161f1ea084,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,,,,,
9,2023-04-09,718650,Lineout,field_out,True,669357,642547,Nolan Gorman,Freddy Peralta,0,0,0,cfbcdb2f-b27b-4db6-89d2-ec5fe918985d,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,,,,,
