,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,SL%,CU%,KC%,CH%,wFA/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vSL,vCU,vKC,FF_ba,CU_ba,SL_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,wSI/C,vSI,SI_ba,ST_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-09-03,716733,Flyout,field_out,True,663647,668868,Ke'Bryan Hayes,Zack Thompson,0,0,0,e74d508b-b079-4802-93f0-fc899bf751ef,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,4.48,4.61,66.1,101.0,79.0,94.0,0.779,9.77,3.39,9.36,1.09,1.33,0.309,0.324,0.11699999999999999,0.37799999999999995,0.428,86.1,64.0,93.0,83.0,65.0,102.0,108.0,87.0,102.0,89.0,0.537,0.17,0.271,0.002,0.021,-0.44,0.82,0.67,-21.02,-2.61,93.6,85.7,75.5,62.4,0.327,0.185,0.205,0.25,,,,,,,,,,,,,,,,,,
1,2023-09-03,716733,Strikeout,strikeout,True,668804,668868,Bryan Reynolds,Zack Thompson,0,0,0,f5ec6f23-0db2-4e64-866d-123a56ba6224,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,4.48,4.61,66.1,101.0,79.0,94.0,0.779,9.77,3.39,9.36,1.09,1.33,0.309,0.324,0.11699999999999999,0.37799999999999995,0.428,86.1,64.0,93.0,83.0,65.0,102.0,108.0,87.0,102.0,89.0,0.537,0.17,0.271,0.002,0.021,-0.44,0.82,0.67,-21.02,-2.61,93.6,85.7,75.5,62.4,0.327,0.185,0.205,0.25,,,,,,,,,,,,,,,,,,
2,2023-09-03,716733,Groundout,field_out,True,457705,668868,Andrew McCutchen,Zack Thompson,0,0,0,47dad396-37e4-42be-8772-73f41974b7fb,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,4.48,4.61,66.1,101.0,79.0,94.0,0.779,9.77,3.39,9.36,1.09,1.33,0.309,0.324,0.11699999999999999,0.37799999999999995,0.428,86.1,64.0,93.0,83.0,65.0,102.0,108.0,87.0,102.0,89.0,0.537,0.17,0.271,0.002,0.021,-0.44,0.82,0.67,-21.02,-2.61,93.6,85.7,75.5,62.4,0.327,0.185,0.205,0.25,,,,,,,,,,,,,,,,,,
3,2023-09-03,716733,Single,single,False,663457,670912,Lars Nootbaar,Johan Oviedo,1,1,0,cc941300-5f1b-4d3c-b08b-5252bfa7f63a,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,0.392,0.36700000000000005,0.149,,0.040999999999999995,-1.25,0.8,0.82,,-0.07,95.8,88.2,80.9,,0.277,0.193,0.21,0.25,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.93,95.7,0.276,,,,,,,,
4,2023-09-03,716733,Walk,walk,False,502671,670912,Paul Goldschmidt,Johan Oviedo,1,0,1,14e13703-4625-4f26-8a11-838f7cc5963d,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,0.392,0.36700000000000005,0.149,,0.040999999999999995,-1.25,0.8,0.82,,-0.07,95.8,88.2,80.9,,0.277,0.193,0.21,0.25,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.93,95.7,0.276,,,,,,,,
5,2023-09-03,716733,Walk,walk,False,669357,670912,Nolan Gorman,Johan Oviedo,0,0,1,945c1bc1-390e-4d93-a2e7-93b81db2cee5,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,0.392,0.36700000000000005,0.149,,0.040999999999999995,-1.25,0.8,0.82,,-0.07,95.8,88.2,80.9,,0.277,0.193,0.21,0.25,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.93,95.7,0.276,,,,,,,,
6,2023-09-03,716733,Forceout,force_out,True,571448,670912,Nolan Arenado,Johan Oviedo,0,0,1,c120f7ac-ae22-41ab-a6fc-70095dcc4227,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,0.392,0.36700000000000005,0.149,,0.040999999999999995,-1.25,0.8,0.82,,-0.07,95.8,88.2,80.9,,0.277,0.193,0.21,0.25,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.93,95.7,0.276,,,,,,,,
7,2023-09-03,716733,Pop Out,field_out,True,676475,670912,Alec Burleson,Johan Oviedo,0,0,0,85afaf18-e3ac-439e-b7a6-cf1258de5028,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,0.392,0.36700000000000005,0.149,,0.040999999999999995,-1.25,0.8,0.82,,-0.07,95.8,88.2,80.9,,0.277,0.193,0.21,0.25,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.93,95.7,0.276,,,,,,,,
8,2023-09-03,716733,Pop Out,field_out,True,691023,670912,Jordan Walker,Johan Oviedo,0,0,0,c224b2a8-cd13-4429-926c-fffed9f0781e,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,0.392,0.36700000000000005,0.149,,0.040999999999999995,-1.25,0.8,0.82,,-0.07,95.8,88.2,80.9,,0.277,0.193,0.21,0.25,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.93,95.7,0.276,,,,,,,,
9,2023-09-03,716733,Flyout,field_out,True,656582,668868,Connor Joe,Zack Thompson,0,0,0,487c2b67-4733-4f52-8089-9f6ca724c3a0,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,4.48,4.61,66.1,101.0,79.0,94.0,0.779,9.77,3.39,9.36,1.09,1.33,0.309,0.324,0.11699999999999999,0.37799999999999995,0.428,86.1,64.0,93.0,83.0,65.0,102.0,108.0,87.0,102.0,89.0,0.537,0.17,0.271,0.002,0.021,-0.44,0.82,0.67,-21.02,-2.61,93.6,85.7,75.5,62.4,0.327,0.185,0.205,0.25,,,,,,,,,,,,,,,,,,
