,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vSL,vKC,FF_ba,CH_ba,FC_ba,CU_ba,SL_ba,ST_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2023-05-20,718095,Single,single,False,650402,596133,Gleyber Torres,Luke Weaver,1,1,0,0dbb2cd8-53aa-42fb-8006-f2ce46f3fd96,596133.0,lukeweaver,Weaver,Right,Luke Weaver,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.37799999999999995,0.433,86.1,83.0,103.0,100.0,88.0,102.0,96.0,112.0,101.0,104.0,99.0,103.0,102.0,0.435,0.11,0.13699999999999998,0.11800000000000001,0.2,-1.47,0.87,-2.22,-1.56,-2.01,94.0,90.3,85.8,81.7,0.311,0.316,0.218,0.255,0.385,0.235,,,,,,,,,,,,,
1,2023-05-20,718095,Single,single,False,592450,596133,Aaron Judge,Luke Weaver,1,1,1,a849d063-d532-439e-920e-c70f39e9514d,596133.0,lukeweaver,Weaver,Right,Luke Weaver,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.37799999999999995,0.433,86.1,83.0,103.0,100.0,88.0,102.0,96.0,112.0,101.0,104.0,99.0,103.0,102.0,0.435,0.11,0.13699999999999998,0.11800000000000001,0.2,-1.47,0.87,-2.22,-1.56,-2.01,94.0,90.3,85.8,81.7,0.311,0.316,0.218,0.255,0.385,0.235,,,,,,,,,,,,,
2,2023-05-20,718095,Grounded Into DP,grounded_into_double_play,True,519203,596133,Anthony Rizzo,Luke Weaver,0,0,1,ff9704e6-d43d-4028-8dfe-d73ba3a9cf7e,596133.0,lukeweaver,Weaver,Right,Luke Weaver,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.37799999999999995,0.433,86.1,83.0,103.0,100.0,88.0,102.0,96.0,112.0,101.0,104.0,99.0,103.0,102.0,0.435,0.11,0.13699999999999998,0.11800000000000001,0.2,-1.47,0.87,-2.22,-1.56,-2.01,94.0,90.3,85.8,81.7,0.311,0.316,0.218,0.255,0.385,0.235,,,,,,,,,,,,,
3,2023-05-20,718095,Strikeout,strikeout,True,518934,596133,DJ LeMahieu,Luke Weaver,0,0,0,256b1bc2-5cb3-45b2-89f5-ce94fca76c76,596133.0,lukeweaver,Weaver,Right,Luke Weaver,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.37799999999999995,0.433,86.1,83.0,103.0,100.0,88.0,102.0,96.0,112.0,101.0,104.0,99.0,103.0,102.0,0.435,0.11,0.13699999999999998,0.11800000000000001,0.2,-1.47,0.87,-2.22,-1.56,-2.01,94.0,90.3,85.8,81.7,0.311,0.316,0.218,0.255,0.385,0.235,,,,,,,,,,,,,
4,2023-05-20,718095,Strikeout,strikeout,True,663697,666745,Jonathan India,Jhony Brito,0,0,0,1d97be18-2799-4d0d-af19-c10a16d844af,666745.0,jhonybrito,Brito,Right,Jhony Brito,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.39899999999999997,0.134,0.34700000000000003,0.424,88.8,87.0,104.0,106.0,77.0,99.0,88.0,115.0,84.0,89.0,,,,0.166,,0.113,0.10400000000000001,0.29,-0.97,,0.17,-1.87,0.5,95.8,,83.0,80.4,0.167,0.232,,0.348,,0.172,106.0,105.0,104.0,0.327,1.05,96.0,0.282,,,,,,
5,2023-05-20,718095,Walk,walk,False,680574,666745,Matt McLain,Jhony Brito,1,0,0,986b6c09-41f7-4928-bf9b-7d3369639f5a,666745.0,jhonybrito,Brito,Right,Jhony Brito,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.39899999999999997,0.134,0.34700000000000003,0.424,88.8,87.0,104.0,106.0,77.0,99.0,88.0,115.0,84.0,89.0,,,,0.166,,0.113,0.10400000000000001,0.29,-0.97,,0.17,-1.87,0.5,95.8,,83.0,80.4,0.167,0.232,,0.348,,0.172,106.0,105.0,104.0,0.327,1.05,96.0,0.282,,,,,,
6,2023-05-20,718095,Single,single,False,641584,666745,Jake Fraley,Jhony Brito,0,0,1,25bd5110-4eb0-4f3b-93fd-6863ab5d5fff,666745.0,jhonybrito,Brito,Right,Jhony Brito,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.39899999999999997,0.134,0.34700000000000003,0.424,88.8,87.0,104.0,106.0,77.0,99.0,88.0,115.0,84.0,89.0,,,,0.166,,0.113,0.10400000000000001,0.29,-0.97,,0.17,-1.87,0.5,95.8,,83.0,80.4,0.167,0.232,,0.348,,0.172,106.0,105.0,104.0,0.327,1.05,96.0,0.282,,,,,,
7,2023-05-20,718095,Flyout,field_out,True,668715,666745,Spencer Steer,Jhony Brito,0,0,0,033ac0e3-8295-4a1d-b20e-3ad093c7c44e,666745.0,jhonybrito,Brito,Right,Jhony Brito,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.39899999999999997,0.134,0.34700000000000003,0.424,88.8,87.0,104.0,106.0,77.0,99.0,88.0,115.0,84.0,89.0,,,,0.166,,0.113,0.10400000000000001,0.29,-0.97,,0.17,-1.87,0.5,95.8,,83.0,80.4,0.167,0.232,,0.348,,0.172,106.0,105.0,104.0,0.327,1.05,96.0,0.282,,,,,,
8,2023-05-20,718095,Pickoff Caught Stealing 2B,pickoff_caught_stealing_2b,True,663886,666745,Tyler Stephenson,Jhony Brito,1,0,0,38f64a12-549e-4bab-bea7-54c183e55700,666745.0,jhonybrito,Brito,Right,Jhony Brito,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.39899999999999997,0.134,0.34700000000000003,0.424,88.8,87.0,104.0,106.0,77.0,99.0,88.0,115.0,84.0,89.0,,,,0.166,,0.113,0.10400000000000001,0.29,-0.97,,0.17,-1.87,0.5,95.8,,83.0,80.4,0.167,0.232,,0.348,,0.172,106.0,105.0,104.0,0.327,1.05,96.0,0.282,,,,,,
9,2023-05-20,718095,Lineout,field_out,True,664056,596133,Harrison Bader,Luke Weaver,1,1,0,93742d24-850e-4ede-885c-7aa2fee901db,596133.0,lukeweaver,Weaver,Right,Luke Weaver,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.37799999999999995,0.433,86.1,83.0,103.0,100.0,88.0,102.0,96.0,112.0,101.0,104.0,99.0,103.0,102.0,0.435,0.11,0.13699999999999998,0.11800000000000001,0.2,-1.47,0.87,-2.22,-1.56,-2.01,94.0,90.3,85.8,81.7,0.311,0.316,0.218,0.255,0.385,0.235,,,,,,,,,,,,,
