,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,wFA/C,wSI/C,wSL/C,vFA,vSI,vSL,FF_ba,SI_ba,ST_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCU,CH_ba,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-05-02,718347,Flyout,field_out,True,663647,642770,Ke'Bryan Hayes,Javy Guerra,1,1,0,7980d5d7-9d86-41f0-bb63-bbaa79627d97,642770.0,javyguerra,Guerra,Right,Javy Guerra,6.05,7.3,19.1,85.0,117.0,90.0,0.812,6.52,10.24,7.91,0.93,0.96,0.203,0.39,0.153,0.35600000000000004,0.41200000000000003,126.0,85.0,90.0,94.0,82.0,82.0,125.0,87.0,95.0,0.331,0.35100000000000003,0.318,0.83,-0.96,-1.26,97.8,97.4,86.2,0.179,0.333,0.4,0.0,,,,,,,,,,,,,,,,,,,,,
1,2023-05-02,718347,Walk,walk,False,668804,642770,Bryan Reynolds,Javy Guerra,0,0,0,957059cd-7d94-4b6d-afd3-c92f9424013e,642770.0,javyguerra,Guerra,Right,Javy Guerra,6.05,7.3,19.1,85.0,117.0,90.0,0.812,6.52,10.24,7.91,0.93,0.96,0.203,0.39,0.153,0.35600000000000004,0.41200000000000003,126.0,85.0,90.0,94.0,82.0,82.0,125.0,87.0,95.0,0.331,0.35100000000000003,0.318,0.83,-0.96,-1.26,97.8,97.4,86.2,0.179,0.333,0.4,0.0,,,,,,,,,,,,,,,,,,,,,
2,2023-05-02,718347,Walk,walk,False,457705,642770,Andrew McCutchen,Javy Guerra,0,0,1,9dd98b37-51b7-4e98-8c02-0c730fe4a447,642770.0,javyguerra,Guerra,Right,Javy Guerra,6.05,7.3,19.1,85.0,117.0,90.0,0.812,6.52,10.24,7.91,0.93,0.96,0.203,0.39,0.153,0.35600000000000004,0.41200000000000003,126.0,85.0,90.0,94.0,82.0,82.0,125.0,87.0,95.0,0.331,0.35100000000000003,0.318,0.83,-0.96,-1.26,97.8,97.4,86.2,0.179,0.333,0.4,0.0,,,,,,,,,,,,,,,,,,,,,
3,2023-05-02,718347,Flyout,field_out,True,467793,642770,Carlos Santana,Javy Guerra,0,0,0,ffd9ab60-cbc4-4bb2-a424-3bd9a4e5dd70,642770.0,javyguerra,Guerra,Right,Javy Guerra,6.05,7.3,19.1,85.0,117.0,90.0,0.812,6.52,10.24,7.91,0.93,0.96,0.203,0.39,0.153,0.35600000000000004,0.41200000000000003,126.0,85.0,90.0,94.0,82.0,82.0,125.0,87.0,95.0,0.331,0.35100000000000003,0.318,0.83,-0.96,-1.26,97.8,97.4,86.2,0.179,0.333,0.4,0.0,,,,,,,,,,,,,,,,,,,,,
4,2023-05-02,718347,Pop Out,field_out,True,669261,676596,Jack Suwinski,Josh Fleming,0,0,0,9d5b8790-013b-4761-8700-88d61c73ca5a,676596.0,joshfleming,Fleming,Left,Josh Fleming,4.7,5.37,51.2,101.0,86.0,97.0,0.8370000000000001,4.35,3.31,9.75,1.57,3.0,0.175,0.441,0.124,0.305,0.36,42.0,104.0,88.0,93.0,99.0,98.0,,,,0.44,0.049,,2.77,0.64,,91.5,90.3,,0.0,0.244,,,82.9,73.0,104.0,94.0,97.0,99.0,102.0,0.221,0.29,-0.59,-1.13,76.5,0.352,0.278,,,,,,,
5,2023-05-02,718347,Walk,walk,False,650490,672710,Yandy Díaz,Roansy Contreras,0,0,0,12401547-bd51-4344-9486-e9c3cc309b91,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,6.59,5.48,68.1,100.0,98.0,102.0,0.755,7.24,4.21,9.88,1.45,0.92,0.22,0.46299999999999997,0.11699999999999999,0.341,0.39399999999999996,90.0,96.0,93.0,,,,108.0,105.0,111.0,,0.402,0.44299999999999995,-2.43,,0.86,94.3,,83.6,0.381,,0.0,0.227,89.4,69.0,91.0,89.0,99.0,98.0,103.0,0.11699999999999999,0.039,-1.73,2.33,76.8,0.273,0.222,,,,,,,
6,2023-05-02,718347,Grounded Into DP,grounded_into_double_play,True,677551,672710,Wander Franco,Roansy Contreras,1,0,1,b048b84c-da14-46ca-9bf1-176275217f78,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,6.59,5.48,68.1,100.0,98.0,102.0,0.755,7.24,4.21,9.88,1.45,0.92,0.22,0.46299999999999997,0.11699999999999999,0.341,0.39399999999999996,90.0,96.0,93.0,,,,108.0,105.0,111.0,,0.402,0.44299999999999995,-2.43,,0.86,94.3,,83.6,0.381,,0.0,0.227,89.4,69.0,91.0,89.0,99.0,98.0,103.0,0.11699999999999999,0.039,-1.73,2.33,76.8,0.273,0.222,,,,,,,
7,2023-05-02,718347,Groundout,field_out,True,668227,672710,Randy Arozarena,Roansy Contreras,0,0,0,07dff3ec-b9d6-4e08-bf18-3c89d6b95e37,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,6.59,5.48,68.1,100.0,98.0,102.0,0.755,7.24,4.21,9.88,1.45,0.92,0.22,0.46299999999999997,0.11699999999999999,0.341,0.39399999999999996,90.0,96.0,93.0,,,,108.0,105.0,111.0,,0.402,0.44299999999999995,-2.43,,0.86,94.3,,83.6,0.381,,0.0,0.227,89.4,69.0,91.0,89.0,99.0,98.0,103.0,0.11699999999999999,0.039,-1.73,2.33,76.8,0.273,0.222,,,,,,,
8,2023-05-02,718347,Groundout,field_out,True,656582,676596,Connor Joe,Josh Fleming,0,0,0,0eec0465-2a8d-4e77-8883-3fd320696711,676596.0,joshfleming,Fleming,Left,Josh Fleming,4.7,5.37,51.2,101.0,86.0,97.0,0.8370000000000001,4.35,3.31,9.75,1.57,3.0,0.175,0.441,0.124,0.305,0.36,42.0,104.0,88.0,93.0,99.0,98.0,,,,0.44,0.049,,2.77,0.64,,91.5,90.3,,0.0,0.244,,,82.9,73.0,104.0,94.0,97.0,99.0,102.0,0.221,0.29,-0.59,-1.13,76.5,0.352,0.278,,,,,,,
9,2023-05-02,718347,Groundout,field_out,True,666801,676596,Rodolfo Castro,Josh Fleming,0,0,0,4472b99b-b366-4eb8-bb94-dfe0546ff501,676596.0,joshfleming,Fleming,Left,Josh Fleming,4.7,5.37,51.2,101.0,86.0,97.0,0.8370000000000001,4.35,3.31,9.75,1.57,3.0,0.175,0.441,0.124,0.305,0.36,42.0,104.0,88.0,93.0,99.0,98.0,,,,0.44,0.049,,2.77,0.64,,91.5,90.3,,0.0,0.244,,,82.9,73.0,104.0,94.0,97.0,99.0,102.0,0.221,0.29,-0.59,-1.13,76.5,0.352,0.278,,,,,,,
