,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,KC%,CH%,wSI/C,wSL/C,wKC/C,wCH/C,vSI,vSL,vKC,SI_ba,SL_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,CU%,wFA/C,wFC/C,wCU/C,vFA,vFC,vCU,FF_ba,FC_ba,ST_ba,CU_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-05-31,717953,Groundout,field_out,True,457705,622072,Andrew McCutchen,Alex Wood,1,1,0,f2b8f923-5357-4ad3-a03c-2a103b08971f,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,80.0,95.0,88.0,110.0,93.0,95.0,0.446,0.261,0.001,0.292,0.12,-0.8,-5.8,-0.33,91.5,82.4,83.6,0.234,0.288,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-31,717953,Strikeout,strikeout,True,668804,622072,Bryan Reynolds,Alex Wood,0,0,0,cc663a3d-9d7c-450b-af75-7438f4ceb9b2,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,80.0,95.0,88.0,110.0,93.0,95.0,0.446,0.261,0.001,0.292,0.12,-0.8,-5.8,-0.33,91.5,82.4,83.6,0.234,0.288,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-31,717953,Single,single,True,656582,622072,Connor Joe,Alex Wood,1,0,1,cbc919c0-d340-44d0-862f-c77ae925603d,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,80.0,95.0,88.0,110.0,93.0,95.0,0.446,0.261,0.001,0.292,0.12,-0.8,-5.8,-0.33,91.5,82.4,83.6,0.234,0.288,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-31,717953,Single,single,False,664774,656605,LaMonte Wade Jr.,Mitch Keller,1,0,0,d54b4400-61cb-4582-9b1e-7f84a2f0ecdd,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.27699999999999997,0.358,0.172,0.31,0.456,90.7,83.0,104.0,97.0,93.0,106.0,100.0,142.0,104.0,123.0,0.228,0.161,,0.027999999999999997,1.66,-0.5,,-2.63,93.9,82.8,,0.258,,0.36,91.0,94.0,98.0,100.0,106.0,100.0,99.0,98.0,99.0,0.261,0.242,0.08,0.66,-0.07,-1.97,95.2,89.7,78.0,0.176,0.316,0.221,0.273,,,,,,,
4,2023-05-31,717953,Grounded Into DP,grounded_into_double_play,True,605204,656605,J.D. Davis,Mitch Keller,0,0,1,6d6df00c-3c0c-4423-af47-30dc9057023e,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.27699999999999997,0.358,0.172,0.31,0.456,90.7,83.0,104.0,97.0,93.0,106.0,100.0,142.0,104.0,123.0,0.228,0.161,,0.027999999999999997,1.66,-0.5,,-2.63,93.9,82.8,,0.258,,0.36,91.0,94.0,98.0,100.0,106.0,100.0,99.0,98.0,99.0,0.261,0.242,0.08,0.66,-0.07,-1.97,95.2,89.7,78.0,0.176,0.316,0.221,0.273,,,,,,,
5,2023-05-31,717953,Strikeout,strikeout,True,573262,656605,Mike Yastrzemski,Mitch Keller,0,0,0,16cebeac-dbdc-4963-932f-6c7437ad1efa,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.27699999999999997,0.358,0.172,0.31,0.456,90.7,83.0,104.0,97.0,93.0,106.0,100.0,142.0,104.0,123.0,0.228,0.161,,0.027999999999999997,1.66,-0.5,,-2.63,93.9,82.8,,0.258,,0.36,91.0,94.0,98.0,100.0,106.0,100.0,99.0,98.0,99.0,0.261,0.242,0.08,0.66,-0.07,-1.97,95.2,89.7,78.0,0.176,0.316,0.221,0.273,,,,,,,
6,2023-05-31,717953,Double,double,False,666801,622072,Rodolfo Castro,Alex Wood,0,0,0,31add9af-4ba7-4b65-9b02-49325b51ef47,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,80.0,95.0,88.0,110.0,93.0,95.0,0.446,0.261,0.001,0.292,0.12,-0.8,-5.8,-0.33,91.5,82.4,83.6,0.234,0.288,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-05-31,717953,Groundout,field_out,True,663647,622072,Ke'Bryan Hayes,Alex Wood,0,0,1,a556da33-5f17-4cb9-8244-0fe43069d161,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,80.0,95.0,88.0,110.0,93.0,95.0,0.446,0.261,0.001,0.292,0.12,-0.8,-5.8,-0.33,91.5,82.4,83.6,0.234,0.288,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-05-31,717953,Walk,walk,False,669261,622072,Jack Suwinski,Alex Wood,0,0,0,afeda908-88c2-4fdf-9e95-dff57b24bd49,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,80.0,95.0,88.0,110.0,93.0,95.0,0.446,0.261,0.001,0.292,0.12,-0.8,-5.8,-0.33,91.5,82.4,83.6,0.234,0.288,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-05-31,717953,Double Play,double_play,True,572008,622072,Chris Owings,Alex Wood,0,0,1,b90ecb61-f1b6-4ad0-a171-a4a541d62d39,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,80.0,95.0,88.0,110.0,93.0,95.0,0.446,0.261,0.001,0.292,0.12,-0.8,-5.8,-0.33,91.5,82.4,83.6,0.234,0.288,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2023-05-31,717953,Strikeout,strikeout,True,527038,656605,Wilmer Flores,Mitch Keller,0,0,0,c4aea332-8b5e-408b-b7a0-14c6fa7ee09b,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.27699999999999997,0.358,0.172,0.31,0.456,90.7,83.0,104.0,97.0,93.0,106.0,100.0,142.0,104.0,123.0,0.228,0.161,,0.027999999999999997,1.66,-0.5,,-2.63,93.9,82.8,,0.258,,0.36,91.0,94.0,98.0,100.0,106.0,100.0,99.0,98.0,99.0,0.261,0.242,0.08,0.66,-0.07,-1.97,95.2,89.7,78.0,0.176,0.316,0.221,0.273,,,,,,,
11,2023-05-31,717953,Single,single,False,666165,656605,Blake Sabol,Mitch Keller,0,0,0,c670ffcb-2d28-47e5-bad8-d56cbd18d30e,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.27699999999999997,0.358,0.172,0.31,0.456,90.7,83.0,104.0,97.0,93.0,106.0,100.0,142.0,104.0,123.0,0.228,0.161,,0.027999999999999997,1.66,-0.5,,-2.63,93.9,82.8,,0.258,,0.36,91.0,94.0,98.0,100.0,106.0,100.0,99.0,98.0,99.0,0.261,0.242,0.08,0.66,-0.07,-1.97,95.2,89.7,78.0,0.176,0.316,0.221,0.273,,,,,,,
12,2023-05-31,717953,Walk,walk,False,571745,656605,Mitch Haniger,Mitch Keller,0,0,1,1ed6c825-e539-41d8-a242-8b7c942733d5,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.27699999999999997,0.358,0.172,0.31,0.456,90.7,83.0,104.0,97.0,93.0,106.0,100.0,142.0,104.0,123.0,0.228,0.161,,0.027999999999999997,1.66,-0.5,,-2.63,93.9,82.8,,0.258,,0.36,91.0,94.0,98.0,100.0,106.0,100.0,99.0,98.0,99.0,0.261,0.242,0.08,0.66,-0.07,-1.97,95.2,89.7,78.0,0.176,0.316,0.221,0.273,,,,,,,
13,2023-05-31,717953,Single,single,False,672275,656605,Patrick Bailey,Mitch Keller,1,0,1,f5439f3b-5ae4-4720-92da-652d720352b0,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.27699999999999997,0.358,0.172,0.31,0.456,90.7,83.0,104.0,97.0,93.0,106.0,100.0,142.0,104.0,123.0,0.228,0.161,,0.027999999999999997,1.66,-0.5,,-2.63,93.9,82.8,,0.258,,0.36,91.0,94.0,98.0,100.0,106.0,100.0,99.0,98.0,99.0,0.261,0.242,0.08,0.66,-0.07,-1.97,95.2,89.7,78.0,0.176,0.316,0.221,0.273,,,,,,,
14,2023-05-31,717953,Grounded Into DP,grounded_into_double_play,True,669477,656605,Casey Schmitt,Mitch Keller,0,0,1,47598161-051a-4309-b9f9-d7999fd5e902,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.27699999999999997,0.358,0.172,0.31,0.456,90.7,83.0,104.0,97.0,93.0,106.0,100.0,142.0,104.0,123.0,0.228,0.161,,0.027999999999999997,1.66,-0.5,,-2.63,93.9,82.8,,0.258,,0.36,91.0,94.0,98.0,100.0,106.0,100.0,99.0,98.0,99.0,0.261,0.242,0.08,0.66,-0.07,-1.97,95.2,89.7,78.0,0.176,0.316,0.221,0.273,,,,,,,
15,2023-05-31,717953,Walk,walk,False,678225,622072,Ji Hwan Bae,Alex Wood,0,0,0,87b980f8-9054-478f-87c5-0aedab9c1551,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,80.0,95.0,88.0,110.0,93.0,95.0,0.446,0.261,0.001,0.292,0.12,-0.8,-5.8,-0.33,91.5,82.4,83.6,0.234,0.288,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
