,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,CH_ba,SL_ba,CU_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,ST_ba
0,2023-04-22,718477,Strikeout,strikeout,True,462101,663556,Elvis Andrus,Shane McClanahan,0,0,0,8da39894-0d62-49b6-a344-3ab5dfdef872,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,107.0,102.0,105.0,0.419,0.153,0.17,0.258,-0.34,-0.27,1.12,2.65,96.8,89.3,83.5,0.269,0.153,0.261,0.197,,,,,,,,,,,,,,
1,2023-04-22,718477,Strikeout,strikeout,True,673357,663556,Luis Robert Jr.,Shane McClanahan,0,0,0,a653b102-21a4-49ab-8db5-bf83ed60d750,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,107.0,102.0,105.0,0.419,0.153,0.17,0.258,-0.34,-0.27,1.12,2.65,96.8,89.3,83.5,0.269,0.153,0.261,0.197,,,,,,,,,,,,,,
2,2023-04-22,718477,Groundout,field_out,True,683734,663556,Andrew Vaughn,Shane McClanahan,0,0,0,09cfe354-4ad9-4160-83b4-ce99d8ed8fb2,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,107.0,102.0,105.0,0.419,0.153,0.17,0.258,-0.34,-0.27,1.12,2.65,96.8,89.3,83.5,0.269,0.153,0.261,0.197,,,,,,,,,,,,,,
3,2023-04-22,718477,Single,single,False,650490,656302,Yandy Díaz,Dylan Cease,0,0,0,06461864-8fa5-4a1b-ab37-daee475cf266,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,,,,125.0,95.0,103.0,120.0,101.0,108.0,0.43200000000000005,0.386,,0.03,-0.15,0.4,,1.0,95.6,86.3,,0.273,0.111,0.216,0.298,83.0,94.0,99.0,0.152,-1.83,80.2,,,,,,,,
4,2023-04-22,718477,Flyout,field_out,True,677551,656302,Wander Franco,Dylan Cease,1,1,0,4f96cfa6-67cb-4f84-ad05-31364512e9d9,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,,,,125.0,95.0,103.0,120.0,101.0,108.0,0.43200000000000005,0.386,,0.03,-0.15,0.4,,1.0,95.6,86.3,,0.273,0.111,0.216,0.298,83.0,94.0,99.0,0.152,-1.83,80.2,,,,,,,,
5,2023-04-22,718477,Home Run,home_run,False,668227,656302,Randy Arozarena,Dylan Cease,1,0,1,b9e3ec14-8dfd-491b-9613-a5e8e480897d,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,,,,125.0,95.0,103.0,120.0,101.0,108.0,0.43200000000000005,0.386,,0.03,-0.15,0.4,,1.0,95.6,86.3,,0.273,0.111,0.216,0.298,83.0,94.0,99.0,0.152,-1.83,80.2,,,,,,,,
6,2023-04-22,718477,Strikeout,strikeout,True,664040,656302,Brandon Lowe,Dylan Cease,0,0,0,637af91d-f6c3-4cf9-9c5e-b987b6e68c9a,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,,,,125.0,95.0,103.0,120.0,101.0,108.0,0.43200000000000005,0.386,,0.03,-0.15,0.4,,1.0,95.6,86.3,,0.273,0.111,0.216,0.298,83.0,94.0,99.0,0.152,-1.83,80.2,,,,,,,,
7,2023-04-22,718477,Triple,triple,False,623912,656302,Harold Ramírez,Dylan Cease,1,0,0,c73f8658-748f-4c72-81e5-b8b226ace1d2,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,,,,125.0,95.0,103.0,120.0,101.0,108.0,0.43200000000000005,0.386,,0.03,-0.15,0.4,,1.0,95.6,86.3,,0.273,0.111,0.216,0.298,83.0,94.0,99.0,0.152,-1.83,80.2,,,,,,,,
8,2023-04-22,718477,Hit By Pitch,hit_by_pitch,False,670764,656302,Taylor Walls,Dylan Cease,1,1,0,afefd8bd-2f39-441d-abb2-f1abf5dd648c,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,,,,125.0,95.0,103.0,120.0,101.0,108.0,0.43200000000000005,0.386,,0.03,-0.15,0.4,,1.0,95.6,86.3,,0.273,0.111,0.216,0.298,83.0,94.0,99.0,0.152,-1.83,80.2,,,,,,,,
9,2023-04-22,718477,Groundout,field_out,True,666139,656302,Josh Lowe,Dylan Cease,1,0,1,54605d16-d266-4ad7-9209-9cb60999798f,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,,,,125.0,95.0,103.0,120.0,101.0,108.0,0.43200000000000005,0.386,,0.03,-0.15,0.4,,1.0,95.6,86.3,,0.273,0.111,0.216,0.298,83.0,94.0,99.0,0.152,-1.83,80.2,,,,,,,,
10,2023-04-22,718477,Home Run,home_run,False,650391,663556,Eloy Jiménez,Shane McClanahan,0,0,0,2a4b36a0-1adc-4505-ad86-070535be7e7d,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,107.0,102.0,105.0,0.419,0.153,0.17,0.258,-0.34,-0.27,1.12,2.65,96.8,89.3,83.5,0.269,0.153,0.261,0.197,,,,,,,,,,,,,,
11,2023-04-22,718477,Strikeout,strikeout,True,669394,663556,Jake Burger,Shane McClanahan,0,0,0,e204a922-472a-4b96-ba4f-7c729f4265b3,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,107.0,102.0,105.0,0.419,0.153,0.17,0.258,-0.34,-0.27,1.12,2.65,96.8,89.3,83.5,0.269,0.153,0.261,0.197,,,,,,,,,,,,,,
