,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,vFA,vFC,vFS,vSI,vSL,SL_ba,SI_ba,FC_ba,FF_ba,FS_ba,vCH (sc),vKN (sc),Stf+ CH,Loc+ CH,Pit+ CH,KC%,CH%,KN%,wKC/C,wCH/C,wKN/C,vKC,CU_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,ST_ba
0,2023-05-15,718163,Groundout,field_out,True,641487,656557,J.P. Crawford,Tanner Houck,1,1,0,a6532ec7-7050-4dca-ad82-5b91c5a7d5dc,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,80.0,100.0,92.0,67.0,105.0,92.0,0.295,0.099,0.10800000000000001,0.114,0.38299999999999995,-2.8,0.73,-1.52,-0.38,0.98,93.9,91.3,87.6,93.4,83.9,0.178,0.306,0.229,0.325,0.31,,,,,,,,,,,,,,,,,,,,,
1,2023-05-15,718163,Groundout,field_out,True,664034,656557,Ty France,Tanner Houck,0,0,0,7a1f951f-56ff-4578-a166-7576aa46232a,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,80.0,100.0,92.0,67.0,105.0,92.0,0.295,0.099,0.10800000000000001,0.114,0.38299999999999995,-2.8,0.73,-1.52,-0.38,0.98,93.9,91.3,87.6,93.4,83.9,0.178,0.306,0.229,0.325,0.31,,,,,,,,,,,,,,,,,,,,,
2,2023-05-15,718163,Strikeout,strikeout,True,677594,656557,Julio Rodríguez,Tanner Houck,0,0,0,1404ff6e-92e6-43c5-97e6-18e563f5ed3c,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,80.0,100.0,92.0,67.0,105.0,92.0,0.295,0.099,0.10800000000000001,0.114,0.38299999999999995,-2.8,0.73,-1.52,-0.38,0.98,93.9,91.3,87.6,93.4,83.9,0.178,0.306,0.229,0.325,0.31,,,,,,,,,,,,,,,,,,,,,
3,2023-05-15,718163,Strikeout,strikeout,True,680776,669923,Jarren Duran,George Kirby,0,0,0,3e13a8a7-82df-486e-a1bc-39647de8398f,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,,,,95.0,103.0,110.0,0.21600000000000003,0.39399999999999996,,0.061,0.19699999999999998,1.34,,1.07,0.43,1.03,96.1,,84.9,95.8,86.3,0.264,0.261,,0.234,0.143,86.6,75.1,94.0,107.0,111.0,0.115,0.018000000000000002,0.001,0.35,-5.31,0.26,81.8,0.265,0.5,,,,,,,
4,2023-05-15,718163,Single,single,False,657077,669923,Alex Verdugo,George Kirby,0,0,0,7ef0bb13-906e-4096-a153-a909a51e0e44,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,,,,95.0,103.0,110.0,0.21600000000000003,0.39399999999999996,,0.061,0.19699999999999998,1.34,,1.07,0.43,1.03,96.1,,84.9,95.8,86.3,0.264,0.261,,0.234,0.143,86.6,75.1,94.0,107.0,111.0,0.115,0.018000000000000002,0.001,0.35,-5.31,0.26,81.8,0.265,0.5,,,,,,,
5,2023-05-15,718163,Single,single,False,457759,669923,Justin Turner,George Kirby,1,1,1,f4302c42-9ef4-4a75-9e2a-a3b850960cec,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,,,,95.0,103.0,110.0,0.21600000000000003,0.39399999999999996,,0.061,0.19699999999999998,1.34,,1.07,0.43,1.03,96.1,,84.9,95.8,86.3,0.264,0.261,,0.234,0.143,86.6,75.1,94.0,107.0,111.0,0.115,0.018000000000000002,0.001,0.35,-5.31,0.26,81.8,0.265,0.5,,,,,,,
6,2023-05-15,718163,Grounded Into DP,grounded_into_double_play,True,646240,669923,Rafael Devers,George Kirby,0,0,1,bcfc2801-73fe-418b-b48d-7c18d0bfab2f,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,,,,95.0,103.0,110.0,0.21600000000000003,0.39399999999999996,,0.061,0.19699999999999998,1.34,,1.07,0.43,1.03,96.1,,84.9,95.8,86.3,0.264,0.261,,0.234,0.143,86.6,75.1,94.0,107.0,111.0,0.115,0.018000000000000002,0.001,0.35,-5.31,0.26,81.8,0.265,0.5,,,,,,,
7,2023-05-15,718163,Groundout,field_out,True,672284,656557,Jarred Kelenic,Tanner Houck,1,0,0,50be597b-117f-4d63-963e-4bf1e326f7f0,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,80.0,100.0,92.0,67.0,105.0,92.0,0.295,0.099,0.10800000000000001,0.114,0.38299999999999995,-2.8,0.73,-1.52,-0.38,0.98,93.9,91.3,87.6,93.4,83.9,0.178,0.306,0.229,0.325,0.31,,,,,,,,,,,,,,,,,,,,,
8,2023-05-15,718163,Groundout,field_out,True,553993,656557,Eugenio Suárez,Tanner Houck,1,0,0,7992975e-bbc9-472f-b6bc-f4e6516a82e3,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,80.0,100.0,92.0,67.0,105.0,92.0,0.295,0.099,0.10800000000000001,0.114,0.38299999999999995,-2.8,0.73,-1.52,-0.38,0.98,93.9,91.3,87.6,93.4,83.9,0.178,0.306,0.229,0.325,0.31,,,,,,,,,,,,,,,,,,,,,
9,2023-05-15,718163,Strikeout,strikeout,True,663728,656557,Cal Raleigh,Tanner Houck,0,0,0,7c7646f3-12b3-46bb-b9cf-0fc6d0b4dd05,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,80.0,100.0,92.0,67.0,105.0,92.0,0.295,0.099,0.10800000000000001,0.114,0.38299999999999995,-2.8,0.73,-1.52,-0.38,0.98,93.9,91.3,87.6,93.4,83.9,0.178,0.306,0.229,0.325,0.31,,,,,,,,,,,,,,,,,,,,,
