,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,FS%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wCU/C,vFA,vFC,vFS,vSI,vCU,FF_ba,FC_ba,CU_ba,FS_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SL,Loc+ SL,Pit+ SL,SL%,CH%,wSL/C,wCH/C,vSL,CH_ba,SL_ba,ST_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI_ba,Stf+ FS,Loc+ FS,Pit+ FS
0,2023-06-21,717677,Strikeout,strikeout,True,683002,671737,Gunnar Henderson,Taj Bradley,0,0,0,496c6030-0af8-42fb-9e52-282a639a251e,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,88.0,107.0,111.0,131.0,101.0,109.0,106.0,99.0,99.0,0.001,0.449,0.248,0.136,0.16699999999999998,-0.8,-1.32,0.62,0.0,0.04,96.1,88.9,89.3,97.8,79.0,0.277,0.312,0.169,0.19,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-21,717677,Strikeout,strikeout,True,668939,671737,Adley Rutschman,Taj Bradley,0,0,0,27ac0d2e-543d-4da5-8d5f-3b5b944dafcc,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,88.0,107.0,111.0,131.0,101.0,109.0,106.0,99.0,99.0,0.001,0.449,0.248,0.136,0.16699999999999998,-0.8,-1.32,0.62,0.0,0.04,96.1,88.9,89.3,97.8,79.0,0.277,0.312,0.169,0.19,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-21,717677,Groundout,field_out,True,623993,671737,Anthony Santander,Taj Bradley,1,0,0,0dc268c4-1a44-434e-80e6-055e8674794c,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,88.0,107.0,111.0,131.0,101.0,109.0,106.0,99.0,99.0,0.001,0.449,0.248,0.136,0.16699999999999998,-0.8,-1.32,0.62,0.0,0.04,96.1,88.9,89.3,97.8,79.0,0.277,0.312,0.169,0.19,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-21,717677,Walk,walk,False,650490,669330,Yandy Díaz,Tyler Wells,1,0,0,04803968-2c29-402e-804d-fc9ae3805d96,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,84.0,95.0,100.0,84.0,102.0,99.0,85.0,100.0,96.0,,0.377,0.195,,0.078,0.59,0.67,,,0.41,92.5,88.7,,,74.1,0.2,0.212,0.217,,85.4,126.0,106.0,111.0,88.0,108.0,103.0,0.16399999999999998,0.185,1.18,0.43,84.0,0.196,0.149,,,,,,,,
4,2023-06-21,717677,Strikeout,strikeout,True,677551,669330,Wander Franco,Tyler Wells,0,0,0,fbead56a-fbd8-4ca7-a70d-7e996dbef6f1,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,84.0,95.0,100.0,84.0,102.0,99.0,85.0,100.0,96.0,,0.377,0.195,,0.078,0.59,0.67,,,0.41,92.5,88.7,,,74.1,0.2,0.212,0.217,,85.4,126.0,106.0,111.0,88.0,108.0,103.0,0.16399999999999998,0.185,1.18,0.43,84.0,0.196,0.149,,,,,,,,
5,2023-06-21,717677,Grounded Into DP,grounded_into_double_play,True,623912,669330,Harold Ramírez,Tyler Wells,1,0,1,451bce15-bb45-4c9c-883f-b7395eed0699,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,84.0,95.0,100.0,84.0,102.0,99.0,85.0,100.0,96.0,,0.377,0.195,,0.078,0.59,0.67,,,0.41,92.5,88.7,,,74.1,0.2,0.212,0.217,,85.4,126.0,106.0,111.0,88.0,108.0,103.0,0.16399999999999998,0.185,1.18,0.43,84.0,0.196,0.149,,,,,,,,
6,2023-06-21,717677,Single,single,False,656811,671737,Ryan O'Hearn,Taj Bradley,0,0,0,ba96d579-ae55-403b-b3b9-17ded2a8dba8,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,88.0,107.0,111.0,131.0,101.0,109.0,106.0,99.0,99.0,0.001,0.449,0.248,0.136,0.16699999999999998,-0.8,-1.32,0.62,0.0,0.04,96.1,88.9,89.3,97.8,79.0,0.277,0.312,0.169,0.19,,,,,,,,,,,,,,,,,,,,,,
7,2023-06-21,717677,Groundout,field_out,True,669720,671737,Austin Hays,Taj Bradley,1,1,1,d1a0b8a3-3064-4398-a033-9eef7e2e8890,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,88.0,107.0,111.0,131.0,101.0,109.0,106.0,99.0,99.0,0.001,0.449,0.248,0.136,0.16699999999999998,-0.8,-1.32,0.62,0.0,0.04,96.1,88.9,89.3,97.8,79.0,0.277,0.312,0.169,0.19,,,,,,,,,,,,,,,,,,,,,,
8,2023-06-21,717677,Strikeout,strikeout,True,543305,671737,Aaron Hicks,Taj Bradley,0,0,0,736894e2-a7f1-4bf6-8adf-e2a88b7efa91,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,88.0,107.0,111.0,131.0,101.0,109.0,106.0,99.0,99.0,0.001,0.449,0.248,0.136,0.16699999999999998,-0.8,-1.32,0.62,0.0,0.04,96.1,88.9,89.3,97.8,79.0,0.277,0.312,0.169,0.19,,,,,,,,,,,,,,,,,,,,,,
9,2023-06-21,717677,Groundout,field_out,True,624428,671737,Adam Frazier,Taj Bradley,0,0,0,73d5cdbd-5640-4df1-837e-75d18dae16f3,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,88.0,107.0,111.0,131.0,101.0,109.0,106.0,99.0,99.0,0.001,0.449,0.248,0.136,0.16699999999999998,-0.8,-1.32,0.62,0.0,0.04,96.1,88.9,89.3,97.8,79.0,0.277,0.312,0.169,0.19,,,,,,,,,,,,,,,,,,,,,,
