,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,SI_ba,CH_ba,FF_ba,SL_ba,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-03-30,718774,Groundout,field_out,True,607043,645261,Brandon Nimmo,Sandy Alcantara,0,0,0,e09ed02f-fc0b-4b0f-8712-037baf80884e,645261.0,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,4.14,4.33,184.2,105.0,113.0,108.0,0.7709999999999999,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.34299999999999997,0.452,91.1,108.0,104.0,107.0,134.0,99.0,105.0,111.0,111.0,107.0,115.0,106.0,108.0,116.0,103.0,110.0,0.29,0.213,0.201,0.022000000000000002,0.273,-0.27,1.72,0.72,-0.52,-0.43,98.0,97.6,89.9,86.1,0.237,0.282,0.253,0.227,0.308,,,,,,,,,,,,,,
1,2023-03-30,718774,Groundout,field_out,True,516782,645261,Starling Marte,Sandy Alcantara,1,1,0,08a24c87-5ec2-43d5-8374-7210556fb8d6,645261.0,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,4.14,4.33,184.2,105.0,113.0,108.0,0.7709999999999999,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.34299999999999997,0.452,91.1,108.0,104.0,107.0,134.0,99.0,105.0,111.0,111.0,107.0,115.0,106.0,108.0,116.0,103.0,110.0,0.29,0.213,0.201,0.022000000000000002,0.273,-0.27,1.72,0.72,-0.52,-0.43,98.0,97.6,89.9,86.1,0.237,0.282,0.253,0.227,0.308,,,,,,,,,,,,,,
2,2023-03-30,718774,Strikeout,strikeout,True,596019,645261,Francisco Lindor,Sandy Alcantara,0,0,0,b7f3291e-8343-41d0-a67b-ecf42059cfa3,645261.0,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,4.14,4.33,184.2,105.0,113.0,108.0,0.7709999999999999,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.34299999999999997,0.452,91.1,108.0,104.0,107.0,134.0,99.0,105.0,111.0,111.0,107.0,115.0,106.0,108.0,116.0,103.0,110.0,0.29,0.213,0.201,0.022000000000000002,0.273,-0.27,1.72,0.72,-0.52,-0.43,98.0,97.6,89.9,86.1,0.237,0.282,0.253,0.227,0.308,,,,,,,,,,,,,,
3,2023-03-30,718774,Single,single,False,650333,453286,Luis Arraez,Max Scherzer,0,0,0,f108135c-a718-4207-8a17-3651c078ab93,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,83.8,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,,,,106.0,108.0,108.0,,0.46299999999999997,0.168,0.124,0.141,0.72,,-0.21,0.51,0.03,93.7,,84.0,75.4,,0.207,0.255,0.25,0.187,98.0,108.0,99.0,0.10400000000000001,2.12,88.4,0.135,,,,,,,
4,2023-03-30,718774,Grounded Into DP,grounded_into_double_play,True,516416,453286,Jean Segura,Max Scherzer,0,0,1,114482e6-5c97-459a-8e84-09634eb41802,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,83.8,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,,,,106.0,108.0,108.0,,0.46299999999999997,0.168,0.124,0.141,0.72,,-0.21,0.51,0.03,93.7,,84.0,75.4,,0.207,0.255,0.25,0.187,98.0,108.0,99.0,0.10400000000000001,2.12,88.4,0.135,,,,,,,
5,2023-03-30,718774,Strikeout,strikeout,True,643265,453286,Garrett Cooper,Max Scherzer,0,0,0,dc47c113-881e-4938-aeff-dab87c05a0bb,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,83.8,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,,,,106.0,108.0,108.0,,0.46299999999999997,0.168,0.124,0.141,0.72,,-0.21,0.51,0.03,93.7,,84.0,75.4,,0.207,0.255,0.25,0.187,98.0,108.0,99.0,0.10400000000000001,2.12,88.4,0.135,,,,,,,
6,2023-03-30,718774,Groundout,field_out,True,624413,645261,Pete Alonso,Sandy Alcantara,1,0,0,d6a0346c-4dd9-41bb-8439-c410fcf2c88a,645261.0,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,4.14,4.33,184.2,105.0,113.0,108.0,0.7709999999999999,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.34299999999999997,0.452,91.1,108.0,104.0,107.0,134.0,99.0,105.0,111.0,111.0,107.0,115.0,106.0,108.0,116.0,103.0,110.0,0.29,0.213,0.201,0.022000000000000002,0.273,-0.27,1.72,0.72,-0.52,-0.43,98.0,97.6,89.9,86.1,0.237,0.282,0.253,0.227,0.308,,,,,,,,,,,,,,
7,2023-03-30,718774,Flyout,field_out,True,643446,645261,Jeff McNeil,Sandy Alcantara,0,0,0,8b36b6a1-7189-4d91-abf9-31969c02fe65,645261.0,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,4.14,4.33,184.2,105.0,113.0,108.0,0.7709999999999999,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.34299999999999997,0.452,91.1,108.0,104.0,107.0,134.0,99.0,105.0,111.0,111.0,107.0,115.0,106.0,108.0,116.0,103.0,110.0,0.29,0.213,0.201,0.022000000000000002,0.273,-0.27,1.72,0.72,-0.52,-0.43,98.0,97.6,89.9,86.1,0.237,0.282,0.253,0.227,0.308,,,,,,,,,,,,,,
8,2023-03-30,718774,Groundout,field_out,True,592192,645261,Mark Canha,Sandy Alcantara,0,0,0,af77d61b-746d-4cd0-930b-a353ae62f942,645261.0,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,4.14,4.33,184.2,105.0,113.0,108.0,0.7709999999999999,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.34299999999999997,0.452,91.1,108.0,104.0,107.0,134.0,99.0,105.0,111.0,111.0,107.0,115.0,106.0,108.0,116.0,103.0,110.0,0.29,0.213,0.201,0.022000000000000002,0.273,-0.27,1.72,0.72,-0.52,-0.43,98.0,97.6,89.9,86.1,0.237,0.282,0.253,0.227,0.308,,,,,,,,,,,,,,
9,2023-03-30,718774,Groundout,field_out,True,665862,453286,Jazz Chisholm Jr.,Max Scherzer,1,0,0,fd3947d2-1a2f-4583-9c3f-4e100a96df89,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,83.8,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,,,,106.0,108.0,108.0,,0.46299999999999997,0.168,0.124,0.141,0.72,,-0.21,0.51,0.03,93.7,,84.0,75.4,,0.207,0.255,0.25,0.187,98.0,108.0,99.0,0.10400000000000001,2.12,88.4,0.135,,,,,,,
