,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wCU/C,wCH/C,vFA,vFC,vCU,FF_ba,SV_ba,CH_ba,FC_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,SL%,KC%,wSI/C,wSL/C,wKC/C,vSI,vSL,vKC,SI_ba,CU_ba,SL_ba,ST_ba
0,2023-08-13,717007,Strikeout,strikeout,True,678662,628711,Ezequiel Tovar,Julio Urías,0,0,0,23ac0971-281a-4255-9f99-3364645f0fe0,628711.0,juliourias,"Urías, J",Left,Julio Urías,4.6,4.16,117.1,105.0,105.0,107.0,0.7879999999999999,8.97,1.84,8.59,1.84,0.82,0.23399999999999999,0.47100000000000003,0.192,0.312,0.45299999999999996,86.1,91.0,109.0,108.0,132.0,103.0,112.0,90.0,101.0,98.0,109.0,124.0,127.0,0.451,0.092,0.3,0.157,0.02,-0.42,0.84,-3.03,92.7,87.1,79.2,0.267,0.233,0.296,0.186,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-13,717007,Groundout,field_out,True,595777,628711,Jurickson Profar,Julio Urías,0,0,0,f2f9a54e-e35f-4e29-b825-52a4a63f3b65,628711.0,juliourias,"Urías, J",Left,Julio Urías,4.6,4.16,117.1,105.0,105.0,107.0,0.7879999999999999,8.97,1.84,8.59,1.84,0.82,0.23399999999999999,0.47100000000000003,0.192,0.312,0.45299999999999996,86.1,91.0,109.0,108.0,132.0,103.0,112.0,90.0,101.0,98.0,109.0,124.0,127.0,0.451,0.092,0.3,0.157,0.02,-0.42,0.84,-3.03,92.7,87.1,79.2,0.267,0.233,0.296,0.186,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-13,717007,Strikeout,strikeout,True,663898,628711,Brendan Rodgers,Julio Urías,0,0,0,79001a86-8be1-4004-a994-bd4ca6841031,628711.0,juliourias,"Urías, J",Left,Julio Urías,4.6,4.16,117.1,105.0,105.0,107.0,0.7879999999999999,8.97,1.84,8.59,1.84,0.82,0.23399999999999999,0.47100000000000003,0.192,0.312,0.45299999999999996,86.1,91.0,109.0,108.0,132.0,103.0,112.0,90.0,101.0,98.0,109.0,124.0,127.0,0.451,0.092,0.3,0.157,0.02,-0.42,0.84,-3.03,92.7,87.1,79.2,0.267,0.233,0.296,0.186,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-13,717007,Flyout,field_out,True,605141,607536,Mookie Betts,Kyle Freeland,1,1,0,8e5f4b2d-a539-4cc1-b7f9-478d451495f0,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,,,,68.0,105.0,90.0,,,,0.184,,,0.122,1.13,,,-3.3,88.8,,,0.239,,0.435,,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.23600000000000002,0.17600000000000002,-0.86,-0.2,-1.91,88.7,84.1,80.6,0.349,0.261,0.246,
4,2023-08-13,717007,Flyout,field_out,True,518692,607536,Freddie Freeman,Kyle Freeland,0,0,0,720537a4-37cc-4687-8703-8d78228191fd,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,,,,68.0,105.0,90.0,,,,0.184,,,0.122,1.13,,,-3.3,88.8,,,0.239,,0.435,,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.23600000000000002,0.17600000000000002,-0.86,-0.2,-1.91,88.7,84.1,80.6,0.349,0.261,0.246,
5,2023-08-13,717007,Groundout,field_out,True,669257,607536,Will Smith,Kyle Freeland,0,0,0,eb34dafb-a6eb-4266-b38f-0d2871497282,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,,,,68.0,105.0,90.0,,,,0.184,,,0.122,1.13,,,-3.3,88.8,,,0.239,,0.435,,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.23600000000000002,0.17600000000000002,-0.86,-0.2,-1.91,88.7,84.1,80.6,0.349,0.261,0.246,
6,2023-08-13,717007,Single,single,False,553869,628711,Elias Díaz,Julio Urías,1,0,0,d8032a16-f2bb-403b-a531-4926faff3a05,628711.0,juliourias,"Urías, J",Left,Julio Urías,4.6,4.16,117.1,105.0,105.0,107.0,0.7879999999999999,8.97,1.84,8.59,1.84,0.82,0.23399999999999999,0.47100000000000003,0.192,0.312,0.45299999999999996,86.1,91.0,109.0,108.0,132.0,103.0,112.0,90.0,101.0,98.0,109.0,124.0,127.0,0.451,0.092,0.3,0.157,0.02,-0.42,0.84,-3.03,92.7,87.1,79.2,0.267,0.233,0.296,0.186,,,,,,,,,,,,,,,,,,,,,,
7,2023-08-13,717007,Pop Out,field_out,True,666134,628711,Nolan Jones,Julio Urías,0,0,0,21a84f68-f022-4bea-8887-2fe80d9ce987,628711.0,juliourias,"Urías, J",Left,Julio Urías,4.6,4.16,117.1,105.0,105.0,107.0,0.7879999999999999,8.97,1.84,8.59,1.84,0.82,0.23399999999999999,0.47100000000000003,0.192,0.312,0.45299999999999996,86.1,91.0,109.0,108.0,132.0,103.0,112.0,90.0,101.0,98.0,109.0,124.0,127.0,0.451,0.092,0.3,0.157,0.02,-0.42,0.84,-3.03,92.7,87.1,79.2,0.267,0.233,0.296,0.186,,,,,,,,,,,,,,,,,,,,,,
8,2023-08-13,717007,Strikeout,strikeout,True,676701,628711,Alan Trejo,Julio Urías,0,0,0,87fbdb7d-bc91-4610-90b3-62d3b26128d4,628711.0,juliourias,"Urías, J",Left,Julio Urías,4.6,4.16,117.1,105.0,105.0,107.0,0.7879999999999999,8.97,1.84,8.59,1.84,0.82,0.23399999999999999,0.47100000000000003,0.192,0.312,0.45299999999999996,86.1,91.0,109.0,108.0,132.0,103.0,112.0,90.0,101.0,98.0,109.0,124.0,127.0,0.451,0.092,0.3,0.157,0.02,-0.42,0.84,-3.03,92.7,87.1,79.2,0.267,0.233,0.296,0.186,,,,,,,,,,,,,,,,,,,,,,
9,2023-08-13,717007,Pop Out,field_out,True,660707,628711,Elehuris Montero,Julio Urías,1,0,0,b5276226-051a-401a-9a53-0398c4278767,628711.0,juliourias,"Urías, J",Left,Julio Urías,4.6,4.16,117.1,105.0,105.0,107.0,0.7879999999999999,8.97,1.84,8.59,1.84,0.82,0.23399999999999999,0.47100000000000003,0.192,0.312,0.45299999999999996,86.1,91.0,109.0,108.0,132.0,103.0,112.0,90.0,101.0,98.0,109.0,124.0,127.0,0.451,0.092,0.3,0.157,0.02,-0.42,0.84,-3.03,92.7,87.1,79.2,0.267,0.233,0.296,0.186,,,,,,,,,,,,,,,,,,,,,,
10,2023-08-13,717007,Double,double,False,642708,607536,Amed Rosario,Kyle Freeland,1,0,0,9733dd5c-b02c-472a-8b3c-eb90c2b8dd22,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,,,,68.0,105.0,90.0,,,,0.184,,,0.122,1.13,,,-3.3,88.8,,,0.239,,0.435,,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.23600000000000002,0.17600000000000002,-0.86,-0.2,-1.91,88.7,84.1,80.6,0.349,0.261,0.246,
11,2023-08-13,717007,Lineout,field_out,True,571771,607536,Enrique Hernández,Kyle Freeland,1,1,1,b512bd1c-e02d-4d55-9623-ad2111ede065,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,,,,68.0,105.0,90.0,,,,0.184,,,0.122,1.13,,,-3.3,88.8,,,0.239,,0.435,,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.23600000000000002,0.17600000000000002,-0.86,-0.2,-1.91,88.7,84.1,80.6,0.349,0.261,0.246,
12,2023-08-13,717007,Single,single,False,571970,607536,Max Muncy,Kyle Freeland,0,0,1,1ee43d04-56de-49d4-a18e-ef3aefe1e950,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,,,,68.0,105.0,90.0,,,,0.184,,,0.122,1.13,,,-3.3,88.8,,,0.239,,0.435,,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.23600000000000002,0.17600000000000002,-0.86,-0.2,-1.91,88.7,84.1,80.6,0.349,0.261,0.246,
13,2023-08-13,717007,Walk,walk,False,621035,607536,Chris Taylor,Kyle Freeland,0,0,1,8e20a656-c4ed-4985-ab5a-5bf69128b504,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,,,,68.0,105.0,90.0,,,,0.184,,,0.122,1.13,,,-3.3,88.8,,,0.239,,0.435,,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.23600000000000002,0.17600000000000002,-0.86,-0.2,-1.91,88.7,84.1,80.6,0.349,0.261,0.246,
14,2023-08-13,717007,Single,single,False,681546,607536,James Outman,Kyle Freeland,1,0,1,e3689bff-25c7-4e73-ad42-fc200fa6503a,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,,,,68.0,105.0,90.0,,,,0.184,,,0.122,1.13,,,-3.3,88.8,,,0.239,,0.435,,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.23600000000000002,0.17600000000000002,-0.86,-0.2,-1.91,88.7,84.1,80.6,0.349,0.261,0.246,
15,2023-08-13,717007,Pop Out,field_out,True,500743,607536,Miguel Rojas,Kyle Freeland,1,0,1,d39c43f7-e4b0-4aa4-83fa-363fc10669ad,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,,,,68.0,105.0,90.0,,,,0.184,,,0.122,1.13,,,-3.3,88.8,,,0.239,,0.435,,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.23600000000000002,0.17600000000000002,-0.86,-0.2,-1.91,88.7,84.1,80.6,0.349,0.261,0.246,
