,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,ST_ba,CU_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,SL_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,CH_ba,FC_ba
0,2023-09-18,716534,Lineout,field_out,True,666397,683175,Edouard Julien,Connor Phillips,1,0,0,6df3e787-49ce-4c3f-9e6e-c9b54a92f292,683175.0,connorphillips,Phillips,Right,Connor Phillips,6.97,4.67,20.2,93.0,128.0,98.0,0.78,11.32,5.66,7.84,2.18,0.68,0.33899999999999997,0.35700000000000004,0.179,0.268,0.402,91.2,59.0,70.0,70.0,119.0,95.0,94.0,125.0,93.0,95.0,142.0,95.0,108.0,0.633,0.255,0.1,0.013000000000000001,-1.48,3.39,-2.94,-2.97,96.4,84.4,82.2,0.25,0.111,0.667,,,,,,,,,,,,,,,,,,,,,,,
1,2023-09-18,716534,Strikeout,strikeout,True,593871,683175,Jorge Polanco,Connor Phillips,0,0,0,6198d1d0-b97d-4564-9346-23e7ef9e2a33,683175.0,connorphillips,Phillips,Right,Connor Phillips,6.97,4.67,20.2,93.0,128.0,98.0,0.78,11.32,5.66,7.84,2.18,0.68,0.33899999999999997,0.35700000000000004,0.179,0.268,0.402,91.2,59.0,70.0,70.0,119.0,95.0,94.0,125.0,93.0,95.0,142.0,95.0,108.0,0.633,0.255,0.1,0.013000000000000001,-1.48,3.39,-2.94,-2.97,96.4,84.4,82.2,0.25,0.111,0.667,,,,,,,,,,,,,,,,,,,,,,,
2,2023-09-18,716534,Flyout,field_out,True,668904,683175,Royce Lewis,Connor Phillips,1,0,0,e0bf6195-8637-422c-8aa8-e74d90e05dad,683175.0,connorphillips,Phillips,Right,Connor Phillips,6.97,4.67,20.2,93.0,128.0,98.0,0.78,11.32,5.66,7.84,2.18,0.68,0.33899999999999997,0.35700000000000004,0.179,0.268,0.402,91.2,59.0,70.0,70.0,119.0,95.0,94.0,125.0,93.0,95.0,142.0,95.0,108.0,0.633,0.255,0.1,0.013000000000000001,-1.48,3.39,-2.94,-2.97,96.4,84.4,82.2,0.25,0.111,0.667,,,,,,,,,,,,,,,,,,,,,,,
3,2023-09-18,716534,Walk,walk,False,663697,657746,Jonathan India,Joe Ryan,1,0,0,f4a3993d-1265-422d-a966-939f0716f474,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,,,,,,,,102.0,112.0,108.0,102.0,88.0,94.0,0.569,0.159,,,0.89,-2.12,,,92.3,80.3,,0.24,0.286,,91.0,104.0,102.0,0.272,-0.3,83.9,0.242,0.32,,,,,,,,,,,,,,,
4,2023-09-18,716534,Pop Out,field_out,True,670770,657746,TJ Friedl,Joe Ryan,0,0,0,f9753826-1c31-4db1-8174-25e01b8beddd,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,,,,,,,,102.0,112.0,108.0,102.0,88.0,94.0,0.569,0.159,,,0.89,-2.12,,,92.3,80.3,,0.24,0.286,,91.0,104.0,102.0,0.272,-0.3,83.9,0.242,0.32,,,,,,,,,,,,,,,
5,2023-09-18,716534,Strikeout,strikeout,True,668715,657746,Spencer Steer,Joe Ryan,0,0,0,b344e6a1-1b59-4c91-b5f6-a148131f5560,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,,,,,,,,102.0,112.0,108.0,102.0,88.0,94.0,0.569,0.159,,,0.89,-2.12,,,92.3,80.3,,0.24,0.286,,91.0,104.0,102.0,0.272,-0.3,83.9,0.242,0.32,,,,,,,,,,,,,,,
6,2023-09-18,716534,Flyout,field_out,True,641584,657746,Jake Fraley,Joe Ryan,0,0,0,314c302b-a194-4ad9-8aea-bffe608e7ada,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,,,,,,,,102.0,112.0,108.0,102.0,88.0,94.0,0.569,0.159,,,0.89,-2.12,,,92.3,80.3,,0.24,0.286,,91.0,104.0,102.0,0.272,-0.3,83.9,0.242,0.32,,,,,,,,,,,,,,,
7,2023-09-18,716534,Flyout,field_out,True,596146,683175,Max Kepler,Connor Phillips,0,0,0,5e88823f-3ec4-4a2c-8684-0f1b1ddc7d5b,683175.0,connorphillips,Phillips,Right,Connor Phillips,6.97,4.67,20.2,93.0,128.0,98.0,0.78,11.32,5.66,7.84,2.18,0.68,0.33899999999999997,0.35700000000000004,0.179,0.268,0.402,91.2,59.0,70.0,70.0,119.0,95.0,94.0,125.0,93.0,95.0,142.0,95.0,108.0,0.633,0.255,0.1,0.013000000000000001,-1.48,3.39,-2.94,-2.97,96.4,84.4,82.2,0.25,0.111,0.667,,,,,,,,,,,,,,,,,,,,,,,
8,2023-09-18,716534,Field Error,field_error,False,571657,683175,Kyle Farmer,Connor Phillips,0,0,0,0e0cb8d8-cf23-4fdd-91b2-3cdc634387b8,683175.0,connorphillips,Phillips,Right,Connor Phillips,6.97,4.67,20.2,93.0,128.0,98.0,0.78,11.32,5.66,7.84,2.18,0.68,0.33899999999999997,0.35700000000000004,0.179,0.268,0.402,91.2,59.0,70.0,70.0,119.0,95.0,94.0,125.0,93.0,95.0,142.0,95.0,108.0,0.633,0.255,0.1,0.013000000000000001,-1.48,3.39,-2.94,-2.97,96.4,84.4,82.2,0.25,0.111,0.667,,,,,,,,,,,,,,,,,,,,,,,
9,2023-09-18,716534,Forceout,force_out,True,666135,683175,Alex Kirilloff,Connor Phillips,0,0,1,7a086a77-1950-4010-a041-550cce83a8d1,683175.0,connorphillips,Phillips,Right,Connor Phillips,6.97,4.67,20.2,93.0,128.0,98.0,0.78,11.32,5.66,7.84,2.18,0.68,0.33899999999999997,0.35700000000000004,0.179,0.268,0.402,91.2,59.0,70.0,70.0,119.0,95.0,94.0,125.0,93.0,95.0,142.0,95.0,108.0,0.633,0.255,0.1,0.013000000000000001,-1.48,3.39,-2.94,-2.97,96.4,84.4,82.2,0.25,0.111,0.667,,,,,,,,,,,,,,,,,,,,,,,
