,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CU%,CH%,wSI/C,wSL/C,wCU/C,wCH/C,vSI,vSL,vCU,SI_ba,CH_ba,CU_ba,SL_ba,Stf+ FA,Loc+ FA,Pit+ FA,FA%,wFA/C,vFA,FF_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba
0,2023-05-07,718272,Pop Out,field_out,True,663837,571927,Matt Vierling,Steven Matz,1,0,0,0ee21b3c-04fe-448e-b1c3-c6a34d985f85,571927.0,stevenmatz,Matz,Left,Steven Matz,3.86,3.87,105.0,102.0,95.0,100.0,0.7759999999999999,8.4,2.74,9.26,0.94,1.4,0.29100000000000004,0.37,0.146,0.31,0.446,84.2,106.0,109.0,107.0,108.0,96.0,100.0,87.0,101.0,96.0,62.0,82.0,90.0,0.561,0.018000000000000002,0.14800000000000002,0.27399999999999997,0.41,-1.27,-0.6,-0.09,94.1,88.9,78.5,0.24,0.291,0.259,0.5,,,,,,,,,,,,,,,
1,2023-05-07,718272,Single,single,False,595879,571927,Javier Báez,Steven Matz,1,0,0,7847ca92-918c-4167-b2ef-3e7b24ca3031,571927.0,stevenmatz,Matz,Left,Steven Matz,3.86,3.87,105.0,102.0,95.0,100.0,0.7759999999999999,8.4,2.74,9.26,0.94,1.4,0.29100000000000004,0.37,0.146,0.31,0.446,84.2,106.0,109.0,107.0,108.0,96.0,100.0,87.0,101.0,96.0,62.0,82.0,90.0,0.561,0.018000000000000002,0.14800000000000002,0.27399999999999997,0.41,-1.27,-0.6,-0.09,94.1,88.9,78.5,0.24,0.291,0.259,0.5,,,,,,,,,,,,,,,
2,2023-05-07,718272,Strikeout,strikeout,True,682985,571927,Riley Greene,Steven Matz,0,0,0,cd2104e2-b1e8-406a-8980-647e4fde06fd,571927.0,stevenmatz,Matz,Left,Steven Matz,3.86,3.87,105.0,102.0,95.0,100.0,0.7759999999999999,8.4,2.74,9.26,0.94,1.4,0.29100000000000004,0.37,0.146,0.31,0.446,84.2,106.0,109.0,107.0,108.0,96.0,100.0,87.0,101.0,96.0,62.0,82.0,90.0,0.561,0.018000000000000002,0.14800000000000002,0.27399999999999997,0.41,-1.27,-0.6,-0.09,94.1,88.9,78.5,0.24,0.291,0.259,0.5,,,,,,,,,,,,,,,
3,2023-05-07,718272,Forceout,force_out,True,679529,571927,Spencer Torkelson,Steven Matz,0,0,1,5f284a6c-7f0c-45fc-8767-3ad32fec7483,571927.0,stevenmatz,Matz,Left,Steven Matz,3.86,3.87,105.0,102.0,95.0,100.0,0.7759999999999999,8.4,2.74,9.26,0.94,1.4,0.29100000000000004,0.37,0.146,0.31,0.446,84.2,106.0,109.0,107.0,108.0,96.0,100.0,87.0,101.0,96.0,62.0,82.0,90.0,0.561,0.018000000000000002,0.14800000000000002,0.27399999999999997,0.41,-1.27,-0.6,-0.09,94.1,88.9,78.5,0.24,0.291,0.259,0.5,,,,,,,,,,,,,,,
4,2023-05-07,718272,Flyout,field_out,True,663457,656412,Lars Nootbaar,Alex Faedo,1,0,0,7442c635-a14f-4ca8-98bb-01a4f7a83009,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,,,,,,,103.0,105.0,108.0,,0.381,,0.133,,0.65,,-0.75,,82.3,,,0.222,,0.192,87.0,104.0,96.0,0.485,0.89,92.9,0.2,,,,,,,,
5,2023-05-07,718272,Home Run,home_run,False,502671,656412,Paul Goldschmidt,Alex Faedo,1,0,0,af3a6200-4563-418e-93b2-af60e6b382d1,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,,,,,,,103.0,105.0,108.0,,0.381,,0.133,,0.65,,-0.75,,82.3,,,0.222,,0.192,87.0,104.0,96.0,0.485,0.89,92.9,0.2,,,,,,,,
6,2023-05-07,718272,Flyout,field_out,True,669357,656412,Nolan Gorman,Alex Faedo,0,0,0,82ac497f-71ac-4121-8b87-4a5a16ccf4dc,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,,,,,,,103.0,105.0,108.0,,0.381,,0.133,,0.65,,-0.75,,82.3,,,0.222,,0.192,87.0,104.0,96.0,0.485,0.89,92.9,0.2,,,,,,,,
7,2023-05-07,718272,Flyout,field_out,True,571448,656412,Nolan Arenado,Alex Faedo,1,0,0,0f8c8473-51e9-45ff-89ec-b083e46dd7d1,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,,,,,,,103.0,105.0,108.0,,0.381,,0.133,,0.65,,-0.75,,82.3,,,0.222,,0.192,87.0,104.0,96.0,0.485,0.89,92.9,0.2,,,,,,,,
8,2023-05-07,718272,Double,double,False,628451,571927,Andy Ibáñez,Steven Matz,1,0,0,ac4091e1-7ab3-4a4f-ae15-9a0ab28fa1ef,571927.0,stevenmatz,Matz,Left,Steven Matz,3.86,3.87,105.0,102.0,95.0,100.0,0.7759999999999999,8.4,2.74,9.26,0.94,1.4,0.29100000000000004,0.37,0.146,0.31,0.446,84.2,106.0,109.0,107.0,108.0,96.0,100.0,87.0,101.0,96.0,62.0,82.0,90.0,0.561,0.018000000000000002,0.14800000000000002,0.27399999999999997,0.41,-1.27,-0.6,-0.09,94.1,88.9,78.5,0.24,0.291,0.259,0.5,,,,,,,,,,,,,,,
9,2023-05-07,718272,Groundout,field_out,True,606992,571927,Eric Haase,Steven Matz,1,0,0,4bb26712-4243-4a4f-b2fc-25f4ec69ac7b,571927.0,stevenmatz,Matz,Left,Steven Matz,3.86,3.87,105.0,102.0,95.0,100.0,0.7759999999999999,8.4,2.74,9.26,0.94,1.4,0.29100000000000004,0.37,0.146,0.31,0.446,84.2,106.0,109.0,107.0,108.0,96.0,100.0,87.0,101.0,96.0,62.0,82.0,90.0,0.561,0.018000000000000002,0.14800000000000002,0.27399999999999997,0.41,-1.27,-0.6,-0.09,94.1,88.9,78.5,0.24,0.291,0.259,0.5,,,,,,,,,,,,,,,
